名称,费用,职业,稀有度,评分,评级,建议不选多张,
格斗士,5,中立,普通,104,4,,
格鲁尔,8,中立,传说,90,5,,
档案员艾丽西娜,9,中立,传说,72,6,,
森金持盾卫士,4,中立,普通,95,5,,
榴弹投手,5,中立,稀有,125,2,,
橱柜蜘蛛,3,中立,普通,84,6,,
欢乐的发明家,7,中立,稀有,99,4,,
欧米茄医护兵,3,牧师,稀有,122,2,,
欧米茄防御者,4,中立,史诗,107,3,,
武装皮纳塔,4,中立,史诗,117,2,,
死亡之翼,10,中立,传说,129,2,,
死神4000型,8,中立,传说,112,3,,
毒物学家,2,中立,普通,68,7,,
毒鳍鱼人,1,中立,普通,64,7,,
比斯巨兽,6,中立,传说,83,6,,
沃金,5,牧师,传说,158,1,,
沉默,0,牧师,普通,71,6,是,
沉默的骑士,3,中立,普通,102,4,,
沟渠潜伏者,6,中立,稀有,76,6,,
没电的铁皮人,2,中立,稀有,59,7,,
治疗之环,0,牧师,普通,40,7,,
沼泽爬行者,5,中立,普通,83,6,,
法力之池,2,中立,普通,54,7,,
法力怨魂,2,中立,稀有,95,5,,
泽里克的克隆展,9,牧师,传说,97,4,,
活动假人,0,中立,稀有,58,7,,
海地精猎手,2,中立,普通,102,4,,
海巨人,10,中立,史诗,133,1,,
淡水鳄,2,中立,普通,94,5,,
淤泥践踏者,2,中立,普通,105,3,,
游学者周卓,2,中立,传说,38,7,,
湖之仙女,4,中立,普通,79,6,,
滑板机器人,1,中立,普通,106,3,,
火焰杂耍者,2,中立,普通,122,2,,
火花引擎,2,中立,稀有,67,7,,
火花钻机,6,中立,稀有,96,4,,
火车王里诺艾,5,中立,传说,108,3,,
烈日行者,6,中立,稀有,111,3,,
熔火恶犬,7,中立,普通,85,6,,
熟练的水手,5,中立,普通,97,4,,
爆爆机器人,3,中立,普通,99,4,,
爆盐投弹手,5,中立,史诗,101,4,,
牛头人战士,3,中立,普通,71,6,,
特殊坐骑商人,7,中立,稀有,99,4,,
狂奔科多兽,5,中立,稀有,104,4,,
狂野炎术师,2,中立,稀有,120,2,,
狗头人地卜师,2,中立,普通,83,6,,
狼人渗透者,1,中立,普通,86,6,,
狼骑兵,3,中立,普通,94,5,,
王牌猎人,5,中立,史诗,71,6,,
玛克扎尔王子,5,中立,传说,103,4,,
玛瑙主教,5,牧师,稀有,111,3,,
玛里苟斯,9,中立,传说,100,4,,
瑟玛普拉格,9,中立,传说,87,5,,
生锈的回收机器人,5,中立,普通,81,6,,
电磁脉冲特工,5,中立,史诗,75,6,,
电能工匠,3,中立,普通,85,6,,
疯狂召唤师,6,中立,稀有,73,6,,
疯狂投弹者,2,中立,普通,109,3,,
疯狂爆破者,5,中立,稀有,89,5,,
疯狂的炼金师,2,中立,稀有,110,3,,
白银之手教官,3,中立,普通,97,4,,
白银之手骑士,5,中立,普通,108,3,,
白骨卫士军官,2,中立,普通,108,3,,
真言术：仿,5,牧师,史诗,75,6,,
真言术：盾,1,牧师,普通,116,2,,
真言术：耀,1,牧师,普通,27,7,,
石拳食人魔,6,中立,普通,105,3,,
石牙野猪,1,中立,普通,64,7,,
石腭穴居人壮汉,4,中立,普通,89,5,,
砰砰博士,7,中立,传说,148,1,,
破咒珠宝师,3,中立,稀有,108,3,,
破坏者,3,中立,稀有,123,2,,
破法者,4,中立,普通,99,4,,
破碎残阳祭司,3,中立,普通,103,4,,
碎石穴居人,2,中立,普通,97,4,,
神圣之火,6,牧师,稀有,102,4,,
神圣之灵,2,牧师,普通,102,4,,
神圣勇士,4,牧师,普通,110,3,,
神圣惩击,1,牧师,普通,105,3,,
神圣新星,5,牧师,普通,153,1,,
禁忌咒文,0,牧师,稀有,140,1,,
科多兽骑手,6,中立,史诗,129,2,,
科赞秘术师,4,中立,稀有,74,6,,
秘教暗影祭司,6,牧师,史诗,120,2,,
穆克拉,3,中立,传说,96,4,,
穆克拉的勇士,5,中立,普通,126,2,,
穆戈尔的勇士,6,中立,稀有,82,6,,
穿刺者戈莫克,4,中立,传说,94,5,,
竞技场主宰,6,中立,普通,87,5,,
符文蛋,1,中立,普通,60,7,,
策反,2,牧师,稀有,72,6,,
米尔豪斯·法力风暴,2,中立,传说,4,7,,
米米尔隆的头部,5,中立,传说,83,6,,
精灵弓箭手,1,中立,普通,100,4,,
精灵龙,2,中立,普通,111,3,,
精神控制,10,牧师,普通,125,2,是,
紫罗兰典狱官,6,中立,普通,96,4,,
紫罗兰教师,4,中立,稀有,100,4,,
紫罗兰法师,3,中立,普通,108,3,,
紫罗兰魔剑士,4,中立,普通,109,3,,
纳特·帕格,2,中立,传说,76,6,,
纳鲁之光,1,牧师,稀有,93,5,,
维伦的恩泽,3,牧师,普通,114,2,,
绿洲钳嘴龟,4,中立,普通,84,6,,
绿皮船长,5,中立,传说,77,6,,
缩小射线工程师,2,牧师,普通,126,2,,
群体复活,9,牧师,稀有,90,5,,
群体驱散,4,牧师,稀有,75,6,,
群星罗列者,7,中立,史诗,92,5,,
老式治疗机器人,5,中立,普通,74,6,,
耶比托·乔巴斯,8,中立,传说,98,4,,
脑力激荡者,3,中立,普通,42,7,,
脱逃的样本,5,中立,史诗,95,5,,
腐肉食尸鬼,3,中立,普通,95,5,,
自爆绵羊,2,中立,普通,107,3,,
自负的演员,2,中立,普通,109,3,,
船载火炮,2,中立,普通,99,4,,
艾泽里特元素,5,中立,史诗,64,7,,
艾露恩的女祭司,6,中立,普通,73,6,,
苦痛侍僧,3,中立,普通,106,3,,
荆棘帮小偷,3,中立,普通,91,5,,
荆棘帮巫婆,4,中立,史诗,136,1,,
荆棘帮斗猪,2,中立,普通,150,1,,
荆棘帮箭猪,4,牧师,普通,119,2,,
荆棘谷猛虎,5,中立,普通,104,4,,
药水商人,1,中立,普通,76,6,,
莫罗斯,3,中立,传说,97,4,,
莽头食人魔,8,中立,史诗,130,2,,
萨尔玛先知,3,中立,普通,66,7,,
蓝腮战士,2,中立,普通,91,5,,
藏宝海湾保镖,5,中立,普通,84,6,,
虚灵勇士萨兰德,5,中立,传说,132,1,,
虚空幽龙史学家,2,中立,普通,63,7,,
蜘蛛坦克,3,中立,普通,112,3,,
血帆海盗,1,中立,稀有,63,7,是,
血帆袭击者,2,中立,普通,94,5,,
血沼迅猛龙,2,中立,普通,102,4,,
血法师萨尔诺斯,2,中立,传说,107,3,,
血色十字军战士,3,中立,普通,108,3,,
血骑士,3,中立,史诗,108,3,,
裁决者图哈特,6,中立,传说,100,4,,
要塞指挥官,2,中立,史诗,99,4,,
角斗场主管,3,中立,稀有,93,5,,
诅咒教派领袖,4,中立,普通,110,3,,
诺兹多姆,9,中立,传说,67,7,,
诺莫瑞根步兵,3,中立,普通,72,6,,
负伤剑圣,3,中立,稀有,119,2,,
赛场医师,4,中立,普通,63,7,,
赛场观众,1,中立,普通,85,6,,
赫米特·奈辛瓦里,5,中立,传说,86,6,,
载人收割机,4,中立,普通,142,1,,
载人毁灭机,4,中立,普通,107,3,,
载人飞天魔像,6,中立,史诗,141,1,,
达拉然图书管理员,2,中立,普通,96,4,,
达拉然圣剑士,5,中立,普通,136,1,,
达拉然法师,3,中立,普通,57,7,,
迦顿男爵,7,中立,传说,130,2,,
迷乱,2,牧师,史诗,45,7,,
迷失的陆行鸟,4,中立,普通,108,3,,
通电机器人,2,中立,稀有,71,6,,
邪灵拷问者,4,中立,普通,116,2,,
酸性沼泽软泥怪,2,中立,普通,107,3,,
重甲战马,4,中立,稀有,124,2,,
量产型恐吓机,4,中立,稀有,131,2,,
钢铁暴怒者,4,中立,普通,111,3,,
铁喙猫头鹰,3,中立,普通,69,6,,
铁炉堡火枪手,3,中立,普通,85,6,,
铁鬃灰熊,3,中立,普通,91,5,,
银月城卫兵,4,中立,普通,106,3,,
银背族长,3,中立,普通,55,7,,
银色侍从,1,中立,普通,104,4,,
银色指挥官,6,中立,稀有,130,2,,
银色神官帕尔崔丝,7,牧师,传说,93,5,,
银色警卫,2,中立,稀有,67,7,,
银色骑手,3,中立,普通,119,2,,
铸剑师,2,中立,稀有,74,6,,
闪金镇步兵,1,中立,普通,67,7,,
阴暗的人影,2,牧师,史诗,97,4,,
阿古斯防御者,4,中立,稀有,109,3,,
阿曼尼狂战士,2,中立,普通,112,3,,
阿莱克丝塔萨,9,中立,传说,85,6,,
隐秘破坏者,6,中立,史诗,31,7,,
隐鳞药剂师,2,中立,普通,83,6,,
雪地狗头人,4,中立,普通,79,6,,
零食商贩,4,中立,普通,99,4,,
雷矛特种兵,5,中立,普通,97,4,,
霍格,6,中立,传说,110,3,,
霜狼步兵,2,中立,普通,76,6,,
霜狼督军,5,中立,普通,98,4,,
霸气的旅店老板娘,8,中立,普通,87,5,,
青铜门卫,3,中立,普通,89,5,,
颤地者特罗格佐尔,7,中立,传说,82,6,,
风怒鹰身人,6,中立,普通,76,6,,
风险投资公司雇佣兵,5,中立,普通,84,6,,
飞刀杂耍者,2,中立,稀有,125,2,,
飞弹机器人,6,中立,稀有,111,3,,
飞行器,3,中立,普通,55,7,,
飞行管理员,3,中立,普通,108,3,,
食人魔勇士穆戈尔,6,中立,传说,104,4,,
食人魔步兵,3,中立,普通,107,3,,
食人魔法师,4,中立,普通,98,4,,
馆长,7,中立,传说,98,4,,
骄傲的防御者,4,中立,普通,118,2,,
骷髅骑士,6,中立,传说,77,6,,
高级修理机器人,5,牧师,稀有,107,3,,
魔古山守望者,4,中立,普通,65,7,,
魔法订书匠,2,中立,普通,111,3,,
魔法飞毯,3,中立,史诗,84,6,,
魔瘾者,2,中立,稀有,55,7,,
魔能机甲,5,中立,史诗,165,1,,
鱼人招潮者,1,中立,稀有,65,7,,
鱼人杀手蟹,1,中立,史诗,73,6,,
鱼人猎潮者,2,中立,普通,113,3,,
鱼人袭击者,1,中立,普通,82,6,,
鱼人领军,3,中立,史诗,87,5,,
鲁莽火箭兵,6,中立,普通,103,4,,
鲁莽的实验者,5,牧师,史诗,88,5,,
鸟禽守护者,5,中立,稀有,72,6,,
麦田傀儡,3,中立,普通,117,2,,
麦迪文,8,中立,传说,132,1,,
麻疯侏儒,1,中立,普通,60,7,,
黑暗邪使艾蒂丝,3,中立,传说,111,3,,
黑铁矮人,4,中立,普通,118,2,,
黑骑士,6,中立,传说,88,5,,
齿轮大师,1,中立,普通,58,7,,
龙眠教官,2,牧师,稀有,68,7,,
龙鹰骑士,3,中立,普通,101,4,,
