名称,费用,职业,稀有度,评分,评级,建议不选多张,
唤尸者,5,中立,稀有,108,3,,
唤鸦者,3,中立,普通,101,4,,
喂食时间,5,术士,稀有,130,2,,
喧哗的诗人,3,中立,普通,98,4,,
嗜睡的神枪手,2,中立,普通,42,7,,
团队领袖,3,中立,普通,88,5,,
圣光护卫者,1,中立,稀有,75,6,,
地狱烈焰,4,术士,普通,187,1,,
地精炸弹,1,中立,普通,25,7,,
场馆保镖,7,中立,普通,109,3,,
坩埚元素,8,中立,普通,74,6,,
堕落残阳祭司,2,中立,普通,99,4,,
堕落者之颅,5,术士,传说,0,7,,
塔达拉姆王子,3,中立,传说,92,5,,
墓地蹒跚者,4,中立,普通,99,4,,
墓穴潜伏者,5,中立,史诗,104,4,,
夜刃刺客,5,中立,普通,83,6,,
夜行蝙蝠,3,术士,普通,106,3,,
大地之环先知,3,中立,普通,121,2,,
大法师,6,中立,普通,91,5,,
大灾变,4,术士,史诗,77,6,,
失心农夫,1,中立,普通,56,7,,
夺尸者,4,中立,史诗,98,4,,
夺灵者哈卡,10,中立,传说,48,7,,
奇利亚斯,5,中立,传说,185,1,,
奥妮克希亚,9,中立,传说,125,2,,
奥术傀儡,3,中立,稀有,71,6,,
奥术统御者,5,中立,史诗,80,6,,
奥秘守护者,1,中立,稀有,63,7,,
奥能水母,6,中立,稀有,119,2,,
女伯爵阿莎摩尔,7,中立,传说,77,6,,
女巫森林吹笛人,4,中立,稀有,88,5,,
女巫森林小鬼,1,术士,普通,94,5,,
女巫森林灰熊,5,中立,稀有,140,1,,
女巫的坩埚,3,中立,史诗,115,2,,
好斗的侏儒,2,中立,稀有,101,4,,
始生幼龙,8,中立,史诗,150,1,,
始祖龟预言者,8,中立,史诗,84,6,,
孤胆英雄,3,中立,稀有,138,1,,
孱弱的掘墓者,3,中立,稀有,95,5,,
实验体9号,5,中立,传说,70,6,,
寒光先知,3,中立,稀有,63,7,,
小个子召唤师,2,中立,稀有,109,3,,
小型法术紫水晶,4,术士,稀有,90,5,,
小精灵,0,中立,普通,59,7,,
小鬼召唤师,3,中立,稀有,102,4,,
尖啸,1,术士,稀有,170,1,,
屠龙者,3,中立,普通,129,2,,
山岭巨人,12,中立,史诗,83,6,,
岩浆暴怒者,3,中立,普通,86,6,,
工匠大师欧沃斯巴克,3,中立,传说,114,2,,
工程师学徒,2,中立,普通,102,4,,
巨型乳齿象,9,中立,普通,94,5,,
巨型黄蜂,3,中立,普通,132,1,,
巨鳞沙虫,4,中立,稀有,101,4,,
巫医,1,中立,普通,102,4,,
巫妖王,8,中立,传说,147,1,,
巫毒娃娃,3,中立,史诗,116,2,,
希里克，蝙蝠之神,8,术士,传说,86,6,,
帝王眼镜蛇,3,中立,稀有,128,2,,
年轻的女祭司,1,中立,稀有,98,4,,
年轻的酒仙,2,中立,普通,102,4,,
年迈的法师,4,中立,稀有,75,6,,
年迈的酒仙,4,中立,普通,106,3,,
幻影海盗,4,中立,稀有,63,7,,
幻术士,2,中立,普通,93,5,,
幼龙鹰,1,中立,普通,53,7,,
开心的食尸鬼,3,中立,稀有,105,3,,
弹簧火箭犬,3,中立,普通,111,3,,
强制牺牲,3,术士,稀有,108,3,,
强能雷象,3,中立,史诗,118,2,,
微机操控者,3,中立,普通,131,2,,
总督察,5,中立,稀有,101,4,,
恐怖海盗,4,中立,普通,74,6,,
恐惧地狱火,6,术士,普通,150,1,,
恐狼前锋,2,中立,普通,109,3,,
恶毒的召唤师,7,中立,史诗,104,4,,
恶毒的银行家,2,中立,史诗,85,6,,
恶毒铁匠,5,中立,普通,99,4,,
恶魔之火,2,术士,普通,95,5,,
恶魔之箭,8,术士,普通,142,1,,
恶魔卫士,3,术士,稀有,79,6,,
恶魔法阵,4,术士,普通,109,3,,
恶魔计划,2,术士,普通,0,7,,
愤怒的小鸡,1,中立,稀有,52,7,,
憎恶,5,中立,稀有,98,4,,
战争机兵,5,中立,普通,105,3,,
战利品贮藏者,2,中立,普通,122,2,,
托瓦格尔国王,8,中立,传说,53,7,,
托维尔塑石师,4,中立,稀有,104,4,,
扭曲虚空,8,术士,史诗,156,1,是,
投弹机器人,4,中立,普通,76,6,,
护魂者,6,术士,史诗,103,4,,
报警机器人,3,中立,稀有,55,7,,
拉卡利地狱犬,4,术士,普通,86,6,,
拉文霍德刺客,7,中立,稀有,89,5,,
持盾卫士,1,中立,普通,79,6,,
捕鼠人,3,术士,史诗,104,4,,
摧心者,3,中立,稀有,109,3,,
摩天龙,10,中立,普通,71,6,,
攻城车,3,中立,稀有,81,6,,
旋翼滑翔者,2,中立,普通,74,6,,
无助的幼雏,1,中立,普通,58,7,,
无面操纵者,5,中立,史诗,118,2,,
日怒保卫者,2,中立,稀有,128,2,,
星界使者塞雷西亚,4,中立,传说,91,5,,
晶化师,1,中立,史诗,90,5,,
暗夜嗥狼,4,中立,普通,79,6,,
暗夜徘徊者,4,中立,稀有,81,6,,
暗影烈焰,4,术士,稀有,148,1,是,
暗影箭,3,术士,普通,122,2,,
暗鳞先知,1,中立,普通,49,7,,
暗鳞治愈者,5,中立,普通,106,3,,
暮光幼龙,4,中立,稀有,114,2,,
暴怒的双头巨人,7,中立,普通,122,2,,
暴怒的狼人,3,中立,普通,96,4,,
暴掠龙幼崽,2,中立,普通,102,4,,
暴牙震颤者,4,中立,普通,118,2,,
暴躁的巨龟,3,中立,普通,90,5,,
暴风城勇士,7,中立,普通,104,4,,
暴风城骑士,4,中立,普通,98,4,,
末日守卫,5,术士,稀有,114,2,,
末日灾祸,5,术士,史诗,67,7,,
末日预言者,2,中立,史诗,109,3,,
机械克苏恩,10,中立,传说,66,7,,
机械幼龙技工,4,中立,普通,102,4,,
机械异种蝎,2,中立,稀有,88,5,,
机械推土牛,9,中立,普通,93,5,,
机械袋鼠,1,中立,普通,113,3,,
机械雏龙,6,中立,稀有,133,1,,
杂毛秘术师,3,中立,普通,116,2,,
格林达·鸦羽,6,术士,传说,88,5,,
格里伏塔,4,中立,传说,121,2,,
格鲁尔,8,中立,传说,88,5,,
梦魇融合怪,3,中立,史诗,123,2,,
森金持盾卫士,4,中立,普通,113,3,,
欢乐的发明家,7,中立,稀有,122,2,,
欧克哈特大师,9,中立,传说,128,2,,
欧泽鲁克,9,中立,传说,52,7,,
欧米茄探员,5,术士,史诗,134,1,,
欧米茄防御者,4,中立,史诗,122,2,,
武装皮纳塔,4,中立,史诗,120,2,,
死亡之翼,10,中立,传说,161,1,,
死亡缠绕,1,术士,普通,95,5,,
死灵恶鬼,6,中立,普通,84,6,,
死鳞骑士,1,中立,普通,63,7,,
残暴的恐龙术士,6,术士,稀有,81,6,,
残酷集结,1,术士,稀有,96,4,,
毒物学家,2,中立,普通,78,6,,
毒蛇守卫,2,中立,稀有,41,7,,
比斯巨兽,6,中立,传说,81,6,,
汤水商贩,2,中立,稀有,87,5,,
沃拉斯,4,中立,传说,64,7,,
没电的铁皮人,2,中立,稀有,77,6,,
沼泽水蛭,1,中立,普通,113,3,,
沼泽爬行者,5,中立,普通,99,4,,
沼泽飞龙,3,中立,普通,60,7,,
沼泽龙蛋,1,中立,普通,69,6,,
法力怨魂,2,中立,稀有,105,3,,
泥沼狩猎者,5,中立,史诗,131,2,,
海巨人,10,中立,史诗,138,1,,
海德尼尔冰霜骑士,3,中立,普通,134,1,,
海象人渔夫,2,中立,普通,111,3,,
淡水鳄,2,中立,普通,104,4,,
深渊领主,4,术士,史诗,109,3,,
深蓝刃鳞龙人,5,中立,普通,112,3,,
温顺的巨壳龙,4,中立,史诗,121,2,,
游学者周卓,2,中立,传说,44,7,,
游荡恶鬼,6,中立,史诗,74,6,,
滑板机器人,1,中立,普通,86,6,,
火山龙,7,中立,稀有,116,2,,
火岩元素,3,中立,普通,90,5,,
火树巫医,2,中立,稀有,97,4,,
火焰使者,7,中立,史诗,89,5,,
火羽凤凰,4,中立,普通,120,2,,
火羽精灵,1,中立,普通,124,2,,
火花引擎,2,中立,稀有,67,7,,
火花钻机,6,中立,稀有,91,5,,
火车王里诺艾,5,中立,传说,100,4,,
灵魂之火,1,术士,普通,103,4,,
灵魂歌者安布拉,4,中立,传说,101,4,,
灵魂灌注,1,术士,稀有,57,7,,
灵魂炸弹,2,术士,普通,110,3,,
灵魂虹吸,6,术士,稀有,145,1,,
炼魂术,6,术士,史诗,52,7,,
烈日行者,6,中立,稀有,123,2,,
烈焰小鬼,1,术士,普通,129,2,,
热情的探险家,4,中立,史诗,108,3,,
焦油潜伏者,5,术士,普通,107,3,,
焦油爬行者,3,中立,普通,123,2,,
熔火巨像,6,中立,史诗,93,5,,
熔火恶犬,7,中立,普通,86,6,,
爆爆机器人,3,中立,普通,109,3,,
爆盐投弹手,5,中立,史诗,106,3,,
牛头人战士,3,中立,普通,84,6,,
狂奔的魔暴龙,8,中立,史诗,114,2,,
狂奔科多兽,5,中立,稀有,126,2,,
狂暴咒术师,2,中立,普通,112,3,,
狂野兽王,3,中立,史诗,122,2,,
狂野炎术师,2,中立,稀有,116,2,,
狗头人图书管理员,1,术士,普通,142,1,,
狗头人地卜师,2,中立,普通,96,4,,
狗头人学徒,3,中立,普通,111,3,,
狗头人拾荒者,3,中立,史诗,42,7,,
狗头人武僧,4,中立,稀有,123,2,,
狼人憎恶,7,中立,史诗,98,4,,
狼人渗透者,1,中立,普通,91,5,,
狼骑兵,3,中立,普通,96,4,,
王牌猎人,5,中立,史诗,84,6,,
玛里苟斯,9,中立,传说,94,5,,
瓦拉纳王子,4,中立,传说,101,4,,
生锈的回收机器人,5,中立,普通,106,3,,
甲虫卵,2,中立,普通,82,6,,
电磁脉冲特工,5,中立,史诗,71,6,,
电能工匠,3,中立,普通,96,4,,
疯帽客,4,中立,稀有,88,5,,
疯狂投弹者,2,中立,普通,126,2,,
疯狂的炼金师,2,中立,稀有,119,2,,
癫狂的医生,8,中立,普通,108,3,,
白银之手骑士,5,中立,普通,116,2,,
白银先锋,7,中立,普通,83,6,,
白骨幼龙,6,中立,稀有,113,3,,
盲眼游侠,5,中立,普通,109,3,,
看台喷火龙,7,中立,史诗,78,6,,
着魔男仆,6,术士,稀有,57,7,,
石丘防御者,3,中立,稀有,203,1,,
石塘猎人,2,中立,普通,108,3,,
石拳食人魔,6,中立,普通,107,3,,
石牙野猪,1,中立,普通,64,7,,
石皮蜥蜴,3,中立,普通,159,1,,
砂齿骑兵,1,中立,稀有,48,7,,
破法者,4,中立,普通,111,3,,
破盾者,2,中立,稀有,77,6,,
破碎残阳祭司,3,中立,普通,112,3,,
破铜烂铁机器人,4,中立,普通,79,6,,
硬壳甲虫,2,中立,普通,136,1,,
穆克拉,3,中立,传说,98,4,,
穴居人食菌者,5,中立,普通,107,3,,
窃魂者阿扎莉娜,7,中立,传说,54,7,,
竞技场主宰,6,中立,普通,97,4,,
竞技场奴隶主,5,中立,稀有,49,7,,
竞技场财宝箱,4,中立,普通,75,6,,
筑巢双头鹏,5,中立,普通,118,2,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
粗俗的矮劣魔,2,术士,普通,129,2,,
粗暴的恐怖巨魔,3,术士,普通,107,3,,
精灵弓箭手,1,中立,普通,102,4,,
精灵龙,2,中立,普通,118,2,,
精神控制技师,3,中立,稀有,118,2,,
紫罗兰教师,4,中立,稀有,108,3,,
紫色岩虫,8,中立,普通,128,2,,
纳特·帕格,2,中立,传说,70,6,,
织法者,6,中立,普通,70,6,,
绞肉车,4,中立,史诗,48,7,,
维库食尸鬼,3,中立,普通,87,5,,
绿洲钳嘴龟,4,中立,普通,94,5,,
绿皮船长,5,中立,传说,83,6,,
绿色凝胶怪,5,中立,普通,112,3,,
缚沙者,4,中立,史诗,86,6,,
缚雾熊怪,5,中立,稀有,44,7,,
群星罗列者,7,中立,史诗,94,5,,
翡翠掠夺者,1,中立,普通,86,6,,
翡翠蜂后,1,中立,史诗,53,7,,
翼手龙宝宝,3,中立,普通,115,2,,
聒噪的挖掘者,3,术士,史诗,128,2,,
胡桃精,3,中立,普通,98,4,,
脑力激荡者,3,中立,普通,50,7,,
脱逃的样本,5,中立,史诗,98,4,,
腐化迷雾,2,术士,稀有,108,3,,
腐烂的苹果树,5,中立,普通,130,2,,
腐肉食尸鬼,3,中立,普通,93,5,,
腐蚀术,1,术士,普通,119,2,,
腐蚀淤泥,5,中立,普通,102,4,,
臃肿的蛇颈龙,7,中立,普通,118,2,,
自爆憎恶,4,中立,稀有,68,7,,
艾露恩的女祭司,6,中立,普通,89,5,,
苔藓恐魔,6,中立,史诗,142,1,,
苦潮多头蛇,5,中立,史诗,110,3,,
苦痛侍僧,3,中立,普通,110,3,,
茶水小弟,2,中立,稀有,109,3,,
荆棘帮暴徒,3,中立,普通,93,5,,
荆棘谷猛虎,5,中立,普通,112,3,,
莫什奥格执行者,8,中立,普通,119,2,,
莫什奥格播报员,5,中立,史诗,139,1,,
莫瑞甘博士,8,术士,传说,76,6,,
莫瑞甘的灵界,1,术士,传说,95,5,,
菌菇术士,5,中立,普通,125,2,,
菌菇附魔师,3,中立,普通,124,2,,
萨尔玛先知,3,中立,普通,72,6,,
萨瓦丝女王,2,术士,传说,86,6,,
萨隆苦囚,4,中立,稀有,138,1,,
萨隆铁矿监工,1,中立,普通,100,4,,
葛拉卡爬行蟹,2,中立,稀有,112,3,,
蒙面选手,3,中立,史诗,85,6,,
蓝腮战士,2,中立,普通,90,5,,
藏宝巨龙,4,中立,普通,117,2,,
藏宝海湾保镖,5,中立,普通,95,5,,
藏宝海湾荷官,2,中立,稀有,106,3,,
蘑菇酿酒师,4,中立,普通,130,2,,
虚弱诅咒,2,术士,稀有,108,3,,
虚空分析师,2,术士,稀有,84,6,,
虚空召唤,1,术士,普通,63,7,,
虚空契约,8,术士,史诗,0,7,,
虚空恐魔,3,术士,稀有,71,6,,
虚空撕裂者,3,中立,史诗,128,2,,
虚空行者,1,术士,普通,107,3,,
虚空领主,9,术士,史诗,136,1,,
虚魂破坏者,3,术士,稀有,104,4,,
蛇发女妖佐拉,3,中立,传说,88,5,,
蛛魔拆解者,6,中立,史诗,74,6,,
蛮鱼斥候,3,中立,普通,77,6,,
蜡油元素,1,中立,普通,69,6,,
蝙蝠之灵,2,术士,稀有,50,7,,
血帆海盗,1,中立,稀有,70,6,是,
血帆袭击者,2,中立,普通,107,3,,
血沼迅猛龙,2,中立,普通,112,3,,
血法师萨尔诺斯,2,中立,传说,116,2,,
血色十字军战士,3,中立,普通,122,2,,
血色狂欢者,1,术士,普通,17,7,,
血色绽放,2,术士,史诗,0,7,,
血虫,5,中立,普通,110,3,,
血骑士,3,中立,史诗,113,3,,
被污染的狂热者,2,中立,普通,103,4,,
被诅咒的门徒,4,中立,普通,126,2,,
诅咒教派领袖,4,中立,普通,114,2,,
诺兹多姆,9,中立,传说,67,7,,
调皮的噬踝者,2,中立,普通,134,1,,
负伤剑圣,3,中立,稀有,119,2,,
贪睡巨龙,9,中立,普通,97,4,,
贪食软泥怪,3,中立,史诗,101,4,,
资深档案管理员,8,中立,史诗,71,6,,
赛场狂热者,4,中立,普通,104,4,,
载人毁灭机,4,中立,普通,115,2,,
达卡莱幻术师,3,中立,史诗,117,2,,
达卡莱附魔师,3,中立,史诗,58,7,,
达拉然法师,3,中立,普通,63,7,,
迅捷的信使,4,中立,普通,119,2,,
迦顿男爵,7,中立,传说,142,1,,
迷失的幽魂,2,中立,普通,55,7,,
退役冠军,5,中立,普通,127,2,,
送葬者安德提卡,8,中立,传说,90,5,,
通电机器人,2,中立,稀有,49,7,,
通道爬行者,7,中立,史诗,85,6,,
逝网蜘蛛,5,术士,史诗,106,3,,
邪骨骷髅,4,中立,普通,55,7,,
邪魂审判官,4,中立,普通,96,4,,
酸性沼泽软泥怪,2,中立,普通,120,2,,
量产型恐吓机,4,中立,稀有,129,2,,
钢铁暴怒者,4,中立,普通,110,3,,
钳嘴龟盾卫,5,中立,史诗,129,2,,
铁喙猫头鹰,3,中立,普通,77,6,,
铁炉堡火枪手,3,中立,普通,90,5,,
铁钩掠夺者,4,术士,稀有,125,2,,
铁鬃灰熊,3,中立,普通,107,3,,
银月城卫兵,4,中立,普通,114,2,,
银背族长,3,中立,普通,67,7,,
银色侍从,1,中立,普通,110,3,,
银色指挥官,6,中立,稀有,129,2,,
铸剑师,2,中立,稀有,78,6,,
闪光的蘑菇,3,中立,稀有,106,3,,
闪光的骏马,4,中立,史诗,69,6,,
闪金镇步兵,1,中立,普通,80,6,,
阳焰瓦格里,5,中立,普通,109,3,,
阵线破坏者,7,中立,史诗,96,4,,
阿古斯防御者,4,中立,稀有,123,2,,
阿尔福斯,4,中立,传说,104,4,,
阿彻鲁斯老兵,1,中立,普通,102,4,,
阿曼尼战熊,7,中立,普通,125,2,,
阿曼尼狂战士,2,中立,普通,122,2,,
阿莱克丝塔萨,9,中立,传说,94,5,,
隐鳞药剂师,2,中立,普通,94,5,,
雪鳍企鹅,0,中立,普通,59,7,,
雷矛特种兵,5,中立,普通,97,4,,
雷霆蜥蜴,3,中立,普通,102,4,,
霍格,6,中立,传说,116,2,,
霜狼步兵,2,中立,普通,92,5,,
霜狼督军,5,中立,普通,90,5,,
青铜门卫,3,中立,普通,94,5,,
风怒鹰身人,6,中立,普通,77,6,,
风暴看守,7,中立,普通,87,5,,
风险投资公司雇佣兵,5,中立,普通,106,3,,
飞刀杂耍者,2,中立,稀有,127,2,,
飞弹机器人,6,中立,稀有,115,2,,
食人魔法师,4,中立,普通,108,3,,
食肉魔块,5,中立,史诗,126,2,,
饥饿的双头怪,6,中立,稀有,109,3,,
饥饿的翼手龙,4,术士,普通,115,2,,
首席门徒林恩,6,术士,传说,107,3,,
香蕉小丑,3,中立,普通,79,6,,
驯龙师,9,中立,史诗,29,7,,
骨魇,8,中立,普通,120,2,,
骷髅捣蛋鬼,4,中立,史诗,67,7,,
骷髅法师,5,中立,普通,78,6,,
高弗雷勋爵,7,术士,传说,196,1,,
高阶祭司耶克里克,4,术士,传说,135,1,,
鬼祟恶魔,4,中立,普通,103,4,,
魅影民兵,3,中立,稀有,122,2,,
魔古山守望者,4,中立,普通,84,6,,
魔暴龙蛋,3,中立,稀有,82,6,,
魔瘾者,2,中立,稀有,63,7,,
魔精大师兹伊希,6,中立,传说,95,5,,
鱼人大厨,4,中立,稀有,61,7,,
鱼人招潮者,1,中立,稀有,67,7,,
鱼人杀手蟹,1,中立,史诗,75,6,,
鱼人猎潮者,2,中立,普通,109,3,,
鱼人袭击者,1,中立,普通,83,6,,
鱼人领军,3,中立,史诗,94,5,,
鲁莽火箭兵,6,中立,普通,99,4,,
鲜血女巫,4,术士,稀有,104,4,,
鲜血女王兰娜瑟尔,5,术士,传说,41,7,,
鲜血小鬼,1,术士,普通,76,6,,
鲜血巨魔工兵,7,术士,普通,83,6,,
鲨鳍后援,2,中立,普通,79,6,,
麦田傀儡,3,中立,普通,124,2,,
麻疯侏儒,1,中立,普通,65,7,,
黑心票贩,4,中立,普通,118,2,,
黑暗之主,4,中立,传说,30,7,,
黑暗契约,1,术士,普通,7,7,,
黑暗附体,1,术士,稀有,110,3,,
黑樟林树精,3,中立,普通,122,2,,
黑沼枭兽,7,中立,普通,59,7,,
黑色龙人铁匠,4,中立,稀有,75,6,,
黑铁矮人,4,中立,普通,128,2,,
黑骑士,6,中立,传说,92,5,,
龙喉喷火者,5,中立,普通,145,1,,
龙骨卫士,7,中立,普通,86,6,,
