名称,费用,职业,稀有度,评分,评级,建议不选多张,
夜刃刺客,5,中立,普通,84,6,,
大地之环先知,3,中立,普通,116,2,,
大地之鳞,1,德鲁伊,稀有,112,3,,
大法师,6,中立,普通,91,5,,
失心农夫,1,中立,普通,59,7,,
失魂的守卫,5,德鲁伊,稀有,98,4,,
夺尸者,4,中立,史诗,93,5,,
夺灵者哈卡,10,中立,传说,48,7,,
奇利亚斯,5,中立,传说,164,1,,
奥妮克希亚,9,中立,传说,123,2,,
奥术傀儡,3,中立,稀有,71,6,,
奥术统御者,5,中立,史诗,85,6,,
奥秘守护者,1,中立,稀有,64,7,,
奥能水母,6,中立,稀有,126,2,,
女伯爵阿莎摩尔,7,中立,传说,83,6,,
女巫森林吹笛人,4,中立,稀有,90,5,,
女巫森林灰熊,5,中立,稀有,127,2,,
女巫森林苹果,2,德鲁伊,普通,66,7,,
女巫的坩埚,3,中立,史诗,120,2,,
好斗的侏儒,2,中立,稀有,101,4,,
始生幼龙,8,中立,史诗,141,1,,
始祖龟劫掠者,2,德鲁伊,普通,153,1,,
始祖龟预言者,8,中立,史诗,103,4,,
孤胆英雄,3,中立,稀有,131,2,,
孱弱的掘墓者,3,中立,稀有,98,4,,
实验体9号,5,中立,传说,71,6,,
寒光先知,3,中立,稀有,63,7,,
小个子召唤师,2,中立,稀有,107,3,,
小型法术玉石,1,德鲁伊,稀有,97,4,,
小精灵,0,中立,普通,58,7,,
小鬼召唤师,3,中立,稀有,100,4,,
屠龙者,3,中立,普通,128,2,,
山岭巨人,12,中立,史诗,53,7,,
岩浆暴怒者,3,中立,普通,84,6,,
工匠大师欧沃斯巴克,3,中立,传说,111,3,,
工程师学徒,2,中立,普通,108,3,,
巨型乳齿象,9,中立,普通,87,5,,
巨型蟒蛇,7,德鲁伊,史诗,73,6,,
巨型黄蜂,3,中立,普通,129,2,,
巨鳞沙虫,4,中立,稀有,101,4,,
巫医,1,中立,普通,95,5,,
巫妖王,8,中立,传说,150,1,,
巫术时刻,3,德鲁伊,稀有,53,7,,
巫毒娃娃,3,中立,史诗,107,3,,
帝王眼镜蛇,3,中立,稀有,124,2,,
年轻的女祭司,1,中立,稀有,95,5,,
年轻的酒仙,2,中立,普通,103,4,,
年迈的法师,4,中立,稀有,78,6,,
年迈的酒仙,4,中立,普通,106,3,,
年迈的长颈龙,3,德鲁伊,普通,105,3,,
幻影海盗,4,中立,稀有,63,7,,
幻术士,2,中立,普通,93,5,,
幼龙鹰,1,中立,普通,55,7,,
开心的食尸鬼,3,中立,稀有,99,4,,
弗洛普的神奇黏液,1,德鲁伊,传说,118,2,,
弹簧火箭犬,3,中立,普通,110,3,,
强能雷象,3,中立,史诗,116,2,,
微机操控者,3,中立,普通,127,2,,
总督察,5,中立,稀有,100,4,,
恐怖海盗,4,中立,普通,72,6,,
恐狼前锋,2,中立,普通,109,3,,
恶毒的召唤师,7,中立,史诗,102,4,,
恶毒的银行家,2,中立,史诗,84,6,,
恶毒铁匠,5,中立,普通,97,4,,
愤怒,2,德鲁伊,普通,135,1,,
愤怒的小鸡,1,中立,稀有,54,7,,
憎恶,5,中立,稀有,99,4,,
战争古树,7,德鲁伊,史诗,121,2,,
战争德鲁伊罗缇,3,德鲁伊,传说,156,1,,
战争机兵,5,中立,普通,104,4,,
战利品贮藏者,2,中立,普通,128,2,,
托瓦格尔国王,8,中立,传说,53,7,,
托维尔塑石师,4,中立,稀有,99,4,,
投弹机器人,4,中立,普通,78,6,,
报警机器人,3,中立,稀有,54,7,,
拉文霍德刺客,7,中立,稀有,88,5,,
持盾卫士,1,中立,普通,72,6,,
掠食本能,4,德鲁伊,稀有,71,6,,
摧心者,3,中立,稀有,107,3,,
摩天龙,10,中立,普通,72,6,,
撕咬,4,德鲁伊,稀有,113,3,,
攻城车,3,中立,稀有,80,6,,
旋翼滑翔者,2,中立,普通,75,6,,
无助的幼雏,1,中立,普通,61,7,,
无面操纵者,5,中立,史诗,117,2,,
日怒保卫者,2,中立,稀有,121,2,,
星火术,6,德鲁伊,普通,129,2,,
星界使者塞雷西亚,4,中立,传说,88,5,,
星界猛虎,4,德鲁伊,史诗,85,6,,
星辰坠落,5,德鲁伊,稀有,134,1,,
晶化师,1,中立,史诗,88,5,,
暗夜嗥狼,4,中立,普通,79,6,,
暗夜徘徊者,4,中立,稀有,81,6,,
暗鳞先知,1,中立,普通,51,7,,
暗鳞治愈者,5,中立,普通,102,4,,
暮光幼龙,4,中立,稀有,110,3,,
暮陨者艾维娜,5,德鲁伊,传说,0,7,,
暴怒的双头巨人,7,中立,普通,111,3,,
暴怒的狼人,3,中立,普通,95,5,,
暴掠龙幼崽,2,中立,普通,101,4,,
暴牙震颤者,4,中立,普通,115,2,,
暴躁的巨龟,3,中立,普通,99,4,,
暴风城勇士,7,中立,普通,105,3,,
暴风城骑士,4,中立,普通,98,4,,
月火术,0,德鲁伊,普通,70,6,,
末日预言者,2,中立,史诗,100,4,,
机械克苏恩,10,中立,传说,67,7,,
机械幼龙技工,4,中立,普通,100,4,,
机械异种蝎,2,中立,稀有,88,5,,
机械推土牛,9,中立,普通,94,5,,
机械袋鼠,1,中立,普通,110,3,,
机械雏龙,6,中立,稀有,127,2,,
杂毛秘术师,3,中立,普通,114,2,,
树木学家,2,德鲁伊,稀有,119,2,,
树皮术,1,德鲁伊,普通,88,5,,
树语者,5,德鲁伊,史诗,81,6,,
格里伏塔,4,中立,传说,119,2,,
格鲁尔,8,中立,传说,88,5,,
梦境花栽种师,7,德鲁伊,史诗,102,4,,
梦魇融合怪,3,中立,史诗,121,2,,
森林向导,4,德鲁伊,稀有,48,7,,
森金持盾卫士,4,中立,普通,107,3,,
植树造林,3,德鲁伊,普通,130,2,,
植被破碎机,10,德鲁伊,稀有,82,6,,
横扫,4,德鲁伊,普通,135,1,,
橡树的召唤,4,德鲁伊,普通,96,4,,
欢乐的发明家,7,中立,稀有,112,3,,
欧克哈特大师,9,中立,传说,126,2,,
欧泽鲁克,9,中立,传说,49,7,,
欧米茄防御者,4,中立,史诗,114,2,,
武装皮纳塔,4,中立,史诗,124,2,,
死亡之翼,10,中立,传说,145,1,,
死灵恶鬼,6,中立,普通,85,6,,
死鳞骑士,1,中立,普通,61,7,,
毒物学家,2,中立,普通,77,6,,
毒蛇守卫,2,中立,稀有,43,7,,
比斯巨兽,6,中立,传说,79,6,,
汤水商贩,2,中立,稀有,85,6,,
沃拉斯,4,中立,传说,64,7,,
没电的铁皮人,2,中立,稀有,81,6,,
治疗之触,3,德鲁伊,普通,57,7,,
沼泽水蛭,1,中立,普通,101,4,,
沼泽爬行者,5,中立,普通,93,5,,
沼泽飞龙,3,中立,普通,62,7,,
沼泽龙蛋,1,中立,普通,77,6,,
法力怨魂,2,中立,稀有,103,4,,
泥沼狩猎者,5,中立,史诗,127,2,,
泰拉图斯,10,德鲁伊,传说,84,6,,
活体法力,5,德鲁伊,史诗,154,1,,
海巨人,10,中立,史诗,139,1,,
海德尼尔冰霜骑士,3,中立,普通,131,2,,
海象人渔夫,2,中立,普通,114,2,,
淡水鳄,2,中立,普通,103,4,,
深蓝刃鳞龙人,5,中立,普通,112,3,,
温顺的巨壳龙,4,中立,史诗,119,2,,
游学者周卓,2,中立,传说,44,7,,
游荡恶鬼,6,中立,史诗,75,6,,
滋养,5,德鲁伊,稀有,135,1,是,
滑板机器人,1,中立,普通,89,5,,
激活,0,德鲁伊,普通,58,7,是,
火山龙,7,中立,稀有,113,3,,
火岩元素,3,中立,普通,90,5,,
火树巫医,2,中立,稀有,99,4,,
火焰使者,7,中立,史诗,88,5,,
火羽凤凰,4,中立,普通,119,2,,
火羽精灵,1,中立,普通,107,3,,
火花引擎,2,中立,稀有,67,7,,
火花钻机,6,中立,稀有,92,5,,
火车王里诺艾,5,中立,传说,103,4,,
灰熊守护者,8,德鲁伊,稀有,109,3,,
灵魂歌者安布拉,4,中立,传说,97,4,,
烈日行者,6,中立,稀有,115,2,,
热情的探险家,4,中立,史诗,113,3,,
焦油爬行者,3,中立,普通,115,2,,
熔火巨像,6,中立,史诗,92,5,,
熔火恶犬,7,中立,普通,85,6,,
爆爆机器人,3,中立,普通,107,3,,
爆盐投弹手,5,中立,史诗,106,3,,
爪击,1,德鲁伊,普通,90,5,,
牛头人园丁,6,德鲁伊,稀有,120,2,,
牛头人战士,3,中立,普通,80,6,,
狂奔怒吼,6,德鲁伊,史诗,35,7,,
狂奔的魔暴龙,8,中立,史诗,114,2,,
狂奔科多兽,5,中立,稀有,125,2,,
狂暴咒术师,2,中立,普通,112,3,,
狂野兽王,3,中立,史诗,121,2,,
狂野炎术师,2,中立,稀有,115,2,,
狗头人地卜师,2,中立,普通,97,4,,
狗头人学徒,3,中立,普通,113,3,,
狗头人拾荒者,3,中立,史诗,42,7,,
狗头人武僧,4,中立,稀有,117,2,,
狼人憎恶,7,中立,史诗,110,3,,
狼人渗透者,1,中立,普通,87,5,,
狼骑兵,3,中立,普通,96,4,,
王牌猎人,5,中立,史诗,81,6,,
玛里苟斯,9,中立,传说,106,3,,
瓦拉纳王子,4,中立,传说,99,4,,
生物计划,1,德鲁伊,普通,69,6,,
生锈的回收机器人,5,中立,普通,93,5,,
生长孢子,4,德鲁伊,稀有,94,5,,
甲虫卵,2,中立,普通,78,6,,
电磁脉冲特工,5,中立,史诗,71,6,,
电能工匠,3,中立,普通,94,5,,
疯帽客,4,中立,稀有,91,5,,
疯狂投弹者,2,中立,普通,127,2,,
疯狂的炼金师,2,中立,稀有,118,2,,
癫狂的医生,8,中立,普通,100,4,,
白银之手骑士,5,中立,普通,114,2,,
白银先锋,7,中立,普通,81,6,,
白骨幼龙,6,中立,稀有,116,2,,
盲眼游侠,5,中立,普通,109,3,,
看台喷火龙,7,中立,史诗,77,6,,
知识古树,7,德鲁伊,史诗,93,5,,
石丘防御者,3,中立,稀有,152,1,,
石塘猎人,2,中立,普通,107,3,,
石拳食人魔,6,中立,普通,102,4,,
石牙野猪,1,中立,普通,67,7,,
石皮蜥蜴,3,中立,普通,151,1,,
砂齿骑兵,1,中立,稀有,46,7,,
破法者,4,中立,普通,108,3,,
破盾者,2,中立,稀有,75,6,,
破碎残阳祭司,3,中立,普通,111,3,,
破铜烂铁机器人,4,中立,普通,68,7,,
硬壳清道夫,4,德鲁伊,稀有,76,6,,
硬壳甲虫,2,中立,普通,127,2,,
碎枝,8,德鲁伊,传说,108,3,,
神灵印记,4,德鲁伊,稀有,141,1,,
穆克拉,3,中立,传说,92,5,,
穴居人食菌者,5,中立,普通,100,4,,
窃魂者阿扎莉娜,7,中立,传说,57,7,,
竞技场主宰,6,中立,普通,93,5,,
竞技场奴隶主,5,中立,稀有,49,7,,
竞技场财宝箱,4,中立,普通,83,6,,
筑巢双头鹏,5,中立,普通,115,2,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵之森,4,德鲁伊,史诗,86,6,,
精灵弓箭手,1,中立,普通,110,3,,
精灵龙,2,中立,普通,116,2,,
精神控制技师,3,中立,稀有,117,2,,
紫罗兰教师,4,中立,稀有,107,3,,
紫色岩虫,8,中立,普通,127,2,,
纳特·帕格,2,中立,传说,74,6,,
织法者,6,中立,普通,71,6,,
终极感染,10,德鲁伊,史诗,171,1,,
绞肉车,4,中立,史诗,52,7,,
维库食尸鬼,3,中立,普通,87,5,,
绿洲钳嘴龟,4,中立,普通,92,5,,
绿皮船长,5,中立,传说,83,6,,
绿色凝胶怪,5,中立,普通,106,3,,
缚沙者,4,中立,史诗,84,6,,
缚雾熊怪,5,中立,稀有,48,7,,
群星罗列者,7,中立,史诗,91,5,,
翡翠掠夺者,1,中立,普通,83,6,,
翡翠蜂后,1,中立,史诗,61,7,,
翼手龙宝宝,3,中立,普通,111,3,,
胡桃精,3,中立,普通,98,4,,
脑力激荡者,3,中立,普通,50,7,,
脱逃的样本,5,中立,史诗,94,5,,
腐烂的苹果树,5,中立,普通,115,2,,
腐肉食尸鬼,3,中立,普通,96,4,,
腐蚀淤泥,5,中立,普通,101,4,,
臃肿的蛇颈龙,7,中立,普通,114,2,,
自然之力,5,德鲁伊,史诗,115,2,,
自然平衡,1,德鲁伊,普通,123,2,,
自爆憎恶,4,中立,稀有,69,6,,
艾露恩的女祭司,6,中立,普通,82,6,,
苍绿长颈龙,5,德鲁伊,普通,117,2,,
苔藓恐魔,6,中立,史诗,130,2,,
苦潮多头蛇,5,中立,史诗,119,2,,
苦痛侍僧,3,中立,普通,117,2,,
茶水小弟,2,中立,稀有,104,4,,
荆棘帮暴徒,3,中立,普通,119,2,,
荆棘谷猛虎,5,中立,普通,111,3,,
莫什奥格执行者,8,中立,普通,107,3,,
莫什奥格播报员,5,中立,史诗,137,1,,
菌菇术士,5,中立,普通,124,2,,
菌菇附魔师,3,中立,普通,117,2,,
萨尔玛先知,3,中立,普通,71,6,,
萨隆苦囚,4,中立,稀有,129,2,,
萨隆铁矿监工,1,中立,普通,97,4,,
葛拉卡爬行蟹,2,中立,稀有,111,3,,
蒙面选手,3,中立,史诗,83,6,,
蓝腮战士,2,中立,普通,90,5,,
藏宝巨龙,4,中立,普通,114,2,,
藏宝海湾保镖,5,中立,普通,91,5,,
藏宝海湾荷官,2,中立,稀有,106,3,,
蘑菇酿酒师,4,中立,普通,125,2,,
虚空撕裂者,3,中立,史诗,127,2,,
虫群德鲁伊,2,德鲁伊,稀有,139,1,,
蛇发女妖佐拉,3,中立,传说,89,5,,
蛛网,5,德鲁伊,普通,119,2,,
蛛魔拆解者,6,中立,史诗,74,6,,
蛮鱼斥候,3,中立,普通,77,6,,
蜡油元素,1,中立,普通,66,7,,
血帆海盗,1,中立,稀有,72,6,是,
血帆袭击者,2,中立,普通,105,3,,
血沼迅猛龙,2,中立,普通,111,3,,
血法师萨尔诺斯,2,中立,传说,123,2,,
血色十字军战士,3,中立,普通,118,2,,
血虫,5,中立,普通,98,4,,
血骑士,3,中立,史诗,111,3,,
被污染的狂热者,2,中立,普通,103,4,,
被诅咒的门徒,4,中立,普通,122,2,,
诅咒教派领袖,4,中立,普通,118,2,,
诺兹多姆,9,中立,传说,67,7,,
调皮的噬踝者,2,中立,普通,123,2,,
负伤剑圣,3,中立,稀有,117,2,,
贡克，迅猛龙之神,7,德鲁伊,传说,85,6,,
贪婪的林精,3,德鲁伊,稀有,124,2,,
贪睡巨龙,9,中立,普通,88,5,,
贪食软泥怪,3,中立,史诗,99,4,,
资深档案管理员,8,中立,史诗,78,6,,
赛场狂热者,4,中立,普通,104,4,,
软泥教授弗洛普,4,德鲁伊,传说,122,2,,
载人毁灭机,4,中立,普通,110,3,,
达卡莱幻术师,3,中立,史诗,115,2,,
达卡莱附魔师,3,中立,史诗,57,7,,
达拉然法师,3,中立,普通,65,7,,
迅捷的信使,4,中立,普通,117,2,,
迅猛龙之灵,1,德鲁伊,稀有,99,4,,
迦顿男爵,7,中立,传说,145,1,,
迷失的幽魂,2,中立,普通,58,7,,
退役冠军,5,中立,普通,124,2,,
送葬者安德提卡,8,中立,传说,87,5,,
通电机器人,2,中立,稀有,49,7,,
通道爬行者,7,中立,史诗,86,6,,
邪骨骷髅,4,中立,普通,55,7,,
邪魂审判官,4,中立,普通,83,6,,
酸性沼泽软泥怪,2,中立,普通,120,2,,
野性之力,2,德鲁伊,普通,146,1,,
野性印记,2,德鲁伊,普通,108,3,,
野性成长,2,德鲁伊,普通,143,1,,
野蛮先锋,2,德鲁伊,普通,143,1,,
野蛮咆哮,3,德鲁伊,普通,136,1,,
量产型恐吓机,4,中立,稀有,125,2,,
钢铁暴怒者,4,中立,普通,109,3,,
钳嘴龟盾卫,5,中立,史诗,128,2,,
铁喙猫头鹰,3,中立,普通,73,6,,
铁木魔像,4,德鲁伊,普通,86,6,,
铁炉堡火枪手,3,中立,普通,90,5,,
铁皮恐角龙,7,德鲁伊,普通,105,3,,
铁鬃灰熊,3,中立,普通,103,4,,
铁齿铜牙,3,德鲁伊,普通,103,4,,
银月城卫兵,4,中立,普通,112,3,,
银背族长,3,中立,普通,63,7,,
银色侍从,1,中立,普通,107,3,,
银色指挥官,6,中立,稀有,128,2,,
铸剑师,2,中立,稀有,78,6,,
镰刀德鲁伊,3,德鲁伊,普通,155,1,,
闪光的蘑菇,3,中立,稀有,104,4,,
闪光的骏马,4,中立,史诗,69,6,,
闪金镇步兵,1,中立,普通,78,6,,
阳焰瓦格里,5,中立,普通,108,3,,
阵线破坏者,7,中立,史诗,95,5,,
阿古斯防御者,4,中立,稀有,116,2,,
阿尔福斯,4,中立,传说,122,2,,
阿彻鲁斯老兵,1,中立,普通,98,4,,
阿曼尼战熊,7,中立,普通,123,2,,
阿曼尼狂战士,2,中立,普通,120,2,,
阿莱克丝塔萨,9,中立,传说,96,4,,
隐鳞药剂师,2,中立,普通,92,5,,
雪鳍企鹅,0,中立,普通,58,7,,
雷矛特种兵,5,中立,普通,97,4,,
雷霆蜥蜴,3,中立,普通,100,4,,
霍格,6,中立,传说,111,3,,
霜狼步兵,2,中立,普通,88,5,,
霜狼督军,5,中立,普通,91,5,,
青铜门卫,3,中立,普通,87,5,,
风怒鹰身人,6,中立,普通,77,6,,
风暴看守,7,中立,普通,86,6,,
风险投资公司雇佣兵,5,中立,普通,107,3,,
飞刀杂耍者,2,中立,稀有,125,2,,
飞弹机器人,6,中立,稀有,119,2,,
飞扑,0,德鲁伊,普通,111,3,,
食人魔法师,4,中立,普通,108,3,,
食肉魔块,5,中立,史诗,125,2,,
饥饿的双头怪,6,中立,稀有,96,4,,
香甜的灵力瓜,4,德鲁伊,史诗,110,3,,
香蕉小丑,3,中立,普通,81,6,,
驯龙师,9,中立,史诗,30,7,,
骨魇,8,中立,普通,118,2,,
骷髅捣蛋鬼,4,中立,史诗,65,7,,
骷髅法师,5,中立,普通,79,6,,
鬼祟恶魔,4,中立,普通,102,4,,
魅影民兵,3,中立,稀有,113,3,,
魔古山守望者,4,中立,普通,76,6,,
魔暴龙蛋,3,中立,稀有,82,6,,
魔瘾者,2,中立,稀有,62,7,,
魔精大师兹伊希,6,中立,传说,95,5,,
鱼人大厨,4,中立,稀有,61,7,,
鱼人招潮者,1,中立,稀有,68,7,,
鱼人杀手蟹,1,中立,史诗,78,6,,
鱼人猎潮者,2,中立,普通,107,3,,
鱼人袭击者,1,中立,普通,80,6,,
鱼人领军,3,中立,史诗,93,5,,
鲁莽火箭兵,6,中立,普通,101,4,,
鲨鳍后援,2,中立,普通,105,3,,
麦田傀儡,3,中立,普通,121,2,,
麻疯侏儒,1,中立,普通,68,7,,
黏液喷射者,8,德鲁伊,普通,90,5,,
黑心票贩,4,中立,普通,123,2,,
黑暗之主,4,中立,传说,31,7,,
黑樟林树精,3,中立,普通,118,2,,
黑沼枭兽,7,中立,普通,61,7,,
黑色龙人铁匠,4,中立,稀有,74,6,,
黑铁矮人,4,中立,普通,126,2,,
黑骑士,6,中立,传说,91,5,,
龙喉喷火者,5,中立,普通,145,1,,
龙骨卫士,7,中立,普通,84,6,,
