名称,费用,职业,稀有度,评分,评级,建议不选多张,
海象人渔夫,2,中立,史诗,112,3,,
浸毒武器,3,盗贼,稀有,147,1,,
消失,6,盗贼,史诗,72,6,是,
淡水鳄,2,中立,史诗,93,5,,
深蓝刃鳞龙人,5,中立,史诗,111,3,,
温顺的巨壳龙,4,中立,史诗,117,2,,
游学者周卓,2,中立,史诗,39,7,,
游荡恶鬼,6,中立,史诗,70,6,,
滑板机器人,1,中立,史诗,107,3,,
火山龙,7,中立,稀有,111,3,,
火岩元素,3,中立,史诗,92,5,,
火焰使者,7,中立,史诗,90,5,,
火羽凤凰,4,中立,史诗,118,2,,
火羽精灵,1,中立,史诗,120,2,,
火花引擎,2,中立,稀有,59,7,,
火花钻机,6,中立,稀有,98,4,,
火车王里诺艾,5,中立,史诗,113,3,,
灵魂歌者安布拉,4,中立,史诗,101,4,,
烈日行者,6,中立,稀有,121,2,,
热情的探险家,4,中立,史诗,114,2,,
焦油爬行者,3,中立,史诗,120,2,,
熔火巨像,6,中立,史诗,86,6,,
熔火恶犬,7,中立,史诗,83,6,,
爆爆机器人,3,中立,史诗,111,3,,
爆盐投弹手,5,中立,史诗,102,4,,
牛头人战士,3,中立,史诗,79,6,,
狂奔的魔暴龙,8,中立,史诗,122,2,,
狂奔科多兽,5,中立,稀有,119,2,,
狂野炎术师,2,中立,稀有,106,3,,
狗头人地卜师,2,中立,史诗,92,5,,
狗头人学徒,3,中立,史诗,104,4,,
狗头人幻术师,4,盗贼,稀有,105,3,,
狗头人拾荒者,3,中立,史诗,56,7,,
狗头人武僧,4,中立,稀有,120,2,,
狼人憎恶,7,中立,史诗,100,4,,
狼人渗透者,1,中立,史诗,99,4,,
狼骑兵,3,中立,史诗,94,5,,
王牌猎人,5,中立,史诗,71,6,,
玛里苟斯,9,中立,史诗,106,3,,
瓦拉纳王子,4,中立,史诗,96,4,,
生锈的回收机器人,5,中立,史诗,106,3,,
电磁脉冲特工,5,中立,史诗,60,7,,
电能工匠,3,中立,史诗,90,5,,
疯帽客,4,中立,稀有,88,5,,
疯狂投弹者,2,中立,史诗,116,2,,
疯狂的炼金师,2,中立,稀有,109,3,,
疯狂的药剂师,5,盗贼,史诗,132,1,,
疾跑,7,盗贼,史诗,124,2,是,
瘟疫科学家,3,盗贼,史诗,118,2,,
癫狂的医生,8,中立,史诗,108,3,,
白银之手骑士,5,中立,史诗,111,3,,
白银先锋,7,中立,史诗,87,5,,
白骨大亨,5,盗贼,史诗,107,3,,
白骨幼龙,6,中立,稀有,121,2,,
石丘防御者,3,中立,稀有,156,1,,
石塘猎人,2,中立,史诗,96,4,,
石拳食人魔,6,中立,史诗,98,4,,
石牙野猪,1,中立,史诗,70,6,,
石皮蜥蜴,3,中立,史诗,168,1,,
砂齿骑兵,1,中立,稀有,38,7,,
破法者,4,中立,史诗,116,2,,
破碎残阳祭司,3,中立,史诗,109,3,,
破铜烂铁机器人,4,中立,史诗,87,5,,
硬壳甲虫,2,中立,史诗,129,2,,
穆克拉,3,中立,史诗,87,5,,
穴居人食菌者,5,中立,史诗,110,3,,
窃魂者阿扎莉娜,7,中立,史诗,54,7,,
竞技场主宰,6,中立,史诗,94,5,,
符文熔铸游魂,4,盗贼,稀有,76,6,,
筑巢双头鹏,5,中立,史诗,113,3,,
米尔豪斯·法力风暴,2,中立,史诗,0,7,,
精灵咏唱者,4,盗贼,稀有,140,1,,
精灵弓箭手,1,中立,史诗,108,3,,
精灵龙,2,中立,史诗,107,3,,
精神控制技师,3,中立,稀有,121,2,,
紫罗兰教师,4,中立,稀有,103,4,,
紫色岩虫,8,中立,史诗,127,2,,
紫色烟雾,3,盗贼,史诗,118,2,,
纳特·帕格,2,中立,史诗,74,6,,
织法者,6,中立,史诗,70,6,,
绞肉车,4,中立,史诗,46,7,,
维库食尸鬼,3,中立,史诗,85,6,,
绿洲钳嘴龟,4,中立,史诗,88,5,,
绿皮船长,5,中立,史诗,105,3,,
绿色凝胶怪,5,中立,史诗,108,3,,
缚沙者,4,中立,史诗,82,6,,
缚雾熊怪,5,中立,稀有,43,7,,
群星罗列者,7,中立,史诗,89,5,,
翡翠掠夺者,1,中立,史诗,91,5,,
翡翠蜂后,1,中立,史诗,62,7,,
翼手龙宝宝,3,中立,史诗,107,3,,
耐心的刺客,2,盗贼,史诗,126,2,,
背刺,0,盗贼,史诗,114,2,,
背叛,2,盗贼,史诗,130,2,是,
胡桃精,3,中立,史诗,95,5,,
脑力激荡者,3,中立,史诗,43,7,,
脱逃的样本,5,中立,史诗,90,5,,
腐烂的苹果树,5,中立,史诗,127,2,,
腐肉食尸鬼,3,中立,史诗,85,6,,
腐蚀淤泥,5,中立,史诗,95,5,,
臃肿的蛇颈龙,7,中立,史诗,113,3,,
自爆憎恶,4,中立,稀有,61,7,,
致命药膏,1,盗贼,史诗,95,5,,
艾德温·范克里夫,3,盗贼,史诗,134,1,,
艾露恩的女祭司,6,中立,史诗,87,5,,
苔丝·格雷迈恩,8,盗贼,史诗,68,7,,
苔藓恐魔,6,中立,史诗,153,1,,
苦潮多头蛇,5,中立,史诗,116,2,,
苦痛侍僧,3,中立,史诗,121,2,,
荆棘帮暴徒,3,中立,史诗,115,2,,
荆棘谷猛虎,5,中立,史诗,109,3,,
荒疫爬行者,4,盗贼,稀有,166,1,,
莉莉安·沃斯,4,盗贼,史诗,115,2,,
菌菇术士,5,中立,史诗,124,2,,
菌菇附魔师,3,中立,史诗,122,2,,
萨尔玛先知,3,中立,史诗,66,7,,
萨隆苦囚,4,中立,稀有,138,1,,
葛拉卡爬行蟹,2,中立,稀有,95,5,,
蓝腮战士,2,中立,史诗,79,6,,
藏宝巨龙,4,中立,史诗,106,3,,
藏宝海湾保镖,5,中立,史诗,91,5,,
蘑菇酿酒师,4,中立,史诗,129,2,,
虚空撕裂者,3,中立,史诗,125,2,,
蛇发女妖佐拉,3,中立,史诗,90,5,,
蛛魔拆解者,6,中立,史诗,70,6,,
蛮鱼斥候,3,中立,史诗,70,6,,
蜡油元素,1,中立,史诗,67,7,,
血帆海盗,1,中立,稀有,73,6,是,
血帆袭击者,2,中立,史诗,109,3,,
血沼迅猛龙,2,中立,史诗,101,4,,
血法师萨尔诺斯,2,中立,史诗,134,1,,
血色十字军战士,3,中立,史诗,115,2,,
血虫,5,中立,史诗,108,3,,
血骑士,3,中立,史诗,120,2,,
被污染的狂热者,2,中立,史诗,99,4,,
被诅咒的海盗,6,盗贼,稀有,135,1,,
被诅咒的门徒,4,中立,史诗,120,2,,
裂颅之击,3,盗贼,稀有,35,7,,
诅咒教派领袖,4,中立,史诗,115,2,,
诈死,2,盗贼,史诗,54,7,,
诺兹多姆,9,中立,史诗,65,7,,
负伤剑圣,3,中立,稀有,114,2,,
贪睡巨龙,9,中立,史诗,105,3,,
贪食软泥怪,3,中立,史诗,93,5,,
资深档案管理员,8,中立,史诗,79,6,,
蹦蹦兔,2,盗贼,稀有,36,7,,
载人毁灭机,4,中立,史诗,103,4,,
达卡莱附魔师,3,中立,史诗,52,7,,
达拉然法师,3,中立,史诗,64,7,,
迅捷的信使,4,中立,史诗,121,2,,
迈拉·腐泉,5,盗贼,史诗,156,1,,
迈拉的不稳定元素,5,盗贼,史诗,0,7,,
迦顿男爵,7,中立,史诗,135,1,,
迪菲亚头目,2,盗贼,史诗,106,3,,
迷失的幽魂,2,中立,史诗,51,7,,
迷雾幽灵,4,盗贼,稀有,99,4,,
通电机器人,2,中立,稀有,50,7,,
通缉令,4,盗贼,史诗,92,5,,
通道爬行者,7,中立,史诗,80,6,,
邪脊吞噬者,5,盗贼,史诗,190,1,,
邪骨骷髅,4,中立,史诗,49,7,,
邪魂审判官,4,中立,史诗,94,5,,
酸性沼泽软泥怪,2,中立,史诗,107,3,,
量产型恐吓机,4,中立,稀有,131,2,,
钢铁暴怒者,4,中立,史诗,114,2,,
铁喙猫头鹰,3,中立,史诗,77,6,,
铁炉堡火枪手,3,中立,史诗,81,6,,
铁鬃灰熊,3,中立,史诗,102,4,,
银月城卫兵,4,中立,史诗,119,2,,
银背族长,3,中立,史诗,60,7,,
银色侍从,1,中立,史诗,116,2,,
银色指挥官,6,中立,稀有,130,2,,
铸剑师,2,中立,稀有,66,7,,
闪光的蘑菇,3,中立,稀有,111,3,,
闪光的骏马,4,中立,史诗,63,7,,
闪狐,3,盗贼,史诗,160,1,,
闪避,2,盗贼,史诗,50,7,,
闪金镇步兵,1,中立,史诗,87,5,,
闷棍,2,盗贼,史诗,207,1,,
阳焰瓦格里,5,中立,史诗,105,3,,
阿古斯防御者,4,中立,稀有,125,2,,
阿尔福斯,4,中立,史诗,119,2,,
阿彻鲁斯老兵,1,中立,史诗,110,3,,
阿曼尼狂战士,2,中立,史诗,112,3,,
阿莱克丝塔萨,9,中立,史诗,101,4,,
隐鳞药剂师,2,中立,史诗,82,6,,
雪鳍企鹅,0,中立,史诗,62,7,,
雷矛特种兵,5,中立,史诗,94,5,,
雷霆蜥蜴,3,中立,史诗,95,5,,
霍格,6,中立,史诗,113,3,,
霜狼步兵,2,中立,史诗,79,6,,
霜狼督军,5,中立,史诗,88,5,,
青铜门卫,3,中立,史诗,101,4,,
面具收集者,3,盗贼,史诗,141,1,,
风怒鹰身人,6,中立,史诗,76,6,,
风暴看守,7,中立,史诗,85,6,,
风险投资公司雇佣兵,5,中立,史诗,101,4,,
飞刀杂耍者,2,中立,稀有,110,3,,
飞弹机器人,6,中立,稀有,117,2,,
食人草,2,盗贼,史诗,67,7,,
食人魔法师,4,中立,史诗,108,3,,
食肉魔块,5,中立,史诗,130,2,,
饥饿的双头怪,6,中立,稀有,109,3,,
驯龙师,9,中立,史诗,33,7,,
骨魇,8,中立,史诗,116,2,,
骷髅捣蛋鬼,4,中立,史诗,55,7,,
骷髅法师,5,中立,史诗,77,6,,
鬼灵匪贼,6,盗贼,史诗,93,5,,
鬼祟恶魔,4,中立,史诗,100,4,,
魅影民兵,3,中立,稀有,131,2,,
魔古山守望者,4,中立,史诗,84,6,,
魔暴龙蛋,3,中立,稀有,35,7,,
魔瘾者,2,中立,稀有,49,7,,
鱼人招潮者,1,中立,稀有,72,6,,
鱼人杀手蟹,1,中立,史诗,76,6,,
鱼人猎潮者,2,中立,史诗,95,5,,
鱼人袭击者,1,中立,史诗,90,5,,
鱼人领军,3,中立,史诗,87,5,,
鲁莽火箭兵,6,中立,史诗,106,3,,
麦田傀儡,3,中立,史诗,123,2,,
麻疯侏儒,1,中立,史诗,75,6,,
黑暗之主,4,中立,史诗,23,7,,
黑曜石碎片,4,盗贼,稀有,112,3,,
黑樟林树精,3,中立,史诗,111,3,,
黑沼枭兽,7,中立,史诗,59,7,,
黑色龙人铁匠,4,中立,稀有,72,6,,
黑铁矮人,4,中立,史诗,124,2,,
黑骑士,6,中立,史诗,80,6,,
龙骨卫士,7,中立,史诗,89,5,,
