名称,抓取率,评分,
堕落残阳祭司,12.6%,87,
塔达拉姆王子,0.2%,81,
墓地蹒跚者,4.8%,92,
墓穴潜伏者,0.4%,105,
多重射击,30.2%,110,
夜刃刺客,1.2%,86,
大地之环先知,7.5%,105,
大法师,1.5%,84,
失心农夫,1.5%,52,
夺尸者,0.6%,82,
奔踏,0.4%,99,
奥妮克希亚,1.2%,117,
奥术射击,20.5%,93,
奥术统御者,0.2%,70,
奥秘守护者,0.8%,64,
女伯爵阿莎摩尔,1.4%,90,
女巫森林吹笛人,2.4%,87,
女巫森林灰熊,10.7%,127,
始生幼龙,9.6%,128,
始祖龟劫掠者,42.1%,151,
始祖龟预言者,0.6%,82,
孤胆英雄,9.9%,119,
孱弱的掘墓者,2.3%,98,
宝石鹦鹉,18.9%,141,
小个子召唤师,1%,95,
小型法术翡翠,22.3%,134,
小精灵,0.1%,56,
小鬼召唤师,1.2%,90,
屠龙者,14.1%,124,
山岭巨人,0.1%,49,
岩浆暴怒者,0.1%,75,
工匠大师欧沃斯巴克,0.2%,105,
工程师学徒,4.2%,100,
巨型乳齿象,9.2%,85,
巨型尸蛛,6.7%,116,
巨型黄蜂,17.6%,138,
巨鳞蠕虫,1.2%,106,
巫医,2.6%,86,
巫妖王,2.4%,142,
巫毒娃娃,0.6%,100,
帝王眼镜蛇,1.9%,138,
年轻的女祭司,1.3%,83,
年轻的酒仙,5.5%,93,
年迈的酒仙,3.8%,98,
幻影海盗,0.3%,63,
幻术士,1.6%,83,
幼龙鹰,0.3%,58,
开心的食尸鬼,1%,88,
总督察,3.3%,92,
恐怖海盗,0.9%,68,
恐狼前锋,12%,112,
恐鳞追猎者,5.2%,106,
恐龙学,0.3%,71,
恶毒的召唤师,0.8%,92,
恶毒的银行家,0.3%,75,
恶毒铁匠,3.3%,114,
愤怒,38.5%,131,
憎恶,0.6%,97,
憎恶弓箭手,6.4%,113,
战利品贮藏者,11.2%,120,
托瓦格尔国王,0.1%,46,
托维尔塑石师,1.5%,91,
托维尔守卫,2.7%,146,
报警机器人,0.1%,48,
拉文霍德刺客,0.7%,102,
持盾卫士,0.1%,60,
捕鼠陷阱,2.7%,87,
摧心者,1.5%,98,
摩天龙,1.4%,68,
攻城车,0.8%,77,
无面操纵者,1.5%,109,
日怒保卫者,1.8%,110,
星火术,49.2%,132,
星辰坠落,42.4%,135,
普崔塞德教授,2.4%,121,
暗夜嗥狼,1.2%,70,
暗夜徘徊者,0.8%,83,
暗鳞先知,0.1%,37,
暗鳞治愈者,3.9%,91,
暮光幼龙,3.9%,99,
暮湾镇猎手,2.9%,103,
暴怒的双头巨人,7%,105,
暴怒的狼人,4.2%,88,
暴掠龙幼崽,11.6%,105,
暴风城勇士,10.4%,98,
暴风城骑士,3.8%,92,
暴龙王克鲁什,6.8%,156,
末日预言者,0.4%,90,
机械幼龙技工,4.1%,95,
机械异种蝎,1.8%,81,
杀戮命令,22.6%,150,
杂毛秘术师,10.6%,102,
来我身边！,0.3%,70,
格鲁尔,0.6%,82,
梦魇融合怪,7.7%,127,
森金持盾卫士,8.4%,96,
欧克哈特大师,1%,134,
死亡之翼,0.6%,123,
死灵恶鬼,11.5%,74,
死鳞骑士,0.2%,46,
毒药贩子,0.3%,59,
毒蛇陷阱,17.6%,130,
比斯巨兽,0.3%,82,
沼泽之王爵德,3.7%,94,
沼泽水蛭,3.8%,104,
沼泽爬行者,3.5%,83,
沼泽飞龙,1.6%,44,
沼泽龙蛋,0.9%,55,
法力怨魂,0.4%,94,
泥沼狩猎者,2.7%,133,
洞穴多头蛇,27%,95,
海巨人,5.4%,133,
海德尼尔冰霜骑士,6.6%,115,
海象人渔夫,8.6%,103,
淡水鳄,5.3%,105,
深蓝刃鳞龙人,12.2%,105,
渗水的软泥怪,1.4%,85,
温顺的巨壳龙,0.9%,121,
游荡怪物,24.2%,103,
游荡恶鬼,0.2%,66,
火山龙,9.7%,112,
火岩元素,8.6%,84,
火焰使者,1%,86,
火羽凤凰,13.2%,112,
火羽精灵,16.4%,118,
火车王里诺艾,1.3%,126,
灵魂歌者安布拉,1%,92,
烈日行者,10%,108,
热情的探险家,0.7%,106,
焦油爬行者,16.6%,103,
照明弹,1.2%,85,
熊鲨,28.5%,124,
熔火巨像,0.4%,84,
熔火恶犬,0.3%,88,
爆炸射击,23.7%,144,
牛头人战士,0.5%,68,
狂奔的魔暴龙,11%,119,
狂奔科多兽,3.1%,117,
狂野怒火,0.7%,81,
狂野炎术师,3.6%,104,
狗头人地卜师,1.6%,88,
狗头人学徒,9.8%,96,
狗头人拾荒者,0.3%,50,
狗头人武僧,3%,108,
狩猎犬,28.8%,156,
狼人憎恶,3.5%,90,
狼人渗透者,5.2%,80,
狼骑兵,4.1%,91,
王牌猎人,0.9%,63,
玛里苟斯,0.2%,89,
瓦拉纳王子,0.3%,90,
疯帽客,0.8%,86,
疯狂投弹者,8.1%,115,
疯狂的炼金师,1.8%,109,
癫狂的医生,7%,91,
白银之手骑士,6.9%,107,
白银先锋,0.6%,85,
白骨幼龙,16.7%,115,
眼镜蛇陷阱,19.5%,129,
石丘防御者,23.8%,137,
石塘猎人,6.6%,95,
石拳食人魔,7.9%,99,
石牙野猪,1.2%,69,
石皮蜥蜴,10.5%,172,
砂齿骑兵,0.3%,23,
破法者,7.5%,109,
破碎残阳祭司,8.7%,102,
破铜烂铁机器人,0.5%,57,
硬壳甲虫,14%,130,
碾压墙,12.9%,136,
穆克拉,0.4%,95,
穴居人食菌者,7.5%,100,
窃魂者阿扎莉娜,0.3%,50,
竞技场主宰,0.9%,85,
筑巢双头鹏,20.1%,112,
米尔豪斯·法力风暴,0.1%,45,
精灵弓箭手,4%,87,
精灵龙,12.4%,105,
精神控制技师,9.3%,110,
紫罗兰教师,1.2%,99,
紫色岩虫,33.4%,130,
紫色岩虫,19.5%,126,
纳特·帕格,0.1%,63,
织法者,0.2%,63,
绞肉车,0.1%,43,
维库食尸鬼,4.2%,85,
绿洲钳嘴龟,2.8%,93,
绿皮船长,0.3%,102,
绿色凝胶怪,12.4%,100,
缚沙者,0.3%,78,
缚雾熊怪,0.4%,42,
缝合追踪者,22.9%,121,
翡翠掠夺者,8%,96,
翡翠蜂后,0.7%,67,
翼手龙宝宝,7.2%,111,
胡桃精,6.2%,94,
腐烂的苹果树,13.1%,100,
腐肉食尸鬼,4.4%,83,
腐蚀淤泥,12.3%,90,
臃肿的蛇颈龙,13.8%,115,
自爆憎恶,0.2%,59,
自爆肿胀蝠,0.7%,51,
艾莫莉丝,1.8%,75,
艾露恩的女祭司,0.3%,71,
苔藓恐魔,13.4%,122,
苦潮多头蛇,8.5%,149,
苦痛侍僧,7.1%,111,
荆棘帮暴徒,5.8%,87,
荆棘谷猛虎,10.1%,115,
菌菇术士,39.6%,126,
菌菇附魔师,11.6%,105,
萨尔玛先知,0.3%,62,
萨隆苦囚,16.1%,118,
葛拉卡爬行蟹,3.3%,107,
蓝腮战士,3.3%,81,
藏宝巨龙,7.6%,106,
藏宝海湾保镖,0.4%,81,
蘑菇酿酒师,19.9%,115,
虚空撕裂者,2.3%,118,
蛇发女妖佐拉,0.8%,83,
蛛魔拆解者,0.4%,66,
蛮鱼斥候,0.4%,65,
蜡油元素,0.6%,49,
血帆海盗,0.2%,53,
血帆袭击者,4.1%,101,
血沼迅猛龙,8.2%,113,
血法师萨尔诺斯,0.4%,115,
血色十字军战士,3.9%,109,
血虫,1.8%,90,
血骑士,6.9%,113,
被污染的狂热者,3.1%,94,
被诅咒的门徒,15.1%,117,
装死,3.6%,53,
角斗士的长弓,21%,157,
诅咒教派领袖,8.4%,107,
误导,1%,58,
诺兹多姆,0.2%,62,
负伤剑圣,0.7%,109,
贪睡巨龙,7.9%,83,
贪食软泥怪,2.4%,84,
达卡莱附魔师,0.1%,47,
达拉然法师,0.1%,55,
迅捷的信使,15%,116,
迅猛龙宝宝,5.4%,87,
迦顿男爵,1.2%,145,
迷失的幽魂,0.8%,49,
追踪术,11.7%,117,
通道爬行者,4.9%,87,
邪巢诱捕蛛,31%,158,
邪骨骷髅,0.2%,45,
邪魂审判官,1.2%,67,
酸性沼泽软泥怪,15.9%,102,
野性之力,44.9%,149,
野蛮咆哮,46.6%,140,
铁喙猫头鹰,6.3%,82,
铁炉堡火枪手,2%,74,
铁鬃灰熊,4%,102,
银月城卫兵,4%,115,
银背族长,0.3%,60,
银色侍从,5.2%,99,
银色指挥官,6.1%,129,
铸剑师,0.9%,68,
闪光的蘑菇,4%,103,
闪光的骏马,0.2%,68,
闪金镇步兵,0.4%,64,
阳焰瓦格里,11.4%,99,
阿古斯防御者,3.2%,107,
阿尔福斯,1.9%,127,
阿曼尼狂战士,5.5%,109,
阿莱克丝塔萨,1%,109,
雪鳍企鹅,0.4%,74,
雷矛特种兵,3.1%,89,
雷霆蜥蜴,5.2%,102,
雷鸣刺喉龙,27.8%,150,
霍格,1.1%,106,
霜狼步兵,0.6%,76,
霜狼督军,5.5%,85,
风怒鹰身人,0.5%,74,
风暴看守,5.2%,84,
风险投资公司雇佣兵,3.2%,100,
飞刀杂耍者,4.3%,109,
飞翼冲击,20.9%,141,
食人魔法师,2.9%,100,
食肉魔块,4%,125,
食腐飞龙,9.9%,108,
饥饿的双头怪,2.8%,85,
驯兽师,17.6%,103,
驯犬大师肖尔,6.7%,152,
骨魇,16.6%,108,
骷髅捣蛋鬼,0.2%,55,
骷髅法师,0.7%,71,
鬼祟恶魔,2.1%,96,
魅影民兵,3.8%,108,
魔古山守望者,0.3%,65,
魔暴龙蛋,0.4%,28,
魔瘾者,0.3%,52,
鱼人招潮者,0.2%,55,
鱼人杀手蟹,0.3%,75,
鱼人猎潮者,3.7%,94,
鱼人袭击者,0.6%,71,
鱼人领军,0.2%,81,
鲁莽火箭兵,5%,109,
鹰角弓,23.5%,169,
麦田傀儡,9.5%,118,
麻风侏儒,0.6%,70,
黑暗之主,0.1%,20,
黑樟林树精,17.3%,110,
黑沼枭兽,0.1%,53,
黑色龙人铁匠,0.4%,66,
黑铁矮人,7.3%,119,
黑骑士,1.6%,74,
龙骨卫士,0.7%,80,
