名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
卡利莫斯的仆从,中立,稀有,52,4,,,
厄运鼹鼠,中立,史诗,62,3,适合,,
双生小鬼,术士,史诗,64,3,,,
发条机器人,中立,史诗,15,7,不适合,,
受损的机械剑龙,中立,史诗,60,3,,,
变节,术士,史诗,1,7,,,
古拉巴什狂暴者,中立,史诗,46,5,,,
叫嚣的中士,中立,史诗,63,3,适合,,
召唤传送门,术士,史诗,12,7,,是,
可升级机器人,中立,史诗,51,4,不适合,,
可靠的灯泡,中立,史诗,32,6,适合,,
吉尔尼斯皇家卫兵,中立,稀有,70,2,适合,,
吸取灵魂,术士,史诗,59,4,,,
吸取生命,术士,史诗,43,5,,,
吸血蚊,中立,稀有,49,5,适合,,
咆哮魔,术士,史诗,22,7,,,
哀泣女妖,中立,稀有,48,5,不适合,,
哈里森·琼斯,中立,史诗,58,4,,,
唤尸者,中立,稀有,68,3,适合,,
唤鸦者,中立,史诗,64,3,,,
喂食时间,术士,稀有,72,2,,,
喧哗的诗人,中立,史诗,52,4,适合,,
团队领袖,中立,史诗,49,5,适合,,
圣光护卫者,中立,稀有,35,6,适合,,
地狱烈焰,术士,史诗,62,3,,,
地精炸弹,中立,史诗,7,7,,,
坩埚元素,中立,史诗,31,6,不适合,,
堕落残阳祭司,中立,史诗,63,3,适合,,
堕落者之颅,术士,史诗,9,7,,,
塔达拉姆王子,中立,史诗,50,4,,,
墓地蹒跚者,中立,史诗,48,5,,,
墓穴潜伏者,中立,史诗,45,5,不适合,,
夜刃刺客,中立,史诗,42,5,,,
夜行蝙蝠,术士,史诗,58,4,,,
大地之环先知,中立,史诗,71,2,适合,,
大法师,中立,史诗,53,4,,,
大灾变,术士,史诗,22,7,,,
失心农夫,中立,史诗,22,7,适合,,
夺尸者,中立,史诗,43,5,,,
奇利亚斯,中立,史诗,93,1,适合,,
奥妮克希亚,中立,史诗,92,1,,,
奥术傀儡,中立,稀有,16,7,,,
奥术统御者,中立,史诗,48,5,适合,,
奥秘守护者,中立,稀有,30,6,,,
奥能水母,中立,稀有,56,4,不适合,,
女伯爵阿莎摩尔,中立,史诗,70,2,不适合,,
女巫森林吹笛人,中立,稀有,54,4,,,
女巫森林小鬼,术士,史诗,53,4,,,
女巫森林灰熊,中立,稀有,63,3,适合,,
女巫的坩埚,中立,史诗,53,4,适合,是,
始生幼龙,中立,史诗,90,1,适合,,
始祖龟预言者,中立,史诗,39,6,不适合,,
孤胆英雄,中立,稀有,69,3,适合,,
孱弱的掘墓者,中立,稀有,47,5,不适合,,
实验体9号,中立,史诗,30,6,,,
寒光先知,中立,稀有,16,7,,,
小个子召唤师,中立,稀有,54,4,适合,,
小型法术紫水晶,术士,稀有,75,2,,,
小精灵,中立,史诗,30,6,适合,,
小鬼召唤师,中立,稀有,63,3,,,
屠龙者,中立,史诗,73,2,,,
山岭巨人,中立,史诗,43,5,适合,,
岩浆暴怒者,中立,史诗,16,7,,,
工匠大师欧沃斯巴克,中立,史诗,55,4,,,
工程师学徒,中立,史诗,49,5,不适合,,
巨型乳齿象,中立,史诗,61,3,适合,,
巨型黄蜂,中立,史诗,62,3,,,
巨鳞蠕虫,中立,稀有,50,4,,,
巫医,中立,史诗,58,4,适合,,
巫妖王,中立,史诗,108,1,适合,,
巫毒娃娃,中立,史诗,45,5,不适合,,
帝王眼镜蛇,中立,稀有,62,3,,,
年轻的女祭司,中立,稀有,64,3,适合,,
年轻的酒仙,中立,史诗,49,5,,,
年迈的法师,中立,稀有,34,6,适合,,
年迈的酒仙,中立,史诗,47,5,,,
幻影海盗,中立,稀有,17,7,,,
幻术士,中立,史诗,42,5,,,
幼龙鹰,中立,史诗,10,7,,,
开心的食尸鬼,中立,稀有,55,4,适合,,
弹簧火箭犬,中立,史诗,67,3,适合,,
强制牺牲,术士,稀有,55,4,,,
强能雷象,中立,史诗,67,3,,,
微机操控者,中立,史诗,63,3,,,
总督察,中立,稀有,64,3,,,
恐怖海盗,中立,史诗,33,6,,,
恐惧地狱火,术士,史诗,89,1,,,
恐狼前锋,中立,史诗,73,2,适合,,
恶毒的召唤师,中立,史诗,40,5,适合,,
恶毒的银行家,中立,史诗,30,6,适合,,
恶毒铁匠,中立,史诗,57,4,,,
恶魔之火,术士,史诗,55,4,,,
恶魔卫士,术士,稀有,45,5,,,
恶魔法阵,术士,史诗,45,5,,,
恶魔计划,术士,史诗,15,7,,,
愤怒的小鸡,中立,稀有,9,7,,,
憎恶,中立,稀有,39,6,不适合,,
战争机兵,中立,史诗,60,3,,,
战利品贮藏者,中立,史诗,60,3,不适合,,
托瓦格尔国王,中立,史诗,10,7,,,
托维尔塑石师,中立,稀有,57,4,,,
扭曲虚空,术士,史诗,58,4,,是,
投弹机器人,中立,史诗,32,6,不适合,,
报警机器人,中立,稀有,1,7,,,
拉卡利地狱犬,术士,史诗,46,5,,,
拉文霍德刺客,中立,稀有,44,5,不适合,,
持盾卫士,中立,史诗,32,6,适合,,
捕鼠人,术士,史诗,60,3,,,
摧心者,中立,稀有,55,4,,,
摩天龙,中立,史诗,33,6,不适合,,
攻城车,中立,稀有,49,5,,,
旋翼滑翔者,中立,史诗,32,6,,,
无面操纵者,中立,史诗,56,4,不适合,,
日怒保卫者,中立,稀有,66,3,适合,,
星界使者塞雷西亚,中立,史诗,18,7,,,
晶化师,中立,史诗,61,3,适合,,
暗夜嗥狼,中立,史诗,43,5,,,
暗夜徘徊者,中立,稀有,27,7,,,
暗影烈焰,术士,稀有,76,2,,,
暗影箭,术士,史诗,65,3,,,
暗鳞先知,中立,史诗,5,7,,,
暗鳞治愈者,中立,史诗,62,3,适合,,
暮光幼龙,中立,稀有,68,3,适合,,
暴怒的双头巨人,中立,史诗,73,2,,,
暴怒的狼人,中立,史诗,55,4,,,
暴掠龙幼崽,中立,史诗,53,4,适合,,
暴风城勇士,中立,史诗,73,2,适合,,
暴风城骑士,中立,史诗,58,4,,,
末日守卫,术士,稀有,73,2,,,
末日灾祸,术士,史诗,73,2,,是,
末日预言者,中立,史诗,54,4,适合,,
机械克苏恩,中立,史诗,32,6,不适合,,
机械幼龙技工,中立,史诗,51,4,,,
机械异种蝎,中立,稀有,49,5,适合,,
机械推土牛,中立,史诗,38,6,不适合,,
机械袋鼠,中立,史诗,70,2,适合,,
机械雏龙,中立,稀有,55,4,,,
杂毛秘术师,中立,史诗,68,3,,,
格林达·鸦羽,术士,史诗,53,4,,,
格鲁尔,中立,史诗,56,4,不适合,,
梦魇融合怪,中立,史诗,64,3,,,
森金持盾卫士,中立,史诗,69,3,适合,,
欢乐的发明家,中立,稀有,87,1,适合,,
欧克哈特大师,中立,史诗,85,1,适合,,
欧泽鲁克,中立,史诗,25,7,,,
欧米茄探员,术士,史诗,99,1,,,
欧米茄防御者,中立,史诗,82,1,适合,,
武装皮纳塔,中立,史诗,62,3,不适合,,
死亡之翼,中立,史诗,84,1,不适合,,
死亡缠绕,术士,史诗,77,2,,,
死灵恶鬼,中立,史诗,57,4,适合,,
死鳞骑士,中立,史诗,27,7,适合,,
残暴的恐龙术士,术士,稀有,41,5,,,
毒物学家,中立,史诗,33,6,,,
比斯巨兽,中立,史诗,46,5,,,
沃拉斯,中立,史诗,27,7,,,
没电的铁皮人,中立,稀有,21,7,,,
沼泽水蛭,中立,史诗,54,4,适合,,
沼泽爬行者,中立,史诗,63,3,适合,,
沼泽飞龙,中立,史诗,30,6,,,
沼泽龙蛋,中立,史诗,31,6,适合,,
法力怨魂,中立,稀有,55,4,,,
泥沼狩猎者,中立,史诗,52,4,,,
海巨人,中立,史诗,83,1,适合,,
海德尼尔冰霜骑士,中立,史诗,72,2,,,
海象人渔夫,中立,史诗,60,3,适合,,
淡水鳄,中立,史诗,58,4,,,
深渊领主,术士,史诗,53,4,,,
深蓝刃鳞龙人,中立,史诗,80,1,,,
温顺的巨壳龙,中立,史诗,62,3,,,
游学者周卓,中立,史诗,6,7,,,
游荡恶鬼,中立,史诗,36,6,不适合,,
滑板机器人,中立,史诗,44,5,,,
火山龙,中立,稀有,70,2,,,
火岩元素,中立,史诗,61,3,,,
火焰使者,中立,史诗,59,4,,,
火羽凤凰,中立,史诗,84,1,,,
火羽精灵,中立,史诗,84,1,适合,,
火花引擎,中立,稀有,55,4,,,
火花钻机,中立,稀有,60,3,适合,,
火车王里诺艾,中立,史诗,48,5,适合,是,
灵魂之火,术士,史诗,70,2,,,
灵魂歌者安布拉,中立,史诗,36,6,适合,,
灵魂灌注,术士,稀有,41,5,,,
灵魂炸弹,术士,史诗,55,4,,,
灵魂虹吸,术士,稀有,92,1,,,
炼魂术,术士,史诗,8,7,,,
烈日行者,中立,稀有,70,2,适合,,
烈焰小鬼,术士,史诗,71,2,,,
热情的探险家,中立,史诗,62,3,不适合,,
焦油潜伏者,术士,史诗,70,2,,,
焦油爬行者,中立,史诗,86,1,适合,,
熔火巨像,中立,史诗,57,4,,,
熔火恶犬,中立,史诗,31,6,,,
爆爆机器人,中立,史诗,59,4,不适合,,
爆盐投弹手,中立,史诗,57,4,,,
牛头人战士,中立,史诗,30,6,适合,,
狂奔的魔暴龙,中立,史诗,78,2,不适合,,
狂奔科多兽,中立,稀有,71,2,,,
狂野炎术师,中立,稀有,63,3,适合,,
狗头人图书管理员,术士,史诗,94,1,,,
狗头人地卜师,中立,史诗,46,5,适合,,
狗头人学徒,中立,史诗,53,4,适合,,
狗头人拾荒者,中立,史诗,8,7,,,
狗头人武僧,中立,稀有,62,3,,,
狼人憎恶,中立,史诗,76,2,,,
狼人渗透者,中立,史诗,64,3,适合,,
狼骑兵,中立,史诗,53,4,,,
王牌猎人,中立,史诗,62,3,,是,
玛里苟斯,中立,史诗,46,5,适合,,
瓦拉纳王子,中立,史诗,47,5,,,
生锈的回收机器人,中立,史诗,55,4,适合,,
电磁脉冲特工,中立,史诗,40,5,,,
电能工匠,中立,史诗,53,4,适合,,
疯帽客,中立,稀有,34,6,适合,,
疯狂投弹者,中立,史诗,68,3,不适合,,
疯狂的炼金师,中立,稀有,57,4,适合,,
癫狂的医生,中立,史诗,64,3,适合,,
白银之手骑士,中立,史诗,69,3,适合,,
白银先锋,中立,史诗,16,7,不适合,,
白骨幼龙,中立,稀有,59,4,不适合,,
着魔男仆,术士,稀有,41,5,,,
石丘防御者,中立,稀有,78,2,适合,,
石塘猎人,中立,史诗,59,4,,,
石拳食人魔,中立,史诗,63,3,不适合,,
石牙野猪,中立,史诗,44,5,适合,,
石皮蜥蜴,中立,史诗,78,2,,,
砂齿骑兵,中立,稀有,28,7,,,
破法者,中立,史诗,68,3,,,
破碎残阳祭司,中立,史诗,72,2,适合,,
破铜烂铁机器人,中立,史诗,20,7,适合,,
硬壳甲虫,中立,史诗,68,3,适合,,
穆克拉,中立,史诗,53,4,适合,,
穴居人食菌者,中立,史诗,60,3,适合,,
窃魂者阿扎莉娜,中立,史诗,25,7,不适合,是,
竞技场主宰,中立,史诗,50,4,适合,,
筑巢双头鹏,中立,史诗,75,2,适合,,
米尔豪斯·法力风暴,中立,史诗,35,6,不适合,,
粗俗的矮劣魔,术士,史诗,77,2,,,
精灵弓箭手,中立,史诗,67,3,适合,,
精灵龙,中立,史诗,61,3,,,
精神控制技师,中立,稀有,71,2,不适合,,
紫罗兰教师,中立,稀有,62,3,不适合,,
紫色岩虫,中立,史诗,67,3,不适合,,
纳特·帕格,中立,史诗,19,7,不适合,,
织法者,中立,史诗,33,6,适合,,
绞肉车,中立,史诗,15,7,,,
维库食尸鬼,中立,史诗,46,5,,,
绿洲钳嘴龟,中立,史诗,51,4,,,
绿皮船长,中立,史诗,37,6,,,
绿色凝胶怪,中立,史诗,64,3,适合,,
缚沙者,中立,史诗,40,5,,,
缚雾熊怪,中立,稀有,37,6,,,
群星罗列者,中立,史诗,45,5,不适合,,
翡翠掠夺者,中立,史诗,50,4,适合,,
翡翠蜂后,中立,史诗,40,5,,,
翼手龙宝宝,中立,史诗,49,5,,,
聒噪的挖掘者,术士,史诗,67,3,,,
胡桃精,中立,史诗,60,3,不适合,,
脑力激荡者,中立,史诗,31,6,,,
脱逃的样本,中立,史诗,57,4,适合,,
腐化迷雾,术士,稀有,36,6,,,
腐烂的苹果树,中立,史诗,72,2,适合,,
腐肉食尸鬼,中立,史诗,53,4,适合,,
腐蚀术,术士,史诗,43,5,,,
腐蚀淤泥,中立,史诗,63,3,,,
臃肿的蛇颈龙,中立,史诗,59,4,不适合,,
自爆憎恶,中立,稀有,34,6,适合,,
艾露恩的女祭司,中立,史诗,41,5,适合,,
苔藓恐魔,中立,史诗,69,3,不适合,,
苦潮多头蛇,中立,史诗,49,5,不适合,,
苦痛侍僧,中立,史诗,48,5,不适合,,
荆棘帮暴徒,中立,史诗,50,4,,,
荆棘谷猛虎,中立,史诗,65,3,,,
莫瑞甘博士,术士,史诗,19,7,,,
莫瑞甘的灵界,术士,史诗,80,1,,,
菌菇术士,中立,史诗,85,1,适合,,
菌菇附魔师,中立,史诗,69,3,适合,,
萨尔玛先知,中立,史诗,23,7,,,
萨瓦丝女王,术士,史诗,35,6,,,
萨隆苦囚,中立,稀有,82,1,适合,,
葛拉卡爬行蟹,中立,稀有,59,4,,,
蓝腮战士,中立,史诗,51,4,适合,,
藏宝巨龙,中立,史诗,56,4,,,
藏宝海湾保镖,中立,史诗,40,5,适合,,
蘑菇酿酒师,中立,史诗,80,1,适合,,
虚弱诅咒,术士,稀有,60,3,,,
虚空分析师,术士,稀有,43,5,,,
虚空恐魔,术士,稀有,43,5,,,
虚空撕裂者,中立,史诗,65,3,,,
虚空行者,术士,史诗,73,2,,,
虚空领主,术士,史诗,91,1,,,
虚魂破坏者,术士,稀有,51,4,,,
蛇发女妖佐拉,中立,史诗,37,6,不适合,,
蛛魔拆解者,中立,史诗,48,5,不适合,,
蛮鱼斥候,中立,史诗,35,6,,,
蜡油元素,中立,史诗,47,5,适合,,
血帆海盗,中立,稀有,33,6,,是,
血帆袭击者,中立,史诗,57,4,,,
血沼迅猛龙,中立,史诗,57,4,,,
血法师萨尔诺斯,中立,史诗,55,4,,,
血色十字军战士,中立,史诗,68,3,,,
血色狂欢者,术士,史诗,39,6,,,
血色绽放,术士,史诗,9,7,,,
血虫,中立,史诗,52,4,适合,,
血骑士,中立,史诗,62,3,,,
被污染的狂热者,中立,史诗,46,5,适合,,
被诅咒的门徒,中立,史诗,66,3,,,
诅咒教派领袖,中立,史诗,58,4,不适合,,
诺兹多姆,中立,史诗,36,6,不适合,,
负伤剑圣,中立,稀有,58,4,,,
贪睡巨龙,中立,史诗,53,4,适合,,
贪食软泥怪,中立,史诗,58,4,,,
资深档案管理员,中立,史诗,32,6,不适合,,
载人毁灭机,中立,史诗,45,5,适合,,
达卡莱附魔师,中立,史诗,14,7,,,
达拉然法师,中立,史诗,14,7,,,
迅捷的信使,中立,史诗,66,3,,,
迦顿男爵,中立,史诗,84,1,不适合,,
迷失的幽魂,中立,史诗,24,7,,,
通电机器人,中立,稀有,23,7,,,
通道爬行者,中立,史诗,51,4,适合,,
逝网蜘蛛,术士,史诗,66,3,,,
邪骨骷髅,中立,史诗,25,7,,,
邪魂审判官,中立,史诗,48,5,适合,,
酸性沼泽软泥怪,中立,史诗,62,3,,,
量产型恐吓机,中立,稀有,62,3,,,
钢铁暴怒者,中立,史诗,62,3,,,
铁喙猫头鹰,中立,史诗,38,6,,,
铁炉堡火枪手,中立,史诗,48,5,适合,,
铁钩掠夺者,术士,稀有,76,2,,,
铁鬃灰熊,中立,史诗,53,4,适合,,
银月城卫兵,中立,史诗,53,4,,,
银背族长,中立,史诗,18,7,适合,,
银色侍从,中立,史诗,70,2,适合,,
银色指挥官,中立,稀有,77,2,,,
铸剑师,中立,稀有,45,5,适合,,
闪光的蘑菇,中立,稀有,58,4,,,
闪光的骏马,中立,史诗,24,7,,是,
闪金镇步兵,中立,史诗,38,6,适合,,
阳焰瓦格里,中立,史诗,62,3,,,
阿古斯防御者,中立,稀有,73,2,适合,,
阿尔福斯,中立,史诗,51,4,不适合,,
阿彻鲁斯老兵,中立,史诗,67,3,适合,,
阿曼尼狂战士,中立,史诗,69,3,不适合,,
阿莱克丝塔萨,中立,史诗,74,2,适合,,
隐鳞药剂师,中立,史诗,47,5,,,
雪鳍企鹅,中立,史诗,31,6,适合,,
雷矛特种兵,中立,史诗,57,4,,,
雷霆蜥蜴,中立,史诗,52,4,,,
霍格,中立,史诗,75,2,适合,,
霜狼步兵,中立,史诗,42,5,适合,,
霜狼督军,中立,史诗,64,3,适合,,
青铜门卫,中立,史诗,43,5,适合,,
风怒鹰身人,中立,史诗,31,6,,,
风暴看守,中立,史诗,47,5,不适合,,
风险投资公司雇佣兵,中立,史诗,50,4,不适合,,
飞刀杂耍者,中立,稀有,68,3,适合,,
飞弹机器人,中立,稀有,58,4,,,
食人魔法师,中立,史诗,51,4,,,
食肉魔块,中立,史诗,59,4,不适合,,
饥饿的双头怪,中立,稀有,63,3,适合,,
饥饿的翼手龙,术士,史诗,59,4,,,
首席门徒林恩,术士,史诗,49,5,,,
驯龙师,中立,史诗,9,7,,,
骨魇,中立,史诗,93,1,适合,,
骷髅捣蛋鬼,中立,史诗,37,6,适合,,
骷髅法师,中立,史诗,22,7,不适合,,
高弗雷勋爵,术士,史诗,115,1,,,
鬼祟恶魔,中立,史诗,43,5,适合,,
魅影民兵,中立,稀有,63,3,适合,,
魔古山守望者,中立,史诗,43,5,,,
魔暴龙蛋,中立,稀有,46,5,适合,,
魔瘾者,中立,稀有,22,7,不适合,,
鱼人招潮者,中立,稀有,28,7,,,
鱼人杀手蟹,中立,史诗,33,6,,是,
鱼人猎潮者,中立,史诗,60,3,适合,,
鱼人袭击者,中立,史诗,43,5,适合,,
鱼人领军,中立,史诗,49,5,,,
鲁莽火箭兵,中立,史诗,49,5,,,
鲜血女巫,术士,稀有,54,4,,,
鲜血女王兰娜瑟尔,术士,史诗,21,7,,,
鲜血小鬼,术士,史诗,56,4,,,
麦田傀儡,中立,史诗,67,3,,,
麻风侏儒,中立,史诗,22,7,适合,,
黑暗之主,中立,史诗,3,7,不适合,,
黑暗契约,术士,史诗,24,7,,,
黑暗附体,术士,稀有,51,4,,,
黑樟林树精,中立,史诗,69,3,适合,,
黑沼枭兽,中立,史诗,25,7,,,
黑色龙人铁匠,中立,稀有,30,6,,,
黑铁矮人,中立,史诗,78,2,适合,,
黑骑士,中立,史诗,92,1,,,
龙骨卫士,中立,史诗,34,6,,,
