名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
南海船工,中立,普通,50,4,适合,,
南海船长,中立,史诗,49,5,,,
南瓜农夫,中立,普通,50,4,,,
卡利莫斯的仆从,中立,稀有,52,4,,,
厄运鼹鼠,中立,普通,62,3,适合,,
发条机器人,中立,普通,30,6,,,
受损的机械剑龙,中立,普通,60,3,,,
受祝福的勇士,圣骑士,稀有,26,7,,,
古拉巴什狂暴者,中立,普通,46,5,,,
叫嚣的中士,中立,普通,60,3,适合,,
可升级机器人,中立,普通,53,4,适合,,
可靠的灯泡,中立,普通,34,6,适合,,
吉尔尼斯皇家卫兵,中立,稀有,67,3,不适合,,
吵吵模组,圣骑士,稀有,73,2,,,
吸血蚊,中立,稀有,41,5,,,
咆哮的指挥官,圣骑士,稀有,40,5,,,
和蔼的灯神,圣骑士,普通,52,4,,,
哀泣女妖,中立,稀有,55,4,适合,,
哈里森·琼斯,中立,传说,58,4,,,
唤尸者,中立,稀有,65,3,适合,,
唤鸦者,中立,普通,66,3,适合,,
喧哗的诗人,中立,普通,51,4,适合,,
团队领袖,中立,普通,45,5,适合,,
圣光护卫者,中立,稀有,33,6,适合,,
圣光术,圣骑士,普通,20,7,,,
圣光楷模,圣骑士,稀有,63,3,,,
圣光的正义,圣骑士,普通,72,2,,,
圣疗术,圣骑士,史诗,58,4,,是,
地精炸弹,中立,普通,9,7,适合,,
坎格尔的无尽大军,圣骑士,传说,28,7,,,
坩埚元素,中立,普通,35,6,,,
堕落残阳祭司,中立,普通,61,3,适合,,
塔达拉姆王子,中立,传说,50,4,,,
墓地蹒跚者,中立,普通,54,4,适合,,
墓穴潜伏者,中立,史诗,50,4,不适合,,
复仇之怒,圣骑士,史诗,56,4,,,
夜刃刺客,中立,普通,42,5,,,
大地之环先知,中立,普通,65,3,,,
大法师,中立,普通,53,4,,,
失心农夫,中立,普通,15,7,,,
夺尸者,中立,史诗,52,4,适合,,
奇利亚斯,中立,传说,92,1,适合,,
奉献,圣骑士,普通,87,1,,,
奥妮克希亚,中立,传说,92,1,,,
奥尔多卫士,圣骑士,稀有,99,1,,,
奥术傀儡,中立,稀有,16,7,,,
奥术统御者,中立,史诗,44,5,适合,,
奥秘守护者,中立,稀有,33,6,适合,,
奥能水母,中立,稀有,56,4,不适合,,
女伯爵阿莎摩尔,中立,传说,74,2,适合,,
女巫森林吹笛人,中立,稀有,54,4,,,
女巫森林灰熊,中立,稀有,56,4,不适合,,
女巫的坩埚,中立,史诗,59,4,适合,是,
始生幼龙,中立,史诗,84,1,不适合,,
始祖龟预言者,中立,史诗,50,4,适合,,
孤胆英雄,中立,稀有,64,3,不适合,,
孱弱的掘墓者,中立,稀有,47,5,不适合,,
守日者塔林姆,圣骑士,传说,122,1,,,
实验体9号,中立,传说,35,6,适合,,
寒光先知,中立,稀有,16,7,,,
寒刃勇士,圣骑士,普通,52,4,,,
小个子召唤师,中立,稀有,52,4,不适合,,
小型法术珍珠,圣骑士,稀有,43,5,,,
小精灵,中立,普通,31,6,适合,,
小鬼召唤师,中立,稀有,64,3,适合,,
屠龙者,中立,普通,72,2,不适合,,
山岭巨人,中立,史诗,26,7,,,
岩浆暴怒者,中立,普通,16,7,,,
崇高牺牲,圣骑士,普通,58,4,,,
工匠大师欧沃斯巴克,中立,传说,57,4,适合,,
工程师学徒,中立,普通,53,4,,,
巨化术,圣骑士,史诗,79,2,,,
巨型乳齿象,中立,普通,58,4,不适合,,
巨型黄蜂,中立,普通,62,3,,,
巨鳞蠕虫,中立,稀有,50,4,,,
巫医,中立,普通,50,4,适合,,
巫妖王,中立,传说,105,1,不适合,,
巫毒娃娃,中立,史诗,49,5,,,
帝王眼镜蛇,中立,稀有,62,3,,,
年轻的女祭司,中立,稀有,60,3,适合,,
年轻的酒仙,中立,普通,49,5,,,
年迈的法师,中立,稀有,32,6,,,
年迈的酒仙,中立,普通,47,5,,,
幻影海盗,中立,稀有,36,6,适合,,
幻术士,中立,普通,41,5,不适合,,
幼龙鹰,中立,普通,11,7,适合,,
幽灵战马,圣骑士,普通,89,1,,,
开心的食尸鬼,中立,稀有,56,4,适合,,
弹簧火箭犬,中立,普通,67,3,适合,,
强能雷象,中立,史诗,67,3,,,
微机操控者,中立,普通,64,3,适合,,
忏悔,圣骑士,普通,45,5,,,
总督察,中立,稀有,64,3,,,
恐怖海盗,中立,普通,46,5,适合,,
恐狼前锋,中立,普通,69,3,适合,,
恶毒的召唤师,中立,史诗,38,6,适合,,
恶毒的银行家,中立,史诗,28,7,,,
恶毒铁匠,中立,普通,63,3,适合,,
愤怒之锤,圣骑士,普通,66,3,,,
愤怒的小鸡,中立,稀有,9,7,,,
憎恶,中立,稀有,40,5,不适合,,
战争机兵,中立,普通,62,3,适合,,
战利品贮藏者,中立,普通,66,3,,,
战斗号角,圣骑士,史诗,66,3,,,
托瓦格尔国王,中立,传说,10,7,,,
托维尔塑石师,中立,稀有,57,4,,,
投弹机器人,中立,普通,40,5,适合,,
报警机器人,中立,稀有,1,7,,,
拉文霍德刺客,中立,稀有,46,5,,,
持盾卫士,中立,普通,30,6,适合,,
提里奥·弗丁,圣骑士,传说,109,1,,,
摧心者,中立,稀有,55,4,,,
摩天龙,中立,普通,39,6,,,
攻城车,中立,稀有,49,5,,,
救赎,圣骑士,普通,58,4,,,
教堂石像兽,圣骑士,史诗,37,6,,,
敲响警钟,圣骑士,普通,69,3,,,
斩棘刀,圣骑士,稀有,103,1,,,
旋翼滑翔者,中立,普通,35,6,适合,,
无面操纵者,中立,史诗,57,4,,,
日怒保卫者,中立,稀有,62,3,,,
旱谷狱卒,圣骑士,普通,63,3,,,
星界使者塞雷西亚,中立,传说,18,7,,,
晶化师,中立,史诗,63,3,适合,,
智慧祝福,圣骑士,普通,57,4,,,
暗夜嗥狼,中立,普通,43,5,,,
暗夜徘徊者,中立,稀有,28,7,适合,,
暗鳞先知,中立,普通,6,7,适合,,
暗鳞治愈者,中立,普通,60,3,,,
暮光幼龙,中立,稀有,61,3,不适合,,
暴怒的双头巨人,中立,普通,69,3,不适合,,
暴怒的狼人,中立,普通,56,4,适合,,
暴掠龙幼崽,中立,普通,56,4,适合,,
暴风城勇士,中立,普通,78,2,适合,,
暴风城骑士,中立,普通,58,4,,,
未鉴定的重槌,圣骑士,稀有,80,1,,,
末日预言者,中立,史诗,52,4,不适合,,
机械克苏恩,中立,传说,32,6,不适合,,
机械幼龙技工,中立,普通,53,4,适合,,
机械异种蝎,中立,稀有,50,4,适合,,
机械推土牛,中立,普通,37,6,不适合,,
机械蛋,圣骑士,普通,33,6,,,
机械袋鼠,中立,普通,72,2,适合,,
机械雏龙,中立,稀有,54,4,不适合,,
杂毛秘术师,中立,普通,68,3,,,
格洛顿,圣骑士,普通,73,2,,,
格鲁尔,中立,传说,60,3,,,
梦魇融合怪,中立,史诗,64,3,,,
森金持盾卫士,中立,普通,66,3,,,
棱彩透镜,圣骑士,史诗,44,5,,,
欢乐的发明家,中立,稀有,84,1,,,
欧克哈特大师,中立,传说,85,1,适合,,
欧泽鲁克,中立,传说,25,7,,,
欧米茄防御者,中立,史诗,73,2,不适合,,
正义保护者,圣骑士,普通,91,1,,,
武装皮纳塔,中立,史诗,63,3,不适合,,
死亡之翼,中立,传说,101,1,适合,,
死灵恶鬼,中立,普通,61,3,适合,,
死鳞骑士,中立,普通,15,7,适合,,
殊死一搏,圣骑士,稀有,36,6,,,
毒物学家,中立,普通,41,5,适合,,
比斯巨兽,中立,传说,46,5,,,
水文学家,圣骑士,普通,79,2,,,
水晶学,圣骑士,稀有,27,7,,是,
水晶工匠坎格尔,圣骑士,传说,56,4,,,
水晶雄狮,圣骑士,稀有,74,2,,,
沃拉斯,中立,传说,33,6,适合,,
没电的铁皮人,中立,稀有,19,7,不适合,,
沼泽水蛭,中立,普通,48,5,适合,,
沼泽爬行者,中立,普通,60,3,,,
沼泽飞龙,中立,普通,31,6,适合,,
沼泽龙蛋,中立,普通,33,6,适合,,
法力怨魂,中立,稀有,55,4,,,
泥沼狩猎者,中立,史诗,52,4,,,
浴火者伯瓦尔,圣骑士,传说,58,4,,,
海巨人,中立,史诗,84,1,适合,,
海德尼尔冰霜骑士,中立,普通,72,2,,,
海象人渔夫,中立,普通,59,4,,,
淡水鳄,中立,普通,58,4,,,
深蓝刃鳞龙人,中立,普通,81,1,适合,,
温顺的巨壳龙,中立,史诗,62,3,,,
游学者周卓,中立,传说,6,7,,,
游荡恶鬼,中立,史诗,35,6,不适合,,
滑板机器人,中立,普通,45,5,适合,,
火山龙,中立,稀有,67,3,不适合,,
火岩元素,中立,普通,61,3,,,
火焰使者,中立,史诗,59,4,,,
火羽凤凰,中立,普通,84,1,,,
火羽精灵,中立,普通,85,1,适合,,
火花引擎,中立,稀有,55,4,,,
火花钻机,中立,稀有,59,4,,,
火车王里诺艾,中立,传说,47,5,,是,
灵魂歌者安布拉,中立,传说,36,6,适合,,
烈日行者,中立,稀有,67,3,,,
热情的探险家,中立,史诗,70,2,适合,,
焦油爬行者,中立,普通,79,2,不适合,,
熔火巨像,中立,史诗,56,4,不适合,,
熔火恶犬,中立,普通,31,6,,,
爆爆机器人,中立,普通,62,3,适合,,
爆盐投弹手,中立,史诗,57,4,,,
牛头人战士,中立,普通,28,7,,,
狂奔的魔暴龙,中立,史诗,80,1,,,
狂奔科多兽,中立,稀有,72,2,适合,,
狂野炎术师,中立,稀有,57,4,不适合,,
狗头人地卜师,中立,普通,44,5,,,
狗头人学徒,中立,普通,52,4,适合,,
狗头人拾荒者,中立,史诗,22,7,适合,,
狗头人武僧,中立,稀有,62,3,,,
狼人憎恶,中立,史诗,75,2,不适合,,
狼人渗透者,中立,普通,62,3,适合,,
狼骑兵,中立,普通,53,4,,,
王牌猎人,中立,史诗,62,3,,是,
王者祝福,圣骑士,普通,81,1,,,
玛里苟斯,中立,传说,43,5,不适合,,
玻璃骑士,圣骑士,传说,74,2,,,
瓦兰奈尔,圣骑士,传说,75,2,,,
瓦拉纳王子,中立,传说,47,5,,,
生而平等,圣骑士,稀有,63,3,,,
生锈的回收机器人,中立,普通,48,5,不适合,,
电磁脉冲特工,中立,史诗,34,6,不适合,,
电能工匠,中立,普通,53,4,适合,,
疯帽客,中立,稀有,37,6,适合,,
疯狂投弹者,中立,普通,69,3,,,
疯狂的炼金师,中立,稀有,56,4,,,
癫狂的医生,中立,普通,48,5,不适合,,
白银之手骑士,中立,普通,68,3,,,
白银先锋,中立,普通,17,7,,,
白骨幼龙,中立,稀有,62,3,不适合,,
真银圣剑,圣骑士,普通,99,1,,,
石丘防御者,中立,稀有,97,1,适合,,
石塘猎人,中立,普通,60,3,适合,,
石拳食人魔,中立,普通,67,3,,,
石牙野猪,中立,普通,42,5,适合,,
石皮蜥蜴,中立,普通,79,2,适合,,
砂齿骑兵,中立,稀有,28,7,,,
破法者,中立,普通,68,3,,,
破碎残阳祭司,中立,普通,69,3,适合,,
破铜烂铁机器人,中立,普通,18,7,适合,,
硬壳甲虫,中立,普通,65,3,,,
神圣愤怒,圣骑士,稀有,45,5,,,
神恩术,圣骑士,稀有,52,4,,,
穆克拉,中立,传说,55,4,适合,,
穴居人食菌者,中立,普通,59,4,,,
窃魂者阿扎莉娜,中立,传说,33,6,适合,是,
竞技场主宰,中立,普通,49,5,,,
等级提升！,圣骑士,史诗,34,6,,,
筑巢双头鹏,中立,普通,74,2,适合,,
米尔豪斯·法力风暴,中立,传说,36,6,,,
精灵弓箭手,中立,普通,62,3,适合,,
精灵龙,中立,普通,60,3,不适合,,
精神控制技师,中立,稀有,70,2,不适合,,
紫罗兰教师,中立,稀有,62,3,不适合,,
紫色岩虫,中立,普通,68,3,不适合,,
纳特·帕格,中立,传说,23,7,适合,,
织法者,中立,普通,32,6,适合,,
绞肉车,中立,史诗,26,7,适合,,
维库食尸鬼,中立,普通,46,5,,,
绿洲钳嘴龟,中立,普通,51,4,,,
绿皮船长,中立,传说,55,4,适合,,
绿色凝胶怪,中立,普通,62,3,适合,,
缚沙者,中立,史诗,42,5,适合,,
缚雾熊怪,中立,稀有,48,5,适合,,
群星罗列者,中立,史诗,46,5,不适合,,
翡翠掠夺者,中立,普通,43,5,,,
翡翠蜂后,中立,史诗,46,5,适合,,
翼手龙宝宝,中立,普通,49,5,,,
胡桃精,中立,普通,60,3,不适合,,
脑力激荡者,中立,普通,28,7,不适合,,
脱逃的样本,中立,史诗,39,6,不适合,,
腐烂的苹果树,中立,普通,61,3,,,
腐肉食尸鬼,中立,普通,53,4,适合,,
腐蚀淤泥,中立,普通,63,3,,,
臃肿的蛇颈龙,中立,普通,64,3,,,
自动防御矩阵,圣骑士,普通,62,3,,,
自爆憎恶,中立,稀有,27,7,不适合,,
艾露恩的女祭司,中立,普通,35,6,,,
苔藓恐魔,中立,史诗,68,3,不适合,,
苦潮多头蛇,中立,史诗,65,3,,,
苦痛侍僧,中立,普通,61,3,适合,,
英勇药水,圣骑士,普通,74,2,,,
荆棘帮暴徒,中立,普通,54,4,适合,,
荆棘谷猛虎,中立,普通,66,3,适合,,
莱妮莎·炎伤,圣骑士,传说,61,3,,,
菌菇术士,中立,普通,85,1,适合,,
菌菇附魔师,中立,普通,63,3,适合,,
萎缩射线,圣骑士,稀有,49,5,,,
萨尔玛先知,中立,普通,23,7,,,
萨隆苦囚,中立,稀有,81,1,适合,,
葛拉卡爬行蟹,中立,稀有,59,4,,,
蓝腮战士,中立,普通,50,4,,,
藏宝巨龙,中立,普通,56,4,,,
藏宝海湾保镖,中立,普通,39,6,,,
蘑菇酿酒师,中立,普通,72,2,不适合,,
虚空撕裂者,中立,史诗,65,3,,,
蛇发女妖佐拉,中立,传说,42,5,,,
蛛魔拆解者,中立,史诗,49,5,,,
蛮鱼勇士,圣骑士,史诗,32,6,,,
蛮鱼斥候,中立,普通,36,6,适合,,
蜡油元素,中立,普通,39,6,,,
血帆海盗,中立,稀有,33,6,,是,
血帆袭击者,中立,普通,61,3,适合,,
血沼迅猛龙,中立,普通,57,4,,,
血法师萨尔诺斯,中立,传说,55,4,,,
血色十字军战士,中立,普通,68,3,,,
血虫,中立,普通,47,5,适合,,
血骑士,中立,史诗,63,3,适合,,
被污染的狂热者,中立,普通,46,5,适合,,
被诅咒的门徒,中立,普通,66,3,,,
警钟哨卫,圣骑士,稀有,53,4,,,
诅咒教派领袖,中立,普通,73,2,适合,,
诺兹多姆,中立,传说,38,6,,,
谦逊,圣骑士,普通,52,4,,,
负伤剑圣,中立,稀有,58,4,,,
责难,圣骑士,普通,18,7,,,
贪睡巨龙,中立,普通,51,4,,,
贪食软泥怪,中立,史诗,57,4,不适合,,
资深档案管理员,中立,史诗,41,5,,,
载人毁灭机,中立,普通,44,5,,,
达卡莱附魔师,中立,史诗,14,7,,,
达拉然法师,中立,普通,14,7,,,
迅捷的信使,中立,普通,66,3,,,
迦顿男爵,中立,传说,82,1,不适合,,
迷失丛林,圣骑士,普通,75,2,,,
迷失的幽魂,中立,普通,29,7,适合,,
适者生存,圣骑士,普通,40,5,,,
通电机器人,中立,稀有,21,7,不适合,,
通道爬行者,中立,史诗,53,4,适合,,
邪骨骷髅,中立,普通,26,7,适合,,
邪魂审判官,中立,普通,42,5,不适合,,
酸性沼泽软泥怪,中立,普通,62,3,,,
量产型恐吓机,中立,稀有,64,3,适合,,
钢铁暴怒者,中立,普通,62,3,,,
铁喙猫头鹰,中立,普通,38,6,,,
铁炉堡火枪手,中立,普通,47,5,,,
铁鬃灰熊,中立,普通,52,4,,,
银剑,圣骑士,稀有,93,1,,,
银月城卫兵,中立,普通,54,4,适合,,
银背族长,中立,普通,17,7,,,
银色侍从,中立,普通,70,2,适合,,
银色保卫者,圣骑士,普通,85,1,,,
银色指挥官,中立,稀有,77,2,,,
铸剑师,中立,稀有,46,5,适合,,
闪光的蘑菇,中立,稀有,58,4,,,
闪光的骏马,中立,史诗,35,6,适合,是,
闪金镇步兵,中立,普通,35,6,,,
阳焰瓦格里,中立,普通,64,3,适合,,
阿古斯防御者,中立,稀有,70,2,适合,,
阿尔福斯,中立,传说,54,4,适合,,
阿彻鲁斯老兵,中立,普通,64,3,适合,,
阿曼尼狂战士,中立,普通,69,3,不适合,,
阿莱克丝塔萨,中立,传说,63,3,,,
隐秘的智慧,圣骑士,史诗,24,7,,,
隐鳞药剂师,中立,普通,51,4,适合,,
雪鳍企鹅,中立,普通,31,6,适合,,
雷矛特种兵,中立,普通,57,4,,,
雷霆蜥蜴,中立,普通,52,4,,,
霍格,中立,传说,72,2,适合,,
霜狼步兵,中立,普通,41,5,,,
霜狼督军,中立,普通,66,3,适合,,
青铜门卫,中立,普通,44,5,适合,,
风怒鹰身人,中立,普通,33,6,适合,,
风暴看守,中立,普通,52,4,,,
风险投资公司雇佣兵,中立,普通,53,4,,,
飞刀杂耍者,中立,稀有,68,3,适合,,
飞弹机器人,中立,稀有,56,4,不适合,,
食人魔法师,中立,普通,51,4,,,
食肉魔块,中立,史诗,59,4,不适合,,
饥饿的双头怪,中立,稀有,60,3,,,
驯龙师,中立,史诗,9,7,,,
骨魇,中立,普通,94,1,适合,,
骷髅捣蛋鬼,中立,史诗,39,6,适合,,
骷髅法师,中立,普通,29,7,适合,,
鬼祟恶魔,中立,普通,47,5,适合,,
魅影民兵,中立,稀有,60,3,不适合,,
魔古山守望者,中立,普通,43,5,,,
魔暴龙蛋,中立,稀有,45,5,适合,,
魔瘾者,中立,稀有,23,7,不适合,,
鱼人招潮者,中立,稀有,28,7,,,
鱼人杀手蟹,中立,史诗,34,6,适合,是,
鱼人猎潮者,中立,普通,59,4,,,
鱼人袭击者,中立,普通,41,5,,,
鱼人领军,中立,史诗,50,4,适合,,
鲁莽火箭兵,中立,普通,49,5,,,
麦田傀儡,中立,普通,67,3,,,
麻风侏儒,中立,普通,18,7,,,
黑暗之主,中立,传说,3,7,不适合,,
黑暗裁决,圣骑士,普通,64,3,,,
黑樟林树精,中立,普通,68,3,,,
黑沼枭兽,中立,普通,25,7,,,
黑色卫士,圣骑士,史诗,48,5,,,
黑色龙人铁匠,中立,稀有,49,5,适合,,
黑铁矮人,中立,普通,76,2,适合,,
黑骑士,中立,传说,92,1,,,
龙骨卫士,中立,普通,35,6,适合,,
