名称,费用,职业,稀有度,评分,评级,建议不选多张,
疯狂的炼金师,2,中立,稀有,118,2,,
癫狂的医生,8,中立,普通,92,5,,
白银之手骑士,5,中立,普通,116,2,,
白银先锋,7,中立,普通,78,6,,
白骨幼龙,6,中立,稀有,114,2,,
盲眼游侠,5,中立,普通,110,3,,
盾牌格挡,3,战士,普通,71,6,,
盾牌猛击,1,战士,史诗,105,3,,
看台喷火龙,7,中立,史诗,81,6,,
石丘防御者,3,中立,稀有,137,1,,
石塘猎人,2,中立,普通,107,3,,
石拳食人魔,6,中立,普通,107,3,,
石牙野猪,1,中立,普通,64,7,,
石皮蜥蜴,3,中立,普通,157,1,,
砂齿骑兵,1,中立,稀有,50,7,,
砰砰飞艇,9,战士,传说,96,4,,
破法者,4,中立,普通,106,3,,
破盾者,2,中立,稀有,72,6,,
破碎残阳祭司,3,中立,普通,112,3,,
破铜烂铁机器人,4,中立,普通,51,7,,
硬壳甲虫,2,中立,普通,117,2,,
穆克拉,3,中立,传说,96,4,,
穴居人食菌者,5,中立,普通,99,4,,
窃魂者阿扎莉娜,7,中立,传说,54,7,,
竞技场主宰,6,中立,普通,89,5,,
竞技场奴隶主,5,中立,稀有,49,7,,
竞技场财宝箱,4,中立,普通,74,6,,
筑巢双头鹏,5,中立,普通,115,2,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,100,4,,
精灵龙,2,中立,普通,117,2,,
精神控制技师,3,中立,稀有,116,2,,
紫罗兰教师,4,中立,稀有,107,3,,
紫色岩虫,8,中立,普通,127,2,,
纳特·帕格,2,中立,传说,69,6,,
织法者,6,中立,普通,66,7,,
绝命乱斗,5,战士,史诗,118,2,是,
绞肉车,4,中立,史诗,51,7,,
维库食尸鬼,3,中立,普通,87,5,,
绿洲钳嘴龟,4,中立,普通,94,5,,
绿皮船长,5,中立,传说,117,2,,
绿色凝胶怪,5,中立,普通,106,3,,
缚沙者,4,中立,史诗,84,6,,
缚雾熊怪,5,中立,稀有,47,7,,
群星罗列者,7,中立,史诗,95,5,,
翡翠掠夺者,1,中立,普通,85,6,,
翡翠蜂后,1,中立,史诗,54,7,,
翼手龙宝宝,3,中立,普通,113,3,,
胡桃精,3,中立,普通,98,4,,
脑力激荡者,3,中立,普通,49,7,,
脱逃的样本,5,中立,史诗,99,4,,
腐树巨人,5,战士,稀有,108,3,,
腐烂的苹果树,5,中立,普通,100,4,,
腐肉食尸鬼,3,中立,普通,95,5,,
腐蚀淤泥,5,中立,普通,102,4,,
腐面,8,战士,传说,68,7,,
臃肿的蛇颈龙,7,中立,普通,118,2,,
自爆憎恶,4,中立,稀有,70,6,,
致命武装,6,战士,史诗,59,7,,
致死打击,4,战士,稀有,109,3,,
艾露恩的女祭司,6,中立,普通,74,6,,
苔藓恐魔,6,中立,史诗,119,2,,
苦潮多头蛇,5,中立,史诗,147,1,,
苦痛侍僧,3,中立,普通,125,2,,
英勇打击,2,战士,普通,126,2,,
茶水小弟,2,中立,稀有,71,6,,
荆棘帮暴徒,3,中立,普通,107,3,,
荆棘谷猛虎,5,中立,普通,113,3,,
莫什奥格执行者,8,中立,普通,95,5,,
莫什奥格播报员,5,中立,史诗,140,1,,
菌菇术士,5,中立,普通,124,2,,
菌菇附魔师,3,中立,普通,114,2,,
萨尔玛先知,3,中立,普通,71,6,,
萨隆苦囚,4,中立,稀有,121,2,,
萨隆铁矿监工,1,中立,普通,108,3,,
葛拉卡爬行蟹,2,中立,稀有,110,3,,
蒙面选手,3,中立,史诗,84,6,,
蓝腮战士,2,中立,普通,89,5,,
藏宝巨龙,4,中立,普通,118,2,,
藏宝海湾保镖,5,中立,普通,88,5,,
藏宝海湾荷官,2,中立,稀有,105,3,,
蘑菇酿酒师,4,中立,普通,120,2,,
虚空撕裂者,3,中立,史诗,127,2,,
蛇发女妖佐拉,3,中立,传说,83,6,,
蛛魔拆解者,6,中立,史诗,74,6,,
蛮鱼斥候,3,中立,普通,75,6,,
蜡油元素,1,中立,普通,55,7,,
血刃剃刀,4,战士,普通,189,1,,
血吼,7,战士,史诗,174,1,是,
血帆海盗,1,中立,稀有,68,7,是,
血帆袭击者,2,中立,普通,122,2,,
血沼迅猛龙,2,中立,普通,110,3,,
血法师萨尔诺斯,2,中立,传说,107,3,,
血色十字军战士,3,中立,普通,121,2,,
血虫,5,中立,普通,86,6,,
血骑士,3,中立,史诗,109,3,,
被污染的狂热者,2,中立,普通,93,5,,
被诅咒的门徒,4,中立,普通,126,2,,
诅咒教派领袖,4,中立,普通,112,3,,
诺兹多姆,9,中立,传说,68,7,,
调皮的噬踝者,2,中立,普通,109,3,,
负伤剑圣,3,中立,稀有,119,2,,
贪睡巨龙,9,中立,普通,80,6,,
贪食软泥怪,3,中立,史诗,98,4,,
资深档案管理员,8,中立,史诗,67,7,,
赛场狂热者,4,中立,普通,105,3,,
赤环蜂,2,战士,稀有,115,2,,
超级对撞器,5,战士,史诗,174,1,,
身陷绝境的哨卫,2,战士,稀有,41,7,,
载人毁灭机,4,中立,普通,113,3,,
达利乌斯·克罗雷,5,战士,传说,130,2,,
达卡莱幻术师,3,中立,史诗,117,2,,
达卡莱附魔师,3,中立,史诗,58,7,,
达拉然法师,3,中立,普通,57,7,,
迅捷的信使,4,中立,普通,120,2,,
迦顿男爵,7,中立,传说,149,1,,
迷失的幽魂,2,中立,普通,57,7,,
退役冠军,5,中立,普通,127,2,,
送葬者安德提卡,8,中立,传说,83,6,,
通电机器人,2,中立,稀有,51,7,,
通道爬行者,7,中立,史诗,86,6,,
邪骨骷髅,4,中立,普通,55,7,,
邪魂审判官,4,中立,普通,69,6,,
酸性沼泽软泥怪,2,中立,普通,117,2,,
重金属狂潮！,6,战士,稀有,39,7,,
量产型恐吓机,4,中立,稀有,130,2,,
钢铁暴怒者,4,中立,普通,111,3,,
钳嘴龟盾卫,5,中立,史诗,129,2,,
铁刃护手,2,战士,史诗,62,7,,
铁喙猫头鹰,3,中立,普通,69,6,,
铁炉堡火枪手,3,中立,普通,89,5,,
铁鬃灰熊,3,中立,普通,99,4,,
铍金毁灭者,7,战士,史诗,72,6,,
铜皮铁甲,1,战士,普通,26,7,,
银月城卫兵,4,中立,普通,114,2,,
银背族长,3,中立,普通,57,7,,
银色侍从,1,中立,普通,107,3,,
银色指挥官,6,中立,稀有,129,2,,
铸剑师,2,中立,稀有,78,6,,
铸甲师,2,战士,稀有,104,4,,
闪光的蘑菇,3,中立,稀有,102,4,,
闪光的骏马,4,中立,史诗,69,6,,
闪金镇步兵,1,中立,普通,71,6,,
阳焰瓦格里,5,中立,普通,109,3,,
阵线破坏者,7,中立,史诗,97,4,,
阿卡里，犀牛之神,8,战士,传说,78,6,,
阿古斯防御者,4,中立,稀有,110,3,,
阿尔福斯,4,中立,传说,118,2,,
阿彻鲁斯老兵,1,中立,普通,100,4,,
阿拉希武器匠,4,战士,普通,144,1,,
阿曼尼战熊,7,中立,普通,122,2,,
阿曼尼狂战士,2,中立,普通,129,2,,
阿莱克丝塔萨,9,中立,传说,91,5,,
隐鳞药剂师,2,中立,普通,93,5,,
雪鳍企鹅,0,中立,普通,58,7,,
雷矛特种兵,5,中立,普通,97,4,,
雷霆蜥蜴,3,中立,普通,102,4,,
霍格,6,中立,传说,111,3,,
霜狼步兵,2,中立,普通,84,6,,
霜狼督军,5,中立,普通,92,5,,
青铜门卫,3,中立,普通,81,6,,
鞭笞者苏萨斯,6,战士,史诗,177,1,,
顺劈斩,2,战士,普通,120,2,,
领主之鞭,3,战士,普通,40,7,,
风怒鹰身人,6,中立,普通,77,6,,
风暴看守,7,中立,普通,87,5,,
风险投资公司雇佣兵,5,中立,普通,108,3,,
飞刀杂耍者,2,中立,稀有,122,2,,
飞弹机器人,6,中立,稀有,121,2,,
食人魔法师,4,中立,普通,104,4,,
食肉魔块,5,中立,史诗,130,2,,
饥饿的双头怪,6,中立,稀有,88,5,,
香蕉小丑,3,中立,普通,81,6,,
驯龙师,9,中立,史诗,35,7,,
骨魇,8,中立,普通,117,2,,
骷髅捣蛋鬼,4,中立,史诗,66,7,,
骷髅法师,5,中立,普通,79,6,,
鬼祟恶魔,4,中立,普通,101,4,,
魅影民兵,3,中立,稀有,104,4,,
魔古山守望者,4,中立,普通,67,7,,
魔暴龙蛋,3,中立,稀有,81,6,,
魔瘾者,2,中立,稀有,62,7,,
魔精大师兹伊希,6,中立,传说,94,5,,
鱼人大厨,4,中立,稀有,59,7,,
鱼人招潮者,1,中立,稀有,65,7,,
鱼人杀手蟹,1,中立,史诗,75,6,,
鱼人猎潮者,2,中立,普通,107,3,,
鱼人袭击者,1,中立,普通,81,6,,
鱼人领军,3,中立,史诗,94,5,,
鲁莽火箭兵,6,中立,普通,99,4,,
鲁莽风暴,3,战士,史诗,170,1,,
鲨鳍后援,2,中立,普通,101,4,,
麦田傀儡,3,中立,普通,123,2,,
麻疯侏儒,1,中立,普通,63,7,,
黑嚎炮塔,7,战士,传说,41,7,,
黑心票贩,4,中立,普通,117,2,,
黑暗之主,4,中立,传说,31,7,,
黑樟林树精,3,中立,普通,119,2,,
黑沼枭兽,7,中立,普通,56,7,,
黑色龙人铁匠,4,中立,稀有,82,6,,
黑铁矮人,4,中立,普通,128,2,,
黑骑士,6,中立,传说,90,5,,
龙喉喷火者,5,中立,普通,146,1,,
龙骨卫士,7,中立,普通,84,6,,
