名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
古拉巴什狂暴者,中立,普通,50,4,适合,,
古董收藏家,法师,稀有,47,5,,,
叫嚣的中士,中立,普通,52,4,不适合,,
可升级机器人,中立,普通,50,4,,,
可靠的灯泡,中立,普通,29,7,,,
吉尔尼斯皇家卫兵,中立,稀有,70,2,,,
吸血蚊,中立,稀有,39,6,,,
哀泣女妖,中立,稀有,55,4,,,
哈里森·琼斯,中立,传说,58,4,,,
唤尸者,中立,稀有,65,3,,,
唤鸦者,中立,普通,65,3,,,
喧哗的诗人,中立,普通,51,4,,,
嗜睡的神枪手,中立,普通,29,7,适合,是,
团队领袖,中立,普通,38,6,不适合,,
圣光护卫者,中立,稀有,32,6,,,
地精炸弹,中立,普通,7,7,不适合,,
场馆保镖,中立,普通,52,4,,,
坩埚元素,中立,普通,39,6,适合,,
堕落残阳祭司,中立,普通,60,3,,,
塔达拉姆王子,中立,传说,50,4,,,
墓地蹒跚者,中立,普通,49,5,适合,,
墓穴潜伏者,中立,史诗,51,4,,,
夜刃刺客,中立,普通,42,5,,,
大地之环先知,中立,普通,66,3,,,
大法师,中立,普通,53,4,,,
大法师安东尼达斯,法师,传说,81,1,,,
大法师阿鲁高,法师,传说,65,3,,,
大胆的吞火者,法师,普通,67,3,,,
失心农夫,中立,普通,15,7,,,
夺尸者,中立,史诗,43,5,,,
夺灵者哈卡,中立,传说,16,7,,,
奇利亚斯,中立,传说,88,1,,,
奥妮克希亚,中立,传说,92,1,,,
奥术傀儡,中立,稀有,16,7,,,
奥术工匠,法师,普通,39,6,,,
奥术智慧,法师,普通,62,3,,,
奥术暴龙,法师,普通,32,6,,,
奥术统御者,中立,史诗,48,5,适合,,
奥术锁匠,法师,史诗,72,2,,,
奥术飞弹,法师,普通,52,4,,,
奥秘守护者,中立,稀有,32,6,适合,,
奥能水母,中立,稀有,64,3,适合,,
女伯爵阿莎摩尔,中立,传说,75,2,适合,,
女巫森林吹笛人,中立,稀有,54,4,,,
女巫森林灰熊,中立,稀有,60,3,,,
女巫的坩埚,中立,史诗,50,4,,是,
好斗的侏儒,中立,稀有,65,3,,,
妖术领主玛拉卡斯,法师,传说,80,1,,,
始生幼龙,中立,史诗,96,1,适合,,
始祖龟预言者,中立,史诗,67,3,适合,,
孤胆英雄,中立,稀有,68,3,适合,,
孱弱的掘墓者,中立,稀有,47,5,,,
宇宙异象,法师,普通,54,4,,,
实验体9号,中立,传说,42,5,适合,,
寒光先知,中立,稀有,16,7,,,
寒冰克隆,法师,普通,34,6,,,
寒冰护体,法师,普通,22,7,,,
寒冰箭,法师,普通,79,2,,,
寒冰行者,法师,稀有,48,5,,,
小个子召唤师,中立,稀有,51,4,不适合,,
小型法术红宝石,法师,稀有,33,6,,,
小精灵,中立,普通,23,7,,,
小鬼召唤师,中立,稀有,64,3,,,
屠龙者,中立,普通,74,2,,,
山岭巨人,中立,史诗,31,6,适合,,
岩浆暴怒者,中立,普通,16,7,,,
工匠大师欧沃斯巴克,中立,传说,55,4,,,
工程师学徒,中立,普通,53,4,,,
巨型乳齿象,中立,普通,61,3,适合,,
巨型黄蜂,中立,普通,61,3,,,
巨鳞蠕虫,中立,稀有,51,4,,,
巨龙之怒,法师,史诗,53,4,,,
巨龙召唤者奥兰纳,法师,传说,25,7,,,
巫医,中立,普通,48,5,不适合,,
巫妖王,中立,传说,106,1,,,
巫师学徒,法师,普通,65,3,,,
巫毒娃娃,中立,史诗,76,2,适合,,
帝王眼镜蛇,中立,稀有,62,3,,,
年轻的女祭司,中立,稀有,59,4,,,
年轻的酒仙,中立,普通,49,5,,,
年迈的法师,中立,稀有,32,6,,,
年迈的酒仙,中立,普通,47,5,,,
幻影海盗,中立,稀有,17,7,,,
幻术士,中立,普通,45,5,适合,,
幼龙鹰,中立,普通,10,7,,,
开心的食尸鬼,中立,稀有,52,4,,,
弹簧火箭犬,中立,普通,62,3,,,
强能雷象,中立,史诗,67,3,,,
微机操控者,中立,普通,63,3,,,
急速冷冻,法师,普通,28,7,,,
怨灵之书,法师,史诗,84,1,,,
总督察,中立,稀有,64,3,,,
恐怖海盗,中立,普通,33,6,,,
恐狼前锋,中立,普通,65,3,不适合,,
恶毒的召唤师,中立,史诗,60,3,适合,,
恶毒的银行家,中立,史诗,29,7,,,
恶毒铁匠,中立,普通,57,4,,,
惊奇套牌,法师,史诗,16,7,,,
愤怒的小鸡,中立,稀有,9,7,,,
憎恶,中立,稀有,44,5,适合,,
战争机兵,中立,普通,60,3,,,
战利品贮藏者,中立,普通,66,3,,,
托瓦格尔国王,中立,传说,10,7,,,
托维尔塑石师,中立,稀有,59,4,适合,,
扰咒术,法师,史诗,54,4,,,
投弹机器人,中立,普通,34,6,不适合,,
报警机器人,中立,稀有,1,7,,,
拉文霍德刺客,中立,稀有,46,5,,,
持盾卫士,中立,普通,27,7,,,
摧心者,中立,稀有,54,4,不适合,,
摩天龙,中立,普通,39,6,,,
攻城车,中立,稀有,49,5,,,
旋翼滑翔者,中立,普通,30,6,不适合,,
无助的幼雏,中立,普通,10,7,不适合,,
无面操纵者,中立,史诗,57,4,,,
日怒保卫者,中立,稀有,62,3,,,
时光修补匠托奇,法师,传说,70,2,,,
星术师,法师,史诗,76,2,,,
星界使者塞雷西亚,中立,传说,19,7,,,
星界密使,法师,稀有,48,5,,,
星界裂隙,法师,稀有,56,4,,,
晶化师,中立,史诗,58,4,,,
智慧秘典,法师,普通,37,6,,,
暗夜嗥狼,中立,普通,44,5,适合,,
暗夜徘徊者,中立,稀有,30,6,,,
暗鳞先知,中立,普通,5,7,,,
暗鳞治愈者,中立,普通,60,3,,,
暮光幼龙,中立,稀有,68,3,适合,,
暴怒的双头巨人,中立,普通,73,2,,,
暴怒的狼人,中立,普通,56,4,适合,,
暴掠龙幼崽,中立,普通,53,4,,,
暴牙震颤者,中立,普通,65,3,,,
暴躁的巨龟,中立,普通,54,4,,,
暴风城勇士,中立,普通,69,3,不适合,,
暴风城骑士,中立,普通,58,4,,,
暴风雪,法师,稀有,72,2,,,
末日学徒,法师,稀有,43,5,,,
末日预言者,中立,史诗,55,4,适合,,
机械克苏恩,中立,传说,36,6,,,
机械幼龙技工,中立,普通,51,4,,,
机械异种蝎,中立,稀有,50,4,适合,,
机械推土牛,中立,普通,43,5,适合,,
机械袋鼠,中立,普通,64,3,不适合,,
机械雏龙,中立,稀有,54,4,不适合,,
杂毛秘术师,中立,普通,68,3,,,
格里伏塔,中立,传说,69,3,,,
格鲁尔,中立,传说,60,3,,,
梦魇融合怪,中立,史诗,60,3,,,
森金持盾卫士,中立,普通,66,3,,,
模拟幻影,法师,史诗,28,7,,,
欢乐的发明家,中立,稀有,40,5,,,
欧克哈特大师,中立,传说,85,1,,,
欧泽鲁克,中立,传说,29,7,适合,,
欧米茄防御者,中立,史诗,75,2,,,
武装皮纳塔,中立,史诗,67,3,,,
死亡之翼,中立,传说,113,1,适合,,
死灵恶鬼,中立,普通,49,5,不适合,,
死鳞骑士,中立,普通,9,7,,,
毒物学家,中立,普通,30,6,,,
毒蛇守卫,中立,稀有,9,7,,,
比斯巨兽,中立,传说,46,5,,,
气象学家,法师,稀有,32,6,,,
水元素,法师,普通,84,1,,,
汤水商贩,中立,稀有,35,6,,,
沃拉斯,中立,传说,27,7,,,
没电的铁皮人,中立,稀有,21,7,,,
沼泽水蛭,中立,普通,43,5,,,
沼泽爬行者,中立,普通,61,3,,,
沼泽飞龙,中立,普通,39,6,适合,,
沼泽龙蛋,中立,普通,27,7,,,
法力怨魂,中立,稀有,56,4,,,
法力浮龙,法师,普通,48,5,,,
法术共鸣,法师,稀有,45,5,,,
法术反制,法师,稀有,56,4,,,
泥沼狩猎者,中立,史诗,55,4,适合,,
活体风暴,法师,普通,72,2,,,
派烙斯,法师,传说,89,1,,,
海巨人,中立,史诗,82,1,,,
海德尼尔冰霜骑士,中立,普通,75,2,适合,,
海象人渔夫,中立,普通,60,3,适合,,
淡水鳄,中立,普通,58,4,,,
深蓝刃鳞龙人,中立,普通,80,1,,,
温顺的巨壳龙,中立,史诗,64,3,,,
游学者周卓,中立,传说,6,7,,,
游荡恶鬼,中立,史诗,38,6,,,
滑板机器人,中立,普通,42,5,,,
火山龙,中立,稀有,72,2,,,
火岩元素,中立,普通,61,3,,,
火树巫医,中立,稀有,36,6,,,
火焰使者,中立,史诗,71,2,适合,,
火焰狂人,法师,稀有,83,1,,,
火球术,法师,普通,96,1,,,
火羽凤凰,中立,普通,84,1,,,
火羽精灵,中立,普通,78,2,不适合,,
火花引擎,中立,稀有,57,4,适合,,
火花钻机,中立,稀有,63,3,适合,,
火车王里诺艾,中立,传说,47,5,,是,
灵魂歌者安布拉,中立,传说,35,6,,,
灼烧,法师,稀有,56,4,,,
炎爆术,法师,史诗,74,2,,,
烈日行者,中立,稀有,66,3,,,
烈焰喷涌,法师,普通,69,3,,,
烈焰风暴,法师,普通,112,1,,,
热情的探险家,中立,史诗,72,2,,,
焦油爬行者,中立,普通,84,1,适合,,
熔岩镜像,法师,稀有,45,5,,,
熔火巨像,中立,史诗,56,4,不适合,,
熔火恶犬,中立,普通,31,6,,,
燃烬风暴,法师,稀有,43,5,,,
爆炸符文,法师,稀有,56,4,,,
爆爆机器人,中立,普通,60,3,,,
爆盐投弹手,中立,史诗,57,4,,,
牛头人战士,中立,普通,33,6,适合,,
狂奔的魔暴龙,中立,史诗,80,1,,,
狂奔科多兽,中立,稀有,72,2,,,
狂暴咒术师,中立,普通,65,3,适合,,
狂野兽王,中立,史诗,70,2,,,
狂野炎术师,中立,稀有,63,3,适合,,
狗头人地卜师,中立,普通,46,5,适合,,
狗头人学徒,中立,普通,53,4,适合,,
狗头人拾荒者,中立,史诗,8,7,,,
狗头人武僧,中立,稀有,63,3,,,
狼人憎恶,中立,史诗,81,1,适合,,
狼人渗透者,中立,普通,61,3,,,
狼骑兵,中立,普通,53,4,,,
王牌猎人,中立,史诗,62,3,,是,
玛里苟斯,中立,传说,51,4,适合,,
瓦拉纳王子,中立,传说,47,5,,,
生锈的回收机器人,中立,普通,51,4,,,
甲虫卵,中立,普通,22,7,,,
电磁脉冲特工,中立,史诗,40,5,,,
电能工匠,中立,普通,55,4,适合,,
疯帽客,中立,稀有,34,6,适合,,
疯狂投弹者,中立,普通,70,2,,,
疯狂的炼金师,中立,稀有,56,4,,,
癫狂的医生,中立,普通,51,4,,,
白银之手骑士,中立,普通,68,3,,,
白银先锋,中立,普通,16,7,,,
白骨幼龙,中立,稀有,68,3,适合,,
盲眼游侠,中立,普通,64,3,,,
看台喷火龙,中立,史诗,44,5,,,
石丘防御者,中立,稀有,77,2,,,
石塘猎人,中立,普通,58,4,,,
石拳食人魔,中立,普通,67,3,,,
石牙野猪,中立,普通,41,5,,,
石皮蜥蜴,中立,普通,78,2,,,
砂齿骑兵,中立,稀有,28,7,,,
研发计划,法师,普通,19,7,,,
破法者,中立,普通,69,3,,,
破盾者,中立,稀有,41,5,,,
破碎残阳祭司,中立,普通,66,3,,,
破铜烂铁机器人,中立,普通,19,7,,,
硬壳甲虫,中立,普通,67,3,,,
秘法学家,法师,普通,70,2,,,
穆克拉,中立,传说,53,4,,,
穴居人食菌者,中立,普通,59,4,,,
窃魂者阿扎莉娜,中立,传说,30,6,,是,
竞技场主宰,中立,普通,49,5,,,
竞技场奴隶主,中立,稀有,27,7,,,
竞技场财宝箱,中立,普通,8,7,,,
筑巢双头鹏,中立,普通,74,2,,,
篝火元素,法师,稀有,62,3,,,
米尔豪斯·法力风暴,中立,传说,34,6,不适合,,
精灵弓箭手,中立,普通,59,4,不适合,,
精灵龙,中立,普通,61,3,,,
精神控制技师,中立,稀有,72,2,,,
紫罗兰教师,中立,稀有,67,3,适合,,
紫色岩虫,中立,普通,73,2,,,
纳特·帕格,中立,传说,21,7,,,
织法者,中立,普通,34,6,适合,,
绞肉车,中立,史诗,16,7,,,
维库食尸鬼,中立,普通,46,5,,,
绿洲钳嘴龟,中立,普通,51,4,,,
绿皮船长,中立,传说,37,6,,,
绿色凝胶怪,中立,普通,64,3,,,
缚沙者,中立,史诗,55,4,适合,,
缚雾熊怪,中立,稀有,38,6,,,
群星罗列者,中立,史诗,49,5,,,
翡翠掠夺者,中立,普通,41,5,,,
翡翠蜂后,中立,史诗,40,5,适合,,
翼手龙宝宝,中立,普通,49,5,,,
肯瑞托法师,法师,稀有,60,3,,,
胡桃精,中立,普通,63,3,,,
脑力激荡者,中立,普通,35,6,适合,,
脱逃的样本,中立,史诗,52,4,适合,,
腐烂的苹果树,中立,普通,62,3,,,
腐肉食尸鬼,中立,普通,51,4,,,
腐蚀淤泥,中立,普通,63,3,,,
臃肿的蛇颈龙,中立,普通,64,3,,,
自爆憎恶,中立,稀有,32,6,适合,,
艾露尼斯,法师,传说,33,6,,是,
艾露恩的女祭司,中立,普通,35,6,,,
苔藓恐魔,中立,史诗,72,2,适合,,
苦潮多头蛇,中立,史诗,66,3,,,
苦痛侍僧,中立,普通,65,3,适合,,
茶水小弟,中立,稀有,48,5,不适合,,
荆棘帮暴徒,中立,普通,50,4,,,
荆棘谷猛虎,中立,普通,65,3,,,
莫什奥格执行者,中立,普通,41,5,,,
莫什奥格播报员,中立,史诗,79,2,,,
菌菇术士,中立,普通,81,1,,,
菌菇附魔师,中立,普通,63,3,,,
萨尔玛先知,中立,普通,23,7,,,
萨隆苦囚,中立,稀有,79,2,,,
萨隆铁矿监工,中立,普通,53,4,,,
葛拉卡爬行蟹,中立,稀有,60,3,,,
蒙面选手,中立,史诗,44,5,适合,,
蒸发,法师,稀有,47,5,,,
蒸汽涌动者,法师,稀有,69,3,,,
蓝腮战士,中立,普通,50,4,,,
藏宝巨龙,中立,普通,54,4,,,
藏宝海湾保镖,中立,普通,39,6,,,
藏宝海湾荷官,中立,稀有,17,7,,,
蘑菇酿酒师,中立,普通,72,2,,,
虚灵奥术师,法师,稀有,18,7,,,
虚空撕裂者,中立,史诗,64,3,,,
蛇发女妖佐拉,中立,传说,42,5,,,
蛛魔拆解者,中立,史诗,47,5,不适合,,
蛮鱼斥候,中立,普通,34,6,,,
蜡油元素,中立,普通,40,5,适合,,
血帆海盗,中立,稀有,33,6,,是,
血帆袭击者,中立,普通,57,4,,,
血沼迅猛龙,中立,普通,57,4,,,
血法师萨尔诺斯,中立,传说,59,4,适合,,
血色十字军战士,中立,普通,67,3,,,
血虫,中立,普通,46,5,,,
血骑士,中立,史诗,62,3,,,
被污染的狂热者,中立,普通,46,5,适合,,
被诅咒的门徒,中立,普通,66,3,,,
裂魂残像,法师,史诗,64,3,,,
观星者露娜,法师,传说,81,1,,,
诅咒教派领袖,中立,普通,65,3,不适合,,
诺兹多姆,中立,传说,38,6,,,
调皮的噬踝者,中立,普通,56,4,不适合,,
负伤剑圣,中立,稀有,58,4,,,
贪睡巨龙,中立,普通,53,4,,,
贪食软泥怪,中立,史诗,57,4,,,
资深档案管理员,中立,史诗,48,5,适合,,
赛场狂热者,中立,普通,42,5,,,
载人毁灭机,中立,普通,42,5,,,
辛达苟萨,法师,传说,77,2,,,
达卡莱幻术师,中立,史诗,70,2,,,
达卡莱附魔师,中立,史诗,14,7,,,
达拉然法师,中立,普通,14,7,,,
迅捷的信使,中立,普通,67,3,,,
远古雕文,法师,史诗,75,2,,,
迦顿男爵,中立,传说,90,1,,,
迷失的幽魂,中立,普通,28,7,,,
迸射流星,法师,普通,63,3,,,
退役冠军,中立,普通,71,2,适合,,
送葬者安德提卡,中立,传说,41,5,,,
通电机器人,中立,稀有,26,7,,,
通道爬行者,中立,史诗,51,4,,,
邪骨骷髅,中立,普通,25,7,,,
邪魂审判官,中立,普通,40,5,,,
酸性沼泽软泥怪,中立,普通,61,3,,,
量产型恐吓机,中立,稀有,63,3,,,
钢铁暴怒者,中立,普通,64,3,,,
钳嘴龟盾卫,中立,史诗,68,3,,,
铁喙猫头鹰,中立,普通,39,6,,,
铁炉堡火枪手,中立,普通,47,5,,,
铁鬃灰熊,中立,普通,52,4,,,
银月城卫兵,中立,普通,53,4,,,
银背族长,中立,普通,17,7,,,
银色侍从,中立,普通,63,3,不适合,,
银色指挥官,中立,稀有,78,2,,,
铸剑师,中立,稀有,42,5,不适合,,
镜像,法师,普通,45,5,,,
镜像实体,法师,普通,56,4,,,
闪光的蘑菇,中立,稀有,57,4,,,
闪光的骏马,中立,史诗,26,7,,是,
闪金镇步兵,中立,普通,35,6,,,
阳焰瓦格里,中立,普通,63,3,,,
阵线破坏者,中立,史诗,70,2,,,
阿古斯防御者,中立,稀有,69,3,,,
阿尔福斯,中立,传说,61,3,适合,,
阿彻鲁斯老兵,中立,普通,56,4,不适合,,
阿曼尼战熊,中立,普通,79,2,,,
阿曼尼狂战士,中立,普通,71,2,适合,,
阿莱克丝塔萨,中立,传说,65,3,,,
陨石术,法师,史诗,114,1,,,
隐鳞药剂师,中立,普通,49,5,适合,,
雪鳍企鹅,中立,普通,24,7,,,
雷矛特种兵,中立,普通,57,4,,,
雷霆蜥蜴,中立,普通,54,4,适合,,
霍格,中立,传说,74,2,适合,,
霜狼步兵,中立,普通,41,5,,,
霜狼督军,中立,普通,62,3,不适合,,
露娜的口袋银河,法师,传说,3,7,,是,
青铜门卫,中立,普通,44,5,适合,,
风怒鹰身人,中立,普通,31,6,,,
风暴看守,中立,普通,52,4,,,
风险投资公司雇佣兵,中立,普通,56,4,适合,,
飞刀杂耍者,中立,稀有,63,3,适合,,
飞弹机器人,中立,稀有,58,4,,,
食人魔法师,中立,普通,51,4,,,
食肉魔块,中立,史诗,60,3,,,
饥饿的双头怪,中立,稀有,61,3,,,
香蕉小丑,中立,普通,55,4,,,
驯龙师,中立,史诗,9,7,,,
骨魇,中立,普通,92,1,,,
骷髅捣蛋鬼,中立,史诗,38,6,,,
骷髅法师,中立,普通,25,7,,,
鬼影巫师,法师,稀有,68,3,,,
鬼祟恶魔,中立,普通,39,6,,,
魅影民兵,中立,稀有,60,3,,,
魔古山守望者,中立,普通,43,5,,,
魔暴龙蛋,中立,稀有,32,6,,,
魔爆术,法师,普通,49,5,,,
魔瘾者,中立,稀有,22,7,不适合,,
魔精大师兹伊希,中立,传说,38,6,不适合,,
魔网操控者,法师,稀有,76,2,,,
鱼人大厨,中立,稀有,16,7,,是,
鱼人招潮者,中立,稀有,28,7,,,
鱼人杀手蟹,中立,史诗,33,6,,是,
鱼人猎潮者,中立,普通,59,4,,,
鱼人袭击者,中立,普通,41,5,,,
鱼人领军,中立,史诗,49,5,,,
鲁莽火箭兵,中立,普通,49,5,,,
鲁莽试验,法师,史诗,51,4,,,
鲨鳍后援,中立,普通,30,6,,,
麦田傀儡,中立,普通,67,3,,,
麻风侏儒,中立,普通,18,7,,,
黑心票贩,中立,普通,71,2,适合,,
黑暗之主,中立,传说,3,7,不适合,,
黑樟林树精,中立,普通,68,3,适合,,
黑沼枭兽,中立,普通,30,6,,,
黑色龙人铁匠,中立,稀有,32,6,,,
黑铁矮人,中立,普通,75,2,,,
黑骑士,中立,传说,92,1,,,
龙喉喷火者,中立,普通,89,1,适合,,
龙骨卫士,中立,普通,34,6,,,
龙鹰之灵,法师,稀有,34,6,,,
