名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
废土守望者,中立,史诗,78,2,,,
废土巨蝎,中立,普通,58,4,适合,,
废料场巨像,中立,稀有,78,2,适合,,
弗瑞兹·光巢,中立,传说,63,3,适合,,
心灵之火,牧师,普通,27,7,,,
心灵分裂,牧师,稀有,74,2,,,
心灵咒术师,牧师,普通,80,1,,,
心灵视界,牧师,普通,42,5,,,
思维窃取,牧师,普通,78,2,,,
怪盗低语,牧师,普通,75,2,,,
怪盗布缆鼠,中立,普通,70,2,,,
怪盗征募员,牧师,普通,83,1,,,
恐怖海盗,中立,普通,34,6,,,
恐惧渡鸦,中立,史诗,67,3,,,
恐狼前锋,中立,普通,64,3,不适合,,
恶毒铁匠,中立,普通,57,4,,,
恶狼大法师,中立,史诗,69,3,适合,,
愤怒的小鸡,中立,稀有,9,7,,,
慷慨的木乃伊,中立,稀有,39,6,不适合,,
憎恶,中立,稀有,42,5,,,
战利品贮藏者,中立,普通,64,3,,,
报警机器人,中立,稀有,1,7,,,
拉文霍德刺客,中立,稀有,47,5,,,
拉祖尔女士,牧师,传说,81,1,,,
拉祖尔的信使,牧师,史诗,56,4,,,
拉祖尔的阴谋,牧师,史诗,29,7,,,
招虫的地精,中立,稀有,63,3,,,
持枪恶霸,中立,史诗,63,3,,,
持盾卫士,中立,普通,26,7,,,
捣蛋鬼,中立,史诗,50,4,,,
接引冥神,牧师,史诗,86,1,,,
控心术,牧师,史诗,32,6,,,
推土壮汉,中立,普通,81,1,,,
攻城车,中立,稀有,48,5,,,
散财军士,中立,普通,65,3,,,
方阵指挥官,中立,普通,51,4,,,
旅行医者,中立,普通,67,3,,,
旋翼机,中立,普通,69,3,适合,,
无面操纵者,中立,史诗,56,4,,,
无面暴怒者,中立,普通,70,2,适合,,
无面渗透者,牧师,稀有,79,2,,,
无面潜伏者,中立,普通,61,3,,,
无面腐蚀者,中立,稀有,91,1,,,
日怒保卫者,中立,稀有,60,3,,,
时空破坏者,牧师,稀有,62,3,,,
昆虫收藏家,中立,普通,63,3,,,
显眼的诱饵,中立,史诗,36,6,,,
暗影狂乱,牧师,稀有,83,1,,,
暗言术：毁,牧师,史诗,80,1,,是,
暗言术：灭,牧师,普通,100,1,,,
暗言术：痛,牧师,普通,71,2,,,
暗鳞先知,中立,普通,6,7,,,
暗鳞治愈者,中立,普通,62,3,适合,,
暮光幼龙,中立,稀有,70,2,适合,,
暴怒的狼人,中立,普通,55,4,,,
暴走旋风,中立,史诗,22,7,,,
暴风城勇士,中立,普通,72,2,,,
暴风城骑士,中立,普通,58,4,,,
月亮巨人守护者,中立,传说,61,3,适合,,
木奶伊,牧师,稀有,62,3,,,
末日预言者,中立,史诗,54,4,适合,,
机械保险箱,中立,普通,52,4,不适合,,
机械幼龙技工,中立,普通,47,5,不适合,,
机械拷问者,中立,稀有,18,7,,,
机械法医,中立,史诗,29,7,,,
格鲁尔,中立,传说,59,4,,,
档案员艾丽西娜,中立,传说,37,6,,,
森金持盾卫士,中立,普通,66,3,,,
欢快的同伴,中立,普通,63,3,适合,,
死亡之灾祸,牧师,史诗,68,3,,是,
死亡之翼,中立,传说,108,1,适合,,
毒鳍鱼人,中立,普通,28,7,,,
比斯巨兽,中立,传说,44,5,,,
永恒吐息,牧师,稀有,77,2,,,
永恒巨龙姆诺兹多,牧师,传说,110,1,,,
永恒掠夺者,牧师,普通,110,1,,,
沉默,牧师,普通,52,4,,是,
沙漠方尖碑,中立,史诗,1,7,,,
沙漠野兔,中立,普通,52,4,不适合,,
沙蹄搬水工,牧师,普通,80,1,,,
治疗之环,牧师,普通,41,5,,,
沼泽爬行者,中立,普通,61,3,,,
法力之池,中立,普通,9,7,,,
法力怨魂,中立,稀有,54,4,适合,,
法奥瑞斯国王,中立,传说,29,7,适合,,
活化纪念碑,中立,普通,51,4,适合,,
活化龙息,中立,普通,68,3,,,
流沙元素,中立,稀有,78,2,适合,,
海巨人,中立,史诗,82,1,,,
海蛇蛋,中立,普通,35,6,适合,,
淡水鳄,中立,普通,56,4,,,
深坑鳄鱼,中立,普通,92,1,适合,,
深潜炸弹,中立,稀有,27,7,适合,,
深蓝系咒师,中立,稀有,68,3,适合,是,
渊狱至尊,中立,普通,57,4,适合,,
游学者周卓,中立,传说,8,7,,,
潜地蝎,中立,普通,89,1,不适合,,
火箭改装师,中立,普通,82,1,适合,,
火鹰,中立,普通,63,3,不适合,,
灰发巫师,中立,史诗,62,3,适合,,
灵魂之匣,牧师,传说,75,2,,,
灵魂之镜,牧师,传说,111,1,,,
灼光战斗法师,中立,普通,71,2,,,
烈日行者,中立,稀有,68,3,,,
热气球,中立,普通,53,4,不适合,,
熔火恶犬,中立,普通,31,6,,,
牛头人战士,中立,普通,28,7,,,
特殊坐骑商人,中立,稀有,55,4,不适合,,
狂傲的兽人,中立,普通,77,2,适合,,
狂奔科多兽,中立,稀有,73,2,,,
狂暴邪翼蝠,中立,稀有,43,5,不适合,,
狂野炎术师,中立,稀有,64,3,适合,,
狐人恶棍,中立,史诗,80,1,适合,,
狗头人地卜师,中立,普通,45,5,,,
狗头人沙漠步兵,中立,普通,19,7,不适合,,
狼人渗透者,中立,普通,61,3,,,
狼骑兵,中立,普通,48,5,不适合,,
王牌猎人,中立,史诗,64,3,,是,
玛瑟里顿,中立,传说,32,6,适合,,
玛维·影歌,中立,传说,91,1,,,
玛里苟斯,中立,传说,51,4,适合,,
疯狂召唤师,中立,稀有,29,7,,,
疯狂投弹者,中立,普通,69,3,,,
疯狂的炼金师,中立,稀有,56,4,,,
白银之手骑士,中立,普通,67,3,不适合,,
白骨怨灵,中立,普通,78,2,适合,,
真言术：盾,牧师,普通,51,4,,,
矮人考古学家,中立,史诗,58,4,,,
石拳食人魔,中立,普通,68,3,,,
石牙野猪,中立,普通,40,5,不适合,,
破咒珠宝师,中立,稀有,67,3,,,
破甲骑士,中立,普通,55,4,,,
破碎残阳祭司,中立,普通,68,3,,,
祖达克仪祭师,中立,稀有,33,6,,,
神圣,牧师,普通,100,1,,,
神圣化身,牧师,普通,73,2,,,
神圣惩击,牧师,普通,79,2,,,
神圣涟漪,牧师,稀有,85,1,,,
神殿狂战士,中立,普通,68,3,不适合,,
禁忌咒文,牧师,稀有,86,1,,,
秘教暗影祭司,牧师,史诗,106,1,,,
穆克拉,中立,传说,55,4,,,
空军指挥官,中立,普通,40,5,适合,,
空降歹徒,中立,普通,34,6,,,
竞技场主宰,中立,普通,49,5,,,
米尔豪斯·法力风暴,中立,传说,31,6,,,
精灵弓箭手,中立,普通,61,3,,,
精灵龙,中立,普通,59,4,不适合,,
精神控制,牧师,普通,101,1,,,
紫罗兰典狱官,中立,普通,66,3,,,
紫罗兰教师,中立,稀有,64,3,,,
紫罗兰魔剑士,中立,普通,34,6,适合,,
红龙女王阿莱克丝塔萨,中立,传说,85,1,适合,,
纳特·帕格,中立,传说,21,7,,,
绿洲钳嘴龟,中立,普通,50,4,,,
绿皮船长,中立,传说,39,6,,,
美味飞鱼,中立,普通,37,6,适合,,
群体复活,牧师,稀有,40,5,,,
群体驱散,牧师,稀有,54,4,,,
耶比托·乔巴斯,中立,传说,22,7,适合,,
能量灌注,牧师,普通,74,2,,,
腐肉食尸鬼,中立,普通,48,5,不适合,,
舒玛,中立,传说,80,1,不适合,,
艾泽里特元素,中立,史诗,39,6,,,
艾露恩的女祭司,中立,普通,35,6,,,
苦修,牧师,普通,77,2,,,
荆棘帮小偷,中立,普通,52,4,,,
荆棘帮巫婆,中立,史诗,71,2,不适合,,
荆棘帮斗猪,中立,普通,73,2,,,
荆棘帮箭猪,牧师,普通,86,1,,,
荆棘谷猛虎,中立,普通,66,3,适合,,
药水商人,中立,普通,53,4,适合,,
莫尔葛工匠,中立,史诗,72,2,适合,,
莽头食人魔,中立,史诗,71,2,不适合,,
萨尔玛先知,中立,普通,24,7,,,
萨索瓦尔,中立,传说,63,3,适合,,
萨维斯,中立,传说,66,3,,,
蓝鳃战士,中立,普通,50,4,,,
藏宝匪贼,中立,稀有,22,7,,,
藏宝海湾保镖,中立,普通,39,6,,,
虚灵改装师,中立,普通,73,2,适合,,
血帆海盗,中立,稀有,34,6,,是,
血帆袭击者,中立,普通,56,4,,,
血沼迅猛龙,中立,普通,56,4,,,
血法师萨尔诺斯,中立,传说,57,4,,,
血色十字军战士,中立,普通,66,3,不适合,,
血色征服者,牧师,稀有,74,2,,,
血骑士,中立,史诗,61,3,,,
被禁锢的矮劣魔,牧师,普通,82,1,,,
被禁锢的邪犬,中立,普通,77,2,适合,,
被缚的魔像,中立,稀有,105,1,适合,,
裹尸匠,中立,史诗,48,5,适合,,
角鹰兽,中立,普通,67,3,适合,,
触手恐吓者,中立,史诗,53,4,,,
诅咒教派领袖,中立,普通,57,4,不适合,,
诺兹多姆,中立,传说,40,5,适合,,
负伤剑圣,中立,稀有,66,3,适合,,
贫瘠之地饲养员,中立,史诗,34,6,适合,,
资深探险者,中立,稀有,56,4,,,
赛泰克织巢者,牧师,史诗,71,2,,,
起泡的腐泥怪,中立,稀有,54,4,适合,,
辟法奇美拉,中立,普通,60,3,,,
辟法巨龙,中立,普通,91,1,,,
辟法灵龙,中立,普通,63,3,不适合,,
辟法龙人,中立,普通,86,1,,,
达拉然图书管理员,中立,普通,56,4,,,
达拉然圣剑士,中立,普通,78,2,,,
达拉然法师,中立,普通,14,7,,,
迦顿男爵,中立,传说,85,1,适合,,
迷彩飞艇,中立,普通,57,4,,,
逃脱的恐惧卫士,中立,普通,33,6,,,
邪犬,中立,普通,35,6,不适合,,
邪鳍导航员,中立,普通,48,5,,,
酸性沼泽软泥怪,中立,普通,60,3,,,
金甲虫,中立,普通,58,4,,,
铁喙猫头鹰,中立,普通,36,6,,,
铁炉堡火枪手,中立,普通,49,5,适合,,
铁鬃灰熊,中立,普通,52,4,,,
银月城卫兵,中立,普通,50,4,不适合,,
银背族长,中立,普通,17,7,,,
银色侍从,中立,普通,63,3,不适合,,
银色指挥官,中立,稀有,73,2,不适合,,
铸剑师,中立,稀有,40,5,不适合,,
锈誓,中立,普通,67,3,,,
锈誓信徒,中立,普通,48,5,不适合,是,
锈骑劫匪,中立,普通,81,1,适合,,
锐鳞骑士,中立,普通,65,3,适合,,
闪金镇步兵,中立,普通,35,6,,,
防护改装师,中立,普通,86,1,不适合,,
防腐仪式,牧师,普通,48,5,,,
阴暗的人影,牧师,史诗,41,5,,,
阿努比萨斯战争使者,中立,普通,33,6,适合,,
阿古斯防御者,中立,稀有,70,2,,,
阿曼尼狂战士,中立,普通,70,2,适合,,
阿莱克丝塔萨,中立,传说,68,3,适合,,
陶罐商人,中立,普通,49,5,不适合,,
隐秘破坏者,中立,史诗,38,6,,,
雏龙巨婴,中立,普通,80,1,适合,,
雷矛特种兵,中立,普通,57,4,,,
霍格,中立,传说,71,2,,,
霜狼步兵,中立,普通,39,6,,,
霜狼督军,中立,普通,62,3,不适合,,
霸气的旅店老板娘,中立,普通,50,4,不适合,,
风怒鹰身人,中立,普通,30,6,,,
风险投资公司雇佣兵,中立,普通,53,4,,,
飞刀杂耍者,中立,稀有,63,3,,,
飞天鱼人,中立,史诗,38,6,,,
飞行管理员,中立,普通,57,4,,,
食人魔法师,中立,普通,51,4,,,
食腐破坏魔,中立,普通,82,1,适合,,
骄傲的防御者,中立,普通,75,2,适合,,
骸骨巨龙,牧师,史诗,103,1,,,
高级跟班厄尔克,中立,传说,23,7,适合,,
高阶祭司阿门特,牧师,传说,71,2,,,
魂缚灰舌,中立,普通,21,7,,,
魔古信徒,中立,史诗,5,7,,,
魔古山守望者,中立,普通,43,5,,,
魔法幻象,中立,稀有,25,7,适合,,
魔法订书匠,中立,普通,57,4,,,
魔法飞毯,中立,史诗,35,6,不适合,,
魔瘾者,中立,稀有,24,7,,,
鱼人投手,中立,普通,58,4,不适合,,
鱼人招潮者,中立,稀有,30,6,,,
鱼人木乃伊,中立,普通,62,3,不适合,,
鱼人杀手蟹,中立,史诗,33,6,,是,
鱼人猎潮者,中立,普通,58,4,不适合,,
鱼人袭击者,中立,普通,41,5,,,
鱼人领军,中立,史诗,50,4,,,
鲁莽火箭兵,中立,普通,43,5,不适合,,
麦田傀儡,中立,普通,64,3,不适合,,
麻风侏儒,中立,普通,15,7,不适合,,
黏指狗头人,中立,史诗,40,5,,,
黑暗预兆,牧师,稀有,69,3,,,
黑铁矮人,中立,普通,75,2,不适合,,
黑骑士,中立,传说,85,1,,,
龙喉偷猎者,中立,稀有,86,1,,是,
龙喉哨兵,牧师,稀有,47,5,,,
龙喉巡天者,中立,普通,81,1,适合,,
龙喉监工,牧师,稀有,69,3,,,
龙眠净化者,中立,史诗,35,6,,,
龙鳞祭司,牧师,稀有,49,5,,,
