名称,费用,职业,稀有度,评分,评级,建议不选多张,
墓穴潜伏者,5,中立,史诗,108,3,,
夜刃刺客,5,中立,普通,82,6,,
大地之环先知,3,中立,普通,113,3,,
大法师,6,中立,普通,92,5,,
大法师安东尼达斯,7,法师,传说,168,1,,
大法师阿鲁高,2,法师,传说,101,4,,
失心农夫,1,中立,普通,54,7,,
夺尸者,4,中立,史诗,88,5,,
奇利亚斯,5,中立,传说,156,1,,
奥妮克希亚,9,中立,传说,127,2,,
奥术傀儡,3,中立,稀有,66,7,,
奥术工匠,1,法师,普通,91,5,,
奥术智慧,3,法师,普通,116,2,,
奥术统御者,5,中立,史诗,87,5,,
奥术锁匠,4,法师,史诗,145,1,,
奥术飞弹,1,法师,普通,91,5,,
奥秘守护者,1,中立,稀有,71,6,,
奥能水母,6,中立,稀有,118,2,,
女伯爵阿莎摩尔,7,中立,传说,86,6,,
女巫森林吹笛人,4,中立,稀有,91,5,,
女巫森林灰熊,5,中立,稀有,124,2,,
女巫的坩埚,3,中立,史诗,81,6,,
始生幼龙,8,中立,史诗,143,1,,
始祖龟预言者,8,中立,史诗,89,5,,
孤胆英雄,3,中立,稀有,127,2,,
孱弱的掘墓者,3,中立,稀有,101,4,,
宇宙异象,4,法师,普通,115,2,,
实验体9号,5,中立,传说,84,6,,
寒光先知,3,中立,稀有,56,7,,
寒冰克隆,3,法师,普通,81,6,,
寒冰护体,3,法师,普通,80,6,,
寒冰箭,2,法师,普通,138,1,,
寒冰行者,2,法师,稀有,81,6,,
小个子召唤师,2,中立,稀有,103,4,,
小型法术红宝石,2,法师,稀有,71,6,,
小精灵,0,中立,普通,61,7,,
小鬼召唤师,3,中立,稀有,97,4,,
屠龙者,3,中立,普通,132,1,,
山岭巨人,12,中立,史诗,54,7,,
岩浆暴怒者,3,中立,普通,83,6,,
工匠大师欧沃斯巴克,3,中立,传说,113,3,,
工程师学徒,2,中立,普通,103,4,,
巨型乳齿象,9,中立,普通,90,5,,
巨型黄蜂,3,中立,普通,141,1,,
巨鳞沙虫,4,中立,稀有,100,4,,
巨龙之怒,5,法师,史诗,118,2,,
巨龙召唤者奥兰纳,9,法师,传说,36,7,,
巫医,1,中立,普通,92,5,,
巫妖王,8,中立,传说,149,1,,
巫师学徒,2,法师,普通,133,1,,
巫毒娃娃,3,中立,史诗,132,1,,
帝王眼镜蛇,3,中立,稀有,139,1,,
年轻的女祭司,1,中立,稀有,88,5,,
年轻的酒仙,2,中立,普通,98,4,,
年迈的法师,4,中立,稀有,89,5,,
年迈的酒仙,4,中立,普通,103,4,,
幻影海盗,4,中立,稀有,54,7,,
幻术士,2,中立,普通,100,4,,
幼龙鹰,1,中立,普通,48,7,,
开心的食尸鬼,3,中立,稀有,95,5,,
弹簧火箭犬,3,中立,普通,111,3,,
强能雷象,3,中立,史诗,113,3,,
微机操控者,3,中立,普通,129,2,,
急速冷冻,2,法师,普通,32,7,,
怨灵之书,2,法师,史诗,176,1,,
总督察,5,中立,稀有,97,4,,
恐怖海盗,4,中立,普通,63,7,,
恐狼前锋,2,中立,普通,105,3,,
恶毒的召唤师,7,中立,史诗,113,3,,
恶毒的银行家,2,中立,史诗,82,6,,
恶毒铁匠,5,中立,普通,93,5,,
惊奇套牌,5,法师,史诗,18,7,,
愤怒的小鸡,1,中立,稀有,43,7,,
憎恶,5,中立,稀有,96,4,,
战争机兵,5,中立,普通,105,3,,
战利品贮藏者,2,中立,普通,125,2,,
托瓦格尔国王,8,中立,传说,49,7,,
托维尔塑石师,4,中立,稀有,108,3,,
扰咒术,3,法师,史诗,89,5,,
投弹机器人,4,中立,普通,77,6,,
报警机器人,3,中立,稀有,49,7,,
拉文霍德刺客,7,中立,稀有,89,5,,
持盾卫士,1,中立,普通,66,7,,
摧心者,3,中立,稀有,104,4,,
摩天龙,10,中立,普通,71,6,,
攻城车,3,中立,稀有,79,6,,
旋翼滑翔者,2,中立,普通,72,6,,
无面操纵者,5,中立,史诗,114,2,,
日怒保卫者,2,中立,稀有,120,2,,
时光修补匠托奇,6,法师,传说,110,3,,
星术师,7,法师,史诗,116,2,,
星界使者塞雷西亚,4,中立,传说,84,6,,
星界密使,2,法师,稀有,104,4,,
星界裂隙,2,法师,稀有,133,1,,
晶化师,1,中立,史诗,81,6,,
暗夜嗥狼,4,中立,普通,70,6,,
暗夜徘徊者,4,中立,稀有,76,6,,
暗鳞先知,1,中立,普通,43,7,,
暗鳞治愈者,5,中立,普通,98,4,,
暮光幼龙,4,中立,稀有,108,3,,
暴怒的双头巨人,7,中立,普通,113,3,,
暴怒的狼人,3,中立,普通,91,5,,
暴掠龙幼崽,2,中立,普通,96,4,,
暴风城勇士,7,中立,普通,104,4,,
暴风城骑士,4,中立,普通,97,4,,
暴风雪,6,法师,稀有,148,1,,
末日学徒,3,法师,稀有,63,7,,
末日预言者,2,中立,史诗,103,4,,
机械克苏恩,10,中立,传说,66,7,,
机械幼龙技工,4,中立,普通,99,4,,
机械异种蝎,2,中立,稀有,85,6,,
机械推土牛,9,中立,普通,98,4,,
机械袋鼠,1,中立,普通,120,2,,
机械雏龙,6,中立,稀有,134,1,,
杂毛秘术师,3,中立,普通,108,3,,
格鲁尔,8,中立,传说,89,5,,
梦魇融合怪,3,中立,史诗,124,2,,
森金持盾卫士,4,中立,普通,102,4,,
模拟幻影,3,法师,史诗,28,7,,
欢乐的发明家,5,中立,稀有,174,1,,
欧克哈特大师,9,中立,传说,144,1,,
欧泽鲁克,9,中立,传说,51,7,,
欧米茄防御者,4,中立,史诗,114,2,,
武装皮纳塔,4,中立,史诗,131,2,,
死亡之翼,10,中立,传说,132,1,,
死灵恶鬼,6,中立,普通,80,6,,
死鳞骑士,1,中立,普通,53,7,,
毒物学家,2,中立,普通,70,6,,
比斯巨兽,6,中立,传说,74,6,,
气象学家,6,法师,稀有,88,5,,
水元素,4,法师,普通,121,2,,
沃拉斯,4,中立,传说,58,7,,
没电的铁皮人,2,中立,稀有,86,6,,
沼泽水蛭,1,中立,普通,96,4,,
沼泽爬行者,5,中立,普通,89,5,,
沼泽飞龙,3,中立,普通,56,7,,
沼泽龙蛋,1,中立,普通,52,7,,
法力怨魂,2,中立,稀有,101,4,,
法力浮龙,1,法师,普通,120,2,,
法术共鸣,3,法师,稀有,91,5,,
法术反制,3,法师,稀有,96,4,,
泥沼狩猎者,5,中立,史诗,136,1,,
活体风暴,2,法师,普通,122,2,,
派烙斯,2,法师,传说,202,1,,
海巨人,10,中立,史诗,141,1,,
海德尼尔冰霜骑士,3,中立,普通,127,2,,
海象人渔夫,2,中立,普通,122,2,,
淡水鳄,2,中立,普通,98,4,,
深蓝刃鳞龙人,5,中立,普通,112,3,,
温顺的巨壳龙,4,中立,史诗,117,2,,
游学者周卓,2,中立,传说,35,7,,
游荡恶鬼,6,中立,史诗,71,6,,
滑板机器人,1,中立,普通,97,4,,
火山龙,7,中立,稀有,112,3,,
火岩元素,3,中立,普通,99,4,,
火焰使者,7,中立,史诗,113,3,,
火球术,4,法师,普通,168,1,,
火羽凤凰,4,中立,普通,122,2,,
火羽精灵,1,中立,普通,129,2,,
火花引擎,2,中立,稀有,69,6,,
火花钻机,6,中立,稀有,101,4,,
火车王里诺艾,5,中立,传说,115,2,,
灵魂歌者安布拉,4,中立,传说,97,4,,
炎爆术,10,法师,史诗,112,3,,
烈日行者,6,中立,稀有,115,2,,
烈焰喷涌,2,法师,普通,134,1,,
烈焰风暴,7,法师,普通,198,1,,
热情的探险家,4,中立,史诗,108,3,,
焦油爬行者,3,中立,普通,116,2,,
熔岩镜像,4,法师,稀有,107,3,,
熔火巨像,6,中立,史诗,90,5,,
熔火恶犬,7,中立,普通,84,6,,
燃烬风暴,3,法师,稀有,106,3,,
爆炸符文,3,法师,稀有,104,4,,
爆爆机器人,3,中立,普通,110,3,,
爆盐投弹手,5,中立,史诗,103,4,,
牛头人战士,3,中立,普通,72,6,,
狂奔的魔暴龙,8,中立,史诗,126,2,,
狂奔科多兽,5,中立,稀有,119,2,,
狂野炎术师,2,中立,稀有,112,3,,
狗头人地卜师,2,中立,普通,106,3,,
狗头人学徒,3,中立,普通,104,4,,
狗头人拾荒者,3,中立,史诗,30,7,,
狗头人武僧,4,中立,稀有,114,2,,
狼人憎恶,7,中立,史诗,111,3,,
狼人渗透者,1,中立,普通,84,6,,
狼骑兵,3,中立,普通,93,5,,
王牌猎人,5,中立,史诗,67,7,,
玛里苟斯,9,中立,传说,109,3,,
瓦拉纳王子,4,中立,传说,95,5,,
生锈的回收机器人,5,中立,普通,83,6,,
电磁脉冲特工,5,中立,史诗,59,7,,
电能工匠,3,中立,普通,89,5,,
疯帽客,4,中立,稀有,88,5,,
疯狂投弹者,2,中立,普通,123,2,,
疯狂的炼金师,2,中立,稀有,118,2,,
癫狂的医生,8,中立,普通,98,4,,
白银之手骑士,5,中立,普通,112,3,,
白银先锋,7,中立,普通,88,5,,
白骨幼龙,6,中立,稀有,119,2,,
石丘防御者,3,中立,稀有,142,1,,
石塘猎人,2,中立,普通,102,4,,
石拳食人魔,6,中立,普通,101,4,,
石牙野猪,1,中立,普通,59,7,,
石皮蜥蜴,3,中立,普通,171,1,,
砂齿骑兵,1,中立,稀有,24,7,,
研发计划,2,法师,普通,0,7,,
破法者,4,中立,普通,113,3,,
破碎残阳祭司,3,中立,普通,109,3,,
破铜烂铁机器人,4,中立,普通,62,7,,
硬壳甲虫,2,中立,普通,122,2,,
秘法学家,2,法师,普通,138,1,,
穆克拉,3,中立,传说,88,5,,
穴居人食菌者,5,中立,普通,106,3,,
窃魂者阿扎莉娜,7,中立,传说,51,7,,
竞技场主宰,6,中立,普通,90,5,,
筑巢双头鹏,5,中立,普通,112,3,,
篝火元素,5,法师,稀有,119,2,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,105,3,,
精灵龙,2,中立,普通,112,3,,
精神控制技师,3,中立,稀有,118,2,,
紫罗兰教师,4,中立,稀有,105,3,,
紫色岩虫,8,中立,普通,132,1,,
纳特·帕格,2,中立,传说,67,7,,
织法者,6,中立,普通,76,6,,
绞肉车,4,中立,史诗,43,7,,
维库食尸鬼,3,中立,普通,85,6,,
绿洲钳嘴龟,4,中立,普通,88,5,,
绿皮船长,5,中立,传说,77,6,,
绿色凝胶怪,5,中立,普通,105,3,,
缚沙者,4,中立,史诗,99,4,,
缚雾熊怪,5,中立,稀有,41,7,,
群星罗列者,7,中立,史诗,90,5,,
翡翠掠夺者,1,中立,普通,79,6,,
翡翠蜂后,1,中立,史诗,50,7,,
翼手龙宝宝,3,中立,普通,107,3,,
肯瑞托法师,3,法师,稀有,121,2,,
胡桃精,3,中立,普通,94,5,,
脑力激荡者,3,中立,普通,43,7,,
脱逃的样本,5,中立,史诗,91,5,,
腐烂的苹果树,5,中立,普通,108,3,,
腐肉食尸鬼,3,中立,普通,84,6,,
腐蚀淤泥,5,中立,普通,97,4,,
臃肿的蛇颈龙,7,中立,普通,115,2,,
自爆憎恶,4,中立,稀有,58,7,,
艾露尼斯,6,法师,传说,0,7,,
艾露恩的女祭司,6,中立,普通,76,6,,
苔藓恐魔,6,中立,史诗,136,1,,
苦潮多头蛇,5,中立,史诗,134,1,,
苦痛侍僧,3,中立,普通,120,2,,
荆棘帮暴徒,3,中立,普通,86,6,,
荆棘谷猛虎,5,中立,普通,110,3,,
菌菇术士,5,中立,普通,127,2,,
菌菇附魔师,3,中立,普通,113,3,,
萨尔玛先知,3,中立,普通,65,7,,
萨隆苦囚,4,中立,稀有,127,2,,
葛拉卡爬行蟹,2,中立,稀有,101,4,,
蒸发,3,法师,稀有,82,6,,
蒸汽涌动者,4,法师,稀有,148,1,,
蓝腮战士,2,中立,普通,85,6,,
藏宝巨龙,4,中立,普通,109,3,,
藏宝海湾保镖,5,中立,普通,87,5,,
蘑菇酿酒师,4,中立,普通,123,2,,
虚灵奥术师,4,法师,稀有,60,7,,
虚空撕裂者,3,中立,史诗,126,2,,
蛇发女妖佐拉,3,中立,传说,84,6,,
蛛魔拆解者,6,中立,史诗,71,6,,
蛮鱼斥候,3,中立,普通,69,6,,
蜡油元素,1,中立,普通,60,7,,
血帆海盗,1,中立,稀有,63,7,是,
血帆袭击者,2,中立,普通,99,4,,
血沼迅猛龙,2,中立,普通,106,3,,
血法师萨尔诺斯,2,中立,传说,131,2,,
血色十字军战士,3,中立,普通,116,2,,
血虫,5,中立,普通,87,5,,
血骑士,3,中立,史诗,117,2,,
被污染的狂热者,2,中立,普通,117,2,,
被诅咒的门徒,4,中立,普通,121,2,,
观星者露娜,3,法师,传说,165,1,,
诅咒教派领袖,4,中立,普通,110,3,,
诺兹多姆,9,中立,传说,66,7,,
负伤剑圣,3,中立,稀有,115,2,,
贪睡巨龙,9,中立,普通,93,5,,
贪食软泥怪,3,中立,史诗,93,5,,
资深档案管理员,8,中立,史诗,80,6,,
载人毁灭机,4,中立,普通,111,3,,
辛达苟萨,8,法师,传说,108,3,,
达卡莱附魔师,3,中立,史诗,51,7,,
达拉然法师,3,中立,普通,69,6,,
迅捷的信使,4,中立,普通,122,2,,
远古雕文,2,法师,史诗,190,1,,
迦顿男爵,7,中立,传说,149,1,,
迷失的幽魂,2,中立,普通,49,7,,
迸射流星,1,法师,普通,113,3,,
通电机器人,2,中立,稀有,45,7,,
通道爬行者,7,中立,史诗,80,6,,
邪骨骷髅,4,中立,普通,49,7,,
邪魂审判官,4,中立,普通,64,7,,
酸性沼泽软泥怪,2,中立,普通,114,2,,
量产型恐吓机,4,中立,稀有,131,2,,
钢铁暴怒者,4,中立,普通,114,2,,
铁喙猫头鹰,3,中立,普通,72,6,,
铁炉堡火枪手,3,中立,普通,81,6,,
铁鬃灰熊,3,中立,普通,98,4,,
银月城卫兵,4,中立,普通,120,2,,
银背族长,3,中立,普通,53,7,,
银色侍从,1,中立,普通,109,3,,
银色指挥官,6,中立,稀有,132,1,,
铸剑师,2,中立,稀有,73,6,,
镜像,1,法师,普通,96,4,,
镜像实体,3,法师,普通,110,3,,
闪光的蘑菇,3,中立,稀有,109,3,,
闪光的骏马,4,中立,史诗,63,7,,
闪金镇步兵,1,中立,普通,73,6,,
阳焰瓦格里,5,中立,普通,106,3,,
阿古斯防御者,4,中立,稀有,118,2,,
阿尔福斯,4,中立,传说,118,2,,
阿彻鲁斯老兵,1,中立,普通,97,4,,
阿曼尼狂战士,2,中立,普通,114,2,,
阿莱克丝塔萨,9,中立,传说,99,4,,
陨石术,6,法师,史诗,204,1,,
隐鳞药剂师,2,中立,普通,89,5,,
雪鳍企鹅,0,中立,普通,61,7,,
雷矛特种兵,5,中立,普通,94,5,,
雷霆蜥蜴,3,中立,普通,105,3,,
霍格,6,中立,传说,111,3,,
霜狼步兵,2,中立,普通,82,6,,
霜狼督军,5,中立,普通,88,5,,
露娜的口袋银河,7,法师,传说,67,7,,
青铜门卫,3,中立,普通,89,5,,
风怒鹰身人,6,中立,普通,76,6,,
风暴看守,7,中立,普通,88,5,,
风险投资公司雇佣兵,5,中立,普通,102,4,,
飞刀杂耍者,2,中立,稀有,121,2,,
飞弹机器人,6,中立,稀有,122,2,,
食人魔法师,4,中立,普通,113,3,,
食肉魔块,5,中立,史诗,131,2,,
饥饿的双头怪,6,中立,稀有,92,5,,
驯龙师,9,中立,史诗,33,7,,
骨魇,8,中立,普通,117,2,,
骷髅捣蛋鬼,4,中立,史诗,56,7,,
骷髅法师,5,中立,普通,76,6,,
鬼影巫师,4,法师,稀有,105,3,,
鬼祟恶魔,4,中立,普通,103,4,,
魅影民兵,3,中立,稀有,115,2,,
魔古山守望者,4,中立,普通,72,6,,
魔暴龙蛋,3,中立,稀有,28,7,,
魔爆术,2,法师,普通,115,2,,
魔瘾者,2,中立,稀有,55,7,,
魔网操控者,4,法师,稀有,129,2,,
鱼人招潮者,1,中立,稀有,62,7,,
鱼人杀手蟹,1,中立,史诗,66,7,,
鱼人猎潮者,2,中立,普通,102,4,,
鱼人袭击者,1,中立,普通,75,6,,
鱼人领军,3,中立,史诗,86,6,,
鲁莽火箭兵,6,中立,普通,107,3,,
鲁莽试验,4,法师,史诗,118,2,,
麦田傀儡,3,中立,普通,123,2,,
麻疯侏儒,1,中立,普通,66,7,,
黑暗之主,4,中立,传说,22,7,,
黑樟林树精,3,中立,普通,115,2,,
黑沼枭兽,7,中立,普通,63,7,,
黑色龙人铁匠,4,中立,稀有,68,7,,
黑铁矮人,4,中立,普通,125,2,,
黑骑士,6,中立,传说,79,6,,
龙骨卫士,7,中立,普通,86,6,,
