名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
叫嚣的中士,中立,普通,50,4,不适合,,
命令怒吼,战士,稀有,55,4,,,
咖啡师林彻,中立,传说,66,3,,,
哈里森·琼斯,中立,传说,58,4,,,
喷灯破坏者,中立,史诗,71,2,,,
噬骨先锋,中立,普通,82,1,,,
噬骨殴斗者,中立,普通,71,2,,,
噬骨骑兵,战士,普通,77,2,,,
团队领袖,中立,普通,41,5,,,
圣光护卫者,中立,稀有,31,6,,,
圣剑扳手,战士,史诗,54,4,,,
地精滑翔技师,中立,普通,54,4,,,
坑道爆破师,中立,稀有,44,5,,,
埃辛诺斯壁垒,战士,传说,34,6,,,
塔隆·血魔,中立,传说,69,3,,,
复制机器人,中立,史诗,39,6,,,
多彩龙卵,中立,史诗,29,7,,,
夜刃刺客,中立,普通,43,5,,,
大厨诺米,中立,传说,33,6,,,
大地之环先知,中立,普通,65,3,,,
大检察官怀特迈恩,中立,传说,74,2,,,
大法师,中立,普通,53,4,,,
大法师瓦格斯,中立,传说,46,5,,,
天空上将库拉格,中立,传说,16,7,不适合,,
夺日者战斗法师,中立,稀有,36,6,不适合,,
夺日者间谍,中立,普通,56,4,,,
夺烛木乃伊,中立,普通,73,2,,,
奔逃的魔刃豹,中立,史诗,69,3,,,
奥,中立,传说,53,4,,,
奥妮克希亚,中立,传说,91,1,,,
奥术仆从,中立,普通,57,4,,,
奥术傀儡,中立,稀有,17,7,,,
奥术吞噬者,中立,稀有,18,7,不适合,,
奥秘守护者,中立,稀有,29,7,,,
奥金斧,战士,普通,79,2,,,
寒光先知,中立,稀有,13,7,,,
小个子召唤师,中立,稀有,51,4,,,
小精灵,中立,普通,21,7,不适合,,
小鬼召唤师,中立,稀有,64,3,,,
尼斐塞特仪祭师,中立,稀有,75,2,适合,,
岩浆暴怒者,中立,普通,14,7,不适合,,
工匠大师欧沃斯巴克,中立,传说,55,4,,,
工程师学徒,中立,普通,53,4,,,
巨魔蝙蝠骑士,中立,普通,82,1,,,
巫医,中立,普通,49,5,,,
希亚玛特,中立,传说,108,1,适合,,
帝王眼镜蛇,中立,稀有,61,3,,,
年轻的女祭司,中立,稀有,58,4,,,
年轻的酒仙,中立,普通,51,4,适合,,
年迈的法师,中立,稀有,32,6,,,
年迈的酒仙,中立,普通,47,5,,,
幻化师,中立,史诗,53,4,,,
幼龙饲养员,中立,稀有,63,3,适合,,
幼龙鹰,中立,普通,10,7,,,
库卡隆精英卫士,战士,普通,74,2,,,
废土刺客,中立,普通,64,3,,,
废土守望者,中立,史诗,78,2,,,
废土巨蝎,中立,普通,56,4,,,
废料场巨像,中立,稀有,76,2,,,
废铁魔像,战士,稀有,64,3,,,
弗瑞兹·光巢,中立,传说,62,3,适合,,
怒火中烧,战士,普通,43,5,,,
怪盗军需官,战士,普通,95,1,,,
怪盗布缆鼠,中立,普通,70,2,,,
恐怖海盗,中立,普通,49,5,适合,,
恐惧渡鸦,中立,史诗,67,3,,,
恐狼前锋,中立,普通,64,3,不适合,,
恶毒铁匠,中立,普通,64,3,适合,,
恶狼大法师,中立,史诗,68,3,,,
惊恐的仆从,战士,普通,88,1,,,
愤怒之灾祸,战士,稀有,51,4,,,
愤怒的小鸡,中立,稀有,9,7,,,
慷慨的木乃伊,中立,稀有,39,6,不适合,,
憎恶,中立,稀有,42,5,,,
战利品贮藏者,中立,普通,65,3,适合,,
战斗怒火,战士,普通,72,2,,,
战槌挑战者,战士,史诗,86,1,,,
战歌指挥官,战士,普通,16,7,,,
投入战斗,战士,稀有,38,6,,是,
报警机器人,中立,稀有,1,7,,,
拉文霍德刺客,中立,稀有,47,5,,,
招虫的地精,中立,稀有,64,3,适合,,
持枪恶霸,中立,史诗,63,3,,,
持盾卫士,中立,普通,26,7,,,
捣蛋鬼,中立,史诗,50,4,,,
推土壮汉,中立,普通,81,1,,,
提振士气,战士,普通,81,1,,,
攻城车,中立,稀有,48,5,,,
散财军士,中立,普通,64,3,不适合,,
斩杀,战士,普通,74,2,,,
方阵指挥官,中立,普通,55,4,适合,,
旅行医者,中立,普通,67,3,,,
旋翼机,中立,普通,66,3,,,
旋风斩,战士,普通,47,5,,,
无面操纵者,中立,史诗,56,4,,,
无面暴怒者,中立,普通,68,3,,,
无面潜伏者,中立,普通,63,3,适合,,
无面腐蚀者,中立,稀有,91,1,,,
日怒保卫者,中立,稀有,60,3,,,
昆虫收藏家,中立,普通,63,3,,,
显眼的诱饵,中立,史诗,36,6,,,
暗鳞先知,中立,普通,6,7,,,
暗鳞治愈者,中立,普通,61,3,,,
暮光幼龙,中立,稀有,69,3,适合,,
暴乱狂战士,战士,稀有,89,1,,,
暴怒的狼人,中立,普通,57,4,适合,,
暴走旋风,中立,史诗,22,7,,,
暴风城勇士,中立,普通,72,2,,,
暴风城骑士,中立,普通,58,4,,,
月亮巨人守护者,中立,传说,61,3,适合,,
末日预言者,中立,史诗,50,4,不适合,,
机械保险箱,中立,普通,52,4,不适合,,
机械幼龙技工,中立,普通,51,4,,,
机械拷问者,中立,稀有,18,7,,,
机械法医,中立,史诗,29,7,,,
格罗玛什·地狱咆哮,战士,传说,83,1,,,
格鲁尔,中立,传说,59,4,,,
档案员艾丽西娜,中立,传说,37,6,,,
森金持盾卫士,中立,普通,66,3,,,
横冲直撞,战士,史诗,80,1,,,
横扫攻击,战士,稀有,59,4,,是,
欢快的同伴,中立,普通,61,3,,,
欧米茄毁灭者,战士,史诗,107,1,,,
死亡之翼,中立,传说,109,1,适合,,
毒鳍鱼人,中立,普通,28,7,,,
比斯巨兽,中立,传说,44,5,,,
沙漠方尖碑,中立,史诗,1,7,,,
沙漠野兔,中立,普通,52,4,不适合,,
沸血蛮兵,战士,稀有,95,1,,,
沼泽爬行者,中立,普通,61,3,,,
法力之池,中立,普通,9,7,,,
法力怨魂,中立,稀有,53,4,,,
法奥瑞斯国王,中立,传说,25,7,不适合,,
活化纪念碑,中立,普通,50,4,适合,,
活化龙息,中立,普通,68,3,,,
流沙元素,中立,稀有,76,2,不适合,,
海巨人,中立,史诗,82,1,,,
海盗之锚,战士,传说,60,3,,,
海盗藏品,战士,稀有,70,2,,,
海蛇蛋,中立,普通,33,6,不适合,,
淡水鳄,中立,普通,56,4,,,
深坑鳄鱼,中立,普通,92,1,适合,,
深潜炸弹,中立,稀有,27,7,适合,,
深蓝系咒师,中立,稀有,66,3,不适合,是,
渊狱至尊,中立,普通,56,4,,,
游学者周卓,中立,传说,8,7,,,
潜地蝎,中立,普通,90,1,,,
火箭改装师,中立,普通,81,1,适合,,
火鹰,中立,普通,64,3,,,
灰发巫师,中立,史诗,68,3,适合,,
灼光战斗法师,中立,普通,71,2,,,
炸弹牛仔,战士,稀有,73,2,,,
炽炎战斧,战士,普通,71,2,,,
烈日行者,中立,稀有,68,3,,,
热气球,中立,普通,54,4,,,
焦躁的木乃伊,战士,普通,85,1,,,
熔火吐息,战士,稀有,68,3,,,
熔火恶犬,中立,普通,31,6,,,
爆破之王砰砰,战士,传说,52,4,,,
牛头人战士,中立,普通,30,6,适合,,
特殊坐骑商人,中立,稀有,52,4,不适合,,
狂傲的兽人,中立,普通,75,2,,,
狂奔科多兽,中立,稀有,73,2,,,
狂暴,战士,普通,39,6,,是,
狂暴邪翼蝠,中立,稀有,48,5,,,
狂野炎术师,中立,稀有,62,3,,,
狐人恶棍,中立,史诗,76,2,不适合,,
狗头人地卜师,中立,普通,45,5,,,
狗头人沙漠步兵,中立,普通,21,7,,,
狼人渗透者,中立,普通,58,4,不适合,,
狼骑兵,中立,普通,53,4,,,
猛击,战士,普通,72,2,,,
王牌猎人,中立,史诗,64,3,,是,
玛瑟里顿,中立,传说,28,7,,,
玛维·影歌,中立,传说,91,1,,,
玛里苟斯,中立,传说,48,5,,,
电缆长枪,战士,史诗,102,1,,,
疯狂召唤师,中立,稀有,29,7,,,
疯狂巨龙死亡之翼,战士,传说,107,1,,,
疯狂投弹者,中立,普通,69,3,,,
疯狂的炼金师,中立,稀有,56,4,,,
白银之手骑士,中立,普通,68,3,,,
白骨怨灵,中立,普通,77,2,适合,,
盾牌格挡,战士,普通,40,5,,,
盾牌猛击,战士,史诗,49,5,,,
矮人考古学家,中立,史诗,58,4,,,
石拳食人魔,中立,普通,68,3,,,
石牙野猪,中立,普通,42,5,,,
砰砰博士的阴谋,战士,普通,5,7,,,
砰砰战队,战士,普通,71,2,,,
砰砰机甲,战士,传说,69,3,,,
破咒珠宝师,中立,稀有,67,3,,,
破甲骑士,中立,普通,55,4,,,
破碎残阳祭司,中立,普通,68,3,,,
硕铠鼠,战士,传说,85,1,,,
祖达克仪祭师,中立,稀有,33,6,,,
神殿狂战士,中立,普通,68,3,不适合,,
穆克拉,中立,传说,55,4,,,
空中悍匪,战士,普通,80,1,,,
空中炮艇,战士,稀有,58,4,,,
空军指挥官,中立,普通,39,6,,,
空间撕裂器,战士,稀有,29,7,,,
空降歹徒,中立,普通,40,5,适合,,
竞技场主宰,中立,普通,49,5,,,
米尔豪斯·法力风暴,中立,传说,31,6,,,
精灵弓箭手,中立,普通,61,3,,,
精灵龙,中立,普通,60,3,,,
紫罗兰典狱官,中立,普通,66,3,,,
紫罗兰教师,中立,稀有,62,3,不适合,,
紫罗兰魔剑士,中立,普通,32,6,不适合,,
红龙女王阿莱克丝塔萨,中立,传说,85,1,适合,,
纳特·帕格,中立,传说,21,7,,,
绝命乱斗,战士,史诗,56,4,,是,
绿洲钳嘴龟,中立,普通,50,4,,,
绿皮船长,中立,传说,74,2,适合,,
美味飞鱼,中立,普通,36,6,,,
耶比托·乔巴斯,中立,传说,22,7,适合,,
腐肉食尸鬼,中立,普通,51,4,,,
致死打击,战士,稀有,58,4,,,
舒玛,中立,传说,80,1,不适合,,
艾泽里特元素,中立,史诗,37,6,不适合,,
艾露恩的女祭司,中立,普通,37,6,适合,,
英勇打击,战士,普通,54,4,,,
荆棘帮小偷,中立,普通,52,4,,,
荆棘帮巫婆,中立,史诗,72,2,,,
荆棘帮斗猪,中立,普通,72,2,不适合,,
荆棘谷猛虎,中立,普通,64,3,,,
药水商人,中立,普通,50,4,不适合,,
莫尔葛工匠,中立,史诗,70,2,,,
莽头食人魔,中立,史诗,75,2,适合,,
萨尔玛先知,中立,普通,24,7,,,
萨索瓦尔,中立,传说,60,3,,,
萨维斯,中立,传说,66,3,,,
蓝鳃战士,中立,普通,50,4,,,
藏宝匪贼,中立,稀有,55,4,适合,,
藏宝海湾保镖,中立,普通,39,6,,,
虚灵改装师,中立,普通,72,2,,,
血吼,战士,史诗,95,1,,,
血帆海盗,中立,稀有,34,6,,是,
血帆袭击者,中立,普通,68,3,适合,,
血沼迅猛龙,中立,普通,56,4,,,
血法师萨尔诺斯,中立,传说,57,4,,,
血色十字军战士,中立,普通,66,3,不适合,,
血誓雇佣兵,战士,史诗,84,1,,,
血骑士,中立,史诗,61,3,,,
被禁锢的甘尔葛,战士,普通,89,1,,,
被禁锢的邪犬,中立,普通,74,2,,,
被缚的魔像,中立,稀有,105,1,适合,,
裹尸匠,中立,史诗,47,5,,,
角鹰兽,中立,普通,67,3,适合,,
触手恐吓者,中立,史诗,53,4,,,
诅咒教派领袖,中立,普通,67,3,,,
诺兹多姆,中立,传说,39,6,,,
负伤剑圣,中立,稀有,58,4,,,
贫瘠之地饲养员,中立,史诗,35,6,适合,,
资深探险者,中立,稀有,56,4,,,
起泡的腐泥怪,中立,稀有,50,4,不适合,,
辟法奇美拉,中立,普通,60,3,,,
辟法巨龙,中立,普通,91,1,,,
辟法灵龙,中立,普通,65,3,适合,,
辟法龙人,中立,普通,87,1,适合,,
达拉然图书管理员,中立,普通,56,4,,,
达拉然圣剑士,中立,普通,78,2,,,
达拉然法师,中立,普通,14,7,,,
迦顿男爵,中立,传说,86,1,适合,,
迷彩飞艇,中立,普通,57,4,,,
逃脱的恐惧卫士,中立,普通,33,6,,,
邪犬,中立,普通,35,6,不适合,,
邪鳍导航员,中立,普通,48,5,,,
酸性沼泽软泥怪,中立,普通,60,3,,,
重甲暴徒,战士,普通,73,2,,,
金甲虫,中立,普通,58,4,,,
铁喙猫头鹰,中立,普通,36,6,,,
铁炉堡火枪手,中立,普通,47,5,,,
铁鬃灰熊,中立,普通,52,4,,,
银月城卫兵,中立,普通,53,4,,,
银背族长,中立,普通,17,7,,,
银色侍从,中立,普通,62,3,不适合,,
银色指挥官,中立,稀有,76,2,,,
铸剑师,中立,稀有,40,5,不适合,,
铸甲师,战士,稀有,50,4,,,
锈誓,中立,普通,67,3,,,
锈誓信徒,中立,普通,48,5,不适合,是,
锈骑劫匪,中立,普通,80,1,,,
锐鳞骑士,中立,普通,65,3,适合,,
闪金镇步兵,中立,普通,35,6,,,
防护改装师,中立,普通,86,1,不适合,,
阿努比萨斯战争使者,中立,普通,34,6,适合,,
阿古斯防御者,中立,稀有,70,2,,,
阿拉希武器匠,战士,普通,94,1,,,
阿曼尼狂战士,中立,普通,70,2,适合,,
阿莱克丝塔萨,中立,传说,68,3,适合,,
陵墓守望者,战士,稀有,78,2,,,
陶罐商人,中立,普通,50,4,,,
隐秘破坏者,中立,史诗,38,6,,,
雏龙巨婴,中立,普通,80,1,适合,,
雷矛特种兵,中立,普通,57,4,,,
霍格,中立,传说,71,2,,,
霜狼步兵,中立,普通,39,6,,,
霜狼督军,中立,普通,61,3,不适合,,
霸气的旅店老板娘,中立,普通,51,4,,,
顺劈斩,战士,普通,68,3,,,
风怒鹰身人,中立,普通,30,6,,,
风险投资公司雇佣兵,中立,普通,53,4,,,
飞刀杂耍者,中立,稀有,63,3,,,
飞天鱼人,中立,史诗,38,6,,,
飞行管理员,中立,普通,57,4,,,
食人魔法师,中立,普通,51,4,,,
食腐破坏魔,中立,普通,80,1,,,
骄傲的防御者,中立,普通,73,2,适合,,
高级跟班厄尔克,中立,传说,29,7,适合,,
魂缚灰舌,中立,普通,21,7,,,
魔古信徒,中立,史诗,5,7,,,
魔古山守望者,中立,普通,43,5,,,
魔法幻象,中立,稀有,24,7,,,
魔法订书匠,中立,普通,57,4,,,
魔法飞毯,中立,史诗,35,6,不适合,,
魔瘾者,中立,稀有,24,7,,,
鱼人投手,中立,普通,57,4,不适合,,
鱼人招潮者,中立,稀有,30,6,,,
鱼人木乃伊,中立,普通,63,3,不适合,,
鱼人杀手蟹,中立,史诗,33,6,,是,
鱼人猎潮者,中立,普通,60,3,,,
鱼人袭击者,中立,普通,41,5,,,
鱼人领军,中立,史诗,50,4,,,
鲁莽火箭兵,中立,普通,49,5,,,
麦田傀儡,中立,普通,65,3,,,
麻风侏儒,中立,普通,17,7,,,
黏指狗头人,中立,史诗,40,5,,,
黑铁矮人,中立,普通,76,2,,,
黑骑士,中立,传说,85,1,,,
龙喉偷猎者,中立,稀有,86,1,,是,
龙喉巡天者,中立,普通,80,1,,,
龙眠净化者,中立,史诗,35,6,,,
