名称,费用,职业,稀有度,评分,评级,建议不选多张,
实验体9号,5,中立,传说,64,7,,
寒光先知,3,中立,稀有,61,7,,
小个子召唤师,2,中立,稀有,86,6,,
小个子法师,4,中立,史诗,64,7,,
小个子驱魔者,3,中立,稀有,67,7,,
小精灵,0,中立,普通,56,7,,
小鬼召唤师,3,中立,稀有,87,5,,
尘魔,1,萨满,普通,51,7,,
展览馆法师,5,中立,普通,84,6,,
山岭巨人,12,中立,史诗,51,7,,
岩浆暴怒者,3,中立,普通,71,6,,
工匠大师欧沃斯巴克,3,中立,传说,102,4,,
工匠镇技师,3,中立,普通,101,4,,
工程师学徒,2,中立,普通,97,4,,
巫医,1,中立,普通,85,6,,
巴内斯,4,中立,传说,110,3,,
布林顿3000型,5,中立,传说,48,7,,
帝王眼镜蛇,3,中立,稀有,111,3,,
年轻的女祭司,1,中立,稀有,87,5,,
年轻的酒仙,2,中立,普通,91,5,,
年迈的法师,4,中立,稀有,67,7,,
年迈的酒仙,4,中立,普通,96,4,,
幼龙鹰,1,中立,普通,48,7,,
幽灵之爪,2,萨满,普通,92,5,,
庆典司仪,3,中立,史诗,84,6,,
弹簧火箭犬,3,中立,普通,112,3,,
强化机器人,4,中立,史诗,99,4,,
强能雷象,3,中立,史诗,105,3,,
强袭坦克,8,中立,普通,108,3,,
征募官,5,中立,史诗,87,5,,
微型战斗机甲,2,中立,普通,103,4,,
微机操控者,3,中立,普通,123,2,,
德莱尼图腾师,4,萨满,稀有,80,6,,
怪盗布缆鼠,2,中立,普通,111,3,,
恐怖海盗,4,中立,普通,80,6,,
恐狼前锋,2,中立,普通,139,1,,
恶毒铁匠,5,中立,普通,104,4,,
恶狼大法师,10,中立,史诗,91,5,,
愤怒的小鸡,1,中立,稀有,47,7,,
憎恶,5,中立,稀有,81,6,,
我找到了,6,萨满,稀有,59,7,,
战争机兵,5,中立,普通,107,3,,
战利品贮藏者,2,中立,普通,114,2,,
托什雷,6,中立,传说,120,2,,
投弹机器人,4,中立,普通,75,6,,
报警机器人,3,中立,稀有,42,7,,
拉文霍德刺客,7,中立,稀有,81,6,,
持枪侍从,2,中立,普通,103,4,,
持盾卫士,1,中立,普通,60,7,,
推土壮汉,9,中立,普通,119,2,,
攻城车,3,中立,稀有,83,6,,
散财军士,4,中立,普通,112,3,,
斯卡基尔,4,萨满,传说,103,4,,
斯尼德的伐木机,8,中立,传说,86,6,,
施法者克星X-21,4,中立,稀有,80,6,,
旅行医者,4,中立,普通,98,4,,
旋翼滑翔者,2,中立,普通,69,6,,
无羁元素,3,萨满,普通,89,5,,
无面操纵者,5,中立,史诗,109,3,,
无面暴怒者,3,中立,普通,106,3,,
日怒保卫者,2,中立,稀有,104,4,,
明光祭司,3,中立,稀有,72,6,,
星界使者塞雷西亚,4,中立,传说,65,7,,
晶化师,1,中立,史诗,73,6,,
暗鳞先知,1,中立,普通,48,7,,
暗鳞治愈者,5,中立,普通,93,5,,
暮光守护者,4,中立,史诗,71,6,,
暮光幼龙,4,中立,稀有,103,4,,
暴怒的狼人,3,中立,普通,84,6,,
暴走旋风,8,中立,史诗,78,6,,
暴风城勇士,7,中立,普通,122,2,,
暴风城骑士,4,中立,普通,99,4,,
末日预言者,2,中立,史诗,89,5,,
机械保险箱,6,中立,普通,97,4,,
机械克苏恩,10,中立,传说,67,7,,
机械动物管理员,3,中立,普通,100,4,,
机械幼龙技工,4,中立,普通,93,5,,
机械拷问者,4,中立,稀有,22,7,,
机械推土牛,9,中立,普通,91,5,,
机械袋鼠,1,中立,普通,108,3,,
机械跃迁者,2,中立,普通,110,3,,
机械雏龙,6,中立,稀有,135,1,,
机械雪人,4,中立,普通,111,3,,
杂耍吞法者,6,中立,史诗,75,6,,
格斗士,5,中立,普通,101,4,,
格鲁尔,8,中立,传说,86,6,,
档案员艾丽西娜,9,中立,传说,70,6,,
森金持盾卫士,4,中立,普通,94,5,,
榴弹投手,5,中立,稀有,122,2,,
橱柜蜘蛛,3,中立,普通,82,6,,
欢乐的发明家,7,中立,稀有,99,4,,
欧米茄灵能者,2,萨满,史诗,93,5,,
欧米茄防御者,4,中立,史诗,105,3,,
武装皮纳塔,4,中立,史诗,116,2,,
死亡之翼,10,中立,传说,122,2,,
死神4000型,8,中立,传说,108,3,,
毁灭之锤,5,萨满,史诗,80,6,是,
毒物学家,2,中立,普通,85,6,,
毒鳍鱼人,1,中立,普通,65,7,,
比斯巨兽,6,中立,传说,81,6,,
沉默的骑士,3,中立,普通,99,4,,
沙鳞灵魂行者,4,萨满,史诗,83,6,,
沟渠潜伏者,6,中立,稀有,76,6,,
没电的铁皮人,2,中立,稀有,56,7,,
治疗波,3,萨满,稀有,46,7,,
沼泽女王哈加莎,7,萨满,传说,225,1,,
沼泽爬行者,5,中立,普通,82,6,,
法力之池,2,中立,普通,57,7,,
法力之潮图腾,3,萨满,稀有,99,4,,
法力怨魂,2,中立,稀有,93,5,,
泥沼变形怪,5,萨满,史诗,78,6,,
活力图腾,2,萨满,稀有,60,7,,
活动假人,0,中立,稀有,59,7,,
活动喷泉,8,萨满,普通,162,1,,
流电爆裂,1,萨满,稀有,107,3,,
海地精猎手,2,中立,普通,99,4,,
海巨人,10,中立,史诗,141,1,,
海象人图腾师,3,萨满,普通,77,6,,
淡水鳄,2,中立,普通,91,5,,
淤泥吞食者,1,萨满,稀有,134,1,,
淤泥践踏者,2,中立,普通,103,4,,
游学者周卓,2,中立,传说,38,7,,
湖之仙女,4,中立,普通,73,6,,
滑板机器人,1,中立,普通,103,4,,
灌魔之锤,4,萨满,史诗,100,4,是,
火元素,6,萨满,普通,134,1,,
火焰杂耍者,2,中立,普通,119,2,,
火舌图腾,3,萨满,普通,159,1,,
火花引擎,2,中立,稀有,67,7,,
火花钻机,6,中立,稀有,96,4,,
火车王里诺艾,5,中立,传说,106,3,,
烈日行者,6,中立,稀有,107,3,,
熔岩爆裂,3,萨满,稀有,113,3,,
熔火恶犬,7,中立,普通,83,6,,
熟练的水手,5,中立,普通,93,5,,
爆爆机器人,3,中立,普通,97,4,,
爆盐投弹手,5,中立,史诗,98,4,,
牛头人战士,3,中立,普通,72,6,,
特殊坐骑商人,7,中立,稀有,94,5,,
狂奔科多兽,5,中立,稀有,101,4,,
狂野炎术师,2,中立,稀有,112,3,,
狗头人地卜师,2,中立,普通,85,6,,
狼人渗透者,1,中立,普通,77,6,,
狼骑兵,3,中立,普通,92,5,,
王牌猎人,5,中立,史诗,70,6,,
玛克扎尔王子,5,中立,传说,100,4,,
玛里苟斯,9,中立,传说,85,6,,
瑟玛普拉格,9,中立,传说,85,6,,
瓶装闪电,0,萨满,普通,51,7,,
生锈的回收机器人,5,中立,普通,82,6,,
电磁脉冲特工,5,中立,史诗,73,6,,
电能工匠,3,中立,普通,83,6,,
疯狂召唤师,6,中立,稀有,70,6,,
疯狂投弹者,2,中立,普通,106,3,,
疯狂爆破者,5,中立,稀有,86,6,,
疯狂的炼金师,2,中立,稀有,112,3,,
白银之手教官,3,中立,普通,92,5,,
白银之手骑士,5,中立,普通,104,4,,
白骨卫士军官,2,中立,普通,102,4,,
石化武器,2,萨满,普通,85,6,,
石拳食人魔,6,中立,普通,102,4,,
石牙野猪,1,中立,普通,63,7,,
石腭穴居人壮汉,4,中立,普通,86,6,,
砂槌萨满祭司,4,萨满,稀有,86,6,,
砰砰博士,7,中立,传说,144,1,,
破咒珠宝师,3,中立,稀有,105,3,,
破坏者,3,中立,稀有,120,2,,
破法者,4,中立,普通,97,4,,
破碎残阳祭司,3,中立,普通,115,2,,
碎石穴居人,2,中立,普通,94,5,,
科多兽骑手,6,中立,史诗,122,2,,
科赞秘术师,4,中立,稀有,71,6,,
穆克拉,3,中立,传说,93,5,,
穆克拉的勇士,5,中立,普通,130,2,,
穆戈尔的勇士,6,中立,稀有,80,6,,
穿刺者戈莫克,4,中立,传说,98,4,,
突变,0,萨满,普通,99,4,,
竞技场主宰,6,中立,普通,85,6,,
符文蛋,1,中立,普通,71,6,,
米尔豪斯·法力风暴,2,中立,传说,4,7,,
米米尔隆的头部,5,中立,传说,81,6,,
精灵弓箭手,1,中立,普通,96,4,,
精灵龙,2,中立,普通,107,3,,
紫罗兰典狱官,6,中立,普通,95,5,,
紫罗兰教师,4,中立,稀有,96,4,,
紫罗兰法师,3,中立,普通,108,3,,
紫罗兰魔剑士,4,中立,普通,89,5,,
纳特·帕格,2,中立,传说,76,6,,
绿洲钳嘴龟,4,中立,普通,82,6,,
绿皮船长,5,中立,传说,100,4,,
群星罗列者,7,中立,史诗,89,5,,
老式治疗机器人,5,中立,普通,76,6,,
耐普图隆,7,萨满,传说,121,2,,
耶比托·乔巴斯,8,中立,传说,96,4,,
脑力激荡者,3,中立,普通,40,7,,
脱逃的样本,5,中立,史诗,92,5,,
腐肉食尸鬼,3,中立,普通,121,2,,
自动漩涡打击装置,2,萨满,普通,125,2,,
自爆绵羊,2,中立,普通,100,4,,
自负的演员,2,中立,普通,107,3,,
船载火炮,2,中立,普通,96,4,,
艾泽里特元素,5,中立,史诗,65,7,,
艾露恩的女祭司,6,中立,普通,71,6,,
苦痛侍僧,3,中立,普通,106,3,,
荆棘帮小偷,3,中立,普通,88,5,,
荆棘帮巫婆,4,中立,史诗,138,1,,
荆棘帮斗猪,2,中立,普通,147,1,,
荆棘谷猛虎,5,中立,普通,100,4,,
药水商人,1,中立,普通,75,6,,
莫罗斯,3,中立,传说,95,5,,
莽头食人魔,8,中立,史诗,126,2,,
萨尔玛先知,3,中立,普通,64,7,,
蓝腮战士,2,中立,普通,90,5,,
藏宝海湾保镖,5,中立,普通,82,6,,
虚灵勇士萨兰德,5,中立,传说,128,2,,
虚空幽龙史学家,2,中立,普通,62,7,,
蜘蛛坦克,3,中立,普通,110,3,,
血帆海盗,1,中立,稀有,59,7,是,
血帆袭击者,2,中立,普通,108,3,,
血沼迅猛龙,2,中立,普通,100,4,,
血法师萨尔诺斯,2,中立,传说,112,3,,
血色十字军战士,3,中立,普通,106,3,,
血骑士,3,中立,史诗,106,3,,
裁决者图哈特,6,中立,传说,77,6,,
要塞指挥官,2,中立,史诗,96,4,,
视界术,3,萨满,史诗,94,5,,
角斗场主管,3,中立,稀有,90,5,,
诅咒教派领袖,4,中立,普通,116,2,,
诺兹多姆,9,中立,传说,65,7,,
诺莫瑞根步兵,3,中立,普通,71,6,,
负伤剑圣,3,中立,稀有,109,3,,
赛场医师,4,中立,普通,60,7,,
赛场观众,1,中立,普通,78,6,,
赫米特·奈辛瓦里,5,中立,传说,83,6,,
载人收割机,4,中立,普通,138,1,,
载人毁灭机,4,中立,普通,104,4,,
载人飞天魔像,6,中立,史诗,137,1,,
达拉然图书管理员,2,中立,普通,93,5,,
达拉然圣剑士,5,中立,普通,128,2,,
达拉然法师,3,中立,普通,59,7,,
连环爆裂,2,萨满,普通,92,5,,
迦顿男爵,7,中立,传说,122,2,,
迷失的陆行鸟,4,中立,普通,105,3,,
通电机器人,2,中立,稀有,67,7,,
邪恶的巫医,4,萨满,普通,79,6,,
邪灵拷问者,4,中立,普通,114,2,,
酸性沼泽软泥怪,2,中立,普通,102,4,,
重甲战马,4,中立,稀有,120,2,,
野性狼魂,3,萨满,稀有,113,3,,
量产型恐吓机,4,中立,稀有,128,2,,
钢铁暴怒者,4,中立,普通,109,3,,
铁喙猫头鹰,3,中立,普通,68,7,,
铁炉堡火枪手,3,中立,普通,83,6,,
铁鬃灰熊,3,中立,普通,90,5,,
银月城卫兵,4,中立,普通,101,4,,
银背族长,3,中立,普通,54,7,,
银色侍从,1,中立,普通,93,5,,
银色指挥官,6,中立,稀有,127,2,,
银色警卫,2,中立,稀有,63,7,,
银色骑手,3,中立,普通,117,2,,
铸剑师,2,中立,稀有,81,6,,
闪电箭,1,萨满,普通,113,3,,
闪电风暴,3,萨满,稀有,154,1,,
闪金镇步兵,1,中立,普通,65,7,,
阿古斯防御者,4,中立,稀有,130,2,,
阿曼尼狂战士,2,中立,普通,109,3,,
阿莱克丝塔萨,9,中立,传说,83,6,,
隐秘破坏者,6,中立,史诗,33,7,,
隐鳞药剂师,2,中立,普通,80,6,,
雪地狗头人,4,中立,普通,79,6,,
零食商贩,4,中立,普通,98,4,,
雷云元素,4,萨满,史诗,130,2,,
雷矛特种兵,5,中立,普通,94,5,,
雷铸战斧,2,萨满,普通,136,1,,
雷霆崖勇士,5,萨满,稀有,108,3,,
霍格,6,中立,传说,108,3,,
霜狼步兵,2,中立,普通,75,6,,
霜狼督军,5,中立,普通,100,4,,
霸气的旅店老板娘,8,中立,普通,88,5,,
青铜门卫,3,中立,普通,88,5,,
颤地者特罗格佐尔,7,中立,传说,79,6,,
风怒,2,萨满,普通,61,7,是,
风怒鹰身人,6,中立,普通,73,6,,
风暴聚合器,6,萨满,传说,80,6,,
风暴追逐者,4,萨满,稀有,96,4,,
风语者,4,萨满,普通,94,5,,
风险投资公司雇佣兵,5,中立,普通,83,6,,
风领主奥拉基尔,8,萨满,传说,108,3,,
飞刀杂耍者,2,中立,稀有,120,2,,
飞弹机器人,6,中立,稀有,104,4,,
飞行器,3,中立,普通,53,7,,
飞行管理员,3,中立,普通,106,3,,
食人魔勇士穆戈尔,6,中立,传说,101,4,,
食人魔步兵,3,中立,普通,104,4,,
食人魔法师,4,中立,普通,98,4,,
馆长,7,中立,传说,103,4,,
骄傲的防御者,4,中立,普通,115,2,,
骷髅骑士,6,中立,传说,74,6,,
魔古山守望者,4,中立,普通,65,7,,
魔法订书匠,2,中立,普通,109,3,,
魔法飞毯,3,中立,史诗,81,6,,
魔瘾者,2,中立,稀有,53,7,,
魔能机甲,5,中立,史诗,160,1,,
鱼人之魂,2,萨满,普通,85,6,,
鱼人招潮者,1,中立,稀有,66,7,,
鱼人杀手蟹,1,中立,史诗,71,6,,
鱼人猎潮者,2,中立,普通,112,3,,
鱼人袭击者,1,中立,普通,75,6,,
鱼人领军,3,中立,史诗,92,5,,
鲁莽火箭兵,6,中立,普通,101,4,,
鸟禽守护者,5,中立,稀有,70,6,,
麦田傀儡,3,中立,普通,114,2,,
麦迪文,8,中立,传说,91,5,,
麻疯侏儒,1,中立,普通,58,7,,
黑暗邪使艾蒂丝,3,中立,传说,109,3,,
黑铁矮人,4,中立,普通,120,2,,
黑骑士,6,中立,传说,86,6,,
齿轮大师,1,中立,普通,55,7,,
龙鹰骑士,3,中立,普通,96,4,,
