名称,抓取率,评分,
受损的机械剑龙,6.6%,99,
变形神龟,15.7%,120,
古怪的铭文师,44.5%,149,
古拉巴什供品,0.1%,54,
古拉巴什小鸡,0.3%,55,
古拉巴什狂暴者,2.8%,90,
叫嚣的中士,3.7%,79,
可升级机器人,2.1%,95,
可靠的灯泡,0.6%,68,
吉尔尼斯皇家卫兵,8.3%,111,
后街男巫,0.9%,60,
后院保镖,4.2%,99,
吸血蚊,4%,92,
吹箭鱼人,6.8%,106,
命运织网蛛,3.1%,110,
咖啡师林彻,1.2%,132,
哀嚎的灵魂,0.8%,88,
哀泣女妖,0.9%,132,
哈多诺克斯,2.8%,100,
哈里森·琼斯,0.3%,87,
唤尸者,1.7%,107,
唤鸦者,13.6%,98,
喧哗的诗人,6%,95,
嗜睡的神枪手,0.6%,44,
团队领袖,1.9%,89,
圣光护卫者,0.6%,75,
地穴领主,16%,138,
地精炸弹,0.3%,22,
场馆保镖,5.2%,93,
坑道爆破师,5.7%,76,
坩埚元素,0.8%,73,
埃隆巴克保护者,23.1%,100,
堕落残阳祭司,9.6%,94,
塔达拉姆王子,0.1%,90,
塞纳留斯,3.3%,109,
墓地蹒跚者,2.6%,98,
墓穴潜伏者,0.4%,107,
复生大盗,5.3%,103,
夜刃刺客,1.2%,82,
大厨诺米,0.1%,75,
大地之环先知,7.9%,112,
大地之鳞,3.9%,112,
大富翁比尔杜,0.3%,113,
大法师,2.4%,92,
大法师瓦格斯,2%,107,
天神唤梦者,7.7%,102,
失心农夫,0.9%,57,
失魂的守卫,4.2%,96,
夺尸者,1%,94,
夺日者战斗法师,3.7%,83,
夺日者间谍,8.8%,98,
夺灵者哈卡,0.1%,48,
奇利亚斯,2.4%,166,
奥妮克希亚,1.1%,122,
奥术仆从,13.6%,98,
奥术傀儡,0.1%,69,
奥术统御者,1.1%,85,
奥秘吞噬者,1%,58,
奥秘守护者,0.4%,64,
奥能水母,12.7%,126,
女伯爵阿莎摩尔,0.9%,80,
女巫森林吹笛人,4%,86,
女巫森林灰熊,11.5%,128,
女巫森林苹果,12%,64,
女警萨莉,0.1%,74,
好斗的侏儒,3.1%,101,
妙手空空,0.6%,15,
始生幼龙,11.9%,141,
始祖龟劫掠者,37.5%,154,
始祖龟预言者,0.6%,103,
孤胆英雄,13.6%,132,
孱弱的掘墓者,2%,95,
守卫梦境之路,31.8%,125,
守护者斯塔拉蒂斯,2.4%,181,
小个子召唤师,1.6%,93,
小型法术玉石,14.4%,94,
小精灵,0.2%,61,
小鬼召唤师,2.5%,95,
尤格-萨隆,0.8%,86,
尼鲁巴蛛网领主,3.3%,75,
屠龙者,22.9%,127,
山岭巨人,0.2%,54,
山谷之王穆克拉,0.8%,100,
岩浆暴怒者,0.2%,76,
岩肤石像鬼,2.1%,49,
工匠大师欧沃斯巴克,0.2%,110,
工程师学徒,4.1%,104,
巨型乳齿象,9%,87,
巨型蟒蛇,0.5%,73,
巨型黄蜂,8%,126,
巨鳞蠕虫,2%,98,
巫医,2.9%,100,
巫妖王,2.3%,151,
巫术时刻,2.8%,44,
巫毒娃娃,1.4%,109,
帝王眼镜蛇,2.6%,121,
年轻的女祭司,2.1%,100,
年轻的酒仙,4.3%,98,
年迈的法师,0.3%,80,
年迈的酒仙,3.6%,104,
年迈的长颈龙,6.7%,102,
幻术士,4.2%,88,
幼龙鹰,0.4%,57,
开心的食尸鬼,1.1%,97,
异变的狗头人,0.8%,64,
异种群居蝎,1%,58,
弗洛普的神奇黏液,0.4%,93,
弹簧火箭犬,13.8%,108,
强能雷象,2.6%,117,
微机操控者,9.3%,128,
怒鳍猎潮者,15.6%,123,
怨影狂怒者,1%,53,
怪盗布缆鼠,39.8%,115,
总督察,4.7%,95,
恐怖海盗,0.5%,69,
恐狼前锋,10.9%,110,
恩佐斯,1.1%,92,
恩佐斯的触须,1.8%,73,
恶毒的召唤师,2.3%,105,
恶毒的银行家,0.5%,77,
恶毒铁匠,2.1%,94,
恶狼大法师,7.4%,95,
惊骇恐魔,2.1%,120,
愤怒,57.1%,136,
愤怒的小鸡,0.1%,56,
憎恶,1.1%,88,
战争古树,10.8%,123,
战争德鲁伊罗缇,4.6%,156,
战争机兵,7.3%,103,
战利品贮藏者,8.9%,122,
托维尔塑石师,1.6%,98,
扭曲的狼人,6.5%,89,
投弹机器人,4.1%,78,
报警机器人,0.1%,41,
拉希奥,0.4%,113,
拉文霍德刺客,1.3%,88,
持盾卫士,0.3%,70,
掠食本能,3.5%,71,
推土壮汉,42.6%,115,
摧心者,1.9%,109,
摩天龙,1.5%,72,
撕咬,6.5%,92,
攻城车,1.3%,84,
散财军士,15.5%,120,
斯塔拉格,0.1%,100,
新月视界,5.3%,84,
旅行医者,24.3%,106,
旋翼滑翔者,1.5%,73,
无助的幼雏,3%,62,
无面巨兽,2.1%,69,
无面操纵者,1.5%,118,
无面暴怒者,22.2%,111,
无面蹒跚者,1.3%,130,
日怒保卫者,3.1%,115,
星火术,41.7%,130,
星界使者塞雷西亚,0.1%,87,
星界猛虎,2.1%,83,
星辰坠落,32.4%,129,
晶化师,1.3%,93,
晶歌传送门,8.8%,109,
晶角雄鹿,12.9%,121,
暗夜嗥狼,1.6%,82,
暗夜徘徊者,1.8%,78,
暗鳞先知,0.1%,50,
暗鳞治愈者,4.2%,100,
暮光召唤师,1.9%,126,
暮光幼龙,3.7%,110,
暮色野猪,1.9%,88,
暴怒的双头巨人,14.8%,113,
暴怒的狼人,4.5%,91,
暴掠龙幼崽,7.7%,98,
暴牙震颤者,10%,115,
暴躁的巨龟,4.8%,95,
暴风城勇士,11.8%,108,
暴风城骑士,4%,98,
月火术,2.7%,77,
末日践行者,0.9%,104,
末日预言者,0.7%,97,
机械保险箱,15.7%,107,
机械克苏恩,0.2%,68,
机械幼龙技工,4.1%,95,
机械异种蝎,1.4%,87,
机械拷问者,4.2%,28,
机械推土牛,4.6%,94,
机械袋鼠,13.4%,118,
机械雏龙,2%,127,
杂毛秘术师,15%,112,
杂耍小鬼,0.3%,60,
树木学家,2.6%,119,
树皮术,5.4%,89,
树语者,0.5%,83,
格里伏塔,1%,119,
格鲁尔,0.4%,90,
档案员艾丽西娜,1.5%,99,
梦境花栽种师,1.4%,103,
梦魇之龙,1.8%,77,
梦魇融合怪,4.7%,119,
森林向导,0.6%,46,
森林的援助,23.5%,153,
森金持盾卫士,7.2%,103,
植树造林,10.7%,132,
植被破碎机,2.2%,81,
横扫,48%,148,
橡果人,46.3%,117,
橡树的召唤,10.8%,96,
欢乐的发明家,0.8%,112,
欧克哈特大师,0.7%,125,
欧米茄防御者,7.7%,114,
武装皮纳塔,11.2%,124,
死亡之翼,0.7%,141,
死亡领主,2.1%,68,
死灵恶鬼,8.9%,85,
死鳞骑士,0.3%,62,
毒性污水软泥怪,12.6%,115,
毒沼爬行者,12.4%,114,
毒物学家,0.3%,74,
毒蛇守卫,0.3%,43,
毒鳍鱼人,2.4%,67,
比斯巨兽,0.1%,87,
水晶之力,25.3%,108,
汤水商贩,0.5%,82,
没电的铁皮人,0.1%,81,
治疗之触,2.8%,57,
沼泽水蛭,5.4%,107,
沼泽爬行者,4%,91,
沼泽飞龙,5.7%,62,
沼泽龙蛋,2.4%,77,
法力之池,0.7%,68,
法力怨魂,0.9%,100,
波戈蒙斯塔,0.4%,73,
泥沼狩猎者,2%,128,
泥潭守护者,19.9%,114,
泰拉图斯,2.9%,84,
洛欧塞布,1.1%,115,
活体法力,22.5%,157,
海巨人,4.5%,138,
海德尼尔冰霜骑士,15.9%,140,
海象人渔夫,14.8%,112,
淡水鳄,4.9%,101,
淤泥喷射者,13%,120,
深渊滑行者索苟斯,0.8%,79,
深蓝刃鳞龙人,8.5%,113,
温顺的巨壳龙,1%,122,
游荡恶鬼,0.4%,75,
滋养,15.6%,107,
滑板机器人,2.9%,88,
激活,3.3%,65,
火山龙,10.5%,113,
火岩元素,4.9%,90,
火树巫医,1.8%,100,
火焰使者,0.9%,88,
火羽凤凰,19.4%,119,
火羽精灵,21.1%,115,
火花引擎,1.5%,64,
火花钻机,2%,93,
火车王里诺艾,0.6%,105,
灰熊守护者,3.5%,108,
灵魂歌者安布拉,0.4%,97,
烈日行者,5.1%,117,
热心的酒保,15.3%,113,
热情的探险家,2%,114,
焦油爬行者,26.5%,118,
熔火巨像,0.4%,97,
熔火恶犬,0.5%,89,
爆爆机器人,6.6%,107,
爆盐投弹手,1.4%,106,
爆破小队,5.6%,113,
爪击,12.4%,74,
牛头人园丁,9%,130,
牛头人战士,1%,77,
特殊坐骑商人,8.4%,103,
犯罪高手,16.5%,124,
狂奔怒吼,0.8%,36,
狂奔的魔暴龙,15.7%,131,
狂奔科多兽,5%,111,
狂暴咒术师,9.6%,110,
狂热的新兵,5.1%,80,
狂野兽王,14.7%,122,
狂野炎术师,3%,126,
狗头人地卜师,2.4%,93,
狗头人学徒,7.9%,112,
狗头人武僧,1.3%,119,
狼人憎恶,4.5%,123,
狼人欺诈者,3.6%,98,
狼人渗透者,4.3%,89,
狼骑兵,3.6%,95,
猢狲医者,8.7%,96,
猩红法力浮龙,3.6%,69,
玉莲印记,27.4%,142,
玉莲帮密探,19.2%,124,
王牌猎人,1.8%,68,
玛里苟斯,0.3%,105,
瑞文戴尔男爵,0.1%,82,
瓦拉纳王子,0.1%,99,
生物计划,2.6%,69,
生锈的回收机器人,4.4%,93,
生长孢子,2.7%,94,
甲虫卵,2.9%,76,
电磁脉冲特工,0.4%,70,
电能工匠,2.3%,94,
畸变狂战士,10.5%,96,
畸变的龙鹰,2.3%,80,
疯帽客,2.6%,91,
疯狂召唤师,0.9%,76,
疯狂投弹者,7.3%,116,
疯狂的炼金师,2.7%,111,
疯狂的科学家,0.8%,71,
癫狂的医生,9.7%,99,
白银之手骑士,7.6%,112,
白银先锋,1%,82,
白骨幼龙,16.3%,114,
百变泽鲁斯,0.6%,61,
盲眼游侠,18.7%,109,
看台喷火龙,1.1%,79,
知识古树,2.6%,92,
石丘防御者,24.2%,152,
石塘猎人,9.8%,106,
石拳食人魔,6.7%,110,
石牙野猪,0.9%,68,
石皮蜥蜴,22.4%,155,
砂齿骑兵,0.3%,51,
破咒珠宝师,8.2%,114,
破法者,10.7%,99,
破盾者,1.4%,75,
破碎残阳祭司,8%,109,
破铜烂铁机器人,0.6%,66,
硬壳清道夫,3.1%,76,
硬壳甲虫,13.5%,127,
碎枝,1.6%,112,
神灵印记,25.1%,146,
禁忌古树,3%,116,
穆克拉,0.1%,102,
穴居人强盗,2.4%,94,
穴居人食菌者,8.2%,99,
窃魂者阿扎莉娜,0.2%,55,
竞技场主宰,1.4%,93,
竞技场财宝箱,0.7%,82,
竞技推广员,0.7%,75,
筑巢双头鹏,21.6%,115,
精灵之森,8%,83,
精灵弓箭手,3.6%,114,
精灵龙,7.5%,113,
精神控制技师,0.7%,117,
紫罗兰典狱官,16.3%,106,
紫罗兰教师,5.1%,105,
紫罗兰魔剑士,2.2%,117,
紫色岩虫,27.2%,127,
纳克萨玛斯之影,4.7%,127,
纳迦海盗,3.9%,112,
织命者,15%,119,
织法者,0.4%,72,
终极感染,22%,172,
维库食尸鬼,4.5%,85,
绿洲钳嘴龟,2.7%,90,
绿色凝胶怪,5.5%,110,
缚沙者,0.5%,84,
缚雾熊怪,0.4%,48,
群星罗列者,0.3%,91,
翡翠掠夺者,3.6%,88,
翡翠蜂后,0.5%,61,
翼手龙宝宝,5.6%,111,
耶比托·乔巴斯,0.3%,103,
肉用僵尸,17.8%,128,
胡桃精,11.1%,96,
脑力激荡者,0.5%,46,
脱逃的样本,0.5%,100,
腐化先知,4%,109,
腐化治疗机器人,3.2%,92,
腐化灰熊,8.8%,77,
腐烂的苹果树,17.5%,113,
腐肉食尸鬼,4.1%,98,
腐蚀淤泥,6.7%,102,
臃肿的蛇颈龙,6.3%,122,
自然之力,5.4%,113,
自然印记,16%,79,
自然平衡,18.3%,118,
自爆憎恶,0.1%,64,
艾尔文灾星霍格,1.2%,90,
艾泽里特元素,0.8%,70,
艾雅·黑掌,1.2%,122,
艾露恩的女祭司,1%,80,
苍绿长颈龙,16.9%,124,
苔藓恐魔,4.9%,122,
苦潮多头蛇,7.5%,129,
苦痛侍僧,7.2%,117,
范达尔·鹿盔,2%,115,
茶水小弟,1.6%,99,
荆棘帮小偷,11.4%,95,
荆棘帮巫婆,9.1%,133,
荆棘帮斗猪,36.2%,151,
荆棘帮暴徒,17.2%,97,
荆棘谷猛虎,6.6%,110,
药水商人,10.6%,84,
莫什奥格执行者,5.6%,107,
莽头食人魔,11.9%,126,
菌菇术士,27.1%,125,
菌菇附魔师,6.7%,119,
萨尔玛先知,0.8%,69,
萨隆苦囚,17.9%,129,
萨隆铁矿监工,6.1%,111,
葛拉卡爬行蟹,4.3%,112,
蒙面选手,0.1%,83,
蓝腮战士,3%,88,
藏宝巨龙,6.4%,114,
藏宝海湾保镖,0.8%,90,
藏宝海湾荷官,0.5%,65,
蘑菇酿酒师,19.4%,125,
虚空撕裂者,4.1%,125,
虫群德鲁伊,19.5%,141,
蛇发女妖佐拉,0.7%,89,
蛛网,19.3%,125,
蛛魔之卵,3.4%,96,
蛛魔先知,17.7%,120,
蛛魔拆解者,0.6%,75,
蛮鱼斥候,0.6%,80,
蜡油元素,0.8%,66,
血帆海盗,0.4%,68,
血帆袭击者,3.1%,98,
血沼迅猛龙,4.9%,110,
血法师萨尔诺斯,0.3%,120,
血色十字军战士,6.4%,114,
血虫,2.1%,98,
血骑士,1.2%,101,
街头调查员,4.7%,95,
被感染的牛头人,11.4%,98,
被感染的贮藏者,8.9%,112,
被污染的狂热者,3.4%,100,
被诅咒的门徒,19.3%,122,
裂地触须,6.9%,93,
诅咒教派领袖,6.9%,119,
诺兹多姆,0.1%,68,
诺格弗格市长,0.1%,37,
调皮的噬踝者,12.1%,122,
负伤剑圣,1.9%,116,
贡克，迅猛龙之神,0.9%,87,
贪婪的林精,14.5%,128,
贪睡巨龙,8.5%,89,
贪食软泥怪,2.1%,96,
费尔根,0.5%,108,
资深档案管理员,0.4%,78,
蹒跚的食尸鬼,3.9%,91,
蹩脚海盗,0.1%,49,
软泥教授弗洛普,1.2%,121,
载人毁灭机,1.7%,110,
达卡莱幻术师,6.2%,115,
达拉然图书管理员,9.2%,100,
达拉然圣剑士,30.4%,138,
达拉然法师,0.5%,65,
迅捷的信使,18.3%,123,
迅猛龙之灵,2.4%,104,
迈克斯纳,0.7%,113,
远古之树,7.6%,100,
远古祝福,47.9%,127,
远古造物之血,0.3%,78,
迦顿男爵,0.9%,134,
迪菲亚清道夫,2.6%,101,
迷失的幽魂,1.5%,56,
退役冠军,14%,124,
送葬者,3.3%,76,
送葬者安德提卡,0.9%,87,
通电机器人,0.2%,51,
通道爬行者,3.7%,86,
遗忘之王库恩,2.5%,113,
邪兽人噬魂魔,0.8%,94,
邪教药剂师,5.4%,76,
邪骨骷髅,0.3%,56,
邪魂审判官,3.4%,81,
酸性沼泽软泥怪,9.9%,111,
重装佣兵,12%,125,
野性之力,41.5%,129,
野性之怒,18.7%,97,
野性印记,25.2%,100,
野性成长,8.2%,77,
野猪骑士塔纳利,2.6%,97,
野猪骑士斯派克,7.9%,120,
野猪骑士蕾瑟兰,1.8%,98,
野蛮之击,0.4%,47,
野蛮先锋,19.1%,132,
野蛮咆哮,42.8%,131,
量产型恐吓机,4.5%,130,
钢铁暴怒者,10.5%,123,
钳嘴龟盾卫,1.5%,129,
铁喙猫头鹰,4.2%,68,
铁木魔像,20.7%,108,
铁炉堡火枪手,2.3%,91,
铁皮恐角龙,49.6%,111,
铁鬃灰熊,3.4%,101,
铁齿铜牙,13.5%,87,
银月城卫兵,3.3%,109,
银背族长,0.4%,63,
银色侍从,6.2%,111,
银色指挥官,4.6%,131,
铸剑师,1.6%,75,
镰刀德鲁伊,28.4%,156,
闪光的蘑菇,1.3%,115,
闪光的骏马,0.1%,69,
闪金镇步兵,0.8%,78,
闹闹机器人,12.3%,110,
阳焰瓦格里,6.2%,109,
阵线破坏者,8.9%,96,
阿古斯防御者,5.1%,116,
阿尔福斯,1.5%,123,
阿曼尼狂战士,8.8%,117,
阿莱克丝塔萨,0.6%,89,
隐秘破坏者,2%,34,
隐鳞药剂师,3.6%,90,
雪鳍企鹅,0.3%,64,
雷矛特种兵,3.1%,101,
雷霆蜥蜴,4.7%,97,
霍格,0.7%,117,
霜狼步兵,0.9%,83,
霜狼督军,6.2%,101,
霸气的旅店老板娘,2.6%,86,
青玉之灵,11.1%,80,
青玉巨兽,21.7%,98,
青玉护符,8.7%,68,
青玉绽放,28.3%,102,
青铜门卫,4.1%,86,
风怒鹰身人,1%,79,
风暴看守,5.2%,88,
风险投资公司雇佣兵,2.9%,90,
飞刀杂耍者,5.4%,130,
飞弹机器人,2.7%,119,
飞扑,14.7%,104,
飞行管理员,12%,114,
食人魔法师,3.8%,106,
食肉魔块,7.7%,129,
饥饿的双头怪,2.6%,101,
香甜的灵力瓜,0.7%,117,
香蕉小丑,14.3%,81,
驯龙师,0.1%,32,
骄傲的防御者,31.8%,129,
骨魇,11.6%,119,
骷髅捣蛋鬼,0.1%,63,
骷髅法师,0.8%,80,
鬼灵爬行者,30.9%,141,
鬼灵骑士,7.8%,101,
鬼祟恶魔,2.2%,102,
魅影歹徒,5.9%,113,
魅影民兵,8.8%,110,
魔古山守望者,0.7%,74,
魔暴龙蛋,0.3%,81,
魔法订书匠,11.5%,119,
魔法飞毯,1.2%,84,
魔瘾者,0.6%,57,
魔精大师兹伊希,0.5%,95,
鱼人大厨,0.1%,67,
鱼人招潮者,0.5%,69,
鱼人杀手蟹,0.5%,86,
鱼人猎潮者,4.9%,114,
鱼人袭击者,0.6%,82,
鱼人领军,0.4%,90,
鲁莽火箭兵,3.1%,102,
鲨鳍后援,11%,89,
麦田傀儡,8.4%,117,
麻风侏儒,0.7%,70,
黏液喷射者,10.1%,90,
黑心票贩,21.1%,134,
黑暗之主,0.1%,30,
黑暗低语者,0.8%,78,
黑樟林树精,13.8%,115,
黑水海盗,0.2%,63,
黑沼枭兽,0.6%,61,
黑色龙人铁匠,0.1%,74,
黑金大亨,0.3%,70,
黑铁矮人,11.2%,123,
黑骑士,1.1%,103,
黑龙领主死亡之翼,0.3%,85,
鼬鼠挖掘工,0.2%,70,
龙喉喷火者,34.1%,146,
龙骨卫士,1.2%,80,
