名称,抓取率,评分,
机械雪人,19.3%,111,
杂毛秘术师,16.2%,99,
林地树妖,4.1%,87,
树木学家,2.6%,119,
树木援军,23%,100,
树皮术,0.1%,103,
格鲁尔,0.4%,79,
档案员艾丽西娜,0.5%,78,
梦境吐息,5.4%,82,
梦境花栽种师,1.4%,103,
梦魇融合怪,3.9%,116,
森林向导,0.7%,36,
森林的援助,8.4%,126,
森然巨化,24.5%,181,
森金持盾卫士,6%,103,
植树造林,10.7%,132,
植被破碎机,2.2%,81,
榴弹投手,10.1%,130,
横扫,71.2%,148,
橡果人,31.3%,100,
橡树的召唤,0.1%,84,
欢乐的发明家,0.8%,112,
欢快的同伴,8.4%,89,
欧米茄防御者,7.7%,114,
武装皮纳塔,11.2%,124,
死亡之翼,1.3%,121,
死神4000型,1.5%,106,
毒性污水软泥怪,0.1%,109,
毒物学家,0.3%,74,
毒鳍鱼人,0.3%,59,
比斯巨兽,0.1%,85,
水晶之力,16.8%,101,
水晶商人,13.2%,150,
沙漠野兔,0.8%,84,
沟渠潜伏者,0.1%,98,
没电的铁皮人,0.1%,81,
治疗之触,3.6%,46,
沼泽多头蛇,17.5%,181,
沼泽射线,28.1%,146,
沼泽水蛭,4.7%,104,
沼泽爬行者,3.1%,93,
沼泽飞龙,4.2%,55,
沼泽龙蛋,3.6%,67,
法力之池,0.3%,62,
法力怨魂,0.5%,94,
法奥瑞斯国王,0.2%,77,
泥沼狩猎者,1.4%,127,
活体法力,0.1%,146,
活动假人,0.2%,69,
活化纪念碑,4.5%,94,
活化龙息,15.3%,104,
流沙元素,7.1%,121,
海地精猎手,12.5%,96,
海巨人,3.2%,128,
海蛇蛋,2.9%,61,
淡水鳄,4.7%,86,
淤泥践踏者,8.3%,101,
深坑鳄鱼,27.3%,122,
深潜炸弹,0.6%,45,
深蓝系咒师,10.3%,135,
渊狱至尊,9.9%,97,
溢流,5.1%,135,
滋养,4.5%,95,
滑板机器人,2.9%,88,
潜地蝎,41.3%,130,
激活,4.6%,86,
火山龙,0.1%,125,
火岩元素,0.1%,79,
火箭改装师,19.1%,120,
火羽凤凰,0.3%,122,
火羽精灵,0.3%,109,
火花引擎,1.5%,64,
火花钻机,2%,93,
火车王里诺艾,0.4%,101,
火鹰,13.3%,121,
灰发巫师,1.3%,99,
灼光战斗法师,14.9%,107,
烈日行者,3.7%,107,
热心的酒保,0.1%,109,
热气球,7.5%,73,
熔火恶犬,0.3%,78,
熟练的水手,2.5%,95,
爆爆机器人,6.6%,107,
爆盐投弹手,1.4%,106,
爆破小队,0.1%,112,
爪击,10.9%,86,
牛头人园丁,9%,130,
牛头人战士,0.4%,76,
特殊坐骑商人,5.8%,100,
犯罪高手,0.2%,119,
狂傲的兽人,31.1%,126,
狂奔的魔暴龙,0.1%,131,
狂奔科多兽,3.7%,96,
狂暴邪翼蝠,2.4%,77,
狂野炎术师,2.3%,117,
狐人恶棍,4.5%,142,
狗头人地卜师,1.9%,81,
狗头人学徒,0.1%,112,
狗头人沙漠步兵,2%,65,
狼人憎恶,3.4%,118,
狼人欺诈者,0.1%,93,
狼人渗透者,5.5%,90,
狼骑兵,2.6%,95,
猢狲医者,0.1%,89,
玉莲帮密探,0.1%,117,
王牌猎人,1.5%,66,
玛洛恩,1.6%,100,
玛瑟里顿,0.6%,88,
玛维·影歌,3.3%,129,
玛里苟斯,0.3%,82,
瑟玛普拉格,0.5%,84,
生命之树,0.9%,22,
生物计划,2.6%,69,
生锈的回收机器人,4.4%,93,
甲虫卵,0.1%,70,
电磁脉冲特工,0.4%,70,
电能工匠,2.3%,94,
电镀机械熊仔,24.3%,135,
畸变狂战士,0.1%,92,
疯帽客,2%,82,
疯狂召唤师,0.2%,68,
疯狂投弹者,5.5%,102,
疯狂爆破者,4.8%,87,
疯狂的炼金师,2.9%,95,
癫狂的医生,8.7%,93,
白银之手骑士,6%,103,
白骨怨灵,20.1%,124,
盆栽投手,24.5%,120,
真菌宝藏,0.5%,64,
知识古树,1.9%,85,
矮人考古学家,1.8%,104,
石丘防御者,0.1%,152,
石拳食人魔,6.2%,100,
石牙野猪,0.8%,60,
石皮蜥蜴,0.3%,147,
石腭穴居人壮汉,11.4%,91,
砰砰博士,3.4%,144,
破咒珠宝师,5.7%,100,
破法者,6%,104,
破甲骑士,5.4%,90,
破碎残阳祭司,5.6%,89,
破铜烂铁机器人,0.5%,64,
硬壳甲虫,0.2%,132,
碎枝,1.7%,99,
碎石穴居人,12.8%,98,
祖达克仪祭师,0.7%,41,
神殿狂战士,12.7%,113,
科多兽骑手,0.1%,148,
科赞秘术师,3.6%,70,
穆克拉,0.2%,82,
穴居人食菌者,0.1%,98,
空军指挥官,2.6%,68,
空气栽培,2.4%,81,
空降歹徒,0.7%,63,
窃魂者阿扎莉娜,0.3%,48,
竞技场主宰,0.9%,95,
筑巢双头鹏,0.3%,125,
米米尔隆的头部,0.1%,78,
精灵之森,3.7%,90,
精灵弓箭手,3.3%,102,
精灵龙,6.8%,102,
精神控制技师,0.7%,117,
紫罗兰典狱官,10.4%,110,
紫罗兰教师,2.9%,98,
紫罗兰魔剑士,1.4%,79,
红龙女王阿莱克丝塔萨,4.2%,140,
织命者,8.2%,104,
绿洲涌动者,22.7%,169,
绿洲钳嘴龟,1.8%,72,
绿色凝胶怪,0.2%,110,
缚沙者,0.9%,77,
美味飞鱼,5.9%,73,
群星罗列者,0.3%,91,
翡翠龙探险者,51.6%,167,
翼手龙宝宝,0.1%,112,
老式治疗机器人,5.8%,84,
耶比托·乔巴斯,0.4%,90,
肉用僵尸,0.2%,123,
胡桃精,11.7%,89,
脑力激荡者,0.5%,46,
脱逃的样本,0.5%,100,
腐化先知,0.1%,109,
腐化灰熊,0.1%,83,
腐烂的苹果树,14.1%,114,
腐肉食尸鬼,2.4%,86,
腐蚀淤泥,0.1%,93,
臃肿的蛇颈龙,0.2%,112,
自然之力,5.2%,107,
自然印记,13.3%,84,
自然平衡,18.3%,118,
自爆绵羊,2.7%,96,
舒玛,1.7%,109,
船载火炮,7.3%,99,
艾泽里特元素,0.5%,68,
艾露恩的女祭司,0.4%,75,
苍绿长颈龙,0.3%,126,
苔藓恐魔,3.4%,119,
苦痛侍僧,3.5%,95,
荆棘帮小偷,7.5%,83,
荆棘帮巫婆,2.7%,118,
荆棘帮斗猪,16.9%,141,
荆棘帮暴徒,13.4%,96,
荆棘谷猛虎,7.1%,94,
药水商人,3.6%,77,
莫尔葛工匠,3.3%,157,
莽头食人魔,3.9%,111,
菌菇术士,0.3%,135,
萌芽分裂,11.4%,107,
萤火成群,1.4%,63,
萨尔玛先知,0.6%,61,
萨索瓦尔,0.8%,95,
萨维斯,0.4%,119,
葛拉卡爬行蟹,0.1%,109,
蓝鳃战士,2%,85,
藏宝匪贼,0.1%,56,
藏宝巨龙,0.1%,115,
藏宝海湾保镖,0.4%,91,
虚灵勇士萨兰德,0.1%,138,
虚灵改装师,13.7%,117,
蛛魔先知,0.2%,114,
蜂群来袭,39.3%,140,
蜘蛛坦克,18.3%,108,
血帆海盗,0.5%,62,
血帆袭击者,2.5%,87,
血沼迅猛龙,3.1%,95,
血法师萨尔诺斯,0.2%,105,
血色十字军战士,5.6%,103,
血骑士,0.5%,107,
街头调查员,0.1%,91,
被感染的牛头人,0.1%,95,
被感染的贮藏者,0.1%,101,
被禁锢的萨特,27.6%,87,
被禁锢的邪犬,35%,104,
被缚的魔像,14.2%,153,
被诅咒的门徒,0.2%,113,
裂地触须,0.1%,94,
裹尸匠,1.5%,87,
觉醒巨龙伊瑟拉,4.2%,70,
角鹰兽,15.1%,112,
触手恐吓者,1.1%,79,
诅咒教派领袖,7.1%,106,
诺兹多姆,0.1%,63,
诺莫瑞根步兵,1.8%,69,
负伤剑圣,2%,100,
贪婪的林精,0.1%,94,
贪睡巨龙,0.1%,91,
贫瘠之地饲养员,0.3%,84,
赛场医师,0.1%,63,
赫米特·奈辛瓦里,0.3%,102,
起泡的腐泥怪,3.3%,85,
软泥教授弗洛普,1.2%,121,
载人收割机,26.5%,138,
载人毁灭机,1.7%,110,
载人飞天魔像,5%,136,
辟法奇美拉,7.7%,97,
辟法巨龙,15.3%,151,
辟法灵龙,8.5%,109,
辟法龙人,23.7%,117,
达拉然图书管理员,4.9%,89,
达拉然圣剑士,16.5%,120,
达拉然法师,0.3%,57,
迅捷的信使,17.3%,115,
过度生长,16.9%,80,
远古之树,0.1%,100,
远古祝福,23.3%,131,
迦顿男爵,0.8%,132,
迷失的幽魂,1.2%,54,
迷失的陆行鸟,10%,108,
迷彩飞艇,3.3%,87,
逃脱的恐惧卫士,2.9%,47,
通电机器人,0.2%,51,
邪灵拷问者,0.3%,129,
邪犬,3.5%,86,
邪魂审判官,1.9%,83,
邪鳍导航员,3.7%,89,
酸性沼泽软泥怪,6.4%,101,
重甲战马,0.1%,111,
重装佣兵,0.1%,127,
野性之力,36.2%,127,
野性之怒,0.2%,115,
野性印记,22.6%,89,
野性成长,9.8%,70,
野性赐福,7.6%,95,
野猪骑士斯派克,0.1%,122,
野蛮之击,0.4%,38,
野蛮咆哮,29.9%,123,
量产型恐吓机,4.5%,130,
金甲虫,15.1%,111,
钢铁暴怒者,10.5%,123,
钢铁甲虫,16.2%,100,
铁喙猫头鹰,3.5%,70,
铁木树皮,15.1%,168,
铁木魔像,0.2%,103,
铁炉堡火枪手,0.7%,85,
铁鬃灰熊,2.2%,94,
银月城卫兵,4.1%,98,
银背族长,0.3%,61,
银色侍从,5%,95,
银色指挥官,4.1%,120,
铸剑师,0.3%,70,
锈誓新兵,15.6%,118,
锈骑劫匪,39.6%,139,
锐鳞骑士,15.8%,92,
镰刀德鲁伊,28.4%,140,
闪光的蘑菇,0.1%,97,
闪金镇步兵,0.6%,75,
闹闹机器人,0.1%,105,
防护改装师,30.3%,120,
阵线破坏者,0.1%,96,
阿努比萨斯哨兵,0.1%,97,
阿努比萨斯战争使者,5.1%,85,
阿努比萨斯防御者,1.8%,119,
阿古斯防御者,3.3%,113,
阿曼尼狂战士,6.2%,106,
阿莱克丝塔萨,0.7%,86,
陶罐商人,6.9%,86,
隐秘破坏者,1%,11,
隐秘绿洲,22.5%,132,
隐鳞药剂师,3.6%,90,
零食商贩,0.3%,108,
雷矛特种兵,2.1%,97,
雷霆蜥蜴,0.1%,95,
霍格,0.4%,113,
霜狼步兵,0.8%,79,
霜狼督军,4.4%,93,
霸气的旅店老板娘,2.1%,73,
青玉之灵,0.1%,75,
青玉巨兽,0.2%,100,
青玉护符,0.1%,64,
青玉绽放,0.2%,99,
青铜门卫,4.1%,86,
颤地者特罗格佐尔,0.9%,79,
风怒鹰身人,0.4%,70,
风暴看守,0.1%,83,
风险投资公司雇佣兵,1.6%,62,
飞刀杂耍者,2.8%,115,
飞天鱼人,1.6%,68,
飞弹机器人,2.7%,119,
飞翼守护者,27.1%,164,
飞行器,1.2%,49,
飞行管理员,5.8%,107,
食人魔勇士穆戈尔,0.5%,102,
食人魔步兵,15.1%,107,
食人魔法师,3.4%,96,
食腐破坏魔,32.4%,108,
香甜的灵力瓜,0.7%,117,
香蕉小丑,0.3%,79,
骄傲的防御者,14.8%,125,
高级跟班厄尔克,0.1%,48,
鬼灵爬行者,0.3%,139,
魂缚灰舌,0.8%,64,
魅影民兵,6.5%,108,
魔古山守望者,0.5%,76,
魔法幻象,0.4%,77,
魔法订书匠,6.8%,105,
魔法飞毯,0.5%,89,
魔瘾者,0.4%,52,
魔能机甲,1.4%,154,
鱼人投手,8.4%,92,
鱼人招潮者,0.2%,65,
鱼人木乃伊,7.2%,96,
鱼人杀手蟹,0.5%,67,
鱼人猎潮者,3.1%,101,
鱼人袭击者,0.6%,73,
鱼人领军,0.2%,82,
鲁莽火箭兵,2.1%,93,
麦田傀儡,5.9%,101,
麻风侏儒,0.5%,64,
黏指狗头人,1.3%,71,
黏液喷射者,10.1%,90,
黑暗私语,6.4%,141,
黑樟林树精,16.9%,101,
黑沼枭兽,0.4%,55,
黑铁矮人,11.2%,120,
黑骑士,1.7%,100,
齿轮大师,3.3%,74,
龙喉巡天者,29%,126,
龙眠净化者,1.6%,89,
龙骨卫士,8.1%,94,
