名称,费用,职业,稀有度,评分,评级,建议不选多张,
暮光幼龙,4,中立,稀有,100,4,,
暴怒的狼人,3,中立,普通,78,6,,
暴走旋风,8,中立,史诗,67,7,,
暴风城勇士,7,中立,普通,93,5,,
暴风城骑士,4,中立,普通,84,6,,
月亮巨人守护者,10,中立,传说,124,2,,
末日预言者,2,中立,史诗,47,7,,
机械保险箱,6,中立,普通,107,3,,
机械幼龙技工,4,中立,普通,85,6,,
机械拷问者,4,中立,稀有,19,7,,
机械法医,5,中立,史诗,12,7,,
格鲁尔,8,中立,传说,78,6,,
档案员艾丽西娜,9,中立,传说,76,6,,
森金持盾卫士,4,中立,普通,101,4,,
欢快的同伴,1,中立,普通,94,5,,
正义,5,圣骑士,稀有,105,3,,
正义圣契,5,圣骑士,普通,199,1,,
正义感召,1,圣骑士,稀有,84,6,,
死亡之翼,10,中立,传说,115,2,,
毒鳍鱼人,1,中立,普通,65,7,,
比斯巨兽,6,中立,传说,77,6,,
永不屈服,1,圣骑士,普通,47,7,,
沙尘吐息,1,圣骑士,普通,124,2,,
沙漠方尖碑,5,中立,史诗,6,7,,
沙漠爵士芬利,2,圣骑士,传说,101,4,,
沙漠蜂后,2,圣骑士,普通,93,5,,
沙漠野兔,3,中立,普通,82,6,,
沼泽爬行者,5,中立,普通,91,5,,
法力之池,2,中立,普通,54,7,,
法力怨魂,2,中立,稀有,90,5,,
法奥瑞斯国王,10,中立,传说,62,7,,
法老祝福,6,圣骑士,稀有,138,1,,
活化纪念碑,10,中立,普通,92,5,,
活化龙息,3,中立,普通,102,4,,
流沙元素,2,中立,稀有,124,2,,
海巨人,10,中立,史诗,143,1,,
海蛇蛋,2,中立,普通,60,7,,
淡水鳄,2,中立,普通,85,6,,
深坑鳄鱼,8,中立,普通,120,2,,
深潜炸弹,1,中立,稀有,40,7,,
深蓝系咒师,5,中立,稀有,108,3,,
渊狱至尊,8,中立,普通,95,5,,
游学者周卓,2,中立,传说,40,7,,
潜地蝎,4,中立,普通,128,2,,
火箭改装师,1,中立,普通,129,2,,
火鹰,3,中立,普通,119,2,,
灰发巫师,2,中立,史诗,97,4,,
灼光战斗法师,1,中立,普通,104,4,,
炮火机甲,2,圣骑士,普通,129,2,,
烈日行者,6,中立,稀有,105,3,,
热气球,1,中立,普通,79,6,,
熔火恶犬,7,中立,普通,76,6,,
牛头人战士,3,中立,普通,75,6,,
特殊坐骑商人,7,中立,稀有,96,4,,
狂傲的兽人,3,中立,普通,117,2,,
狂奔科多兽,5,中立,稀有,91,5,,
狂暴邪翼蝠,4,中立,稀有,76,6,,
狂野炎术师,2,中立,稀有,111,3,,
狐人恶棍,3,中立,史诗,139,1,,
狗头人地卜师,2,中立,普通,75,6,,
狗头人沙漠步兵,2,中立,普通,64,7,,
狼人渗透者,1,中立,普通,96,4,,
狼骑兵,3,中立,普通,93,5,,
王牌猎人,5,中立,史诗,64,7,,
王者祝福,4,圣骑士,普通,127,2,,
玛瑟里顿,4,中立,传说,81,6,,
玛维·影歌,4,中立,传说,125,2,,
玛里苟斯,9,中立,传说,86,6,,
琥珀看守者,5,圣骑士,普通,120,2,,
生而平等,4,圣骑士,稀有,90,5,,
疯狂召唤师,6,中立,稀有,67,7,,
疯狂投弹者,2,中立,普通,100,4,,
疯狂的炼金师,2,中立,稀有,93,5,,
白银之手骑士,5,中立,普通,101,4,,
白骨怨灵,4,中立,普通,121,2,,
真银圣剑,4,圣骑士,普通,179,1,,
矮人考古学家,2,中立,史诗,93,5,,
石拳食人魔,6,中立,普通,98,4,,
石牙野猪,1,中立,普通,65,7,,
破咒珠宝师,3,中立,稀有,99,4,,
破甲骑士,5,中立,普通,87,5,,
破碎残阳祭司,3,中立,普通,91,5,,
祖达克仪祭师,4,中立,稀有,38,7,,
神圣愤怒,5,圣骑士,稀有,93,5,,
神殿狂战士,2,中立,普通,111,3,,
神秘之刃,2,圣骑士,稀有,119,2,,
穆克拉,3,中立,传说,79,6,,
空中团战,2,圣骑士,稀有,127,2,,
空中飞爪,3,圣骑士,稀有,83,6,,
空军指挥官,4,中立,普通,75,6,,
空降歹徒,2,中立,普通,62,7,,
竞技场主宰,6,中立,普通,93,5,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,100,4,,
精灵龙,2,中立,普通,102,4,,
紫罗兰典狱官,6,中立,普通,106,3,,
紫罗兰教师,4,中立,稀有,94,5,,
紫罗兰魔剑士,4,中立,普通,97,4,,
红龙女王阿莱克丝塔萨,9,中立,传说,139,1,,
纳特·帕格,2,中立,传说,78,6,,
绿洲钳嘴龟,4,中立,普通,71,6,,
绿皮船长,5,中立,传说,96,4,,
美味飞鱼,2,中立,普通,79,6,,
耶比托·乔巴斯,8,中立,传说,88,5,,
腐肉食尸鬼,3,中立,普通,96,4,,
舒玛,7,中立,传说,107,3,,
艾泽里特元素,5,中立,史诗,61,7,,
艾露恩的女祭司,6,中立,普通,71,6,,
英勇狂热者,1,圣骑士,稀有,108,3,,
荆棘帮小偷,3,中立,普通,82,6,,
荆棘帮巫婆,4,中立,史诗,120,2,,
荆棘帮斗猪,2,中立,普通,139,1,,
荆棘谷猛虎,5,中立,普通,91,5,,
药水商人,1,中立,普通,80,6,,
莫尔葛工匠,2,中立,史诗,148,1,,
莫戈尔·莫戈尔格,2,圣骑士,传说,174,1,,
莽头食人魔,8,中立,史诗,109,3,,
萨尔玛先知,3,中立,普通,60,7,,
萨索瓦尔,9,中立,传说,96,4,,
萨维斯,6,中立,传说,117,2,,
萨赫特的傲狮,3,圣骑士,稀有,115,2,,
蓝腮战士,2,中立,普通,86,6,,
藏宝匪贼,4,中立,稀有,91,5,,
藏宝海湾保镖,5,中立,普通,90,5,,
虚灵改装师,1,中立,普通,122,2,,
血帆海盗,1,中立,稀有,65,7,,
血帆袭击者,2,中立,普通,105,3,,
血沼迅猛龙,2,中立,普通,93,5,,
血法师萨尔诺斯,2,中立,传说,98,4,,
血色十字军战士,3,中立,普通,94,5,,
血骑士,3,中立,史诗,100,4,,
被禁锢的邪犬,2,中立,普通,103,4,,
被禁锢的阳鳃鱼人,1,圣骑士,稀有,136,1,,
被缚的魔像,7,中立,稀有,150,1,,
裹尸匠,4,中立,史诗,86,6,,
角鹰兽,4,中立,普通,110,3,,
触手恐吓者,5,中立,史诗,78,6,,
诅咒教派领袖,4,中立,普通,113,3,,
诺兹多姆,9,中立,传说,62,7,,
诺萨莉,10,圣骑士,传说,45,7,,
谦逊,1,圣骑士,普通,96,4,,
负伤剑圣,3,中立,稀有,98,4,,
贫瘠之地饲养员,7,中立,史诗,83,6,,
起泡的腐泥怪,3,中立,稀有,83,6,,
辟法奇美拉,2,中立,普通,95,5,,
辟法巨龙,6,中立,普通,150,1,,
辟法灵龙,4,中立,普通,109,3,,
辟法龙人,7,中立,普通,116,2,,
达拉然图书管理员,2,中立,普通,88,5,,
达拉然圣剑士,5,中立,普通,117,2,,
达拉然法师,3,中立,普通,52,7,,
迦顿男爵,7,中立,传说,124,2,,
迷彩飞艇,6,中立,普通,85,6,,
逃脱的恐惧卫士,3,中立,普通,46,7,,
邪犬,2,中立,普通,82,6,,
邪鳍导航员,4,中立,普通,90,5,,
酸性沼泽软泥怪,2,中立,普通,99,4,,
金甲虫,3,中立,普通,108,3,,
铁喙猫头鹰,3,中立,普通,69,6,,
铁炉堡火枪手,3,中立,普通,83,6,,
铁鬃灰熊,3,中立,普通,92,5,,
银月城卫兵,4,中立,普通,92,5,,
银背族长,3,中立,普通,59,7,,
银色侍从,1,中立,普通,102,4,,
银色保卫者,2,圣骑士,普通,147,1,,
银色指挥官,6,中立,稀有,118,2,,
铸剑师,2,中立,稀有,70,6,,
锈誓信徒,4,中立,普通,86,6,,
锈誓新兵,2,中立,普通,114,2,,
锈骑劫匪,5,中立,普通,136,1,,
锐鳞骑士,3,中立,普通,98,4,,
闪金镇步兵,1,中立,普通,78,6,,
防护改装师,1,中立,普通,132,1,,
阿努比萨斯战争使者,9,中立,普通,82,6,,
阿古斯防御者,4,中立,稀有,118,2,,
阿曼尼狂战士,2,中立,普通,104,4,,
阿莱克丝塔萨,9,中立,传说,85,6,,
阿达尔之手,2,圣骑士,普通,144,1,,
陶罐商人,1,中立,普通,90,5,,
隐秘破坏者,6,中立,史诗,0,7,,
雏龙巨婴,5,中立,普通,127,2,,
雷矛特种兵,5,中立,普通,96,4,,
霍格,6,中立,传说,111,3,,
霜狼步兵,2,中立,普通,78,6,,
霜狼督军,5,中立,普通,100,4,,
霸气的旅店老板娘,8,中立,普通,82,6,,
青铜传令官,3,圣骑士,普通,119,2,,
青铜龙探险者,3,圣骑士,普通,154,1,,
风怒鹰身人,6,中立,普通,69,6,,
风险投资公司雇佣兵,5,中立,普通,61,7,,
飞刀杂耍者,2,中立,稀有,114,2,,
飞天鱼人,5,中立,史诗,78,6,,
飞行管理员,3,中立,普通,99,4,,
食人魔法师,4,中立,普通,92,5,,
食腐破坏魔,6,中立,普通,106,3,,
骄傲的防御者,4,中立,普通,121,2,,
高级跟班厄尔克,4,中立,传说,47,7,,
魂缚灰舌,1,中立,普通,67,7,,
魔古信徒,1,中立,史诗,49,7,,
魔古山守望者,4,中立,普通,74,6,,
魔法幻象,4,中立,稀有,76,6,,
魔法订书匠,2,中立,普通,103,4,,
魔法飞毯,3,中立,史诗,88,5,,
魔瘾者,2,中立,稀有,49,7,,
鱼人为王,8,圣骑士,史诗,16,7,,
鱼人投手,2,中立,普通,95,5,,
鱼人招潮者,1,中立,稀有,74,6,,
鱼人木乃伊,1,中立,普通,107,3,,
鱼人杀手蟹,1,中立,史诗,71,6,,
鱼人猎潮者,2,中立,普通,103,4,,
鱼人袭击者,1,中立,普通,85,6,,
鱼人领军,3,中立,史诗,88,5,,
鲁莽火箭兵,6,中立,普通,91,5,,
鳞甲领主,5,圣骑士,稀有,109,3,,
麦田傀儡,3,中立,普通,100,4,,
麻疯侏儒,1,中立,普通,65,7,,
黏指狗头人,5,中立,史诗,69,6,,
黑铁矮人,4,中立,普通,122,2,,
黑骑士,6,中立,传说,98,4,,
龙喉巡天者,6,中立,普通,123,2,,
龙眠净化者,2,中立,史诗,89,5,,
龙语者,5,圣骑士,史诗,84,6,,
龙骑士塔瑞萨,3,圣骑士,传说,99,4,,
