名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
娃娃机,中立,普通,90,1,,,
安全检查员,中立,稀有,53,4,不适合,,
宠物乐园,猎人,稀有,57,4,,,
寄生恶狼,猎人,稀有,71,2,,,
寄生感染,猎人,稀有,39,6,,,
寒光先知,中立,稀有,13,7,,,
小个子召唤师,中立,稀有,51,4,,,
小刀商贩,中立,普通,51,4,适合,,
小精灵,中立,普通,27,7,适合,,
小鬼召唤师,中立,稀有,64,3,,,
少年惯偷,中立,普通,75,2,,,
尤格-萨隆,中立,传说,46,5,不适合,,
尤格-萨隆，命运主宰,中立,传说,11,7,,,
山谷之王穆克拉,中立,传说,72,2,适合,,
岩浆暴怒者,中立,普通,16,7,,,
岩石暴怒者,中立,普通,44,5,,,
巡游向导,中立,普通,50,4,不适合,,
巡游领队,中立,普通,61,3,,,
工匠大师欧沃斯巴克,中立,传说,55,4,,,
工程师学徒,中立,普通,51,4,,,
巨型沙虫,猎人,史诗,63,3,,,
巨型独眼怪,中立,史诗,65,3,,,
巫医,中立,普通,49,5,,,
巫术替身,中立,普通,58,4,不适合,,
希拉斯·暗月,中立,传说,59,4,不适合,,
帝王眼镜蛇,中立,稀有,62,3,适合,,
年轻的女祭司,中立,稀有,63,3,适合,,
年轻的酒仙,中立,普通,48,5,不适合,,
年迈的法师,中立,稀有,32,6,,,
年迈的酒仙,中立,普通,47,5,,,
幼龙鹰,中立,普通,16,7,适合,,
废土守望者,中立,史诗,72,2,,,
废料场巨像,中立,稀有,66,3,不适合,,
废铁射击,猎人,稀有,50,4,,,
异变的狗头人,中立,普通,13,7,,,
异教低阶牧师,中立,稀有,61,3,,,
异教药剂师,中立,普通,44,5,不适合,,
异种群居蝎,中立,稀有,7,7,适合,,
引月长弓,中立,史诗,86,1,不适合,,
强能箭猪,猎人,史诗,67,3,,,
怒鳍猎潮者,中立,普通,65,3,,,
怨影狂怒者,中立,普通,15,7,,,
恐怖增生体,中立,史诗,63,3,不适合,,
恐怖海盗,中立,普通,39,6,适合,,
恐狼前锋,中立,普通,68,3,适合,,
恩佐斯,中立,传说,48,5,适合,,
恩佐斯宝石,猎人,史诗,39,6,,,
恩佐斯的子嗣,中立,普通,42,5,适合,,
恩佐斯的触须,中立,普通,27,7,不适合,,
恩佐斯，深渊之神,中立,传说,70,2,不适合,,
恶毒铁匠,中立,普通,59,4,适合,,
恶魔伙伴,中立,稀有,78,2,,,
惊骇恐魔,中立,普通,50,4,不适合,,
感知宝珠,中立,传说,29,7,适合,是,
愤怒的小鸡,中立,稀有,13,7,适合,,
憎恶,中立,稀有,45,5,适合,,
战利品贮藏者,中立,普通,63,3,,,
打开兽笼,猎人,普通,38,6,,,
扭曲的狼人,中立,普通,58,4,适合,,
报警机器人,中立,稀有,1,7,,,
拆件旋翼机,猎人,稀有,45,5,,,
拉文霍德刺客,中立,稀有,50,4,适合,,
拾荒者的智慧,猎人,普通,61,3,,,
持枪恶霸,中立,史诗,63,3,,,
持盾卫士,中立,普通,23,7,不适合,,
搜寻猎物,猎人,普通,70,2,,,
攻城车,中立,稀有,47,5,不适合,,
教师的爱宠,中立,稀有,87,1,,,
数量压制,猎人,稀有,62,3,,,
斯雷特教授,猎人,传说,70,2,,,
旋岩虫,中立,普通,48,5,,,
无面巨兽,中立,普通,28,7,不适合,,
无面操纵者,中立,史诗,53,4,不适合,,
无面蹒跚者,中立,史诗,45,5,不适合,,
日怒保卫者,中立,稀有,60,3,,,
暗月兔子,中立,史诗,44,5,不适合,,
暗月坦克,猎人,稀有,84,1,,,
暗月雕像,中立,普通,65,3,不适合,,
暗月飞船,中立,普通,81,1,,,
暗鳞先知,中立,普通,6,7,,,
暗鳞治愈者,中立,普通,58,4,不适合,,
暮光召唤师,中立,史诗,59,4,不适合,,
暮光幼龙,中立,稀有,63,3,不适合,,
暮色野猪,中立,普通,31,6,适合,,
暴怒的狼人,中立,普通,55,4,,,
暴风城勇士,中立,普通,68,3,,,
暴风城骑士,中立,普通,58,4,,,
暴龙王克鲁什,猎人,传说,85,1,,,
末日践行者,中立,史诗,47,5,,,
末日预言者,中立,史诗,44,5,不适合,,
机械幼龙技工,中立,普通,50,4,,,
杀戮命令,猎人,普通,79,2,,,
校长克尔苏加德,中立,传说,67,3,不适合,,
格鲁尔,中立,传说,55,4,不适合,,
梦魇之龙,中立,史诗,57,4,,,
森林狼,猎人,普通,38,6,,,
森金持盾卫士,中立,普通,64,3,,,
止水湖蛇颈龙,中立,普通,75,2,适合,,
死亡之翼,中立,传说,93,1,不适合,,
毒沼爬行者,中立,普通,73,2,不适合,,
毒蛇陷阱,猎人,史诗,80,1,,,
比斯巨兽,中立,传说,52,4,适合,,
沼泽爬行者,中立,普通,58,4,不适合,,
法力怨魂,中立,稀有,55,4,适合,,
波戈蒙斯塔,中立,传说,44,5,,,
活化扫帚,中立,普通,76,2,,,
浮夸的大四学长,中立,普通,88,1,不适合,,
海巨人,中立,史诗,81,1,不适合,,
淡水鳄,中立,普通,59,4,适合,,
深渊滑行者索苟斯,中立,传说,57,4,不适合,,
渊狱至尊,中立,普通,38,6,不适合,,
游学者周卓,中立,传说,8,7,,,
潜地蝎,中立,普通,91,1,适合,,
火箭改装师,中立,普通,77,2,适合,,
炫目火鸟,中立,普通,64,3,适合,,
炽炎蝙蝠,猎人,普通,63,3,,,
烈日行者,中立,稀有,67,3,,,
照明弹,猎人,稀有,42,5,,,
熔火恶犬,中立,普通,31,6,,,
爆炸射击,猎人,稀有,75,2,,,
爆炸陷阱,猎人,普通,49,5,,,
牛头人战士,中立,普通,27,7,不适合,,
狂傲的兽人,中立,普通,71,2,不适合,,
狂奔科多兽,中立,稀有,74,2,适合,,
狂暴邪翼蝠,中立,稀有,52,4,适合,,
狂欢小丑,中立,史诗,65,3,不适合,,
狂热的,中立,普通,48,5,适合,,
狂踏的犀牛,猎人,稀有,82,1,,,
狂野怒火,猎人,史诗,37,6,,,
狂野炎术师,中立,稀有,62,3,,,
狗头人地卜师,中立,普通,45,5,,,
狙击,猎人,普通,44,5,,,
狼人渗透者,中立,普通,62,3,适合,,
狼人追猎者,猎人,稀有,47,5,,,
狼骑兵,中立,普通,57,4,适合,,
猎人印记,猎人,普通,59,4,,,
王牌猎人,中立,史诗,60,3,不适合,是,
玛克希玛·雷管,猎人,传说,45,5,,,
玛瑟里顿,中立,传说,22,7,不适合,,
玛维·影歌,中立,传说,92,1,适合,,
玛里苟斯,中立,传说,41,5,不适合,,
瑞林的步枪,猎人,传说,96,1,,,
甩笔侏儒,中立,普通,66,3,,,
畸变狂战士,中立,普通,59,4,,,
畸变的龙鹰,中立,普通,25,7,适合,,
疯狂投弹者,中立,普通,69,3,,,
疯狂的炼金师,中立,稀有,56,4,,,
白银之手骑士,中立,普通,65,3,,,
百变泽鲁斯,中立,传说,50,4,,,
盛装演员,中立,普通,51,4,,,
石拳食人魔,中立,普通,66,3,,,
石牙野猪,中立,普通,46,5,适合,,
破碎残阳祭司,中立,普通,64,3,,,
砸场游客,中立,普通,56,4,适合,,
神圣暴怒者,中立,普通,66,3,,,
神秘获奖者,猎人,普通,85,1,,,
穆克拉,中立,传说,63,3,适合,,
竞技场主宰,中立,普通,47,5,不适合,,
米尔豪斯·法力风暴,中立,传说,31,6,,,
精灵弓箭手,中立,普通,62,3,适合,,
精灵龙,中立,普通,60,3,,,
紫罗兰教师,中立,稀有,65,3,适合,,
纳格兰大冲撞,猎人,史诗,101,1,,是,
纳特·帕格,中立,传说,21,7,,,
维克图斯,中立,传说,82,1,,,
绿洲钳嘴龟,中立,普通,52,4,适合,,
绿皮船长,中立,传说,46,5,适合,,
脱轨过山车,中立,稀有,50,4,不适合,,
腐化先知,中立,稀有,58,4,不适合,,
腐化治疗机器人,中立,稀有,43,5,不适合,,
腐巢幼龙,猎人,稀有,88,1,,,
腐肉虫,猎人,普通,62,3,,,
腐肉食尸鬼,中立,普通,51,4,,,
腐食研习,猎人,普通,75,2,,,
致命射击,猎人,普通,77,2,,,
舞动的眼镜蛇,猎人,普通,78,2,,,
艾尔文灾星霍格,中立,传说,79,2,不适合,,
艾露恩的女祭司,中立,普通,30,6,不适合,,
苔原犀牛,猎人,普通,63,3,,,
荆棘谷猛虎,中立,普通,66,3,适合,,
莫克纳萨将狮,猎人,稀有,68,3,,,
莫尔葛工匠,中立,史诗,69,3,,,
萌物来袭,中立,普通,91,1,适合,,
萨尔玛先知,中立,普通,24,7,,,
萨维斯,中立,传说,66,3,,,
蓝鳃战士,中立,普通,52,4,适合,,
藏宝海湾保镖,中立,普通,37,6,不适合,,
虚灵改装师,中立,普通,73,2,,,
蛛魔先知,中立,普通,73,2,,,
蠕动的恐魔,中立,普通,75,2,,,
血帆海盗,中立,稀有,34,6,,是,
血帆袭击者,中立,普通,58,4,适合,,
血沼迅猛龙,中立,普通,59,4,适合,,
血法师萨尔诺斯,中立,传说,58,4,,,
血色十字军战士,中立,普通,68,3,,,
血骑士,中立,史诗,61,3,,,
被感染的牛头人,中立,普通,57,4,,,
被感染的贮藏者,中立,普通,56,4,,,
被禁锢的邪犬,中立,普通,84,1,,,
被禁锢的魔喉,猎人,普通,83,1,,,
裂地触须,中立,普通,54,4,,,
裂树三叶虫,猎人,史诗,76,2,,,
角斗士的长弓,猎人,史诗,75,2,,,
诅咒教派领袖,中立,普通,67,3,,,
误导,猎人,稀有,33,6,,,
请勿投食,猎人,史诗,30,6,,,
诺兹多姆,中立,传说,39,6,,,
课桌小鬼,中立,普通,26,7,适合,,
负伤剑圣,中立,稀有,58,4,,,
贪婪的书虫,中立,稀有,72,2,适合,,
贫瘠之地饲养员,中立,史诗,34,6,适合,,
资深探险者,中立,稀有,56,4,,,
赤红急先锋,中立,普通,69,3,,,
起泡的腐泥怪,中立,稀有,51,4,,,
转校生,中立,史诗,90,1,,,
达拉然法师,中立,普通,14,7,,,
迅蹄珠齿象,中立,普通,68,3,不适合,,
远古造物之血,中立,史诗,41,5,适合,,
迦顿男爵,中立,传说,84,1,,,
追踪术,猎人,普通,63,3,,,
逃脱的恐惧卫士,中立,普通,33,6,,,
邪鳍导航员,中立,普通,49,5,,,
酸性沼泽软泥怪,中立,普通,60,3,,,
金牌猎手克里,中立,传说,94,1,不适合,,
钥匙专家阿拉巴斯特,中立,传说,86,1,不适合,,
铁喙猫头鹰,中立,普通,39,6,适合,,
铁炉堡火枪手,中立,普通,49,5,适合,,
铁鬃灰熊,中立,普通,54,4,适合,,
银月城卫兵,中立,普通,53,4,,,
银背族长,中立,普通,19,7,适合,,
银色侍从,中立,普通,67,3,适合,,
银色指挥官,中立,稀有,78,2,适合,,
铸剑师,中立,稀有,40,5,不适合,,
锈誓,中立,普通,68,3,,,
锈誓信徒,中立,普通,48,5,不适合,是,
锈骑劫匪,中立,普通,82,1,不适合,,
长鬃草原狮,猎人,稀有,93,1,,,
闪金镇步兵,中立,普通,36,6,适合,,
闹闹机器人,中立,普通,65,3,不适合,,
防护改装师,中立,普通,86,1,,,
防护长袍,中立,稀有,55,4,,,
阴暗渔夫纳特,中立,传说,18,7,,,
阿古斯防御者,中立,稀有,64,3,不适合,,
阿曼尼狂战士,中立,普通,69,3,,,
阿莱克丝塔萨,中立,传说,54,4,不适合,,
集群战术,猎人,稀有,71,2,,,
雷矛特种兵,中立,普通,57,4,,,
霍格,中立,传说,69,3,不适合,,
霜狼步兵,中立,普通,36,6,不适合,,
霜狼督军,中立,普通,61,3,不适合,,
顶级捕食者兹克索尔,猎人,传说,78,2,,,
风怒鹰身人,中立,普通,30,6,,,
风险投资公司雇佣兵,中立,普通,55,4,适合,,
飞刀杂耍者,中立,稀有,65,3,适合,,
食人魔巫术师,中立,普通,66,3,,,
食人魔法师,中立,普通,51,4,,,
食腐土狼,猎人,普通,66,3,,,
食腐破坏魔,中立,普通,78,2,不适合,,
食魔影豹,中立,普通,71,2,,,
饥饿的秃鹫,猎人,普通,32,6,,是,
饱腹巨蟒,猎人,稀有,73,2,,,
香蕉商贩,中立,普通,50,4,,,
马戏团医师,中立,普通,75,2,,,
马戏团融合怪,中立,普通,75,2,,,
驯兽师,猎人,普通,74,2,,,
驯化的雷象,中立,史诗,68,3,适合,,
高级跟班厄尔克,中立,传说,14,7,适合,,
魂缚灰舌,中立,普通,13,7,适合,,
魔化大锅,中立,史诗,33,6,不适合,,
魔古山守望者,中立,普通,41,5,不适合,,
魔杖工匠,中立,普通,72,2,,,
魔瘾者,中立,稀有,24,7,,,
魔药始祖龙,中立,普通,82,1,,,
鱼人招潮者,中立,稀有,30,6,,,
鱼人杀手蟹,中立,史诗,38,6,适合,是,
鱼人猎潮者,中立,普通,63,3,适合,,
鱼人袭击者,中立,普通,42,5,适合,,
鱼人领军,中立,史诗,50,4,,,
鱼人飞骑,中立,普通,83,1,,,
鲁莽火箭兵,中立,普通,63,3,适合,,
鹰角弓,猎人,稀有,84,1,,,
鹿角小飞兔,猎人,普通,81,1,,,
麦田傀儡,中立,普通,65,3,,,
麻风侏儒,中立,普通,27,7,适合,,
黑岩法术抄写员,中立,普通,76,2,不适合,,
黑暗低语者,中立,史诗,53,4,,,
黑水海盗,中立,稀有,32,6,适合,,
黑铁矮人,中立,普通,76,2,,,
黑骑士,中立,传说,88,1,适合,,
黑龙领主死亡之翼,中立,传说,42,5,不适合,,
龙喉巡天者,中立,普通,82,1,,,
