名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
奥尔多真理追寻者,圣骑士,稀有,76,2,,,
奥术仆从,中立,普通,57,4,,,
奥术傀儡,中立,稀有,17,7,,,
奥术吞噬者,中立,稀有,20,7,适合,,
奥秘守护者,中立,稀有,32,6,适合,,
女伯爵莉亚德琳,圣骑士,传说,46,5,,是,
威能祝福,圣骑士,稀有,106,1,,,
孤注一掷,圣骑士,稀有,72,2,,,
寒光先知,中立,稀有,13,7,,,
小个子召唤师,中立,稀有,51,4,,,
小精灵,中立,普通,30,6,适合,,
小鬼召唤师,中立,稀有,64,3,,,
少年惯偷,中立,普通,75,2,,,
尼斐塞特仪祭师,中立,稀有,73,2,,,
岩浆暴怒者,中立,普通,17,7,适合,,
崇高牺牲,圣骑士,普通,57,4,,,
巡游向导,中立,普通,76,2,适合,,
工匠大师欧沃斯巴克,中立,传说,56,4,适合,,
工程师学徒,中立,普通,53,4,,,
巨魔蝙蝠骑士,中立,普通,82,1,,,
巫医,中立,普通,49,5,,,
巫术替身,中立,普通,58,4,不适合,,
巴罗夫领主,中立,传说,79,2,,,
希亚玛特,中立,传说,107,1,,,
希望圣契,圣骑士,史诗,88,1,,,
帝王眼镜蛇,中立,稀有,61,3,,,
年轻的女祭司,中立,稀有,61,3,适合,,
年轻的酒仙,中立,普通,49,5,不适合,,
年迈的法师,中立,稀有,32,6,,,
年迈的酒仙,中立,普通,47,5,,,
幻化师,中立,史诗,53,4,,,
幼龙饲养员,中立,稀有,62,3,,,
幼龙鹰,中立,普通,11,7,适合,,
幽光鱼竿,圣骑士,史诗,111,1,,,
庇护,圣骑士,史诗,84,1,,,
废土刺客,中立,普通,62,3,,,
废土守望者,中立,史诗,73,2,,,
废土巨蝎,中立,普通,56,4,,,
废料场巨像,中立,稀有,76,2,不适合,,
异教低阶牧师,中立,稀有,61,3,,,
弗瑞兹·光巢,中立,传说,63,3,适合,,
微型木乃伊,圣骑士,史诗,56,4,,,
忏悔,圣骑士,普通,43,5,,,
怪盗布缆鼠,中立,普通,70,2,,,
恐怖海盗,中立,普通,45,5,适合,,
恐惧渡鸦,中立,史诗,67,3,,,
恐狼前锋,中立,普通,69,3,适合,,
恶毒铁匠,中立,普通,65,3,适合,,
恶狼大法师,中立,史诗,68,3,,,
感知宝珠,中立,传说,35,6,适合,是,
愤怒之锤,圣骑士,普通,65,3,,,
愤怒的小鸡,中立,稀有,9,7,,,
慷慨的木乃伊,中立,稀有,37,6,适合,,
憎恶,中立,稀有,39,6,不适合,,
战利品贮藏者,中立,普通,64,3,,,
报警机器人,中立,稀有,1,7,,,
拉文霍德刺客,中立,稀有,47,5,,,
招虫的地精,中立,稀有,63,3,,,
持枪恶霸,中立,史诗,63,3,,,
持盾卫士,中立,普通,26,7,,,
指挥官蕾撒,圣骑士,传说,61,3,,,
捣蛋鬼,中立,史诗,50,4,,,
推土壮汉,中立,普通,83,1,,,
提里奥·弗丁,圣骑士,传说,103,1,,,
攻城车,中立,稀有,48,5,,,
救赎,圣骑士,普通,59,4,,,
散财军士,中立,普通,63,3,不适合,,
方阵指挥官,中立,普通,51,4,,,
旅行医者,中立,普通,67,3,,,
旋翼机,中立,普通,66,3,,,
无面操纵者,中立,史诗,56,4,,,
无面暴怒者,中立,普通,68,3,,,
无面潜伏者,中立,普通,61,3,,,
无面腐蚀者,中立,稀有,99,1,适合,,
日怒保卫者,中立,稀有,61,3,适合,,
时光巨龙诺兹多姆,圣骑士,传说,75,2,,,
昆虫收藏家,中立,普通,65,3,适合,,
显眼的诱饵,中立,史诗,36,6,,,
智慧圣契,圣骑士,稀有,51,4,,,
智慧祝福,圣骑士,普通,54,4,,,
暗鳞先知,中立,普通,6,7,,,
暗鳞治愈者,中立,普通,61,3,,,
暮光幼龙,中立,稀有,66,3,不适合,,
暴怒的狼人,中立,普通,56,4,适合,,
暴走旋风,中立,史诗,22,7,,,
暴风城勇士,中立,普通,76,2,适合,,
暴风城骑士,中立,普通,58,4,,,
月亮巨人守护者,中立,传说,60,3,,,
末日预言者,中立,史诗,53,4,,,
机械保险箱,中立,普通,52,4,不适合,,
机械幼龙技工,中立,普通,52,4,适合,,
机械拷问者,中立,稀有,18,7,,,
机械法医,中立,史诗,29,7,,,
校长克尔苏加德,中立,传说,60,3,不适合,,
格鲁尔,中立,传说,59,4,,,
档案员艾丽西娜,中立,传说,37,6,,,
森金持盾卫士,中立,普通,65,3,,,
欢快的同伴,中立,普通,63,3,适合,,
止水湖蛇颈龙,中立,普通,76,2,,,
正义,圣骑士,稀有,35,6,,是,
正义圣契,圣骑士,普通,100,1,,,
正义感召,圣骑士,稀有,37,6,,,
死亡之翼,中立,传说,100,1,适合,,
毒鳍鱼人,中立,普通,28,7,,,
比斯巨兽,中立,传说,44,5,,,
毕业仪式,中立,稀有,21,7,不适合,,
永不屈服,圣骑士,普通,47,5,,,
沙尘吐息,圣骑士,普通,63,3,,,
沙漠方尖碑,中立,史诗,1,7,,,
沙漠爵士芬利,圣骑士,传说,64,3,,,
沙漠蜂后,圣骑士,普通,69,3,,,
沙漠野兔,中立,普通,53,4,,,
沼泽爬行者,中立,普通,61,3,,,
法力之池,中立,普通,9,7,,,
法力怨魂,中立,稀有,55,4,适合,,
法奥瑞斯国王,中立,传说,22,7,不适合,,
法老祝福,圣骑士,稀有,84,1,,,
活化扫帚,中立,普通,76,2,,,
活化纪念碑,中立,普通,49,5,,,
活化龙息,中立,普通,68,3,,,
流光之赐,中立,稀有,55,4,,,
流沙元素,中立,稀有,76,2,,,
浮夸的大四学长,中立,普通,90,1,,,
海巨人,中立,史诗,84,1,适合,,
海蛇蛋,中立,普通,43,5,适合,,
淡水鳄,中立,普通,56,4,,,
深坑鳄鱼,中立,普通,91,1,,,
深潜炸弹,中立,稀有,23,7,不适合,,
深蓝系咒师,中立,稀有,74,2,不适合,是,
渊狱至尊,中立,普通,54,4,适合,,
游学者周卓,中立,传说,8,7,,,
潜地蝎,中立,普通,90,1,,,
火箭改装师,中立,普通,77,2,,,
火鹰,中立,普通,64,3,,,
灰发巫师,中立,史诗,59,4,,,
灼光战斗法师,中立,普通,71,2,,,
炮火机甲,圣骑士,普通,88,1,,,
烈日行者,中立,稀有,67,3,,,
热气球,中立,普通,55,4,适合,,
熔火恶犬,中立,普通,31,6,,,
牛头人战士,中立,普通,28,7,,,
特殊坐骑商人,中立,稀有,55,4,不适合,,
狂傲的兽人,中立,普通,75,2,,,
狂奔科多兽,中立,稀有,73,2,,,
狂暴邪翼蝠,中立,稀有,48,5,,,
狂野炎术师,中立,稀有,58,4,不适合,,
狐人恶棍,中立,史诗,79,2,,,
狗头人地卜师,中立,普通,45,5,,,
狗头人沙漠步兵,中立,普通,22,7,适合,,
狼人渗透者,中立,普通,62,3,适合,,
狼骑兵,中立,普通,53,4,,,
王牌猎人,中立,史诗,64,3,,是,
王者祝福,圣骑士,普通,80,1,,,
玛瑟里顿,中立,传说,24,7,不适合,,
玛维·影歌,中立,传说,91,1,,,
玛里苟斯,中立,传说,48,5,,,
琥珀看守者,圣骑士,普通,79,2,,,
生而平等,圣骑士,稀有,40,5,,,
甩笔侏儒,中立,普通,66,3,,,
疯狂召唤师,中立,稀有,29,7,,,
疯狂投弹者,中立,普通,69,3,,,
疯狂的炼金师,中立,稀有,56,4,,,
白银之手骑士,中立,普通,68,3,,,
白骨怨灵,中立,普通,76,2,,,
真银圣剑,圣骑士,普通,100,1,,,
矮人考古学家,中立,史诗,58,4,,,
石拳食人魔,中立,普通,67,3,,,
石牙野猪,中立,普通,42,5,,,
破咒珠宝师,中立,稀有,67,3,,,
破甲骑士,中立,普通,55,4,,,
破碎残阳祭司,中立,普通,71,2,适合,,
祖达克仪祭师,中立,稀有,33,6,,,
神圣愤怒,圣骑士,稀有,45,5,,,
神圣暴怒者,中立,普通,67,3,适合,,
神殿狂战士,中立,普通,70,2,,,
神秘之刃,圣骑士,稀有,71,2,,,
穆克拉,中立,传说,55,4,,,
空中团战,圣骑士,稀有,70,2,,,
空中飞爪,圣骑士,稀有,66,3,,,
空军指挥官,中立,普通,40,5,适合,,
空降歹徒,中立,普通,34,6,,,
竞技场主宰,中立,普通,49,5,,,
米尔豪斯·法力风暴,中立,传说,31,6,,,
精灵弓箭手,中立,普通,61,3,,,
精灵龙,中立,普通,59,4,不适合,,
紫罗兰典狱官,中立,普通,66,3,,,
紫罗兰教师,中立,稀有,64,3,,,
紫罗兰魔剑士,中立,普通,33,6,,,
红龙女王阿莱克丝塔萨,中立,传说,77,2,,,
纳特·帕格,中立,传说,21,7,,,
终身教授图拉扬,圣骑士,传说,104,1,,,
维克图斯,中立,传说,82,1,,,
绿洲钳嘴龟,中立,普通,50,4,,,
绿皮船长,中立,传说,56,4,适合,,
美味飞鱼,中立,普通,37,6,适合,,
耶比托·乔巴斯,中立,传说,36,6,,,
腐肉食尸鬼,中立,普通,53,4,适合,,
舒玛,中立,传说,84,1,适合,,
艾泽里特元素,中立,史诗,39,6,,,
艾露恩的女祭司,中立,普通,35,6,,,
英勇狂热者,圣骑士,稀有,61,3,,,
荆棘帮小偷,中立,普通,52,4,,,
荆棘帮巫婆,中立,史诗,72,2,,,
荆棘帮斗猪,中立,普通,74,2,适合,,
荆棘谷猛虎,中立,普通,65,3,适合,,
荣誉护盾,中立,普通,52,4,不适合,,
药水商人,中立,普通,52,4,,,
莫尔葛工匠,中立,史诗,69,3,,,
莫戈尔·莫戈尔格,圣骑士,传说,96,1,,,
莽头食人魔,中立,史诗,69,3,不适合,,
萨尔玛先知,中立,普通,25,7,适合,,
萨索瓦尔,中立,传说,59,4,不适合,,
萨维斯,中立,传说,66,3,,,
萨赫特的傲狮,圣骑士,稀有,45,5,,,
蓝鳃战士,中立,普通,50,4,,,
藏宝匪贼,中立,稀有,50,4,适合,,
藏宝海湾保镖,中立,普通,39,6,,,
虔诚的学徒,中立,史诗,72,2,,,
虚灵改装师,中立,普通,72,2,,,
血帆海盗,中立,稀有,34,6,,是,
血帆袭击者,中立,普通,59,4,适合,,
血沼迅猛龙,中立,普通,56,4,,,
血法师萨尔诺斯,中立,传说,58,4,,,
血色十字军战士,中立,普通,69,3,适合,,
血骑士,中立,史诗,63,3,适合,,
被禁锢的邪犬,中立,普通,82,1,,,
被禁锢的阳鳃鱼人,圣骑士,稀有,82,1,,,
被缚的魔像,中立,稀有,104,1,适合,,
裹尸匠,中立,史诗,46,5,不适合,,
角鹰兽,中立,普通,67,3,,,
触手恐吓者,中立,史诗,51,4,不适合,,
诅咒教派领袖,中立,普通,74,2,适合,,
诺兹多姆,中立,传说,39,6,,,
诺萨莉,圣骑士,传说,26,7,,,
课桌小鬼,中立,普通,28,7,适合,,
谦逊,圣骑士,普通,51,4,,,
负伤剑圣,中立,稀有,58,4,,,
贪婪的书虫,中立,稀有,69,3,适合,,
贫瘠之地饲养员,中立,史诗,34,6,适合,,
资深探险者,中立,稀有,56,4,,,
赤红急先锋,中立,普通,69,3,,,
起泡的腐泥怪,中立,稀有,55,4,适合,,
踏实的大三学姐,圣骑士,普通,72,2,,,
转校生,中立,史诗,90,1,,,
辟法奇美拉,中立,普通,60,3,,,
辟法巨龙,中立,普通,90,1,不适合,,
辟法灵龙,中立,普通,64,3,,,
辟法龙人,中立,普通,86,1,,,
达拉然图书管理员,中立,普通,56,4,,,
达拉然圣剑士,中立,普通,78,2,,,
达拉然法师,中立,普通,14,7,,,
迦顿男爵,中立,传说,80,1,不适合,,
迷彩飞艇,中立,普通,57,4,,,
逃脱的恐惧卫士,中立,普通,33,6,,,
邪犬,中立,普通,35,6,不适合,,
邪鳍导航员,中立,普通,49,5,适合,,
酸性沼泽软泥怪,中立,普通,60,3,,,
金甲虫,中立,普通,61,3,适合,,
钥匙专家阿拉巴斯特,中立,传说,92,1,,,
铁喙猫头鹰,中立,普通,36,6,,,
铁炉堡火枪手,中立,普通,47,5,,,
铁鬃灰熊,中立,普通,52,4,,,
银月城卫兵,中立,普通,53,4,,,
银背族长,中立,普通,17,7,,,
银色侍从,中立,普通,69,3,适合,,
银色保卫者,圣骑士,普通,83,1,,,
银色指挥官,中立,稀有,76,2,,,
银色自大狂,圣骑士,史诗,102,1,,,
铸剑师,中立,稀有,45,5,适合,,
锈誓,中立,普通,68,3,,,
锈誓信徒,中立,普通,53,4,适合,是,
锈骑劫匪,中立,普通,82,1,,,
锐鳞骑士,中立,普通,64,3,,,
闪金镇步兵,中立,普通,35,6,,,
防护改装师,中立,普通,87,1,,,
防护长袍,中立,稀有,56,4,,,
阿努比萨斯战争使者,中立,普通,32,6,,,
阿古斯防御者,中立,稀有,70,2,适合,,
阿曼尼狂战士,中立,普通,69,3,,,
阿莱克丝塔萨,中立,传说,67,3,,,
阿达尔之手,圣骑士,普通,93,1,,,
陶罐商人,中立,普通,56,4,适合,,
隐秘破坏者,中立,史诗,38,6,,,
雏龙巨婴,中立,普通,79,2,,,
雷矛特种兵,中立,普通,57,4,,,
霍格,中立,传说,71,2,,,
霜狼步兵,中立,普通,39,6,,,
霜狼督军,中立,普通,66,3,适合,,
霸气的旅店老板娘,中立,普通,54,4,适合,,
青铜传令官,圣骑士,普通,70,2,,,
青铜龙探险者,圣骑士,普通,87,1,,,
风怒鹰身人,中立,普通,30,6,,,
风险投资公司雇佣兵,中立,普通,53,4,,,
飞刀杂耍者,中立,稀有,70,2,适合,,
飞天鱼人,中立,史诗,38,6,,,
飞行管理员,中立,普通,57,4,,,
食人魔巫术师,中立,普通,66,3,,,
食人魔法师,中立,普通,51,4,,,
食腐破坏魔,中立,普通,80,1,不适合,,
食魔影豹,中立,普通,71,2,,,
驯化的雷象,中立,史诗,67,3,,,
骄傲的防御者,中立,普通,70,2,不适合,,
高级跟班厄尔克,中立,传说,15,7,,,
高阶修士奥露拉,中立,传说,70,2,适合,,
魂缚灰舌,中立,普通,23,7,适合,,
魔化大锅,中立,史诗,37,6,不适合,,
魔古信徒,中立,史诗,5,7,,,
魔古山守望者,中立,普通,43,5,,,
魔杖工匠,中立,普通,71,2,不适合,,
魔法幻象,中立,稀有,21,7,,,
魔法订书匠,中立,普通,57,4,,,
魔法飞毯,中立,史诗,35,6,不适合,,
魔瘾者,中立,稀有,24,7,,,
魔药始祖龙,中立,普通,81,1,,,
鱼人为王,圣骑士,史诗,3,7,,是,
鱼人投手,中立,普通,59,4,,,
鱼人招潮者,中立,稀有,30,6,,,
鱼人木乃伊,中立,普通,68,3,适合,,
鱼人杀手蟹,中立,史诗,33,6,,是,
鱼人猎潮者,中立,普通,60,3,,,
鱼人袭击者,中立,普通,41,5,,,
鱼人领军,中立,史诗,51,4,适合,,
鱼人飞骑,中立,普通,84,1,,,
鲁莽火箭兵,中立,普通,49,5,,,
鳞甲领主,圣骑士,稀有,71,2,,,
麦田傀儡,中立,普通,65,3,,,
麻风侏儒,中立,普通,17,7,,,
黏指狗头人,中立,史诗,40,5,,,
黑岩法术抄写员,中立,普通,80,1,,,
黑铁矮人,中立,普通,77,2,适合,,
黑骑士,中立,传说,87,1,,,
龙喉偷猎者,中立,稀有,86,1,,是,
龙喉巡天者,中立,普通,82,1,,,
龙眠净化者,中立,史诗,35,6,,,
龙语者,圣骑士,史诗,37,6,,,
龙骑士塔瑞萨,圣骑士,传说,57,4,,,
