名称,职业,稀有度,评分,评级,适合该职业,建议不选多张,
古拉巴什狂暴者,中立,普通,46,5,,,
叫嚣的中士,中立,普通,56,4,适合,,
哈里森·琼斯,中立,传说,58,4,,,
噬骨先锋,中立,普通,81,1,,,
噬骨殴斗者,中立,普通,71,2,,,
团队领袖,中立,普通,41,5,,,
圣光护卫者,中立,稀有,31,6,,,
塔隆·血魔,中立,传说,69,3,,,
复制机器人,中立,史诗,39,6,,,
夜刃刺客,中立,普通,45,5,适合,,
大力士,中立,普通,61,3,,,
大地之环先知,中立,普通,67,3,适合,,
大女皇夏柯扎拉,盗贼,传说,80,1,,,
大检察官怀特迈恩,中立,传说,75,2,适合,,
大法师,中立,普通,53,4,,,
天空上将库拉格,中立,传说,17,7,,,
失心辅导员,中立,普通,56,4,不适合,,
奔逃的魔刃豹,中立,史诗,69,3,,,
奖券老板,盗贼,稀有,77,2,,,
奖品商贩,中立,普通,58,4,适合,,
奖品掠夺者,盗贼,稀有,68,3,,,
奥,中立,传说,53,4,,,
奥妮克希亚,中立,传说,90,1,,,
奥术傀儡,中立,稀有,17,7,,,
奥术吞噬者,中立,稀有,21,7,适合,,
奥秘吞噬者,中立,稀有,31,6,,,
奥秘守护者,中立,稀有,30,6,适合,,
娃娃机,中立,普通,90,1,,,
安全检查员,中立,稀有,58,4,,,
寒光先知,中立,稀有,13,7,,,
小个子召唤师,中立,稀有,51,4,,,
小刀商贩,中立,普通,30,6,不适合,,
小精灵,中立,普通,27,7,适合,,
小鬼召唤师,中立,稀有,64,3,,,
少年惯偷,中立,普通,75,2,,,
尤格-萨隆,中立,传说,50,4,,,
尤格-萨隆，命运主宰,中立,传说,11,7,,,
山谷之王穆克拉,中立,传说,71,2,,,
岩浆暴怒者,中立,普通,16,7,,,
岩石暴怒者,中立,普通,44,5,,,
巡游向导,中立,普通,76,2,适合,,
巡游领队,中立,普通,61,3,,,
工匠大师欧沃斯巴克,中立,传说,55,4,,,
工程师学徒,中立,普通,51,4,,,
巨型独眼怪,中立,史诗,65,3,,,
巫医,中立,普通,53,4,适合,,
巫术替身,中立,普通,58,4,不适合,,
希拉斯·暗月,中立,传说,62,3,不适合,,
帝王眼镜蛇,中立,稀有,61,3,,,
年轻的女祭司,中立,稀有,60,3,适合,,
年轻的酒仙,中立,普通,53,4,适合,,
年迈的法师,中立,稀有,32,6,,,
年迈的酒仙,中立,普通,47,5,,,
幻觉药水,中立,史诗,45,5,适合,,
幼龙鹰,中立,普通,10,7,,,
幽暗城商贩,盗贼,稀有,77,2,,,
废土守望者,中立,史诗,72,2,,,
废料场巨像,中立,稀有,75,2,不适合,,
异变的狗头人,中立,普通,13,7,,,
异教低阶牧师,中立,稀有,61,3,,,
异教药剂师,中立,普通,49,5,适合,,
异种群居蝎,中立,稀有,71,2,适合,,
影袭,盗贼,普通,19,7,,,
怒鳍猎潮者,中立,普通,65,3,,,
怨影狂怒者,中立,普通,15,7,,,
恐怖增生体,中立,史诗,66,3,适合,,
恐怖海盗,中立,普通,52,4,适合,,
恐狼前锋,中立,普通,65,3,,,
恩佐斯,中立,传说,49,5,适合,,
恩佐斯的子嗣,中立,普通,42,5,适合,,
恩佐斯的触须,中立,普通,29,7,,,
恩佐斯，深渊之神,中立,传说,73,2,不适合,,
恶毒铁匠,中立,普通,67,3,适合,,
惊骇恐魔,中立,普通,51,4,,,
感知宝珠,中立,传说,24,7,不适合,是,
愤怒的小鸡,中立,稀有,9,7,,,
憎恶,中立,稀有,42,5,,,
战利品贮藏者,中立,普通,63,3,,,
执刃教徒,盗贼,普通,65,3,,,
扭曲的狼人,中立,普通,56,4,,,
抄袭,盗贼,普通,52,4,,,
报警机器人,中立,稀有,1,7,,,
拉文霍德刺客,中立,稀有,47,5,,,
持枪恶霸,中立,史诗,63,3,,,
持盾卫士,中立,普通,29,7,适合,,
攻城车,中立,稀有,48,5,,,
旋岩虫,中立,普通,48,5,,,
无面巨兽,中立,普通,35,6,不适合,,
无面操纵者,中立,史诗,56,4,,,
无面蹒跚者,中立,史诗,51,4,,,
日怒保卫者,中立,稀有,62,3,适合,,
暗影克隆,盗贼,稀有,54,4,,,
暗影塑形师,盗贼,史诗,39,6,,,
暗影打击,盗贼,普通,82,1,,,
暗影斗篷,盗贼,史诗,7,7,,是,
暗影施法者,盗贼,史诗,59,4,,,
暗影步,盗贼,普通,40,5,,是,
暗影珠宝师汉纳尔,盗贼,传说,45,5,,,
暗心贤者,盗贼,史诗,54,4,,,
暗月兔子,中立,史诗,51,4,不适合,,
暗月雕像,中立,普通,66,3,,,
暗月飞船,中立,普通,81,1,,,
暗鳞先知,中立,普通,6,7,,,
暗鳞治愈者,中立,普通,62,3,适合,,
暮光召唤师,中立,史诗,62,3,,,
暮光幼龙,中立,稀有,68,3,适合,,
暮色野猪,中立,普通,29,7,,,
暴怒的狼人,中立,普通,55,4,,,
暴风城勇士,中立,普通,68,3,,,
暴风城骑士,中立,普通,58,4,,,
末日践行者,中立,史诗,61,3,适合,,
末日预言者,中立,史诗,50,4,不适合,,
机械幼龙技工,中立,普通,50,4,,,
校长克尔苏加德,中立,传说,68,3,,,
格鲁尔,中立,传说,59,4,,,
梦魇之龙,中立,史诗,57,4,,,
森金持盾卫士,中立,普通,65,3,适合,,
止水湖蛇颈龙,中立,普通,74,2,,,
死亡之翼,中立,传说,101,1,适合,,
毁灭之刃,盗贼,稀有,62,3,,,
毒刃,盗贼,普通,59,4,,,
毒心者夏克里尔,盗贼,传说,63,3,,,
毒沼爬行者,中立,普通,76,2,,,
比斯巨兽,中立,传说,45,5,适合,,
沼泽爬行者,中立,普通,62,3,适合,,
法力怨魂,中立,稀有,55,4,适合,,
波戈蒙斯塔,中立,传说,44,5,,,
活化扫帚,中立,普通,76,2,,,
浮夸的大四学长,中立,普通,90,1,,,
海巨人,中立,史诗,82,1,,,
淡水鳄,中立,普通,56,4,,,
深渊探险,盗贼,稀有,53,4,,,
深渊滑行者索苟斯,中立,传说,65,3,适合,,
渊狱至尊,中立,普通,51,4,,,
渗透者莉莉安,盗贼,传说,72,2,,,
游学者周卓,中立,传说,8,7,,,
潜地蝎,中立,普通,91,1,适合,,
火箭改装师,中立,普通,78,2,适合,,
灰舌杀手,盗贼,稀有,61,3,,,
炫目火鸟,中立,普通,63,3,,,
烈日行者,中立,稀有,69,3,适合,,
熔火恶犬,中立,普通,31,6,,,
牛头人战士,中立,普通,34,6,适合,,
狂傲的兽人,中立,普通,76,2,适合,,
狂奔科多兽,中立,稀有,73,2,,,
狂暴邪翼蝠,中立,稀有,49,5,适合,,
狂欢小丑,中立,史诗,74,2,不适合,,
狂热的,中立,普通,47,5,,,
狂野炎术师,中立,稀有,62,3,,,
狐人淬毒师,盗贼,普通,82,1,,,
狐人老千,盗贼,普通,62,3,,,
狗头人地卜师,中立,普通,47,5,适合,,
狼人渗透者,中立,普通,62,3,适合,,
狼骑兵,中立,普通,56,4,适合,,
王牌猎人,中立,史诗,64,3,,是,
玛瑟里顿,中立,传说,24,7,不适合,,
玛维·影歌,中立,传说,92,1,适合,,
玛里苟斯,中立,传说,48,5,,,
甜食狂,盗贼,普通,76,2,,,
甩笔侏儒,中立,普通,66,3,,,
畸变狂战士,中立,普通,59,4,,,
畸变的龙鹰,中立,普通,24,7,,,
疯狂投弹者,中立,普通,69,3,,,
疯狂的炼金师,中立,稀有,56,4,,,
疾跑,盗贼,普通,53,4,,是,
瘟疫使者,盗贼,普通,87,1,,,
白银之手骑士,中立,普通,65,3,,,
百变泽鲁斯,中立,传说,50,4,,,
盛装演员,中立,普通,51,4,,,
石拳食人魔,中立,普通,66,3,,,
石牙野猪,中立,普通,42,5,,,
破碎残阳祭司,中立,普通,64,3,,,
砸场游客,中立,普通,55,4,,,
神圣暴怒者,中立,普通,66,3,,,
秘密通道,盗贼,史诗,80,1,,,
穆克拉,中立,传说,55,4,,,
空中私掠者,盗贼,普通,68,3,,,
窃取,盗贼,普通,37,6,,,
竞技场主宰,中立,普通,52,4,适合,,
米尔豪斯·法力风暴,中立,传说,31,6,,,
精灵弓箭手,中立,普通,61,3,,,
精灵龙,中立,普通,60,3,,,
紫罗兰教师,中立,稀有,67,3,适合,,
纳特·帕格,中立,传说,21,7,,,
维克图斯,中立,传说,82,1,,,
绿洲钳嘴龟,中立,普通,50,4,,,
绿皮船长,中立,传说,61,3,适合,,
耐心的刺客,盗贼,史诗,68,3,,,
胁迫,中立,稀有,95,1,,,
背刺,盗贼,普通,86,1,,,
背叛,盗贼,普通,61,3,,,
脱轨过山车,中立,稀有,53,4,,,
腐化先知,中立,稀有,61,3,,,
腐化治疗机器人,中立,稀有,64,3,,,
腐肉食尸鬼,中立,普通,52,4,适合,,
自砺之锋,盗贼,稀有,63,3,,,
致伤打击,盗贼,史诗,76,2,,,
致命药膏,盗贼,普通,53,4,,,
艾尔文灾星霍格,中立,传说,82,1,,,
艾德温·范克里夫,盗贼,传说,78,2,,,
艾露恩的女祭司,中立,普通,41,5,适合,,
荆棘谷猛虎,中立,普通,64,3,,,
莫尔葛工匠,中立,史诗,71,2,适合,,
菊花茶,盗贼,稀有,41,5,,是,
萨尔玛先知,中立,普通,24,7,,,
萨维斯,中立,传说,72,2,适合,,
蓝鳃战士,中立,普通,50,4,,,
藏宝海湾保镖,中立,普通,41,5,适合,,
虚灵改装师,中立,普通,74,2,适合,,
蛛魔先知,中立,普通,76,2,适合,,
蜡烛学,盗贼,普通,56,4,,,
蠕动的恐魔,中立,普通,74,2,不适合,,
血帆海盗,中立,稀有,34,6,,是,
血帆袭击者,中立,普通,62,3,适合,,
血沼迅猛龙,中立,普通,56,4,,,
血法师萨尔诺斯,中立,传说,61,3,适合,,
血色十字军战士,中立,普通,68,3,,,
血骑士,中立,史诗,61,3,,,
行骗,盗贼,普通,67,3,,,
被感染的牛头人,中立,普通,59,4,适合,,
被感染的贮藏者,中立,普通,56,4,,,
被禁锢的邪犬,中立,普通,84,1,,,
被诅咒的流浪者,盗贼,普通,82,1,,,
裂地触须,中立,普通,56,4,适合,,
裂颅之击,盗贼,稀有,6,7,,是,
詹迪斯·巴罗夫,中立,传说,113,1,不适合,,
诅咒教派领袖,中立,普通,68,3,适合,,
诺兹多姆,中立,传说,40,5,适合,,
课桌小鬼,中立,普通,26,7,适合,,
调皮的大二学妹,盗贼,稀有,79,2,,,
负伤剑圣,中立,稀有,58,4,,,
贪婪的书虫,中立,稀有,70,2,适合,,
贫瘠之地饲养员,中立,史诗,34,6,适合,,
资深探险者,中立,稀有,56,4,,,
赤红急先锋,中立,普通,69,3,,,
起泡的腐泥怪,中立,稀有,51,4,,,
转校生,中立,史诗,90,1,,,
达拉然法师,中立,普通,16,7,适合,,
迅蹄珠齿象,中立,普通,71,2,不适合,,
远古造物之血,中立,史诗,46,5,适合,,
迦顿男爵,中立,传说,84,1,,,
迪菲亚头目,盗贼,普通,76,2,,,
逃脱的恐惧卫士,中立,普通,33,6,,,
邪恶计谋,盗贼,普通,49,5,,,
邪鳍导航员,中立,普通,49,5,,,
酸性沼泽软泥怪,中立,普通,60,3,,,
钉棍终结者,盗贼,稀有,41,5,,是,
钢铁舞者,中立,史诗,74,2,不适合,,
钥匙专家阿拉巴斯特,中立,传说,92,1,,,
铁喙猫头鹰,中立,普通,38,6,适合,,
铁炉堡火枪手,中立,普通,47,5,,,
铁鬃灰熊,中立,普通,53,4,适合,,
银月城卫兵,中立,普通,53,4,,,
银背族长,中立,普通,19,7,适合,,
银色侍从,中立,普通,67,3,适合,,
银色指挥官,中立,稀有,78,2,适合,,
铸剑师,中立,稀有,40,5,不适合,,
锈誓,中立,普通,68,3,,,
锈誓信徒,中立,普通,49,5,,是,
锈骑劫匪,中立,普通,85,1,,,
闪金镇步兵,中立,普通,36,6,适合,,
间谍女郎,盗贼,普通,80,1,,,
闷棍,盗贼,普通,93,1,,,
闹闹机器人,中立,普通,69,3,适合,,
防护改装师,中立,普通,86,1,,,
防护长袍,中立,稀有,55,4,,,
阴暗渔夫纳特,中立,传说,18,7,,,
阿卡玛,盗贼,传说,72,2,,,
阿古斯防御者,中立,稀有,67,3,适合,,
阿曼尼狂战士,中立,普通,69,3,,,
阿莱克丝塔萨,中立,传说,62,3,,,
雷矛特种兵,中立,普通,57,4,,,
霍格,中立,传说,77,2,适合,,
霜狼步兵,中立,普通,40,5,适合,,
霜狼督军,中立,普通,63,3,,,
风怒鹰身人,中立,普通,30,6,,,
风险投资公司雇佣兵,中立,普通,53,4,,,
飞刀杂耍者,中立,稀有,63,3,,,
食人魔巫术师,中立,普通,66,3,,,
食人魔法师,中立,普通,53,4,适合,,
食腐破坏魔,中立,普通,80,1,,,
食魔影豹,中立,普通,71,2,,,
香蕉商贩,中立,普通,50,4,,,
马戏团医师,中立,普通,75,2,,,
马戏团融合怪,中立,普通,75,2,,,
驯化的雷象,中立,史诗,67,3,,,
高级跟班厄尔克,中立,传说,14,7,适合,,
魂缚灰舌,中立,普通,11,7,,,
魔化大锅,中立,史诗,39,6,不适合,,
魔古山守望者,中立,普通,43,5,,,
魔杖工匠,中立,普通,71,2,不适合,,
魔杖窃贼,中立,普通,92,1,,,
魔瘾者,中立,稀有,24,7,,,
魔药始祖龙,中立,普通,81,1,不适合,,
鱼人招潮者,中立,稀有,30,6,,,
鱼人杀手蟹,中立,史诗,33,6,,是,
鱼人猎潮者,中立,普通,60,3,,,
鱼人袭击者,中立,普通,41,5,,,
鱼人领军,中立,史诗,50,4,,,
鱼人飞骑,中立,普通,83,1,,,
鲁莽火箭兵,中立,普通,52,4,适合,,
麦田傀儡,中立,普通,65,3,,,
麻风侏儒,中立,普通,18,7,适合,,
黑岩法术抄写员,中立,普通,79,2,不适合,,
黑暗低语者,中立,史诗,53,4,,,
黑水海盗,中立,稀有,32,6,适合,,
黑铁矮人,中立,普通,77,2,适合,,
黑骑士,中立,传说,87,1,,,
黑龙领主死亡之翼,中立,传说,49,5,,,
龙喉巡天者,中立,普通,82,1,,,
