名称,费用,职业,稀有度,评分,评级,建议不选多张,
法力之池,2,中立,普通,46,7,,
法力怨魂,2,中立,稀有,90,5,,
法奥瑞斯国王,10,中立,传说,87,5,,
活化扫帚,1,中立,普通,114,2,,
活化纪念碑,10,中立,普通,104,4,,
活化龙息,3,中立,普通,108,3,,
流沙元素,2,中立,稀有,112,3,,
浮夸的大四学长,6,中立,普通,144,1,,
海巨人,10,中立,史诗,112,3,,
海蛇蛋,2,中立,普通,52,7,,
淡水鳄,2,中立,普通,92,5,,
深坑鳄鱼,8,中立,普通,116,2,,
深潜炸弹,1,中立,稀有,47,7,,
深蓝系咒师,5,中立,稀有,87,5,,
渊狱至尊,8,中立,普通,92,5,,
游学者周卓,2,中立,传说,37,7,,
溢流,7,德鲁伊,稀有,132,1,,
滋养,6,德鲁伊,稀有,92,5,,
演讲者吉德拉,3,德鲁伊,传说,167,1,,
潜地蝎,4,中立,普通,128,2,,
激活,0,德鲁伊,普通,93,5,,
火箭改装师,1,中立,普通,128,2,,
火鹰,3,中立,普通,125,2,,
灰发巫师,2,中立,史诗,101,4,,
灼光战斗法师,1,中立,普通,96,4,,
烈日行者,6,中立,稀有,94,5,,
热气球,1,中立,普通,81,6,,
熔火恶犬,7,中立,普通,70,6,,
爪击,1,德鲁伊,普通,95,5,,
牛头人战士,3,中立,普通,66,7,,
特殊坐骑商人,7,中立,稀有,98,4,,
狂傲的兽人,3,中立,普通,132,1,,
狂奔科多兽,5,中立,稀有,98,4,,
狂暴邪翼蝠,4,中立,稀有,64,7,,
狂野炎术师,2,中立,稀有,114,2,,
狐人恶棍,3,中立,史诗,136,1,,
狗头人地卜师,2,中立,普通,73,6,,
狗头人沙漠步兵,2,中立,普通,62,7,,
狼人渗透者,1,中立,普通,88,5,,
狼骑兵,3,中立,普通,85,6,,
王牌猎人,5,中立,史诗,58,7,,
玛瑟里顿,4,中立,传说,6,7,,
玛维·影歌,4,中立,传说,128,2,,
玛里苟斯,9,中立,传说,73,6,,
甩笔侏儒,1,中立,普通,124,2,,
疯狂召唤师,6,中立,稀有,59,7,,
疯狂投弹者,2,中立,普通,105,3,,
疯狂的炼金师,2,中立,稀有,100,4,,
白银之手骑士,5,中立,普通,92,5,,
白骨怨灵,4,中立,普通,122,2,,
盆栽投手,2,德鲁伊,普通,132,1,,
真菌宝藏,3,德鲁伊,稀有,55,7,,
知识古树,7,德鲁伊,史诗,68,7,,
矮人考古学家,2,中立,史诗,107,3,,
石拳食人魔,6,中立,普通,102,4,,
石牙野猪,1,中立,普通,62,7,,
破咒珠宝师,3,中立,稀有,104,4,,
破甲骑士,5,中立,普通,84,6,,
破碎残阳祭司,3,中立,普通,95,5,,
祖达克仪祭师,4,中立,稀有,54,7,,
神圣暴怒者,4,中立,普通,114,2,,
神殿狂战士,2,中立,普通,118,2,,
穆克拉,3,中立,传说,93,5,,
空军指挥官,4,中立,普通,65,7,,
空气栽培,5,德鲁伊,稀有,86,6,,
空降歹徒,2,中立,普通,65,7,,
竞技场主宰,6,中立,普通,87,5,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,109,3,,
精灵龙,2,中立,普通,107,3,,
紫罗兰典狱官,6,中立,普通,103,4,,
紫罗兰教师,4,中立,稀有,94,5,,
紫罗兰魔剑士,4,中立,普通,72,6,,
红龙女王阿莱克丝塔萨,9,中立,传说,115,2,,
纳特·帕格,2,中立,传说,66,7,,
织命者,3,德鲁伊,稀有,111,3,,
维克图斯,5,中立,传说,139,1,,
绿洲涌动者,5,德鲁伊,普通,162,1,,
绿洲钳嘴龟,4,中立,普通,79,6,,
绿皮船长,5,中立,传说,62,7,,
美味飞鱼,2,中立,普通,78,6,,
翡翠龙探险者,6,德鲁伊,普通,167,1,,
耶比托·乔巴斯,8,中立,传说,91,5,,
聒噪怪,1,德鲁伊,普通,123,2,,
腐肉食尸鬼,3,中立,普通,53,7,,
自然之力,5,德鲁伊,史诗,95,5,,
自然印记,3,德鲁伊,普通,97,4,,
自然研习,1,德鲁伊,普通,140,1,,
舒玛,7,中立,传说,114,2,,
艾泽里特元素,5,中立,史诗,57,7,,
艾露恩的女祭司,6,中立,普通,69,6,,
荆棘帮小偷,3,中立,普通,95,5,,
荆棘帮巫婆,4,中立,史诗,117,2,,
荆棘帮斗猪,2,中立,普通,145,1,,
荆棘谷猛虎,5,中立,普通,102,4,,
药水商人,1,中立,普通,78,6,,
莫尔葛工匠,2,中立,史诗,127,2,,
莽头食人魔,8,中立,史诗,105,3,,
萌物来袭,1,德鲁伊,普通,105,3,,
萌芽分裂,4,德鲁伊,稀有,103,4,,
萤火成群,5,德鲁伊,史诗,54,7,,
萨尔玛先知,3,中立,普通,53,7,,
萨索瓦尔,9,中立,传说,95,5,,
萨维斯,6,中立,传说,111,3,,
蓝腮战士,2,中立,普通,79,6,,
藏宝匪贼,4,中立,稀有,46,7,,
藏宝海湾保镖,5,中立,普通,81,6,,
虚灵改装师,1,中立,普通,125,2,,
蜂群来袭,3,德鲁伊,普通,112,3,,
血帆海盗,1,中立,稀有,71,6,,
血帆袭击者,2,中立,普通,98,4,,
血沼迅猛龙,2,中立,普通,97,4,,
血法师萨尔诺斯,2,中立,传说,92,5,,
血色十字军战士,3,中立,普通,117,2,,
血骑士,3,中立,史诗,99,4,,
被禁锢的萨特,3,德鲁伊,普通,77,6,,
被禁锢的邪犬,2,中立,普通,121,2,,
被缚的魔像,7,中立,稀有,154,1,,
裹尸匠,4,中立,史诗,78,6,,
觉醒巨龙伊瑟拉,9,德鲁伊,传说,70,6,,
角鹰兽,4,中立,普通,101,4,,
触手恐吓者,5,中立,史诗,69,6,,
诅咒教派领袖,4,中立,普通,104,4,,
诺兹多姆,9,中立,传说,61,7,,
课桌小鬼,0,中立,普通,68,7,,
负伤剑圣,3,中立,稀有,100,4,,
贪婪的书虫,2,中立,稀有,120,2,,
贫瘠之地饲养员,7,中立,史诗,78,6,,
赤红急先锋,4,中立,普通,126,2,,
起泡的腐泥怪,3,中立,稀有,82,6,,
转校生,2,中立,史诗,144,1,,
辟法奇美拉,2,中立,普通,78,6,,
辟法巨龙,6,中立,普通,153,1,,
辟法灵龙,4,中立,普通,110,3,,
辟法龙人,7,中立,普通,120,2,,
达拉然图书管理员,2,中立,普通,95,5,,
达拉然圣剑士,5,中立,普通,127,2,,
达拉然法师,3,中立,普通,48,7,,
过度生长,4,德鲁伊,普通,96,4,,
远古祝福,3,德鲁伊,普通,123,2,,
迦顿男爵,7,中立,传说,106,3,,
迷彩飞艇,6,中立,普通,82,6,,
逃脱的恐惧卫士,3,中立,普通,51,7,,
邪犬,2,中立,普通,88,5,,
邪鳍导航员,4,中立,普通,85,6,,
酸性沼泽软泥怪,2,中立,普通,108,3,,
野性之力,2,德鲁伊,普通,116,2,,
野性印记,2,德鲁伊,普通,113,3,,
野性成长,3,德鲁伊,普通,84,6,,
野性赐福,8,德鲁伊,普通,89,5,,
野蛮之击,1,德鲁伊,稀有,40,7,,
野蛮咆哮,3,德鲁伊,普通,126,2,,
金甲虫,3,中立,普通,101,4,,
钢铁甲虫,2,德鲁伊,稀有,106,3,,
钥匙专家阿拉巴斯特,7,中立,传说,144,1,,
铁喙猫头鹰,3,中立,普通,85,6,,
铁木树皮,2,德鲁伊,稀有,150,1,,
铁炉堡火枪手,3,中立,普通,76,6,,
铁鬃灰熊,3,中立,普通,89,5,,
银月城卫兵,4,中立,普通,92,5,,
银背族长,3,中立,普通,56,7,,
银色侍从,1,中立,普通,100,4,,
银色指挥官,6,中立,稀有,117,2,,
铸剑师,2,中立,稀有,72,6,,
锈誓信徒,4,中立,普通,64,7,,
锈誓新兵,2,中立,普通,127,2,,
锈骑劫匪,5,中立,普通,140,1,,
锐鳞骑士,3,中立,普通,99,4,,
闪金镇步兵,1,中立,普通,75,6,,
防护改装师,1,中立,普通,118,2,,
防护长袍,3,中立,稀有,86,6,,
阿努比萨斯战争使者,9,中立,普通,92,5,,
阿努比萨斯防御者,5,德鲁伊,史诗,111,3,,
阿古斯防御者,4,中立,稀有,115,2,,
阿曼尼狂战士,2,中立,普通,109,3,,
阿莱克丝塔萨,9,中立,传说,92,5,,
陶罐商人,1,中立,普通,75,6,,
隐秘破坏者,6,中立,史诗,0,7,,
隐秘绿洲,6,德鲁伊,稀有,134,1,,
雏龙巨婴,5,中立,普通,123,2,,
雕琢符文,6,德鲁伊,史诗,145,1,,
雷矛特种兵,5,中立,普通,87,5,,
雷霆绽放,0,德鲁伊,普通,60,7,,
霍格,6,中立,传说,104,4,,
霜狼步兵,2,中立,普通,76,6,,
霜狼督军,5,中立,普通,94,5,,
霸气的旅店老板娘,8,中立,普通,69,6,,
风怒鹰身人,6,中立,普通,59,7,,
风险投资公司雇佣兵,5,中立,普通,86,6,,
飞刀杂耍者,2,中立,稀有,108,3,,
飞天鱼人,5,中立,史诗,65,7,,
飞翼守护者,7,德鲁伊,稀有,174,1,,
飞行管理员,3,中立,普通,104,4,,
食人魔巫术师,5,中立,普通,85,6,,
食人魔法师,4,中立,普通,87,5,,
食腐破坏魔,6,中立,普通,105,3,,
食魔影豹,2,中立,普通,112,3,,
驯化的雷象,3,中立,史诗,103,4,,
骄傲的防御者,4,中立,普通,119,2,,
高级跟班厄尔克,4,中立,传说,46,7,,
魂缚灰舌,1,中立,普通,66,7,,
魔化大锅,3,中立,史诗,110,3,,
魔古信徒,1,中立,史诗,47,7,,
魔古山守望者,4,中立,普通,70,6,,
魔杖工匠,2,中立,普通,101,4,,
魔法幻象,4,中立,稀有,74,6,,
魔法订书匠,2,中立,普通,104,4,,
魔法飞毯,3,中立,史诗,76,6,,
魔瘾者,2,中立,稀有,51,7,,
魔药始祖龙,8,中立,普通,129,2,,
鱼人投手,2,中立,普通,98,4,,
鱼人招潮者,1,中立,稀有,69,6,,
鱼人木乃伊,1,中立,普通,102,4,,
鱼人杀手蟹,1,中立,史诗,68,7,,
鱼人猎潮者,2,中立,普通,86,6,,
鱼人袭击者,1,中立,普通,74,6,,
鱼人领军,3,中立,史诗,83,6,,
鱼人飞骑,4,中立,普通,127,2,,
鲁莽火箭兵,6,中立,普通,82,6,,
麦田傀儡,3,中立,普通,104,4,,
麻疯侏儒,1,中立,普通,65,7,,
黏指狗头人,5,中立,史诗,65,7,,
黑岩法术抄写员,6,中立,普通,136,1,,
黑铁矮人,4,中立,普通,132,1,,
黑骑士,6,中立,传说,114,2,,
龙喉巡天者,6,中立,普通,122,2,,
龙眠净化者,2,中立,史诗,93,5,,
