名称,费用,职业,稀有度,评分,评级,建议不选多张,
奥术傀儡,3,中立,稀有,65,7,,
奥术吞噬者,8,中立,稀有,62,7,,
奥秘守护者,1,中立,稀有,86,6,,
宿敌,4,盗贼,稀有,93,5,,
寒光先知,3,中立,稀有,51,7,,
小个子召唤师,2,中立,稀有,80,6,,
小精灵,0,中立,普通,74,6,,
小鬼召唤师,3,中立,稀有,82,6,,
少年惯偷,2,中立,普通,100,4,,
尼斐塞特仪祭师,2,中立,稀有,99,4,,
岩浆暴怒者,3,中立,普通,48,7,,
巡游向导,1,中立,普通,125,2,,
工匠大师欧沃斯巴克,3,中立,传说,105,3,,
工程师学徒,2,中立,普通,100,4,,
巨魔蝙蝠骑士,4,中立,普通,124,2,,
巨龙宝藏,1,盗贼,稀有,156,1,,
巫医,1,中立,普通,106,3,,
巫术替身,6,中立,普通,91,5,,
希亚玛特,7,中立,传说,154,1,,
帝王眼镜蛇,3,中立,稀有,106,3,,
年轻的女祭司,1,中立,稀有,100,4,,
年轻的酒仙,2,中立,普通,77,6,,
年迈的法师,4,中立,稀有,65,7,,
年迈的酒仙,4,中立,普通,88,5,,
幻化师,2,中立,史诗,103,4,,
幻觉药水,4,盗贼,史诗,70,6,,
幼龙饲养员,2,中立,稀有,104,4,,
幼龙鹰,1,中立,普通,62,7,,
废土刺客,5,中立,普通,109,3,,
废土守望者,5,中立,史诗,104,4,,
废土巨蝎,7,中立,普通,97,4,,
废料场巨像,10,中立,稀有,137,1,,
异教低阶牧师,2,中立,稀有,106,3,,
弗瑞兹·光巢,4,中立,传说,102,4,,
影袭,1,盗贼,普通,39,7,,
怪盗布缆鼠,2,中立,普通,103,4,,
怪盗恶霸,3,盗贼,普通,138,1,,
恐怖海盗,4,中立,普通,88,5,,
恐惧渡鸦,3,中立,史诗,100,4,,
恐狼前锋,2,中立,普通,92,5,,
恶毒铁匠,5,中立,普通,98,4,,
恶狼大法师,10,中立,史诗,115,2,,
感知宝珠,1,中立,传说,47,7,,
愤怒的小鸡,1,中立,稀有,61,7,,
慷慨的木乃伊,3,中立,稀有,0,7,,
憎恶,5,中立,稀有,62,7,,
战利品贮藏者,2,中立,普通,98,4,,
战略转移,1,盗贼,普通,60,7,,
托瓦格尔的阴谋,1,盗贼,稀有,51,7,,
抄袭,2,盗贼,普通,79,6,,
报警机器人,3,中立,稀有,27,7,,
拉文霍德刺客,7,中立,稀有,75,6,,
招虫的地精,3,中立,稀有,90,5,,
持枪恶霸,5,中立,史诗,99,4,,
持盾卫士,1,中立,普通,73,6,,
捣蛋鬼,3,中立,史诗,71,6,,
推土壮汉,9,中立,普通,117,2,,
摇摆矿锄,4,盗贼,史诗,126,2,,
攻城车,3,中立,稀有,71,6,,
散财军士,4,中立,普通,104,4,,
新生刺头,1,中立,普通,131,2,,
方阵指挥官,5,中立,普通,90,5,,
旅行医者,4,中立,普通,88,5,,
旋翼机,6,中立,普通,92,5,,
无面操纵者,5,中立,史诗,138,1,,
无面暴怒者,3,中立,普通,85,6,,
无面潜伏者,5,中立,普通,92,5,,
无面腐蚀者,5,中立,稀有,132,1,,
日怒保卫者,2,中立,稀有,105,3,,
昆虫收藏家,2,中立,普通,88,5,,
显眼的诱饵,6,中立,史诗,47,7,,
暗影塑形师,5,盗贼,史诗,87,5,,
暗影步,0,盗贼,普通,75,6,,
暗影珠宝师汉纳尔,2,盗贼,传说,58,7,,
暗心贤者,3,盗贼,史诗,119,2,,
暗鳞先知,1,中立,普通,59,7,,
暗鳞治愈者,5,中立,普通,92,5,,
暮光幼龙,4,中立,稀有,115,2,,
暴怒的狼人,3,中立,普通,74,6,,
暴走旋风,8,中立,史诗,54,7,,
暴风城勇士,7,中立,普通,77,6,,
暴风城骑士,4,中立,普通,79,6,,
月亮巨人守护者,10,中立,传说,87,5,,
未鉴定的合约,6,盗贼,史诗,147,1,,
末日预言者,2,中立,史诗,76,6,,
机械保险箱,6,中立,普通,121,2,,
机械幼龙技工,4,中立,普通,82,6,,
机械拷问者,4,中立,稀有,43,7,,
机械法医,5,中立,史诗,0,7,,
校长克尔苏加德,5,中立,传说,117,2,,
格鲁尔,8,中立,传说,76,6,,
档案员艾丽西娜,9,中立,传说,83,6,,
森金持盾卫士,4,中立,普通,102,4,,
欢快的同伴,1,中立,普通,99,4,,
止水湖蛇颈龙,5,中立,普通,115,2,,
死亡之影,4,盗贼,史诗,16,7,,
死亡之翼,10,中立,传说,88,5,,
死金药剂师,5,盗贼,史诗,109,3,,
毁灭之刃,3,盗贼,稀有,122,2,,
毒刃,2,盗贼,普通,121,2,,
毒鳍鱼人,1,中立,普通,76,6,,
比斯巨兽,6,中立,传说,83,6,,
沙漠方尖碑,5,中立,史诗,21,7,,
沙漠野兔,3,中立,普通,71,6,,
沙赫柯特工兵,4,盗贼,稀有,144,1,,
沼泽爬行者,5,中立,普通,92,5,,
法力之池,2,中立,普通,45,7,,
法力怨魂,2,中立,稀有,84,6,,
法奥瑞斯国王,10,中立,传说,98,4,,
法老御猫,1,盗贼,普通,150,1,,
活化扫帚,1,中立,普通,130,2,,
活化纪念碑,10,中立,普通,119,2,,
活化龙息,3,中立,普通,103,4,,
流沙元素,2,中立,稀有,104,4,,
浮夸的大四学长,6,中立,普通,156,1,,
海巨人,10,中立,史诗,114,2,,
海蛇蛋,2,中立,普通,38,7,,
淡水鳄,2,中立,普通,83,6,,
深坑鳄鱼,8,中立,普通,121,2,,
深潜炸弹,1,中立,稀有,52,7,,
深蓝系咒师,5,中立,稀有,93,5,,
渊狱至尊,8,中立,普通,95,5,,
渗透者莉莉安,4,盗贼,传说,170,1,,
游学者周卓,2,中立,传说,38,7,,
潜地蝎,4,中立,普通,129,2,,
火箭改装师,1,中立,普通,142,1,,
火鹰,3,中立,普通,120,2,,
灰发巫师,2,中立,史诗,91,5,,
灰舌杀手,2,盗贼,稀有,138,1,,
灼光战斗法师,1,中立,普通,108,3,,
烈日行者,6,中立,稀有,99,4,,
烛火吐息,6,盗贼,普通,101,4,,
热气球,1,中立,普通,91,5,,
熔火恶犬,7,中立,普通,71,6,,
牛头人战士,3,中立,普通,70,6,,
特殊坐骑商人,7,中立,稀有,102,4,,
狂傲的兽人,3,中立,普通,135,1,,
狂奔科多兽,5,中立,稀有,99,4,,
狂暴邪翼蝠,4,中立,稀有,65,7,,
狂野炎术师,2,中立,稀有,107,3,,
狐人恶棍,3,中立,史诗,143,1,,
狐人淬毒师,3,盗贼,普通,120,2,,
狗头人地卜师,2,中立,普通,65,7,,
狗头人沙漠步兵,2,中立,普通,62,7,,
狼人渗透者,1,中立,普通,102,4,,
狼骑兵,3,中立,普通,86,6,,
王牌猎人,5,中立,史诗,58,7,,
玛瑟里顿,4,中立,传说,27,7,,
玛维·影歌,4,中立,传说,129,2,,
玛里苟斯,9,中立,传说,76,6,,
甩笔侏儒,1,中立,普通,135,1,,
疯狂之灾祸,1,盗贼,稀有,49,7,,
疯狂召唤师,6,中立,稀有,61,7,,
疯狂投弹者,2,中立,普通,97,4,,
疯狂的炼金师,2,中立,稀有,94,5,,
疾跑,7,盗贼,普通,104,4,,
瘟疫使者,4,盗贼,普通,117,2,,
白银之手骑士,5,中立,普通,92,5,,
白骨怨灵,4,中立,普通,128,2,,
矮人考古学家,2,中立,史诗,100,4,,
石拳食人魔,6,中立,普通,99,4,,
石牙野猪,1,中立,普通,73,6,,
破咒珠宝师,3,中立,稀有,99,4,,
破甲骑士,5,中立,普通,83,6,,
破碎残阳祭司,3,中立,普通,95,5,,
祖达克仪祭师,4,中立,稀有,66,7,,
神圣暴怒者,4,中立,普通,107,3,,
神殿狂战士,2,中立,普通,109,3,,
秘密通道,1,盗贼,史诗,180,1,,
穆克拉,3,中立,传说,81,6,,
空中私掠者,2,盗贼,普通,133,1,,
空军指挥官,4,中立,普通,63,7,,
空降歹徒,2,中立,普通,74,6,,
窃取,1,盗贼,普通,86,6,,
竞技场主宰,6,中立,普通,93,5,,
米尔豪斯·法力风暴,2,中立,传说,2,7,,
精灵弓箭手,1,中立,普通,118,2,,
精灵龙,2,中立,普通,100,4,,
紫罗兰典狱官,6,中立,普通,112,3,,
紫罗兰教师,4,中立,稀有,94,5,,
紫罗兰魔剑士,4,中立,普通,68,7,,
红龙女王阿莱克丝塔萨,9,中立,传说,120,2,,
纳特·帕格,2,中立,传说,68,7,,
维克图斯,5,中立,传说,141,1,,
绿洲钳嘴龟,4,中立,普通,77,6,,
绿皮船长,5,中立,传说,71,6,,
美味飞鱼,2,中立,普通,68,7,,
耐心的刺客,2,盗贼,史诗,102,4,,
耶比托·乔巴斯,8,中立,传说,96,4,,
聪明的伪装,2,盗贼,普通,155,1,,
胁迫,3,盗贼,稀有,160,1,,
背刺,0,盗贼,普通,153,1,,
背叛,2,盗贼,普通,128,2,,
腐肉食尸鬼,3,中立,普通,53,7,,
自砺之锋,3,盗贼,稀有,64,7,,
致命药膏,1,盗贼,普通,121,2,,
舒玛,7,中立,传说,111,3,,
艾德温·范克里夫,3,盗贼,传说,121,2,,
艾泽里特元素,5,中立,史诗,58,7,,
艾露恩的女祭司,6,中立,普通,79,6,,
荆棘帮小偷,3,中立,普通,92,5,,
荆棘帮巫婆,4,中立,史诗,115,2,,
荆棘帮斗猪,2,中立,普通,139,1,,
荆棘帮蟊贼,4,盗贼,普通,134,1,,
荆棘谷猛虎,5,中立,普通,100,4,,
药水商人,1,中立,普通,96,4,,
莫尔葛工匠,2,中立,史诗,119,2,,
莽头食人魔,8,中立,史诗,109,3,,
菲里克·飞刺,6,盗贼,传说,155,1,,
萨尔玛先知,3,中立,普通,54,7,,
萨索瓦尔,9,中立,传说,99,4,,
萨维斯,6,中立,传说,114,2,,
蓝腮战士,2,中立,普通,77,6,,
藏宝匪贼,4,中立,稀有,81,6,,
藏宝海湾保镖,5,中立,普通,86,6,,
虚灵改装师,1,中立,普通,138,1,,
蜡烛学,2,盗贼,普通,103,4,,
蜡烛巨龙,5,盗贼,传说,113,3,,
血帆海盗,1,中立,稀有,81,6,,
血帆袭击者,2,中立,普通,107,3,,
血帆飞贼,1,盗贼,普通,95,5,,
血沼迅猛龙,2,中立,普通,87,5,,
血法师萨尔诺斯,2,中立,传说,98,4,,
血色十字军战士,3,中立,普通,109,3,,
血骑士,3,中立,史诗,100,4,,
被埋葬的安卡,5,盗贼,传说,78,6,,
被禁锢的邪犬,2,中立,普通,108,3,,
被缚的魔像,7,中立,稀有,151,1,,
被诅咒的流浪者,7,盗贼,普通,129,2,,
裂颅之击,3,盗贼,稀有,59,7,,
裹尸匠,4,中立,史诗,76,6,,
角鹰兽,4,中立,普通,106,3,,
触手恐吓者,5,中立,史诗,71,6,,
詹迪斯·巴罗夫,5,盗贼,传说,248,1,,
诅咒教派领袖,4,中立,普通,107,3,,
诺兹多姆,9,中立,传说,65,7,,
课桌小鬼,0,中立,普通,74,6,,
调皮的大二学妹,4,盗贼,稀有,122,2,,
负伤剑圣,3,中立,稀有,96,4,,
贪婪的书虫,2,中立,稀有,102,4,,
贫瘠之地饲养员,7,中立,史诗,83,6,,
赤红急先锋,4,中立,普通,132,1,,
起泡的腐泥怪,3,中立,稀有,65,7,,
转校生,2,中立,史诗,135,1,,
辟法奇美拉,2,中立,普通,76,6,,
辟法巨龙,6,中立,普通,154,1,,
辟法灵龙,4,中立,普通,110,3,,
辟法龙人,7,中立,普通,129,2,,
达拉然图书管理员,2,中立,普通,86,6,,
达拉然圣剑士,5,中立,普通,119,2,,
达拉然法师,3,中立,普通,48,7,,
连环腿大师,2,盗贼,史诗,133,1,,
迦顿男爵,7,中立,传说,100,4,,
迪菲亚头目,2,盗贼,普通,101,4,,
迷彩飞艇,6,中立,普通,83,6,,
逃脱的恐惧卫士,3,中立,普通,47,7,,
邪恶计谋,2,盗贼,普通,119,2,,
邪犬,2,中立,普通,88,5,,
邪鳍导航员,4,中立,普通,85,6,,
酸性沼泽软泥怪,2,中立,普通,99,4,,
金甲虫,3,中立,普通,106,3,,
钉棍终结者,1,盗贼,稀有,95,5,,
钢铁舞者,4,盗贼,史诗,127,2,,
钥匙专家阿拉巴斯特,7,中立,传说,147,1,,
钩镰弯刀,3,盗贼,普通,105,3,,
铁喙猫头鹰,3,中立,普通,92,5,,
铁炉堡火枪手,3,中立,普通,77,6,,
铁鬃灰熊,3,中立,普通,91,5,,
银月城卫兵,4,中立,普通,87,5,,
银背族长,3,中立,普通,60,7,,
银色侍从,1,中立,普通,109,3,,
银色指挥官,6,中立,稀有,118,2,,
铸剑师,2,中立,稀有,64,7,,
锈誓信徒,4,中立,普通,64,7,,
锈誓新兵,2,中立,普通,119,2,,
锈骑劫匪,5,中立,普通,143,1,,
锐鳞骑士,3,中立,普通,94,5,,
闪金镇步兵,1,中立,普通,87,5,,
间谍女郎,1,盗贼,普通,127,2,,
闷棍,2,盗贼,普通,155,1,,
防护改装师,1,中立,普通,137,1,,
防护长袍,3,中立,稀有,85,6,,
阿努比萨斯战争使者,9,中立,普通,106,3,,
阿卡玛,3,盗贼,传说,109,3,,
阿古斯防御者,4,中立,稀有,124,2,,
阿曼尼狂战士,2,中立,普通,101,4,,
阿莱克丝塔萨,9,中立,传说,100,4,,
陶罐商人,1,中立,普通,88,5,,
隐秘破坏者,6,中立,史诗,0,7,,
集市恶痞,5,盗贼,稀有,121,2,,
雏龙巨婴,5,中立,普通,127,2,,
雷矛特种兵,5,中立,普通,89,5,,
霍格,6,中立,传说,108,3,,
霜狼步兵,2,中立,普通,69,6,,
霜狼督军,5,中立,普通,98,4,,
霸气的旅店老板娘,8,中立,普通,82,6,,
风怒鹰身人,6,中立,普通,61,7,,
风险投资公司雇佣兵,5,中立,普通,81,6,,
飞刀杂耍者,2,中立,稀有,107,3,,
飞天鱼人,5,中立,史诗,63,7,,
飞行管理员,3,中立,普通,99,4,,
食人魔巫术师,5,中立,普通,86,6,,
食人魔法师,4,中立,普通,86,6,,
食腐破坏魔,6,中立,普通,105,3,,
食魔影豹,2,中立,普通,107,3,,
驯化的雷象,3,中立,史诗,90,5,,
骄傲的防御者,4,中立,普通,123,2,,
高级跟班厄尔克,4,中立,传说,77,6,,
魂缚灰舌,1,中立,普通,52,7,,
魔化大锅,3,中立,史诗,116,2,,
魔古信徒,1,中立,史诗,57,7,,
魔古山守望者,4,中立,普通,80,6,,
魔杖工匠,2,中立,普通,93,5,,
魔杖窃贼,1,盗贼,普通,130,2,,
魔法幻象,4,中立,稀有,89,5,,
魔法订书匠,2,中立,普通,96,4,,
魔法飞毯,3,中立,史诗,95,5,,
魔瘾者,2,中立,稀有,43,7,,
魔药始祖龙,8,中立,普通,136,1,,
鱼人投手,2,中立,普通,88,5,,
鱼人招潮者,1,中立,稀有,80,6,,
鱼人木乃伊,1,中立,普通,110,3,,
鱼人杀手蟹,1,中立,史诗,78,6,,
鱼人猎潮者,2,中立,普通,77,6,,
鱼人袭击者,1,中立,普通,87,5,,
鱼人领军,3,中立,史诗,82,6,,
鱼人飞骑,4,中立,普通,129,2,,
鲁莽火箭兵,6,中立,普通,85,6,,
麦田傀儡,3,中立,普通,98,4,,
麻疯侏儒,1,中立,普通,76,6,,
黏指狗头人,5,中立,史诗,66,7,,
黑岩法术抄写员,6,中立,普通,142,1,,
黑铁矮人,4,中立,普通,130,2,,
黑骑士,6,中立,传说,110,3,,
龙喉巡天者,6,中立,普通,120,2,,
龙眠净化者,2,中立,史诗,83,6,,
