名称,费用,职业,稀有度,评分,评级,建议不选多张,
狼人渗透者,1,中立,普通,93,5,,
狼骑兵,3,中立,普通,88,5,,
王牌猎人,5,中立,史诗,62,7,,
玛瑟里顿,4,中立,传说,20,7,,
玛维·影歌,4,中立,传说,129,2,,
玛里苟斯,9,中立,传说,70,6,,
瓦迪瑞斯·邪噬,7,术士,传说,125,2,,
甩笔侏儒,1,中立,普通,126,2,,
疯狂召唤师,6,中立,稀有,60,7,,
疯狂投弹者,2,中立,普通,115,2,,
疯狂的灵翼龙,5,术士,稀有,119,2,,
疯狂的炼金师,2,中立,稀有,105,3,,
白银之手骑士,5,中立,普通,98,4,,
白骨怨灵,4,中立,普通,137,1,,
矮人考古学家,2,中立,史诗,114,2,,
石拳食人魔,6,中立,普通,106,3,,
石牙野猪,1,中立,普通,61,7,,
破咒珠宝师,3,中立,稀有,115,2,,
破甲骑士,5,中立,普通,89,5,,
破碎残阳祭司,3,中立,普通,102,4,,
祖达克仪祭师,4,中立,稀有,69,6,,
神圣暴怒者,4,中立,普通,126,2,,
神殿狂战士,2,中立,普通,129,2,,
穆克拉,3,中立,传说,110,3,,
空军指挥官,4,中立,普通,68,7,,
空降歹徒,2,中立,普通,73,6,,
竞技场主宰,6,中立,普通,91,5,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,109,3,,
精灵龙,2,中立,普通,126,2,,
精魂狱卒,1,术士,普通,113,3,,
紫罗兰典狱官,6,中立,普通,110,3,,
紫罗兰教师,4,中立,稀有,96,4,,
紫罗兰魔剑士,4,中立,普通,69,6,,
红龙女王阿莱克丝塔萨,9,中立,传说,119,2,,
纳特·帕格,2,中立,传说,65,7,,
维克图斯,5,中立,传说,150,1,,
绿洲钳嘴龟,4,中立,普通,85,6,,
绿皮船长,5,中立,传说,66,7,,
美味飞鱼,2,中立,普通,85,6,,
耶比托·乔巴斯,8,中立,传说,96,4,,
脆骨破坏者,4,术士,稀有,193,1,,
腐肉食尸鬼,3,中立,普通,57,7,,
腐蚀术,1,术士,普通,98,4,,
至尊盗王拉法姆,7,术士,传说,196,1,,
至暗时刻,6,术士,史诗,21,7,,
舒玛,7,中立,传说,117,2,,
艾泽里特元素,5,中立,史诗,57,7,,
艾露恩的女祭司,6,中立,普通,78,6,,
荆棘帮小偷,3,中立,普通,104,4,,
荆棘帮巫婆,4,中立,史诗,128,2,,
荆棘帮斗猪,2,中立,普通,155,1,,
荆棘谷猛虎,5,中立,普通,109,3,,
药水商人,1,中立,普通,84,6,,
莫尔葛工匠,2,中立,史诗,134,1,,
莽头食人魔,8,中立,史诗,103,4,,
萨尔玛先知,3,中立,普通,57,7,,
萨索瓦尔,9,中立,传说,90,5,,
萨维斯,6,中立,传说,113,3,,
蓝腮战士,2,中立,普通,83,6,,
藏宝匪贼,4,中立,稀有,49,7,,
藏宝海湾保镖,5,中立,普通,86,6,,
虚灵改装师,1,中立,普通,125,2,,
虚空召唤,1,术士,普通,70,6,,
虚空吐息,2,术士,稀有,119,2,,
虚空吸食者,5,术士,史诗,102,4,,
虚空恐魔,3,术士,稀有,80,6,,
虚空行者,1,术士,普通,102,4,,
血帆海盗,1,中立,稀有,71,6,,
血帆袭击者,2,中立,普通,108,3,,
血沼迅猛龙,2,中立,普通,108,3,,
血法师萨尔诺斯,2,中立,传说,88,5,,
血肉巨人,8,术士,史诗,102,4,,
血色十字军战士,3,中立,普通,131,2,,
血骑士,3,中立,史诗,106,3,,
被禁锢的拾荒小鬼,2,术士,稀有,121,2,,
被禁锢的邪犬,2,中立,普通,128,2,,
被缚的魔像,7,中立,稀有,160,1,,
裂隙屠夫,6,术士,史诗,144,1,,
裹尸匠,4,中立,史诗,83,6,,
角鹰兽,4,中立,普通,105,3,,
触手恐吓者,5,中立,史诗,70,6,,
诅咒教派领袖,4,中立,普通,103,4,,
诺兹多姆,9,中立,传说,61,7,,
课桌小鬼,0,中立,普通,71,6,,
负伤剑圣,3,中立,稀有,110,3,,
贪婪的书虫,2,中立,稀有,144,1,,
贫瘠之地饲养员,7,中立,史诗,75,6,,
赤红急先锋,4,中立,普通,136,1,,
起泡的腐泥怪,3,中立,稀有,66,7,,
转校生,2,中立,史诗,153,1,,
辟法奇美拉,2,中立,普通,83,6,,
辟法巨龙,6,中立,普通,163,1,,
辟法灵龙,4,中立,普通,125,2,,
辟法龙人,7,中立,普通,131,2,,
达拉然图书管理员,2,中立,普通,105,3,,
达拉然圣剑士,5,中立,普通,138,1,,
达拉然法师,3,中立,普通,49,7,,
过期货物专卖商,2,术士,稀有,91,5,,
迦顿男爵,7,中立,传说,101,4,,
迷彩飞艇,6,中立,普通,85,6,,
逃脱的恐惧卫士,3,中立,普通,59,7,,
邪恶交易,1,术士,普通,129,2,,
邪犬,2,中立,普通,107,3,,
邪能学说,1,术士,史诗,87,5,,
邪能领主贝图格,8,术士,传说,100,4,,
邪魔仆从,1,术士,普通,89,5,,
邪鳍导航员,4,中立,普通,91,5,,
酸性沼泽软泥怪,2,中立,普通,119,2,,
金甲虫,3,中立,普通,105,3,,
钥匙专家阿拉巴斯特,7,中立,传说,139,1,,
铁喙猫头鹰,3,中立,普通,94,5,,
铁炉堡火枪手,3,中立,普通,79,6,,
铁鬃灰熊,3,中立,普通,98,4,,
银月城卫兵,4,中立,普通,104,4,,
银背族长,3,中立,普通,62,7,,
银色侍从,1,中立,普通,102,4,,
银色指挥官,6,中立,稀有,121,2,,
铸剑师,2,中立,稀有,79,6,,
锈誓信徒,4,中立,普通,69,6,,
锈誓新兵,2,中立,普通,137,1,,
锈骑劫匪,5,中立,普通,147,1,,
锐鳞骑士,3,中立,普通,105,3,,
闪金镇步兵,1,中立,普通,77,6,,
防护改装师,1,中立,普通,122,2,,
防护长袍,3,中立,稀有,93,5,,
阿兰纳丝蛛后,6,术士,普通,117,2,,
阿努比萨斯战争使者,9,中立,普通,86,6,,
阿古斯防御者,4,中立,稀有,117,2,,
阿曼尼狂战士,2,中立,普通,118,2,,
阿莱克丝塔萨,9,中立,传说,96,4,,
陶罐商人,1,中立,普通,74,6,,
隐秘破坏者,6,中立,史诗,0,7,,
雏龙巨婴,5,中立,普通,129,2,,
雷矛特种兵,5,中立,普通,90,5,,
霍格,6,中立,传说,110,3,,
霜狼步兵,2,中立,普通,85,6,,
霜狼督军,5,中立,普通,96,4,,
霸气的旅店老板娘,8,中立,普通,76,6,,
风怒鹰身人,6,中立,普通,61,7,,
风险投资公司雇佣兵,5,中立,普通,88,5,,
飞刀杂耍者,2,中立,稀有,116,2,,
飞天鱼人,5,中立,史诗,64,7,,
飞行管理员,3,中立,普通,114,2,,
食人魔巫术师,5,中立,普通,90,5,,
食人魔法师,4,中立,普通,92,5,,
食腐破坏魔,6,中立,普通,110,3,,
食魔影豹,2,中立,普通,109,3,,
驯化的雷象,3,中立,史诗,105,3,,
骄傲的防御者,4,中立,普通,134,1,,
骨网之卵,2,术士,稀有,70,6,,
高级跟班厄尔克,4,中立,传说,75,6,,
高阶女巫维洛,9,术士,传说,89,5,,
魂缚灰舌,1,中立,普通,46,7,,
魅魔,2,术士,普通,79,6,,
魔化大锅,3,中立,史诗,109,3,,
魔古信徒,1,中立,史诗,46,7,,
魔古山守望者,4,中立,普通,80,6,,
魔杖工匠,2,中立,普通,108,3,,
魔法幻象,4,中立,稀有,89,5,,
魔法订书匠,2,中立,普通,113,3,,
魔法飞毯,3,中立,史诗,76,6,,
魔瘾者,2,中立,稀有,57,7,,
魔药始祖龙,8,中立,普通,133,1,,
鱼人投手,2,中立,普通,105,3,,
鱼人招潮者,1,中立,稀有,70,6,,
鱼人木乃伊,1,中立,普通,104,4,,
鱼人杀手蟹,1,中立,史诗,67,7,,
鱼人猎潮者,2,中立,普通,94,5,,
鱼人袭击者,1,中立,普通,77,6,,
鱼人领军,3,中立,史诗,89,5,,
鱼人飞骑,4,中立,普通,130,2,,
鲁莽火箭兵,6,中立,普通,81,6,,
鲜血小鬼,1,术士,普通,44,7,,
麦田傀儡,3,中立,普通,116,2,,
麻疯侏儒,1,中立,普通,64,7,,
黏指狗头人,5,中立,史诗,65,7,,
黑岩法术抄写员,6,中立,普通,140,1,,
黑暗之门,4,术士,稀有,56,7,,
黑暗天际,3,术士,史诗,66,7,,
黑暗法老塔卡恒,5,术士,传说,64,7,,
黑眼,3,术士,史诗,110,3,,
黑铁矮人,4,中立,普通,141,1,,
黑骑士,6,中立,传说,108,3,,
龙喉巡天者,6,中立,普通,133,1,,
龙眠净化者,2,中立,史诗,147,1,,
