名称,费用,职业,稀有度,评分,评级,建议不选多张,
沼泽爬行者,5,中立,普通,70,6,,
法力怨魂,2,中立,稀有,103,4,,
波戈蒙斯塔,8,中立,传说,49,7,,
活化扫帚,1,中立,普通,115,2,,
浮夸的大四学长,6,中立,普通,161,1,,
海巨人,10,中立,史诗,146,1,,
淡水鳄,2,中立,普通,106,3,,
深渊滑行者索苟斯,9,中立,传说,95,5,,
渊狱至尊,8,中立,普通,117,2,,
游学者周卓,2,中立,传说,16,7,,
潜地蝎,4,中立,普通,156,1,,
火箭改装师,1,中立,普通,142,1,,
炫目火鸟,4,中立,普通,90,5,,
炽炎蝙蝠,1,猎人,普通,128,2,,
烈日行者,6,中立,稀有,64,7,,
照明弹,2,猎人,稀有,51,7,,
熔火恶犬,7,中立,普通,68,7,,
爆炸射击,5,猎人,稀有,119,2,,
爆炸陷阱,2,猎人,普通,106,3,,
牛头人战士,3,中立,普通,55,7,,
狂傲的兽人,3,中立,普通,118,2,,
狂奔科多兽,5,中立,稀有,115,2,,
狂暴邪翼蝠,4,中立,稀有,48,7,,
狂欢小丑,9,中立,史诗,229,1,,
狂热的新兵,1,中立,普通,82,6,,
狂踏的犀牛,5,猎人,稀有,123,2,,
狂野怒火,1,猎人,史诗,61,7,,
狂野炎术师,2,中立,稀有,117,2,,
狗头人地卜师,2,中立,普通,61,7,,
狙击,2,猎人,普通,84,6,,
狼人渗透者,1,中立,普通,106,3,,
狼人追猎者,3,猎人,稀有,77,6,,
狼骑兵,3,中立,普通,88,5,,
猎人印记,2,猎人,普通,101,4,,
王牌猎人,5,中立,史诗,18,7,,
玛克希玛·雷管,6,猎人,传说,90,5,,
玛瑟里顿,4,中立,传说,0,7,,
玛维·影歌,4,中立,传说,115,2,,
玛里苟斯,9,中立,传说,53,7,,
瑞林的步枪,4,猎人,传说,226,1,,
甩笔侏儒,1,中立,普通,139,1,,
畸变狂战士,4,中立,普通,68,7,,
畸变的龙鹰,7,中立,普通,54,7,,
疯狂投弹者,2,中立,普通,105,3,,
疯狂的炼金师,2,中立,稀有,96,4,,
白银之手骑士,5,中立,普通,91,5,,
百变泽鲁斯,1,中立,传说,59,7,,
盛装演员,2,中立,普通,62,7,,
石拳食人魔,6,中立,普通,93,5,,
石牙野猪,1,中立,普通,97,4,,
破碎残阳祭司,3,中立,普通,90,5,,
砸场游客,2,中立,普通,116,2,,
神圣暴怒者,4,中立,普通,90,5,,
神秘获奖者,1,猎人,普通,131,2,,
穆克拉,3,中立,传说,85,6,,
竞技场主宰,6,中立,普通,84,6,,
米尔豪斯·法力风暴,2,中立,传说,54,7,,
精灵弓箭手,1,中立,普通,124,2,,
精灵龙,2,中立,普通,103,4,,
紫罗兰教师,4,中立,稀有,84,6,,
纳格兰大冲撞,10,猎人,史诗,203,1,,
纳特·帕格,2,中立,传说,51,7,,
维克图斯,5,中立,传说,168,1,,
绿洲钳嘴龟,4,中立,普通,74,6,,
绿皮船长,5,中立,传说,60,7,,
脱轨过山车,5,中立,稀有,138,1,,
腐化先知,6,中立,稀有,98,4,,
腐化治疗机器人,5,中立,稀有,84,6,,
腐巢幼龙,5,猎人,稀有,109,3,,
腐肉虫,3,猎人,普通,98,4,,
腐肉食尸鬼,3,中立,普通,31,7,,
腐食研习,1,猎人,普通,109,3,,
致命射击,3,猎人,普通,116,2,,
舞动的眼镜蛇,2,猎人,普通,151,1,,
艾尔文灾星霍格,7,中立,传说,55,7,,
艾露恩的女祭司,6,中立,普通,52,7,,
苔原犀牛,5,猎人,普通,79,6,,
荆棘谷猛虎,5,中立,普通,104,4,,
莫克纳萨将狮,4,猎人,稀有,162,1,,
莫尔葛工匠,2,中立,史诗,119,2,,
萌物来袭,1,猎人,普通,95,5,,
萨尔玛先知,3,中立,普通,41,7,,
萨维斯,6,中立,传说,127,2,,
蓝腮战士,2,中立,普通,89,5,,
藏宝海湾保镖,5,中立,普通,74,6,,
虚灵改装师,1,中立,普通,137,1,,
蛛魔先知,6,中立,普通,93,5,,
蠕动的恐魔,2,中立,普通,99,4,,
血帆海盗,1,中立,稀有,84,6,,
血帆袭击者,2,中立,普通,103,4,,
血沼迅猛龙,2,中立,普通,111,3,,
血法师萨尔诺斯,2,中立,传说,85,6,,
血色十字军战士,3,中立,普通,94,5,,
血骑士,3,中立,史诗,90,5,,
被感染的牛头人,4,中立,普通,65,7,,
被感染的贮藏者,4,中立,普通,82,6,,
被禁锢的邪犬,2,中立,普通,106,3,,
被禁锢的魔喉,2,猎人,普通,110,3,,
裂地触须,3,中立,普通,76,6,,
裂树三叶虫,4,猎人,史诗,220,1,,
角斗士的长弓,7,猎人,史诗,176,1,,
诅咒教派领袖,4,中立,普通,95,5,,
误导,2,猎人,稀有,35,7,,
请勿投食,2,猎人,史诗,25,7,,
诺兹多姆,9,中立,传说,49,7,,
课桌小鬼,0,中立,普通,65,7,,
负伤剑圣,3,中立,稀有,98,4,,
贪婪的书虫,2,中立,稀有,128,2,,
贫瘠之地饲养员,7,中立,史诗,111,3,,
赤红急先锋,4,中立,普通,131,2,,
起泡的腐泥怪,3,中立,稀有,44,7,,
转校生,2,中立,史诗,147,1,,
达拉然法师,3,中立,普通,19,7,,
迅蹄珠齿象,5,中立,普通,126,2,,
进化的狗头人,4,中立,普通,2,7,,
远古造物之血,9,中立,史诗,67,7,,
迦顿男爵,7,中立,传说,146,1,,
追踪术,1,猎人,普通,122,2,,
逃脱的恐惧卫士,3,中立,普通,42,7,,
邪教药剂师,5,中立,普通,32,7,,
邪鳍导航员,4,中立,普通,69,6,,
酸性沼泽软泥怪,2,中立,普通,107,3,,
金牌猎手克里,3,猎人,传说,144,1,,
钥匙专家阿拉巴斯特,7,中立,传说,204,1,,
铁喙猫头鹰,3,中立,普通,65,7,,
铁炉堡火枪手,3,中立,普通,76,6,,
铁鬃灰熊,3,中立,普通,101,4,,
银月城卫兵,4,中立,普通,66,7,,
银背族长,3,中立,普通,45,7,,
银色侍从,1,中立,普通,108,3,,
银色指挥官,6,中立,稀有,147,1,,
铸剑师,2,中立,稀有,59,7,,
锈誓信徒,4,中立,普通,34,7,,
锈誓新兵,2,中立,普通,119,2,,
锈骑劫匪,5,中立,普通,121,2,,
长鬃草原狮,6,猎人,稀有,172,1,,
闪金镇步兵,1,中立,普通,86,6,,
闹闹机器人,5,中立,普通,61,7,,
防护改装师,1,中立,普通,124,2,,
防护长袍,3,中立,稀有,73,6,,
阴暗渔夫纳特,2,中立,传说,10,7,,
阿古斯防御者,4,中立,稀有,97,4,,
阿曼尼狂战士,2,中立,普通,102,4,,
阿莱克丝塔萨,9,中立,传说,113,3,,
集群战术,2,猎人,稀有,98,4,,
雷矛特种兵,5,中立,普通,84,6,,
霍格,6,中立,传说,103,4,,
霜狼步兵,2,中立,普通,70,6,,
霜狼督军,5,中立,普通,112,3,,
顶级捕食者兹克索尔,3,猎人,传说,171,1,,
风怒鹰身人,6,中立,普通,46,7,,
风险投资公司雇佣兵,5,中立,普通,66,7,,
飞刀杂耍者,2,中立,稀有,109,3,,
食人魔巫术师,5,中立,普通,76,6,,
食人魔法师,4,中立,普通,72,6,,
食腐土狼,2,猎人,普通,101,4,,
食腐破坏魔,6,中立,普通,107,3,,
食魔影豹,2,中立,普通,214,1,,
饥饿的秃鹫,5,猎人,普通,46,7,,
饱腹巨蟒,3,猎人,稀有,175,1,,
香蕉商贩,3,中立,普通,70,6,,
马戏团医师,4,中立,普通,118,2,,
马戏团融合怪,4,中立,普通,142,1,,
驯兽师,4,猎人,普通,95,5,,
驯化的雷象,3,中立,史诗,118,2,,
高级跟班厄尔克,4,中立,传说,4,7,,
魂缚灰舌,1,中立,普通,68,7,,
魔化大锅,3,中立,史诗,54,7,,
魔古山守望者,4,中立,普通,35,7,,
魔杖工匠,2,中立,普通,144,1,,
魔瘾者,2,中立,稀有,45,7,,
魔药始祖龙,8,中立,普通,190,1,,
鱼人招潮者,1,中立,稀有,83,6,,
鱼人杀手蟹,1,中立,史诗,96,4,,
鱼人猎潮者,2,中立,普通,82,6,,
鱼人袭击者,1,中立,普通,82,6,,
鱼人领军,3,中立,史诗,73,6,,
鱼人飞骑,4,中立,普通,148,1,,
鲁莽火箭兵,6,中立,普通,70,6,,
鹰角弓,3,猎人,稀有,184,1,,
鹿角小飞兔,1,猎人,普通,146,1,,
麦田傀儡,3,中立,普通,99,4,,
麻疯侏儒,1,中立,普通,91,5,,
黑岩法术抄写员,6,中立,普通,168,1,,
黑暗低语者,5,中立,史诗,38,7,,
黑水海盗,4,中立,稀有,40,7,,
黑铁矮人,4,中立,普通,127,2,,
黑骑士,6,中立,传说,96,4,,
黑龙领主死亡之翼,10,中立,传说,117,2,,
龙喉巡天者,6,中立,普通,123,2,,
