名称,费用,职业,稀有度,评分,评级,建议不选多张,
多彩龙卵,5,中立,史诗,48,7,,
夜刃刺客,5,中立,普通,72,6,,
大厨诺米,7,中立,传说,62,7,,
大地之环先知,3,中立,普通,97,4,,
大检察官怀特迈恩,7,中立,传说,117,2,,
大法师,6,中立,普通,75,6,,
大法师瓦格斯,4,中立,传说,92,5,,
夺日者战斗法师,5,中立,稀有,73,6,,
夺日者间谍,2,中立,普通,86,6,,
夺烛木乃伊,3,中立,普通,122,2,,
奈瑟兰达姆斯,9,恶魔猎手,传说,156,1,,
奔逃的魔刃豹,4,中立,史诗,100,4,,
奥,5,中立,传说,119,2,,
奥妮克希亚,9,中立,传说,105,3,,
奥术仆从,2,中立,普通,86,6,,
奥术傀儡,3,中立,稀有,58,7,,
奥术吞噬者,8,中立,稀有,50,7,,
奥秘守护者,1,中立,稀有,51,7,,
奥达奇战刃,3,恶魔猎手,普通,105,3,,
寒光先知,3,中立,稀有,52,7,,
小个子召唤师,2,中立,稀有,82,6,,
小精灵,0,中立,普通,63,7,,
小鬼召唤师,3,中立,稀有,79,6,,
尼斐塞特仪祭师,2,中立,稀有,114,2,,
岩浆暴怒者,3,中立,普通,62,7,,
工匠大师欧沃斯巴克,3,中立,传说,95,5,,
工程师学徒,2,中立,普通,102,4,,
巨型大恶魔,8,恶魔猎手,稀有,124,2,,
巨魔蝙蝠骑士,4,中立,普通,124,2,,
巫医,1,中立,普通,83,6,,
希亚玛特,7,中立,传说,159,1,,
帝王眼镜蛇,3,中立,稀有,100,4,,
年轻的女祭司,1,中立,稀有,81,6,,
年轻的酒仙,2,中立,普通,88,5,,
年迈的法师,4,中立,稀有,57,7,,
年迈的酒仙,4,中立,普通,90,5,,
幻化师,2,中立,史诗,89,5,,
幼龙饲养员,2,中立,稀有,107,3,,
幼龙鹰,1,中立,普通,41,7,,
幽灵视觉,2,恶魔猎手,普通,113,3,,
废土刺客,5,中立,普通,102,4,,
废土守望者,5,中立,史诗,109,3,,
废土巨蝎,7,中立,普通,85,6,,
废料场巨像,10,中立,稀有,116,2,,
弗瑞兹·光巢,4,中立,传说,101,4,,
影蹄杀手,1,恶魔猎手,普通,109,3,,
心中的恶魔,8,恶魔猎手,普通,55,7,,
怒刺蛮兵,5,恶魔猎手,史诗,132,1,,
怒鳞纳迦,3,恶魔猎手,史诗,58,7,,
怪盗布缆鼠,2,中立,普通,106,3,,
恐怖海盗,4,中立,普通,80,6,,
恐惧渡鸦,3,中立,史诗,99,4,,
恐狼前锋,2,中立,普通,90,5,,
恶毒铁匠,5,中立,普通,89,5,,
恶狼大法师,10,中立,史诗,89,5,,
恶魔变形,5,恶魔猎手,传说,187,1,,
愤怒的女祭司,7,恶魔猎手,稀有,167,1,,
愤怒的小鸡,1,中立,稀有,41,7,,
慷慨的木乃伊,3,中立,稀有,0,7,,
憎恶,5,中立,稀有,90,5,,
战利品贮藏者,2,中立,普通,110,3,,
战斗邪犬,1,恶魔猎手,普通,80,6,,
报警机器人,3,中立,稀有,30,7,,
拉文霍德刺客,7,中立,稀有,70,6,,
招虫的地精,3,中立,稀有,96,4,,
持枪恶霸,5,中立,史诗,101,4,,
持盾卫士,1,中立,普通,67,7,,
捣蛋鬼,3,中立,史诗,73,6,,
推土壮汉,9,中立,普通,105,3,,
攻城车,3,中立,稀有,73,6,,
散财军士,4,中立,普通,103,4,,
斩炎,7,恶魔猎手,史诗,226,1,,
方阵指挥官,5,中立,普通,85,6,,
旅行医者,4,中立,普通,83,6,,
旋翼机,6,中立,普通,92,5,,
无面操纵者,5,中立,史诗,104,4,,
无面暴怒者,3,中立,普通,92,5,,
无面潜伏者,5,中立,普通,94,5,,
无面腐蚀者,5,中立,稀有,135,1,,
日怒保卫者,2,中立,稀有,111,3,,
昆虫收藏家,2,中立,普通,110,3,,
显眼的诱饵,6,中立,史诗,59,7,,
暗鳞先知,1,中立,普通,39,7,,
暗鳞治愈者,5,中立,普通,90,5,,
暮光幼龙,4,中立,稀有,93,5,,
暴怒的狼人,3,中立,普通,77,6,,
暴怒的邪鳍,2,恶魔猎手,稀有,110,3,,
暴怒邪吼者,4,恶魔猎手,稀有,110,3,,
暴走旋风,8,中立,史诗,60,7,,
暴风城勇士,7,中立,普通,85,6,,
暴风城骑士,4,中立,普通,79,6,,
月亮巨人守护者,10,中立,传说,116,2,,
末日预言者,2,中立,史诗,86,6,,
机械保险箱,6,中立,普通,113,3,,
机械幼龙技工,4,中立,普通,82,6,,
机械拷问者,4,中立,稀有,26,7,,
机械法医,5,中立,史诗,0,7,,
格鲁尔,8,中立,传说,73,6,,
档案员艾丽西娜,9,中立,传说,74,6,,
棕红之翼,2,恶魔猎手,普通,132,1,,
森金持盾卫士,4,中立,普通,103,4,,
欢快的同伴,1,中立,普通,78,6,,
死亡之翼,10,中立,传说,127,2,,
毒鳍鱼人,1,中立,普通,52,7,,
比斯巨兽,6,中立,传说,74,6,,
沙漠方尖碑,5,中立,史诗,1,7,,
沙漠野兔,3,中立,普通,79,6,,
沼泽爬行者,5,中立,普通,93,5,,
法力之池,2,中立,普通,35,7,,
法力怨魂,2,中立,稀有,86,6,,
法力燃烧,1,恶魔猎手,普通,81,6,,
法奥瑞斯国王,10,中立,传说,47,7,,
活化纪念碑,10,中立,普通,93,5,,
活化龙息,3,中立,普通,101,4,,
流放者奥图里斯,4,恶魔猎手,传说,162,1,,
流沙元素,2,中立,稀有,117,2,,
海巨人,10,中立,史诗,121,2,,
海蛇蛋,2,中立,普通,35,7,,
淡水鳄,2,中立,普通,86,6,,
深坑鳄鱼,8,中立,普通,113,3,,
深渊指挥官,9,恶魔猎手,史诗,101,4,,
深潜炸弹,1,中立,稀有,35,7,,
深蓝系咒师,5,中立,稀有,71,6,,
混乱打击,2,恶魔猎手,普通,123,2,,
混乱新星,5,恶魔猎手,普通,163,1,,
渊狱至尊,8,中立,普通,91,5,,
游学者周卓,2,中立,传说,35,7,,
潜地蝎,4,中立,普通,122,2,,
火箭改装师,1,中立,普通,106,3,,
火色魔印奔行者,1,恶魔猎手,普通,116,2,,
火鹰,3,中立,普通,118,2,,
灰发巫师,2,中立,史诗,90,5,,
灰舌将领,4,恶魔猎手,普通,138,1,,
灵魂分裂,4,恶魔猎手,稀有,45,7,,
灵魂盛宴,2,恶魔猎手,稀有,110,3,,
灵魂裂劈,3,恶魔猎手,普通,140,1,,
灼光战斗法师,1,中立,普通,88,5,,
烈日行者,6,中立,稀有,107,3,,
热气球,1,中立,普通,66,7,,
熔火恶犬,7,中立,普通,72,6,,
牛头人战士,3,中立,普通,74,6,,
特殊坐骑商人,7,中立,稀有,89,5,,
狂傲的兽人,3,中立,普通,124,2,,
狂奔科多兽,5,中立,稀有,87,5,,
狂暴邪翼蝠,4,中立,稀有,75,6,,
狂野炎术师,2,中立,稀有,109,3,,
狐人恶棍,3,中立,史诗,145,1,,
狗头人地卜师,2,中立,普通,68,7,,
狗头人沙漠步兵,2,中立,普通,62,7,,
狼人渗透者,1,中立,普通,82,6,,
狼骑兵,3,中立,普通,89,5,,
献祭光环,2,恶魔猎手,普通,143,1,,
王牌猎人,5,中立,史诗,65,7,,
玛瑟里顿,4,中立,传说,120,2,,
玛维·影歌,4,中立,传说,121,2,,
玛里苟斯,9,中立,传说,67,7,,
疯狂召唤师,6,中立,稀有,67,7,,
疯狂投弹者,2,中立,普通,100,4,,
疯狂的炼金师,2,中立,稀有,89,5,,
疾影,0,恶魔猎手,普通,55,7,,
白银之手骑士,5,中立,普通,97,4,,
白骨怨灵,4,中立,普通,125,2,,
盘牙督军,8,恶魔猎手,稀有,188,1,,
盲眼监视者,2,恶魔猎手,普通,114,2,,
眼棱,3,恶魔猎手,史诗,138,1,,
矮人考古学家,2,中立,史诗,96,4,,
石拳食人魔,6,中立,普通,94,5,,
石牙野猪,1,中立,普通,52,7,,
破咒珠宝师,3,中立,稀有,98,4,,
破甲骑士,5,中立,普通,84,6,,
破碎残阳祭司,3,中立,普通,84,6,,
祖达克仪祭师,4,中立,稀有,51,7,,
神殿狂战士,2,中立,普通,114,2,,
穆克拉,3,中立,传说,82,6,,
空军指挥官,4,中立,普通,59,7,,
空降歹徒,2,中立,普通,61,7,,
竞技场主宰,6,中立,普通,93,5,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,85,6,,
精灵龙,2,中立,普通,102,4,,
紫罗兰典狱官,6,中立,普通,105,3,,
紫罗兰教师,4,中立,稀有,90,5,,
紫罗兰魔剑士,4,中立,普通,75,6,,
红龙女王阿莱克丝塔萨,9,中立,传说,130,2,,
纳特·帕格,2,中立,传说,78,6,,
统率伊利达雷,5,恶魔猎手,普通,156,1,,
绿洲钳嘴龟,4,中立,普通,70,6,,
绿皮船长,5,中立,传说,79,6,,
美味飞鱼,2,中立,普通,68,7,,
耶比托·乔巴斯,8,中立,传说,86,6,,
腐肉食尸鬼,3,中立,普通,82,6,,
舒玛,7,中立,传说,100,4,,
艾泽里特元素,5,中立,史诗,57,7,,
艾露恩的女祭司,6,中立,普通,75,6,,
荆棘帮小偷,3,中立,普通,81,6,,
荆棘帮巫婆,4,中立,史诗,112,3,,
荆棘帮斗猪,2,中立,普通,137,1,,
荆棘谷猛虎,5,中立,普通,88,5,,
药水商人,1,中立,普通,73,6,,
莫尔葛工匠,2,中立,史诗,129,2,,
莽头食人魔,8,中立,史诗,101,4,,
萨尔玛先知,3,中立,普通,58,7,,
萨特监工,3,恶魔猎手,普通,130,2,,
萨索瓦尔,9,中立,传说,91,5,,
萨维斯,6,中立,传说,113,3,,
蓝腮战士,2,中立,普通,80,6,,
藏宝匪贼,4,中立,稀有,78,6,,
藏宝海湾保镖,5,中立,普通,89,5,,
虚无行者,2,恶魔猎手,普通,165,1,,
虚灵改装师,1,中立,普通,103,4,,
血帆海盗,1,中立,稀有,55,7,,
血帆袭击者,2,中立,普通,97,4,,
血沼迅猛龙,2,中立,普通,95,5,,
血法师萨尔诺斯,2,中立,传说,98,4,,
血色十字军战士,3,中立,普通,94,5,,
血骑士,3,中立,史诗,101,4,,
被禁锢的安塔恩,6,恶魔猎手,稀有,122,2,,
被禁锢的邪犬,2,中立,普通,110,3,,
被缚的魔像,7,中立,稀有,144,1,,
裹尸匠,4,中立,史诗,83,6,,
角鹰兽,4,中立,普通,106,3,,
触手恐吓者,5,中立,史诗,75,6,,
诅咒教派领袖,4,中立,普通,108,3,,
诺兹多姆,9,中立,传说,57,7,,
负伤剑圣,3,中立,稀有,97,4,,
贫瘠之地饲养员,7,中立,史诗,80,6,,
起泡的腐泥怪,3,中立,稀有,47,7,,
辟法奇美拉,2,中立,普通,92,5,,
辟法巨龙,6,中立,普通,141,1,,
辟法灵龙,4,中立,普通,105,3,,
辟法龙人,7,中立,普通,114,2,,
达拉然图书管理员,2,中立,普通,89,5,,
达拉然圣剑士,5,中立,普通,114,2,,
达拉然法师,3,中立,普通,44,7,,
迦顿男爵,7,中立,传说,116,2,,
迷彩飞艇,6,中立,普通,82,6,,
逃脱的恐惧卫士,3,中立,普通,55,7,,
邪犬,2,中立,普通,97,4,,
邪能召唤师,6,恶魔猎手,普通,86,6,,
邪鳍导航员,4,中立,普通,84,6,,
酸性沼泽软泥怪,2,中立,普通,101,4,,
金甲虫,3,中立,普通,112,3,,
铁喙猫头鹰,3,中立,普通,70,6,,
铁炉堡火枪手,3,中立,普通,77,6,,
铁鬃灰熊,3,中立,普通,93,5,,
银月城卫兵,4,中立,普通,90,5,,
银背族长,3,中立,普通,61,7,,
银色侍从,1,中立,普通,85,6,,
银色指挥官,6,中立,稀有,112,3,,
铸剑师,2,中立,稀有,66,7,,
锈誓信徒,4,中立,普通,75,6,,
锈誓新兵,2,中立,普通,114,2,,
锈骑劫匪,5,中立,普通,131,2,,
锐鳞骑士,3,中立,普通,83,6,,
闪金镇步兵,1,中立,普通,70,6,,
防护改装师,1,中立,普通,110,3,,
阿努比萨斯战争使者,9,中立,普通,83,6,,
阿古斯防御者,4,中立,稀有,109,3,,
阿曼尼狂战士,2,中立,普通,107,3,,
阿莱克丝塔萨,9,中立,传说,87,5,,
陶罐商人,1,中立,普通,82,6,,
隐秘破坏者,6,中立,史诗,0,7,,
雏龙巨婴,5,中立,普通,126,2,,
雷矛特种兵,5,中立,普通,91,5,,
霍格,6,中立,传说,110,3,,
霜狼步兵,2,中立,普通,78,6,,
霜狼督军,5,中立,普通,88,5,,
霸气的旅店老板娘,8,中立,普通,76,6,,
风怒鹰身人,6,中立,普通,66,7,,
风险投资公司雇佣兵,5,中立,普通,73,6,,
飞刀杂耍者,2,中立,稀有,107,3,,
飞天鱼人,5,中立,史诗,57,7,,
飞行管理员,3,中立,普通,98,4,,
食人魔法师,4,中立,普通,85,6,,
食腐破坏魔,6,中立,普通,104,4,,
骄傲的防御者,4,中立,普通,128,2,,
高级跟班厄尔克,4,中立,传说,44,7,,
魂缚灰舌,1,中立,普通,38,7,,
魔古信徒,1,中立,史诗,38,7,,
魔古山守望者,4,中立,普通,80,6,,
魔法幻象,4,中立,稀有,85,6,,
魔法订书匠,2,中立,普通,105,3,,
魔法飞毯,3,中立,史诗,82,6,,
魔瘾者,2,中立,稀有,48,7,,
鱼人投手,2,中立,普通,91,5,,
鱼人招潮者,1,中立,稀有,58,7,,
鱼人木乃伊,1,中立,普通,87,5,,
鱼人杀手蟹,1,中立,史诗,61,7,,
鱼人猎潮者,2,中立,普通,100,4,,
鱼人袭击者,1,中立,普通,67,7,,
鱼人领军,3,中立,史诗,81,6,,
鲁莽火箭兵,6,中立,普通,86,6,,
麦田傀儡,3,中立,普通,98,4,,
麻疯侏儒,1,中立,普通,53,7,,
黏指狗头人,5,中立,史诗,65,7,,
黑铁矮人,4,中立,普通,112,3,,
黑骑士,6,中立,传说,98,4,,
龙喉巡天者,6,中立,普通,117,2,,
龙眠净化者,2,中立,史诗,92,5,,
