名称,费用,职业,稀有度,评分,评级,建议不选多张,
昆虫收藏家,2,中立,普通,98,4,,
星占师,2,法师,普通,126,2,,
星术师索兰莉安,2,法师,传说,166,1,,
显眼的诱饵,6,中立,史诗,43,7,,
智慧秘典,1,法师,普通,88,5,,
暗鳞先知,1,中立,普通,50,7,,
暗鳞治愈者,5,中立,普通,87,5,,
暮光幼龙,4,中立,稀有,112,3,,
暴怒的狼人,3,中立,普通,78,6,,
暴走旋风,8,中立,史诗,55,7,,
暴风城勇士,7,中立,普通,76,6,,
暴风城骑士,4,中立,普通,79,6,,
暴风雪,6,法师,稀有,101,4,,
月亮巨人守护者,10,中立,传说,89,5,,
末日预言者,2,中立,史诗,64,7,,
机械保险箱,6,中立,普通,100,4,,
机械幼龙技工,4,中立,普通,85,6,,
机械拷问者,4,中立,稀有,31,7,,
机械法医,5,中立,史诗,0,7,,
校长克尔苏加德,5,中立,传说,118,2,,
格鲁尔,8,中立,传说,76,6,,
档案员艾丽西娜,9,中立,传说,82,6,,
森金持盾卫士,4,中立,普通,97,4,,
欢快的同伴,1,中立,普通,90,5,,
止水湖蛇颈龙,5,中立,普通,117,2,,
死亡之翼,10,中立,传说,91,5,,
毒鳍鱼人,1,中立,普通,68,7,,
比斯巨兽,6,中立,传说,84,6,,
水元素,4,法师,普通,117,2,,
沙丘塑形师,3,法师,稀有,124,2,,
沙漠方尖碑,5,中立,史诗,22,7,,
沙漠野兔,3,中立,普通,72,6,,
沼泽爬行者,5,中立,普通,84,6,,
法力之池,2,中立,普通,54,7,,
法力巨人,8,法师,史诗,91,5,,
法力怨魂,2,中立,稀有,92,5,,
法力浮龙,2,法师,普通,86,6,,
法力飓风,2,法师,史诗,134,1,,
法奥瑞斯国王,10,中立,传说,84,6,,
法术反制,3,法师,稀有,95,5,,
活化扫帚,1,中立,普通,119,2,,
活化纪念碑,10,中立,普通,106,3,,
活化雪崩,7,法师,普通,115,2,,
活化龙息,3,中立,普通,114,2,,
流沙元素,2,中立,稀有,121,2,,
浮夸的大四学长,6,中立,普通,146,1,,
浮龙培养师,5,法师,稀有,124,2,,
海巨人,10,中立,史诗,115,2,,
海蛇蛋,2,中立,普通,26,7,,
淡水鳄,2,中立,普通,94,5,,
深坑鳄鱼,8,中立,普通,121,2,,
深度冻结,8,法师,稀有,125,2,,
深潜炸弹,1,中立,稀有,44,7,,
深蓝系咒师,5,中立,稀有,97,4,,
渊狱至尊,8,中立,普通,94,5,,
渡鸦信使,3,法师,普通,132,1,,
游学者周卓,2,中立,传说,36,7,,
潜地蝎,4,中立,普通,130,2,,
火印火妖,3,法师,普通,176,1,,
火焰结界,3,法师,普通,102,4,,
火球术,4,法师,普通,163,1,,
火球滚滚,5,法师,史诗,172,1,,
火箭改装师,1,中立,普通,132,1,,
火鹰,3,中立,普通,132,1,,
灰发巫师,2,中立,史诗,100,4,,
灼光战斗法师,1,中立,普通,99,4,,
炎爆术,10,法师,史诗,144,1,,
烈日行者,6,中立,稀有,93,5,,
烈焰风暴,7,法师,普通,137,1,,
热气球,1,中立,普通,83,6,,
熔火恶犬,7,中立,普通,72,6,,
燃烧,3,法师,史诗,170,1,,
牛头人战士,3,中立,普通,65,7,,
特殊坐骑商人,7,中立,稀有,100,4,,
狂傲的兽人,3,中立,普通,132,1,,
狂奔科多兽,5,中立,稀有,101,4,,
狂暴邪翼蝠,4,中立,稀有,65,7,,
狂野炎术师,2,中立,稀有,117,2,,
狐人恶棍,3,中立,史诗,145,1,,
狗头人地卜师,2,中立,普通,79,6,,
狗头人沙漠步兵,2,中立,普通,67,7,,
狼人渗透者,1,中立,普通,90,5,,
狼骑兵,3,中立,普通,88,5,,
王牌猎人,5,中立,史诗,59,7,,
玛瑟里顿,4,中立,传说,7,7,,
玛维·影歌,4,中立,传说,129,2,,
玛里苟斯,9,中立,传说,78,6,,
甩笔侏儒,1,中立,普通,129,2,,
疯狂召唤师,6,中立,稀有,61,7,,
疯狂投弹者,2,中立,普通,108,3,,
疯狂的炼金师,2,中立,稀有,103,4,,
白银之手骑士,5,中立,普通,94,5,,
白骨怨灵,4,中立,普通,121,2,,
矮人考古学家,2,中立,史诗,112,3,,
石拳食人魔,6,中立,普通,102,4,,
石牙野猪,1,中立,普通,64,7,,
研究伙伴,1,法师,普通,98,4,,
破咒珠宝师,3,中立,稀有,106,3,,
破甲骑士,5,中立,普通,85,6,,
破碎残阳祭司,3,中立,普通,97,4,,
碧蓝龙探险者,4,法师,普通,130,2,,
祖达克仪祭师,4,中立,稀有,52,7,,
神圣暴怒者,4,中立,普通,118,2,,
神殿狂战士,2,中立,普通,121,2,,
穆克拉,3,中立,传说,92,5,,
空军指挥官,4,中立,普通,66,7,,
空降歹徒,2,中立,普通,67,7,,
竞技场主宰,6,中立,普通,88,5,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,112,3,,
精灵龙,2,中立,普通,114,2,,
紫罗兰典狱官,6,中立,普通,106,3,,
紫罗兰教师,4,中立,稀有,95,5,,
紫罗兰魔剑士,4,中立,普通,70,6,,
紫罗兰魔翼鸦,1,法师,普通,109,3,,
红龙女王阿莱克丝塔萨,9,中立,传说,126,2,,
纳特·帕格,2,中立,传说,67,7,,
纳迦沙漠女巫,5,法师,稀有,94,5,,
织法巨龙玛里苟斯,5,法师,传说,156,1,,
维克图斯,5,中立,传说,141,1,,
绿洲钳嘴龟,4,中立,普通,80,6,,
绿皮船长,5,中立,传说,64,7,,
美味飞鱼,2,中立,普通,80,6,,
考前刷夜,2,法师,稀有,50,7,,
考古专家雷诺,6,法师,传说,168,1,,
耶比托·乔巴斯,8,中立,传说,95,5,,
肯瑞托三修法师,4,法师,稀有,57,7,,
肯瑞托法师,3,法师,稀有,112,3,,
腐肉食尸鬼,3,中立,普通,54,7,,
舒玛,7,中立,传说,114,2,,
艾泽里特元素,5,中立,史诗,66,7,,
艾露恩的女祭司,6,中立,普通,68,7,,
荆棘帮小偷,3,中立,普通,96,4,,
荆棘帮巫婆,4,中立,史诗,119,2,,
荆棘帮斗猪,2,中立,普通,149,1,,
荆棘谷猛虎,5,中立,普通,103,4,,
药水商人,1,中立,普通,76,6,,
莫尔葛工匠,2,中立,史诗,133,1,,
莱斯·霜语,5,法师,传说,176,1,,
莽头食人魔,8,中立,史诗,108,3,,
萨尔玛先知,3,中立,普通,55,7,,
萨索瓦尔,9,中立,传说,97,4,,
萨维斯,6,中立,传说,113,3,,
蒸发,3,法师,稀有,76,6,,
蓝腮战士,2,中立,普通,81,6,,
藏宝匪贼,4,中立,稀有,47,7,,
藏宝海湾保镖,5,中立,普通,81,6,,
虚灵奥术师,4,法师,稀有,63,7,,
虚灵改装师,1,中立,普通,130,2,,
虚空之风传送门,3,法师,普通,76,6,,
血帆海盗,1,中立,稀有,73,6,,
血帆袭击者,2,中立,普通,102,4,,
血沼迅猛龙,2,中立,普通,100,4,,
血法师萨尔诺斯,2,中立,传说,99,4,,
血色十字军战士,3,中立,普通,118,2,,
血骑士,3,中立,史诗,101,4,,
衰变飞弹,1,法师,史诗,130,2,,
被禁锢的眼魔,3,法师,稀有,151,1,,
被禁锢的邪犬,2,中立,普通,124,2,,
被缚的魔像,7,中立,稀有,152,1,,
裹尸匠,4,中立,史诗,79,6,,
角鹰兽,4,中立,普通,102,4,,
触手恐吓者,5,中立,史诗,70,6,,
詹迪斯·巴罗夫,5,法师,传说,251,1,,
诅咒教派领袖,4,中立,普通,109,3,,
诺兹多姆,9,中立,传说,65,7,,
课桌小鬼,0,中立,普通,70,6,,
负伤剑圣,3,中立,稀有,102,4,,
贪婪的书虫,2,中立,稀有,130,2,,
贫瘠之地饲养员,7,中立,史诗,80,6,,
赤红急先锋,4,中立,普通,129,2,,
起泡的腐泥怪,3,中立,稀有,51,7,,
转校生,2,中立,史诗,148,1,,
辟法奇美拉,2,中立,普通,80,6,,
辟法巨龙,6,中立,普通,158,1,,
辟法灵龙,4,中立,普通,115,2,,
辟法龙人,7,中立,普通,123,2,,
达拉然图书管理员,2,中立,普通,97,4,,
达拉然圣剑士,5,中立,普通,126,2,,
达拉然法师,3,中立,普通,53,7,,
远古谜团,2,法师,普通,94,5,,
迦顿男爵,7,中立,传说,115,2,,
迷彩飞艇,6,中立,普通,83,6,,
逃脱的恐惧卫士,3,中立,普通,52,7,,
邪犬,2,中立,普通,87,5,,
邪鳍导航员,4,中立,普通,87,5,,
酸性沼泽软泥怪,2,中立,普通,110,3,,
金甲虫,3,中立,普通,105,3,,
钥匙专家阿拉巴斯特,7,中立,传说,149,1,,
铁喙猫头鹰,3,中立,普通,88,5,,
铁炉堡火枪手,3,中立,普通,78,6,,
铁鬃灰熊,3,中立,普通,89,5,,
银月城卫兵,4,中立,普通,93,5,,
银背族长,3,中立,普通,54,7,,
银色侍从,1,中立,普通,103,4,,
银色指挥官,6,中立,稀有,120,2,,
铸剑师,2,中立,稀有,74,6,,
锈誓信徒,4,中立,普通,65,7,,
锈誓新兵,2,中立,普通,132,1,,
锈骑劫匪,5,中立,普通,140,1,,
锐鳞骑士,3,中立,普通,101,4,,
镜像,1,法师,普通,95,5,,
镜像实体,3,法师,普通,132,1,,
闪金镇步兵,1,中立,普通,75,6,,
防护改装师,1,中立,普通,123,2,,
防护长袍,3,中立,稀有,88,5,,
阿努比萨斯战争使者,9,中立,普通,92,5,,
阿古斯防御者,4,中立,稀有,116,2,,
阿曼尼狂战士,2,中立,普通,114,2,,
阿莱克丝塔萨,9,中立,传说,100,4,,
陶罐商人,1,中立,普通,78,6,,
隐秘破坏者,6,中立,史诗,0,7,,
雏龙巨婴,5,中立,普通,130,2,,
雷矛特种兵,5,中立,普通,90,5,,
霍格,6,中立,传说,105,3,,
霜冻射线,1,法师,普通,86,6,,
霜狼步兵,2,中立,普通,76,6,,
霜狼督军,5,中立,普通,98,4,,
霸气的旅店老板娘,8,中立,普通,69,6,,
风怒鹰身人,6,中立,普通,62,7,,
风险投资公司雇佣兵,5,中立,普通,86,6,,
飞刀杂耍者,2,中立,稀有,115,2,,
飞天鱼人,5,中立,史诗,66,7,,
飞行管理员,3,中立,普通,106,3,,
食人魔巫术师,5,中立,普通,86,6,,
食人魔法师,4,中立,普通,92,5,,
食腐破坏魔,6,中立,普通,107,3,,
食魔影豹,2,中立,普通,121,2,,
驯化的雷象,3,中立,史诗,108,3,,
骄傲的防御者,4,中立,普通,119,2,,
高级跟班厄尔克,4,中立,传说,48,7,,
魂缚灰舌,1,中立,普通,70,6,,
魔化大锅,3,中立,史诗,114,2,,
魔古信徒,1,中立,史诗,48,7,,
魔古山守望者,4,中立,普通,69,6,,
魔术戏法,1,法师,稀有,82,6,,
魔杖工匠,2,中立,普通,108,3,,
魔杖窃贼,1,法师,普通,123,2,,
魔法幻象,4,中立,稀有,74,6,,
魔法蓝蛙,2,法师,普通,97,4,,
魔法订书匠,2,中立,普通,112,3,,
魔法飞毯,3,中立,史诗,79,6,,
魔爆术,2,法师,普通,105,3,,
魔瘾者,2,中立,稀有,52,7,,
魔药始祖龙,8,中立,普通,135,1,,
鱼人投手,2,中立,普通,100,4,,
鱼人招潮者,1,中立,稀有,72,6,,
鱼人木乃伊,1,中立,普通,104,4,,
鱼人杀手蟹,1,中立,史诗,70,6,,
鱼人猎潮者,2,中立,普通,88,5,,
鱼人袭击者,1,中立,普通,76,6,,
鱼人领军,3,中立,史诗,84,6,,
鱼人飞骑,4,中立,普通,131,2,,
鲁莽火箭兵,6,中立,普通,85,6,,
麦田傀儡,3,中立,普通,105,3,,
麻疯侏儒,1,中立,普通,69,6,,
黏指狗头人,5,中立,史诗,66,7,,
黑岩法术抄写员,6,中立,普通,145,1,,
黑铁矮人,4,中立,普通,134,1,,
黑骑士,6,中立,传说,104,4,,
齐恩瓦拉,3,法师,传说,98,4,,
龙喉巡天者,6,中立,普通,125,2,,
龙眠净化者,2,中立,史诗,97,4,,
