名称,抓取率,评分,
奥秘守护者,1.1%,66,
奥能水母,4.7%,127,
女伯爵阿莎摩尔,1.1%,91,
女巫森林吹笛人,3.9%,78,
女巫森林灰熊,8.1%,121,
好斗的侏儒,0.1%,80,
始生龙探险者,54.3%,190,
宝石甲虫,0.1%,94,
宝石鹦鹉,0.2%,134,
实验体9号,0.3%,90,
寄生恶狼,0.1%,126,
寒光先知,0.1%,50,
寒光先知,0.1%,50,
小个子召唤师,0.9%,83,
小个子法师,0.2%,69,
小个子驱魔者,1.2%,64,
小型法术翡翠,0.1%,138,
小精灵,0.1%,63,
小鬼召唤师,1.5%,78,
尼斐塞特仪祭师,6.4%,113,
屠龙者,0.1%,112,
山岭巨人,0.2%,48,
山猫之灵,0.1%,64,
山猫之灵,0.1%,64,
岩浆暴怒者,0.1%,62,
工匠大师欧沃斯巴克,0.3%,92,
工匠镇技师,7%,89,
工程师学徒,3.5%,97,
巨型乳齿象,0.1%,94,
巨型蟾蜍,0.1%,130,
巨型黄蜂,0.1%,128,
巨魔蝙蝠骑士,25.6%,121,
巨鳞蠕虫,6.4%,116,
巫医,1.7%,78,
巫毒娃娃,1%,80,
布林顿3000型,0.5%,50,
希亚玛特,4.2%,159,
帝王眼镜蛇,1.9%,116,
年轻的女祭司,1.1%,81,
年轻的酒仙,5.7%,81,
年迈的法师,0.1%,60,
年迈的酒仙,4%,88,
幻化师,2.3%,89,
幻术士,2.5%,70,
幼龙饲养员,6.4%,110,
幼龙鹰,0.6%,65,
废土刺客,10.3%,100,
废土守望者,3.8%,106,
废土巨蝎,6.7%,96,
废料场巨像,12.4%,107,
废铁射击,13.2%,118,
弗拉克的火箭炮,0.3%,116,
弗瑞兹·光巢,1%,103,
弹簧火箭犬,12.4%,104,
强化机器人,2.7%,101,
强能箭猪,8.4%,130,
强能雷象,3.5%,121,
强袭坦克,10.4%,108,
微型战斗机甲,11.2%,109,
微机操控者,9.4%,122,
怒鳍猎潮者,0.1%,114,
急速射击,16.4%,79,
怪盗布缆鼠,20.6%,124,
总督察,4.6%,83,
恐怖海盗,1.2%,74,
恐惧渡鸦,2.2%,116,
恐狼前锋,4.4%,112,
恐龙大师布莱恩,3.3%,104,
恶毒的银行家,1%,56,
恶毒铁匠,3.2%,94,
恶狼大法师,2.2%,92,
愤怒的小鸡,0.1%,64,
愤怒的小鸡,0.1%,64,
慷慨的木乃伊,0.7%,8,
憎恶,1.1%,94,
战争机兵,8%,102,
战利品贮藏者,6.2%,108,
托什雷,1%,113,
扫清道路,1.5%,2,
投弹机器人,2.9%,81,
投掷炸弹,9.4%,102,
报警机器人,0.1%,32,
拆件旋翼机,3.5%,74,
拉文霍德刺客,1.1%,73,
拉穆卡恒驯兽师,13.6%,180,
招虫的地精,8.1%,85,
拾荒者的智慧,18.3%,88,
持枪恶霸,6.3%,101,
持盾卫士,0.2%,55,
捕鼠陷阱,4.7%,92,
捣蛋鬼,0.4%,73,
探险帽,0.1%,106,
推土壮汉,17.1%,110,
搜寻猎物,0.1%,100,
摧心者,0.1%,93,
攻城车,0.8%,74,
散财军士,7.9%,103,
斯尼德的伐木机,1.6%,84,
新鲜气息,15.5%,112,
方阵指挥官,0.7%,78,
施法者克星X-21,4.6%,79,
旅行医者,21.8%,97,
旋翼机,16%,97,
旋翼滑翔者,1.4%,73,
无面操纵者,1.3%,107,
无面暴怒者,9.2%,91,
无面潜伏者,4.1%,83,
无面腐蚀者,15.4%,135,
日怒保卫者,2.8%,102,
昆虫收藏家,13%,133,
明光祭司,1.8%,69,
星界使者塞雷西亚,0.1%,65,
星界使者塞雷西亚,0.1%,65,
显眼的诱饵,0.2%,62,
普崔塞德教授,0.1%,121,
晶化师,0.9%,82,
暗夜嗥狼,0.1%,68,
暗夜嗥狼,0.1%,68,
暗夜徘徊者,2.6%,82,
暗鳞治愈者,3.5%,84,
暮光守护者,0.1%,98,
暮光幼龙,3.3%,94,
暮湾镇猎手,5.9%,83,
暴怒的双头巨人,13.4%,107,
暴怒的狼人,3.9%,78,
暴掠龙幼崽,0.1%,116,
暴风城勇士,6.7%,86,
暴风城骑士,2.9%,81,
暴龙王克鲁什,3%,142,
月亮巨人守护者,0.9%,145,
末日预言者,0.3%,60,
机核芯片,2.5%,165,
机械保险箱,6.9%,96,
机械巨熊,11.4%,95,
机械幼龙技工,2.9%,83,
机械拷问者,0.7%,11,
机械推土牛,2.4%,92,
机械法医,0.1%,13,
机械袋鼠,15.7%,114,
机械跃迁者,11.6%,106,
机械雏龙,1.9%,140,
机械雪人,17%,106,
杀戮命令,42.8%,132,
杂毛秘术师,10.9%,92,
标记射击,37%,162,
格斗士,0.3%,100,
格鲁尔,0.4%,76,
档案员艾丽西娜,0.3%,75,
梦魇融合怪,4%,127,
森林狼,4.5%,83,
森金持盾卫士,7%,93,
榴弹投手,7.4%,119,
橱柜蜘蛛,0.1%,102,
欢乐的发明家,0.9%,100,
欢快的同伴,8.5%,78,
欧米茄防御者,4.9%,106,
武装皮纳塔,10.3%,125,
死亡之翼,0.9%,110,
死灵机械师,1.2%,93,
死神4000型,1.2%,99,
毒沼爬行者,0.1%,117,
毒物学家,0.8%,87,
毒箭机器人,9.4%,125,
毒药贩子,0.8%,59,
毒蛇陷阱,6%,124,
毒镖陷阱,0.1%,73,
毒镖陷阱,0.1%,73,
毒鳍鱼人,0.4%,52,
比斯巨兽,0.2%,90,
污手街走私者,0.1%,95,
沙漠之矛,47.2%,185,
沙漠野兔,0.7%,116,
沼泽水蛭,7%,108,
沼泽爬行者,3.6%,83,
沼泽飞龙,3.7%,62,
沼泽龙蛋,2.5%,63,
法力之池,0.1%,44,
法力怨魂,0.6%,86,
法奥瑞斯国王,0.1%,66,
法奥瑞斯国王,0.1%,66,
泥沼狩猎者,1.5%,124,
洞穴多头蛇,0.1%,108,
活动假人,0.2%,63,
活化纪念碑,2.8%,90,
活化龙息,12.2%,101,
流沙元素,6.8%,118,
海地精猎手,10.1%,87,
海巨人,0.3%,123,
海蛇蛋,1.3%,34,
淡水鳄,3.2%,108,
淤泥践踏者,9.8%,93,
深坑鳄鱼,28.1%,125,
深潜炸弹,0.4%,32,
深蓝系咒师,9.7%,105,
渊狱至尊,5.4%,87,
温蕾萨·风行者,1.8%,106,
游荡怪物,0.1%,111,
湮灭战车,0.1%,45,
湮灭战车,0.1%,45,
滑板机器人,1.9%,80,
潜地蝎,41.7%,135,
火岩元素,0.1%,82,
火箭改装师,22.7%,106,
火羽凤凰,0.1%,122,
火羽精灵,0.1%,125,
火花引擎,1.2%,62,
火花钻机,2.1%,89,
火车王里诺艾,0.6%,112,
火鹰,11.5%,120,
灭龙弩炮,3.8%,134,
灰发巫师,1.7%,104,
灼光战斗法师,16.1%,90,
炽炎蝙蝠,0.1%,128,
烈日行者,4.1%,96,
烟火技师,0.9%,69,
热心的酒保,0.1%,102,
热气球,6.6%,70,
热砂港狙击手,6.8%,100,
焦油爬行者,0.1%,112,
照明弹,5.8%,69,
熔火怒犬,0.1%,99,
熔火恶犬,0.6%,85,
熟练的水手,3.4%,91,
爆炸射击,20.9%,148,
爆炸陷阱,30.1%,97,
爆爆机器人,4.7%,101,
爆盐投弹手,1%,108,
爆破大师弗拉克,0.9%,95,
牛头人战士,1.1%,67,
特殊坐骑商人,3.6%,93,
犯罪高手,0.1%,124,
狂傲的兽人,22.3%,109,
狂奔科多兽,4.9%,98,
狂暴邪翼蝠,3.9%,71,
狂野怒火,1.3%,58,
狂野炎术师,1.4%,112,
狐人恶棍,4.4%,139,
狗头人地卜师,1.1%,73,
狗头人学徒,0.1%,106,
狗头人沙漠步兵,4.9%,79,
狙击,17.5%,100,
狩猎犬,30.7%,155,
狩猎盛宴,0.3%,48,
狼人憎恶,2.4%,101,
狼人渗透者,2.6%,82,
狼骑兵,2.5%,91,
猎人印记,30.7%,126,
猎人工具包,39.5%,158,
猛兽出笼,18%,129,
猩红织网蛛,8.3%,110,
王牌猎人,1.5%,59,
玛克扎尔王子,0.1%,109,
玛瑟里顿,0.5%,88,
玛维·影歌,3.7%,123,
玛里苟斯,0.2%,73,
瑟玛普拉格,0.6%,85,
生锈的回收机器人,1.7%,83,
电磁脉冲特工,0.1%,65,
电磁脉冲特工,0.1%,65,
电能工匠,0.6%,88,
畸变狂战士,0.1%,90,
疯帽客,2%,81,
疯狂召唤师,0.1%,64,
疯狂投弹者,3.8%,97,
疯狂爆破者,4.6%,81,
疯狂的炼金师,2%,89,
疯狂的科学家,0.1%,97,
病毒增援,3.1%,51,
癫狂的医生,8.5%,86,
白银之手骑士,6.4%,97,
白骨怨灵,17.6%,109,
百兽之王,4.9%,91,
相位追猎者,19.6%,157,
眼镜蛇射击,10.6%,82,
矮人神射手,41.1%,113,
矮人考古学家,1.6%,98,
石丘防御者,0.1%,144,
石化魔暴龙,0.1%,90,
石塘猎人,0.1%,97,
石拳食人魔,5.8%,95,
石牙野猪,1.5%,76,
石皮蜥蜴,0.1%,141,
石腭穴居人壮汉,12.2%,85,
砰砰博士,2.9%,139,
破咒珠宝师,4.6%,97,
破法者,5.3%,101,
破甲骑士,5%,84,
破盾者,0.1%,57,
破碎残阳祭司,4.9%,84,
破铜烂铁机器人,0.8%,54,
硬壳甲虫,0.1%,131,
碎石穴居人,13%,90,
碾压墙,0.1%,141,
祖达克仪祭师,0.4%,27,
神殿狂战士,12.4%,113,
科赞秘术师,4.6%,65,
穆克拉,0.2%,102,
穴居人食菌者,0.1%,93,
穴居人驯兽师,0.1%,120,
空军指挥官,2.6%,65,
空降歹徒,0.7%,62,
窃魂者阿扎莉娜,0.5%,47,
竞技场主宰,1.8%,88,
筑巢双头鹏,0.1%,116,
米尔豪斯·法力风暴,0.1%,9,
米米尔隆的头部,0.1%,75,
米米尔隆的头部,0.1%,75,
精灵弓箭手,1.6%,85,
精灵龙,5.1%,101,
精神控制技师,0.2%,109,
紫罗兰典狱官,7.7%,98,
紫罗兰教师,2.2%,90,
紫罗兰魔剑士,0.8%,70,
紫色岩虫,0.1%,120,
红龙女王阿莱克丝塔萨,4%,134,
纳格兰大冲撞,16.3%,148,
纳特·帕格,0.1%,75,
纳迦海盗,0.1%,114,
结网蛛,0.1%,127,
维库食尸鬼,0.2%,77,
维拉努斯,4.1%,220,
绿洲钳嘴龟,3.3%,84,
绿皮船长,0.2%,88,
绿色凝胶怪,0.1%,104,
缚沙者,0.6%,63,
美味飞鱼,5.5%,77,
群星罗列者,0.1%,93,
翼手龙宝宝,0.1%,114,
老式治疗机器人,6.3%,73,
耶比托·乔巴斯,0.2%,89,
肉用僵尸,0.1%,113,
胡桃精,8.4%,87,
脑力激荡者,0.2%,42,
脱逃的样本,0.3%,100,
腐巢幼龙,24.5%,123,
腐烂的苹果树,13%,100,
腐肉虫,0.1%,98,
腐肉食尸鬼,2.2%,86,
腐蚀吐息,4.5%,128,
腐蚀淤泥,0.1%,91,
臃肿的蛇颈龙,0.1%,114,
自爆绵羊,3.2%,90,
致命射击,36.3%,136,
舒玛,1.1%,100,
船载火炮,6%,90,
艾泽里特元素,0.2%,60,
艾莫莉丝,1.6%,90,
艾露恩的女祭司,0.9%,67,
苔原犀牛,17.9%,102,
苔藓恐魔,2.9%,107,
苦痛侍僧,4.3%,93,
荆棘帮小偷,5.7%,81,
荆棘帮巫婆,2.8%,141,
荆棘帮斗猪,21.7%,160,
荆棘帮暴徒,6.9%,83,
荆棘谷猛虎,5.8%,101,
药水商人,2.2%,62,
莫什奥格执行者,0.2%,79,
莫克纳萨将狮,37.2%,144,
莫尔葛工匠,2.5%,144,
莽头食人魔,3.4%,102,
菌菇术士,0.1%,139,
菌菇附魔师,0.1%,103,
萨尔玛先知,0.5%,59,
萨索瓦尔,0.6%,89,
萨维斯,0.4%,111,
蓝鳃战士,2.9%,82,
藏宝匪贼,6.3%,77,
藏宝海湾保镖,1.1%,83,
蘑菇酿酒师,0.1%,113,
虚灵改装师,16.3%,102,
蛛魔先知,0.1%,113,
蜘蛛坦克,16.6%,103,
蜘蛛炸弹,14.7%,138,
蜡烛弓,0.2%,135,
血帆海盗,0.4%,52,
血帆袭击者,2.6%,100,
血沼迅猛龙,4.8%,118,
血法师萨尔诺斯,0.3%,98,
血色十字军战士,4.4%,92,
血骑士,0.9%,101,
被感染的贮藏者,0.1%,106,
被污染的狂热者,0.1%,84,
被禁锢的邪犬,34.6%,100,
被禁锢的魔喉,57.2%,118,
被缚的魔像,12.6%,143,
被诅咒的门徒,0.1%,115,
裁决者图哈特,0.1%,103,
裹尸匠,0.9%,83,
要塞指挥官,0.1%,90,
角斗士的长弓,5.3%,117,
角鹰兽,16.3%,115,
触手恐吓者,0.7%,76,
诅咒教派领袖,5.4%,104,
误导,4.1%,56,
诺兹多姆,0.2%,61,
诺莫瑞根步兵,1.6%,61,
豺狼人土枪手,0.1%,127,
负伤剑圣,1.2%,97,
贪睡巨龙,0.1%,91,
贫瘠之地饲养员,0.7%,89,
赫米特·奈辛瓦里,0.3%,104,
走私货物,0.1%,59,
起泡的腐泥怪,1%,57,
载人收割机,20.3%,132,
载人毁灭机,1.1%,108,
载人飞天魔像,3.5%,132,
辟法奇美拉,9.5%,113,
辟法巨龙,15.5%,146,
辟法灵龙,8.6%,107,
辟法龙人,22.1%,110,
达拉然图书管理员,5%,89,
达拉然圣剑士,16.3%,114,
达拉然法师,0.1%,48,
达拉然法师,0.1%,48,
迅捷的信使,14.3%,108,
迅猛龙宝宝,0.1%,94,
迦顿男爵,0.8%,134,
迷失的幽魂,1.7%,52,
迷失的陆行鸟,13.3%,111,
迷彩飞艇,3.3%,85,
追踪术,14%,114,
逃脱的恐惧卫士,1.5%,50,
通电机器人,0.1%,50,
通电机器人,0.1%,50,
邪巢诱捕蛛,24.7%,116,
邪犬,2.5%,79,
邪魂审判官,2.1%,69,
邪鳍导航员,3.5%,83,
酸性沼泽软泥怪,7.8%,98,
重型刃弩,13.8%,141,
重甲战马,0.2%,118,
重装佣兵,0.1%,122,
量产型恐吓机,5.8%,127,
金刚刃牙兽,4.1%,95,
金甲虫,12.5%,124,
钢铁暴怒者,6.2%,102,
铁喙猫头鹰,5.2%,85,
铁炉堡火枪手,1.7%,77,
铁鬃灰熊,3.9%,103,
银月城卫兵,2.8%,88,
银背族长,0.5%,68,
银色侍从,2.6%,85,
银色指挥官,2.4%,116,
铸剑师,0.9%,67,
锈誓信徒,7.7%,75,
锈誓新兵,13.9%,118,
锈骑劫匪,36.5%,124,
锐鳞骑士,12.5%,90,
长鬃草原狮,12.7%,151,
闪光蝴蝶,14.8%,138,
闪金镇步兵,0.5%,62,
闹闹机器人,0.1%,100,
防护改装师,29.4%,113,
阵线破坏者,0.1%,93,
阿努比萨斯哨兵,0.1%,100,
阿努比萨斯战争使者,2.7%,86,
阿古斯防御者,2%,99,
阿曼尼狂战士,4.5%,107,
阿莱克丝塔萨,0.7%,97,
陶罐商人,6.8%,83,
隐秘破坏者,0.7%,15,
隐鳞药剂师,1.8%,84,
雄斑虎,0.2%,131,
集群战术,17.4%,118,
雪地狗头人,0.1%,75,
雪地狗头人,0.1%,75,
雷矛特种兵,3.1%,92,
雷鸣刺喉龙,0.1%,147,
霍格,0.5%,103,
霜狼步兵,0.6%,73,
霜狼督军,3.7%,88,
霸气的旅店老板娘,1.2%,67,
青铜门卫,1.9%,78,
顶级捕食者兹克索尔,6%,179,
颤地者特罗格佐尔,0.7%,75,
风怒鹰身人,0.9%,70,
风暴之锤,24%,155,
风暴看守,0.1%,87,
风险投资公司雇佣兵,1.8%,62,
飞刀杂耍者,3.7%,106,
飞天鱼人,1.4%,69,
飞弹机器人,2.4%,116,
飞火流星·芬杰,0.1%,52,
飞火流星·芬杰,0.1%,52,
飞翼冲击,18.2%,144,
飞蝗虫群,17.2%,168,
飞行器,1.4%,48,
飞行管理员,4.1%,98,
食人魔勇士穆戈尔,0.4%,98,
食人魔步兵,12.6%,99,
食人魔法师,2.2%,88,
食腐土狼,13.3%,104,
食腐破坏魔,28.4%,100,
食腐飞龙,11.8%,113,
饥饿的秃鹫,2.2%,72,
驮运科多兽,0.1%,125,
驯兽师,19.9%,101,
驯犬大师肖尔,3.1%,150,
骄傲的防御者,12.9%,113,
高级跟班厄尔克,0.1%,47,
高级跟班厄尔克,0.1%,47,
鬼灵爬行者,0.1%,138,
鬼灵骑士,0.1%,96,
魂缚灰舌,0.7%,60,
魅影民兵,5.4%,95,
魔古山守望者,0.4%,65,
魔法幻象,0.3%,64,
魔法订书匠,6.8%,105,
魔法飞毯,0.4%,79,
魔瘾者,0.2%,49,
魔能机甲,0.5%,150,
鱼人投手,8.2%,88,
鱼人招潮者,0.1%,55,
鱼人招潮者,0.1%,55,
鱼人木乃伊,7.8%,87,
鱼人杀手蟹,0.4%,82,
鱼人猎潮者,2.8%,100,
鱼人袭击者,0.6%,67,
鱼人领军,0.1%,78,
鲁莽火箭兵,3.3%,93,
鸟禽守护者,0.1%,77,
鹰角弓,14.6%,151,
麦田傀儡,6.2%,100,
麻风侏儒,1.4%,67,
黏指狗头人,1%,64,
黑樟林树精,13.4%,94,
黑沼枭兽,0.4%,49,
黑翼技师,0.3%,89,
黑翼腐蚀者,0.4%,96,
黑铁矮人,5.2%,111,
黑骑士,0.7%,91,
齿轮大师,2.8%,63,
龙喉巡天者,30.9%,121,
龙眠净化者,1.2%,91,
龙骨卫士,7%,88,
